pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, 11.69, 62.45, 24.1, 62.0, 4.0, 11.7, 11.8, 4.0, 0.9, None,2022-06-25 00:00:00, None, None,26
None, 10.67, 66.27, 24.1, 66.0, 4.0, 10.7, 10.6, 4.0, 0.0, None,2022-06-25 01:00:00, None, None,26
None, 9.59, 69.74, None, None, None, None, None, 4.0, None, None,2022-06-25 02:00:00, None, None,26
None, 8.77, 72.61, None, None, None, None, None, 4.0, None, None,2022-06-25 03:00:00, None, None,26
None, 7.77, 76.97, None, None, None, None, None, 4.0, None, None,2022-06-25 04:00:00, None, None,26
None, 6.988, 81.2, 24.1, 81.0, 4.0, 7.0, 6.8, 4.0, 0.0, None,2022-06-25 05:00:00, None, None,26
None, 6.498, 83.7, 24.1, 84.0, 4.0, 6.5, 6.4, 4.0, 0.0, None,2022-06-25 06:00:00, None, None,26
None, 7.199, 85.0, 7.7, 85.0, 4.0, 7.2, 6.5, 4.0, 0.0, None,2022-06-25 07:00:00, None, None,26
None, 10.74, 69.57, 10.9, 70.0, 5.0, 10.7, 6.5, 5.0, 0.0, None,2022-06-25 08:00:00, None, None,26
None, 14.34, 56.39, 14.5, 56.0, 6.0, 14.3, 6.5, 6.0, -1.0, None,2022-06-25 09:00:00, None, None,26
None, 16.57, 49.14, 16.7, 49.0, 6.0, 16.6, 6.5, 6.0, -0.3, None,2022-06-25 10:00:00, None, None,26
None, 19.61, 40.79, 19.6, 41.0, 6.0, 19.6, 6.5, 6.0, -1.0, None,2022-06-25 11:00:00, None, None,26
None, 21.74, 37.14, 21.8, 37.0, 6.0, 21.7, 6.5, 6.0, -0.6, None,2022-06-25 12:00:00, None, None,26
None, 24.06, 30.39, 24.5, 30.0, 5.0, 24.1, 6.5, 5.0, -1.0, None,2022-06-25 13:00:00, None, None,26
None, 25.67, 23.62, 25.9, 24.0, 4.0, 25.7, 6.5, 4.0, -0.2, None,2022-06-25 14:00:00, None, None,26
None, 27.14, 20.75, 27.7, 21.0, 3.0, 27.1, 6.5, 3.0, -0.8, None,2022-06-25 15:00:00, None, None,26
None, 27.7, 17.29, 28.9, 17.0, 2.0, 27.7, 6.5, 2.0, -1.0, None,2022-06-25 16:00:00, None, None,26
None, 28.58, 20.27, 29.2, 20.0, 3.0, 28.6, 6.5, 3.0, 0.0, None,2022-06-25 17:00:00, None, None,26
None, 28.6, 20.18, 29.3, 20.0, 4.0, 28.6, 6.5, 4.0, 0.0, None,2022-06-25 18:00:00, None, None,26
None, 26.97, 22.23, 28.8, 22.0, 3.0, 27.0, 27.0, 3.0, -0.2, None,2022-06-25 19:00:00, None, None,26
None, 25.06, 22.81, 28.8, 23.0, 2.0, 25.1, 24.9, 2.0, 0.2, None,2022-06-25 20:00:00, None, None,26
None, 22.5, 27.82, 28.8, 28.0, 3.0, 22.5, 22.6, 3.0, 0.8, None,2022-06-25 21:00:00, None, None,26
None, 19.84, 35.68, 28.8, 36.0, 4.0, 19.8, 19.9, 4.0, 0.2, None,2022-06-25 22:00:00, None, None,26
None, 17.75, 40.79, 28.8, 41.0, 4.0, 17.8, 17.7, 4.0, 0.0, None,2022-06-25 23:00:00, None, None,26
None, 16.31, 43.79, 28.8, 44.0, 4.0, 16.3, 15.0, 4.0, 1.0, None,2022-06-26 00:00:00, None, None,26
None, 13.02, 56.23, 28.8, 56.0, 4.0, 13.0, 13.1, 4.0, 1.0, None,2022-06-26 01:00:00, None, None,26
None, 11.6, 61.43, 28.8, 61.0, 5.0, 11.6, 11.6, 5.0, 0.0, None,2022-06-26 02:00:00, None, None,26
None, 10.44, 65.1, 28.8, 65.0, 4.0, 10.4, 10.3, 4.0, 0.0, None,2022-06-26 03:00:00, None, None,26
None, 9.62, 68.37, 28.8, 68.0, 4.0, 9.6, 9.5, 4.0, 1.0, None,2022-06-26 04:00:00, None, None,26
None, 8.56, 73.05, 28.8, 73.0, 3.0, 8.6, 8.4, 3.0, 0.0, None,2022-06-26 05:00:00, None, None,26
None, 7.982, 77.94, 28.8, 78.0, 5.0, 8.0, 7.6, 5.0, 0.0, None,2022-06-26 06:00:00, None, None,26
None, 8.26, 79.91, 8.8, 80.0, 5.0, 8.3, 7.5, 5.0, 0.0, None,2022-06-26 07:00:00, None, None,26
None, 11.87, 70.11, 11.7, 70.0, 6.0, 11.9, 7.5, 6.0, 0.0, None,2022-06-26 08:00:00, None, None,26
None, 15.79, 53.29, 15.6, 53.0, 6.0, 15.8, 7.5, 6.0, -1.0, None,2022-06-26 09:00:00, None, None,26
None, 18.37, 40.92, 18.6, 41.0, 5.0, 18.4, 7.5, 5.0, -1.0, None,2022-06-26 10:00:00, None, None,26
None, 21.19, 33.6, 21.3, 34.0, 4.0, 21.2, 7.5, 4.0, -1.0, None,2022-06-26 11:00:00, None, None,26
None, 23.96, 30.52, 23.9, 31.0, 6.0, 24.0, 7.5, 6.0, -1.0, None,2022-06-26 12:00:00, None, None,26
None, 26.61, 25.88, 26.5, 26.0, 5.0, 26.6, 7.5, 5.0, -1.0, None,2022-06-26 13:00:00, None, None,26
None, 28.6, 22.4, 29.0, 22.0, 6.0, 28.6, 7.5, 6.0, 0.0, None,2022-06-26 14:00:00, None, None,26
None, 30.26, 18.37, 30.9, 18.0, 3.0, 30.3, 7.5, 3.0, -1.0, None,2022-06-26 15:00:00, None, None,26
None, 31.45, 16.6, 32.0, 17.0, 3.0, 31.5, 7.5, 3.0, -0.2, None,2022-06-26 16:00:00, None, None,26
None, 31.3, 17.26, 32.4, 17.0, 3.0, 31.3, 7.5, 3.0, -0.8, None,2022-06-26 17:00:00, None, None,26
None, 30.24, 16.75, 32.4, 17.0, 2.0, 30.2, 7.5, 2.0, 0.0, None,2022-06-26 18:00:00, None, None,26
None, 29.44, 17.87, 30.5, 18.0, 2.0, 29.4, 29.3, 2.0, 0.0, None,2022-06-26 19:00:00, None, None,26
None, 26.43, 20.95, 30.5, 21.0, 3.0, 26.4, 26.4, 3.0, 0.0, None,2022-06-26 20:00:00, None, None,26
None, 24.98, 22.06, 30.5, 22.0, 2.0, 25.0, 25.1, 2.0, 1.0, None,2022-06-26 21:00:00, None, None,26
None, 22.61, 28.73, 30.5, 29.0, 3.0, 22.6, 22.8, 3.0, 0.0, None,2022-06-26 22:00:00, None, None,26
None, 19.39, 38.18, 30.5, 38.0, 5.0, 19.4, 19.2, 5.0, 1.0, None,2022-06-26 23:00:00, None, None,26
None, 16.2, 47.18, 30.5, 47.0, 5.0, 16.2, 16.3, 5.0, 0.0, None,2022-06-27 00:00:00, None, None,26
None, 14.7, 52.22, 30.5, 52.0, 5.0, 14.7, 14.4, 5.0, 1.0, None,2022-06-27 01:00:00, None, None,26
None, 13.27, 57.39, 30.5, 57.0, 5.0, 13.3, 13.2, 5.0, 0.0, None,2022-06-27 02:00:00, None, None,26
None, 11.94, 62.03, 30.5, 62.0, 5.0, 11.9, 11.8, 5.0, 1.0, None,2022-06-27 03:00:00, None, None,26
None, 10.92, 64.3, 30.5, 64.0, 4.0, 10.9, 10.9, 4.0, 0.0, None,2022-06-27 04:00:00, None, None,26
None, 10.1, 67.43, 30.5, 67.0, 5.0, 10.1, 9.9, 5.0, 0.0, None,2022-06-27 05:00:00, None, None,26
None, 9.16, 73.64, 30.5, 74.0, 5.0, 9.2, 9.1, 5.0, 0.0, None,2022-06-27 06:00:00, None, None,26
None, 9.22, 76.65, 9.7, 77.0, 5.0, 9.2, 8.7, 5.0, 0.0, None,2022-06-27 07:00:00, None, None,26
None, 12.82, 64.92, 12.9, 65.0, 6.0, 12.8, 8.7, 6.0, 0.0, None,2022-06-27 08:00:00, None, None,26
None, 17.11, 50.94, 16.8, 51.0, 7.0, 17.1, 8.7, 7.0, -1.0, None,2022-06-27 09:00:00, None, None,26
None, 19.43, 40.78, 19.5, 41.0, 6.0, 19.4, 8.7, 6.0, -1.0, None,2022-06-27 10:00:00, None, None,26
None, 22.4, 31.55, 22.3, 32.0, 4.0, 22.4, 8.7, 4.0, -0.8, None,2022-06-27 11:00:00, None, None,26
None, 24.72, 30.61, 24.8, 31.0, 6.0, 24.7, 8.7, 6.0, -0.2, None,2022-06-27 12:00:00, None, None,26
None, 26.56, 31.14, 26.5, 31.0, 7.0, 26.6, 8.7, 7.0, -1.0, None,2022-06-27 13:00:00, None, None,26
None, 29.71, 22.24, 29.8, 22.0, 6.0, 29.7, 8.7, 6.0, -1.0, None,2022-06-27 14:00:00, None, None,26
None, 32.08, 19.16, 32.0, 19.0, 6.0, 32.1, 8.7, 6.0, 0.0, None,2022-06-27 15:00:00, None, None,26
None, 32.19, 16.39, 33.1, 16.0, 4.0, 32.2, 8.7, 4.0, -1.0, None,2022-06-27 16:00:00, None, None,26
