pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
None, 4.564, 68.49, 5.4, 68.0, -1.0, 4.6, 1.6, 1004.2, 0.0, -1.0, 955.0, 0.0,2022-02-05 00:00:00, None, 955.0,6
None, 5.653, 59.67, 5.8, 60.0, -2.0, 5.7, 1.6, None, 0.0, -2.0, 956.0, 0.0,2022-02-05 01:00:00, None, 956.0,6
None, 5.711, 57.26, 6.0, 57.0, -2.0, 5.7, 1.6, None, 0.0, -2.0, 957.0, 0.0,2022-02-05 02:00:00, None, 957.0,6
None, 4.68, 60.87, 6.2, 61.0, -2.0, 4.7, 1.6, None, 0.0, -2.0, 958.0, 0.0,2022-02-05 03:00:00, None, 958.0,6
None, 3.808, 66.47, 6.2, 66.0, -2.0, 3.8, 1.6, None, 0.0, -2.0, 959.0, 0.0,2022-02-05 04:00:00, None, 959.0,6
None, 3.71, 65.21, 6.2, 65.0, -2.0, 3.7, 1.6, None, 0.0, -2.0, 960.0, 0.0,2022-02-05 05:00:00, None, 960.0,6
None, 3.777, 63.96, 6.2, 64.0, -2.0, 3.8, 1.6, None, 0.0, -2.0, 961.0, 0.0,2022-02-05 06:00:00, None, 961.0,6
None, 4.281, 59.78, 5.4, 60.0, -3.0, 4.3, 3.6, 1010.5, 0.0, -3.0, 961.0, 0.0,2022-02-05 07:00:00, None, 961.0,6
None, 4.732, 59.54, 5.4, 60.0, -2.0, 4.7, 3.6, 1011.5, 0.0, -2.0, 962.0, 0.0,2022-02-05 08:00:00, None, 962.0,6
None, 2.851, 69.54, 5.4, 70.0, -2.0, 2.9, 2.8, 1012.6, 0.0, -2.0, 963.0, 0.0,2022-02-05 09:00:00, None, 963.0,6
None, 2.704, 75.64, 5.4, 76.0, -1.0, 2.7, 2.1, 1013.6, 0.0, -1.0, 964.0, 0.0,2022-02-05 10:00:00, None, 964.0,6
None, 5.335, 56.94, 5.4, 57.0, -2.0, 5.3, 2.1, 1013.5, 0.0, -2.0, 964.0, 0.0,2022-02-05 11:00:00, None, 964.0,6
None, 6.447, 52.31, 6.9, 52.0, -2.0, 6.4, 2.1, 1013.4, 0.0, -2.0, 964.0, 0.0,2022-02-05 12:00:00, None, 964.0,6
None, 6.338, 53.1, 6.9, 53.0, -2.0, 6.3, 2.1, 1012.3, 0.0, -2.0, 963.0, 0.0,2022-02-05 13:00:00, None, 963.0,6
None, 5.68, 58.17, 6.9, 58.0, -2.0, 5.7, 2.1, 1011.3, 0.0, -2.0, 962.0, 0.0,2022-02-05 14:00:00, None, 962.0,6
None, 5.416, 60.39, 6.9, 60.0, -1.0, 5.4, 2.1, 1010.3, 0.0, -1.0, 961.0, 0.0,2022-02-05 15:00:00, None, 961.0,6
None, 5.364, 57.77, 6.9, 58.0, -2.0, 5.4, 2.1, 1010.3, 0.0, -2.0, 961.0, 0.0,2022-02-05 16:00:00, None, 961.0,6
None, 5.124, 53.15, 6.9, 53.0, -4.0, 5.1, 2.1, 1010.4, 0.0, -4.0, 961.0, 0.0,2022-02-05 17:00:00, None, 961.0,6
None, 1.676, 76.11, 6.9, 76.0, -2.0, 1.7, 1.7, 1009.5, 0.0, -2.0, 960.0, 0.0,2022-02-05 18:00:00, None, 960.0,6
None, 0.618, 81.9, 1.8, 82.0, -2.0, 0.6, 0.6, 1008.4, 0.0, -2.0, 959.0, 0.0,2022-02-05 19:00:00, None, 959.0,6
None, 0.82, 77.93, 1.8, 78.0, -3.0, 0.8, 0.4, 1007.4, 0.0, -3.0, 958.0, 0.0,2022-02-05 20:00:00, None, 958.0,6
None, 3.304, 50.19, 3.0, 50.0, -6.0, 3.3, 0.4, 1006.3, 0.0, -6.0, 957.0, 0.0,2022-02-05 21:00:00, None, 957.0,6
None, 5.579, 50.09, 5.7, 50.0, -4.0, 5.6, 0.4, 1006.2, 0.0, -4.0, 957.0, 0.0,2022-02-05 22:00:00, None, 957.0,6
None, 3.142, 63.71, 5.7, 64.0, -3.0, 3.1, 0.4, 1005.1, 0.0, -3.0, 956.0, 0.0,2022-02-05 23:00:00, None, 956.0,6
None, 1.603, 73.05, 5.7, 73.0, -2.0, 1.6, 0.4, 1004.1, 0.0, -2.0, 955.0, 0.0,2022-02-06 00:00:00, None, 955.0,6
None, 2.159, 75.64, 5.7, 76.0, -3.0, 2.2, 0.4, 1005.1, 0.0, -3.0, 956.0, 0.0,2022-02-06 01:00:00, None, 956.0,6
None, 5.047, 49.6, 5.7, 50.0, -5.0, 5.0, 0.4, 1005.0, 0.0, -5.0, 956.0, 0.0,2022-02-06 02:00:00, None, 956.0,6
None, 3.614, 56.2, 5.7, 56.0, -4.0, 3.6, 0.4, 1004.0, 0.0, -4.0, 955.0, 0.0,2022-02-06 03:00:00, None, 955.0,6
None, 4.874, 51.36, 5.7, 51.0, -4.0, 4.9, 0.4, 1006.1, 0.0, -4.0, 957.0, 0.0,2022-02-06 04:00:00, None, 957.0,6
None, 2.707, 63.08, 5.7, 63.0, -3.0, 2.7, 0.4, 1006.2, 0.0, -3.0, 957.0, 0.0,2022-02-06 05:00:00, None, 957.0,6
None, 0.186, 77.01, 5.7, 77.0, -3.0, 0.2, 0.2, 1006.5, 0.0, -3.0, 957.0, 0.0,2022-02-06 06:00:00, None, 957.0,6
None, -0.495, 77.85, 0.2, 78.0, -4.0, -0.5, -0.6, 1006.6, 0.0, -4.0, 957.0, 0.0,2022-02-06 07:00:00, None, 957.0,6
None, -1.348, 81.5, 0.2, 82.0, -4.0, -1.3, -1.4, 1005.6, 0.0, -4.0, 956.0, 0.0,2022-02-06 08:00:00, None, 956.0,6
None, -0.879, 83.5, 0.2, 84.0, -3.0, -0.9, -1.9, 1005.4, 0.0, -3.0, 956.0, 0.0,2022-02-06 09:00:00, None, 956.0,6
None, 3.377, 61.99, 3.8, 62.0, -3.0, 3.4, -1.9, 1005.1, 0.0, -3.0, 956.0, 0.0,2022-02-06 10:00:00, None, 956.0,6
None, 4.568, 57.46, 5.2, 57.0, -3.0, 4.6, -1.9, 1005.2, 0.0, -3.0, 956.0, 0.0,2022-02-06 11:00:00, None, 956.0,6
None, 5.576, 53.39, 5.6, 53.0, -3.0, 5.6, -1.9, 1005.2, 0.0, -3.0, 956.0, 0.0,2022-02-06 12:00:00, None, 956.0,6
None, 7.962, 45.95, 8.0, 46.0, -3.0, 8.0, -1.9, 1004.0, 0.0, -3.0, 955.0, 0.0,2022-02-06 13:00:00, None, 955.0,6
None, 9.07, 44.5, 9.3, 45.0, -2.0, 9.1, -1.9, 1002.7, 0.0, -2.0, 954.0, 0.0,2022-02-06 14:00:00, None, 954.0,6
None, 8.05, 49.21, 9.7, 49.0, -2.0, 8.1, -1.9, 1001.8, 0.0, -2.0, 953.0, 0.0,2022-02-06 15:00:00, None, 953.0,6
None, 5.404, 60.86, 9.7, 61.0, -2.0, 5.4, -1.9, 999.8, 0.0, -2.0, 951.0, 0.0,2022-02-06 16:00:00, None, 951.0,6
None, 3.41, 72.03, 9.7, 72.0, -1.0, 3.4, -1.9, 998.9, 0.0, -1.0, 950.0, 0.0,2022-02-06 17:00:00, None, 950.0,6
None, 2.116, 76.62, 9.7, 77.0, -1.0, 2.1, -1.9, 998.1, 0.0, -1.0, 949.0, 0.0,2022-02-06 18:00:00, None, 949.0,6
None, 1.013, 82.7, 2.2, 83.0, -2.0, 1.0, 0.8, 996.0, 0.0, -2.0, 947.0, 0.0,2022-02-06 19:00:00, None, 947.0,6
None, 0.944, 82.8, 2.2, 83.0, -1.0, 0.9, 0.6, 994.0, 0.0, -1.0, 945.0, 0.0,2022-02-06 20:00:00, None, 945.0,6
None, 0.723, 84.6, 2.2, 85.0, -2.0, 0.7, 0.5, 990.8, 0.0, -2.0, 942.0, 0.0,2022-02-06 21:00:00, None, 942.0,6
None, 0.888, 88.2, 2.2, 88.0, 0.0, 0.9, 0.5, 990.6, 0.0, 0.0, 942.0, 0.0,2022-02-06 22:00:00, None, 942.0,6
None, 0.853, 89.4, 2.2, 89.0, -1.0, 0.9, 0.5, 989.5, 0.0, -1.0, 941.0, 0.0,2022-02-06 23:00:00, None, 941.0,6
None, 3.345, 88.6, 3.2, 89.0, 1.0, 3.3, 0.5, 988.3, 0.0, 1.0, 940.0, 0.0,2022-02-07 00:00:00, None, 940.0,6
None, 1.2, 88.9, 3.6, 89.0, -1.0, 1.2, 0.5, 988.3, 0.0, -1.0, 940.0, 0.0,2022-02-07 01:00:00, None, 940.0,6
None, 1.004, 89.7, 3.6, 90.0, 0.0, 1.0, 0.5, 988.2, 0.0, 0.0, 940.0, 0.0,2022-02-07 02:00:00, None, 940.0,6
None, 0.827, 90.3, 3.6, 90.0, 0.0, 0.8, 0.5, 988.3, 0.0, 0.0, 940.0, 0.0,2022-02-07 03:00:00, None, 940.0,6
None, 1.323, 90.3, 3.6, 90.0, 0.0, 1.3, 0.5, 988.4, 0.0, 0.0, 940.0, 0.0,2022-02-07 04:00:00, None, 940.0,6
None, 2.422, 90.3, 3.6, 90.0, 1.0, 2.4, 0.5, 989.5, 0.0, 1.0, 941.0, 0.0,2022-02-07 05:00:00, None, 941.0,6
None, 1.477, 89.6, 3.6, 90.0, 0.0, 1.5, 0.5, 989.6, 0.0, 0.0, 941.0, 0.0,2022-02-07 06:00:00, None, 941.0,6
None, 0.864, 89.9, 1.5, 90.0, -1.0, 0.9, 0.9, 990.7, 0.0, -1.0, 942.0, 0.0,2022-02-07 07:00:00, None, 942.0,6
None, 0.631, 90.6, 1.5, 91.0, -1.0, 0.6, 0.6, 990.7, 0.0, -1.0, 942.0, 0.0,2022-02-07 08:00:00, None, 942.0,6
None, 1.134, 89.0, 3.1, 89.0, 0.0, 1.1, 0.6, 991.8, 0.0, 0.0, 943.0, 0.0,2022-02-07 09:00:00, None, 943.0,6
None, 1.958, 88.8, 3.1, 89.0, 0.0, 2.0, 0.6, 993.8, 0.0, 0.0, 945.0, 0.0,2022-02-07 10:00:00, None, 945.0,6
None, 5.738, 65.65, 5.8, 66.0, 0.0, 5.7, 0.6, 996.8, 0.0, 0.0, 948.0, 0.0,2022-02-07 11:00:00, None, 948.0,6
None, 7.156, 50.94, 7.3, 51.0, -2.0, 7.2, 0.6, 997.7, 0.0, -2.0, 949.0, 0.0,2022-02-07 12:00:00, None, 949.0,6
None, 7.292, 47.75, 7.6, 48.0, -3.0, 7.3, 0.6, 999.9, 0.0, -3.0, 951.0, 0.0,2022-02-07 13:00:00, None, 951.0,6
None, 7.204, 50.85, 7.7, 51.0, -2.0, 7.2, 0.6, 1002.0, 0.0, -2.0, 953.0, 0.0,2022-02-07 14:00:00, None, 953.0,6
None, 6.491, 51.18, None, None, None, None, None, None, None, -3.0, 955.0, None,2022-02-07 15:00:00, None, None,6
None, 4.544, 60.54, 7.7, 61.0, -2.0, 4.5, 0.6, 1005.2, 0.0, -2.0, 956.0, 0.0,2022-02-07 16:00:00, None, 956.0,6
None, 3.435, 66.86, 7.7, 67.0, -2.0, 3.4, 0.6, 1005.2, 0.0, -2.0, 956.0, 0.0,2022-02-07 17:00:00, None, 956.0,6
None, 2.17, 72.5, 7.7, 73.0, -2.0, 2.2, 0.6, 1005.4, 0.0, -2.0, 956.0, 0.0,2022-02-07 18:00:00, None, 956.0,6
None, 1.244, 78.06, 2.3, 78.0, -2.0, 1.2, 1.0, 1005.4, 0.0, -2.0, 956.0, 0.0,2022-02-07 19:00:00, None, 956.0,6
None, 0.19, 81.5, 2.3, 82.0, -2.0, 0.2, 0.2, 1006.5, 0.0, -2.0, 957.0, 0.0,2022-02-07 20:00:00, None, 957.0,6
None, 1.175, 76.97, None, None, None, None, None, None, None, -3.0, 956.0, None,2022-02-07 21:00:00, None, None,6
None, 1.825, 73.4, 3.5, 73.0, -2.0, 1.8, -0.1, 1005.3, 0.0, -2.0, 956.0, 0.0,2022-02-07 22:00:00, None, 956.0,6
None, 2.516, 67.6, 3.6, 68.0, -3.0, 2.5, -0.1, 1005.1, 0.0, -3.0, 956.0, 0.0,2022-02-07 23:00:00, None, 956.0,6
None, 1.955, 74.76, 3.6, 75.0, -2.0, 2.0, -0.1, 1005.1, 0.0, -2.0, 956.0, 0.0,2022-02-08 00:00:00, None, 956.0,6
None, -0.854, 82.8, 4.0, 83.0, -3.0, -0.9, -0.8, 1006.3, 0.0, -3.0, 957.0, 0.0,2022-02-08 03:00:00, None, 957.0,6
None, -0.975, 82.9, 4.0, 83.0, -3.0, -1.0, -1.1, 1006.4, 0.0, -3.0, 957.0, 0.0,2022-02-08 04:00:00, None, 957.0,6
None, -0.362, 83.1, 4.0, 83.0, -2.0, -0.4, -1.1, 1006.4, 0.0, -2.0, 957.0, 0.0,2022-02-08 05:00:00, None, 957.0,6
None, 3.041, 64.52, 4.0, 65.0, -3.0, 3.0, -1.1, 1006.3, 0.0, -3.0, 957.0, 0.0,2022-02-08 06:00:00, None, 957.0,6
None, -0.34, 76.69, 3.8, 77.0, -3.0, -0.3, -0.3, 1006.5, 0.0, -3.0, 957.0, 0.0,2022-02-08 07:00:00, None, 957.0,6
None, -1.038, 80.4, 3.8, 80.0, -4.0, -1.0, -1.2, 1007.7, 0.0, -4.0, 958.0, 0.0,2022-02-08 08:00:00, None, 958.0,6
None, -0.2, 79.38, None, None, None, None, None, None, None, -3.0, 958.0, None,2022-02-08 09:00:00, None, None,6
None, 2.125, 70.98, 3.8, 71.0, -3.0, 2.1, -1.2, 1006.4, 0.0, -3.0, 957.0, 0.0,2022-02-08 10:00:00, None, 957.0,6
None, 3.876, 63.64, None, None, None, None, None, None, None, -2.0, 958.0, None,2022-02-08 11:00:00, None, None,6
None, 4.282, 61.18, 4.6, 61.0, -3.0, 4.3, -1.2, 1007.3, 0.0, -3.0, 958.0, 0.0,2022-02-08 12:00:00, None, 958.0,6
None, 4.884, 58.65, 4.9, 59.0, -2.0, 4.9, -1.2, 1007.4, 0.0, -2.0, 958.0, 0.0,2022-02-08 13:00:00, None, 958.0,6
None, 5.251, 60.26, 5.4, 60.0, -2.0, 5.3, -1.2, 1006.3, 0.0, -2.0, 957.0, 0.0,2022-02-08 14:00:00, None, 957.0,6
None, 6.024, 62.11, 7.0, 62.0, -1.0, 6.0, -1.2, 1006.3, 0.0, -1.0, 957.0, 0.0,2022-02-08 15:00:00, None, 957.0,6
None, 5.372, 67.49, 7.0, 67.0, 0.0, 5.4, -1.2, 1005.3, 0.0, 0.0, 956.0, 0.0,2022-02-08 16:00:00, None, 956.0,6
None, 4.622, 71.04, 7.0, 71.0, 0.0, 4.6, -1.2, 1005.3, 0.0, 0.0, 956.0, 0.0,2022-02-08 17:00:00, None, 956.0,6
None, 4.848, 68.1, 7.0, 68.0, 0.0, 4.8, -1.2, 1005.2, 0.0, 0.0, 956.0, 0.0,2022-02-08 18:00:00, None, 956.0,6
None, 2.297, 79.17, 5.6, 79.0, -1.0, 2.3, 2.2, 1005.4, 0.0, -1.0, 956.0, 0.0,2022-02-08 19:00:00, None, 956.0,6
None, 1.936, 80.3, 5.6, 80.0, -1.0, 1.9, 1.8, 1005.5, 0.0, -1.0, 956.0, 0.0,2022-02-08 20:00:00, None, 956.0,6
None, 2.06, 81.0, 5.6, 81.0, -1.0, 2.1, 1.8, 1006.5, 0.0, -1.0, 957.0, 0.0,2022-02-08 21:00:00, None, 957.0,6
None, 2.006, 82.3, 5.6, 82.0, -1.0, 2.0, 1.7, 1006.4, 0.0, -1.0, 957.0, 0.0,2022-02-08 22:00:00, None, 957.0,6
None, 1.505, 82.3, 5.6, 82.0, -1.0, 1.5, 1.5, 1007.4, 0.0, -1.0, 958.0, 0.0,2022-02-08 23:00:00, None, 958.0,6
None, 1.137, 85.1, 5.6, 85.0, -1.0, 1.1, 0.9, 1007.4, 0.0, -1.0, 958.0, 0.0,2022-02-09 00:00:00, None, 958.0,6
None, 1.893, 81.0, 5.6, 81.0, -1.0, 1.9, 0.9, 1007.3, 0.0, -1.0, 958.0, 0.0,2022-02-09 01:00:00, None, 958.0,6
None, 0.504, 85.5, 5.6, 86.0, -1.0, 0.5, 0.4, 1007.4, 0.0, -1.0, 958.0, 0.0,2022-02-09 02:00:00, None, 958.0,6
None, 0.606, 85.7, 5.6, 86.0, -2.0, 0.6, 0.3, 1008.4, 0.0, -2.0, 959.0, 0.0,2022-02-09 03:00:00, None, 959.0,6
None, 1.157, 83.1, 5.6, 83.0, -1.0, 1.2, 0.3, 1007.3, 0.0, -1.0, 958.0, 0.0,2022-02-09 04:00:00, None, 958.0,6
None, 1.909, 81.5, 5.6, 82.0, -1.0, 1.9, 0.3, 1006.3, 0.0, -1.0, 957.0, 0.0,2022-02-09 05:00:00, None, 957.0,6
None, 1.462, 86.2, 5.6, 86.0, -1.0, 1.5, 0.3, 1006.3, 0.0, -1.0, 957.0, 0.0,2022-02-09 06:00:00, None, 957.0,6
None, 1.749, 88.9, 1.7, 89.0, 0.0, 1.7, 1.3, 1007.4, 0.0, 0.0, 958.0, 0.0,2022-02-09 07:00:00, None, 958.0,6
None, 1.649, 89.3, 2.1, 89.0, 0.0, 1.6, 1.3, 1007.5, 0.0, 0.0, 958.0, 0.0,2022-02-09 08:00:00, None, 958.0,6
None, 1.631, 89.6, 2.1, 90.0, 0.0, 1.6, 1.3, 1006.4, 0.0, 0.0, 957.0, 0.0,2022-02-09 09:00:00, None, 957.0,6
None, 3.32, 88.3, 3.5, 88.0, 1.0, 3.3, 1.3, 1006.3, 0.0, 1.0, 957.0, 0.0,2022-02-09 10:00:00, None, 957.0,6
None, 3.837, 89.3, 4.3, 89.0, 2.0, 3.8, 1.3, 1005.3, 0.0, 2.0, 956.0, 0.0,2022-02-09 11:00:00, None, 956.0,6
None, 4.345, 88.4, 4.7, 88.0, 3.0, 4.3, 1.3, 1005.3, 0.0, 3.0, 956.0, 0.0,2022-02-09 12:00:00, None, 956.0,6
None, 4.462, 89.5, 4.8, 90.0, 3.0, 4.5, 1.3, 1004.2, 0.0, 3.0, 955.0, 0.0,2022-02-09 13:00:00, None, 955.0,6
None, 5.872, 84.7, 6.5, 85.0, 4.0, 5.9, 1.3, 1003.1, 0.0, 4.0, 954.0, 0.0,2022-02-09 14:00:00, None, 954.0,6
None, 4.611, 88.1, 6.5, 88.0, 3.0, 4.6, 1.3, 1003.2, 0.0, 3.0, 954.0, 0.0,2022-02-09 15:00:00, None, 954.0,6
None, 3.931, 89.8, 6.5, 90.0, 2.0, 3.9, 1.3, 1004.2, 0.0, 2.0, 955.0, 0.0,2022-02-09 16:00:00, None, 955.0,6
None, 5.923, 81.5, 6.5, 82.0, 3.0, 5.9, 1.3, 1004.1, 0.0, 3.0, 955.0, 0.0,2022-02-09 17:00:00, None, 955.0,6
None, 5.112, 84.7, 6.5, 85.0, 3.0, 5.1, 1.3, 1005.2, 0.0, 3.0, 956.0, 0.0,2022-02-09 18:00:00, None, 956.0,6
None, 4.744, 83.1, 5.3, 83.0, 2.0, 4.7, 4.7, 1006.3, 0.0, 2.0, 957.0, 0.0,2022-02-09 19:00:00, None, 957.0,6
None, 4.212, 87.9, 5.3, 88.0, 3.0, 4.2, 3.9, 1006.3, 0.0, 3.0, 957.0, 0.0,2022-02-09 20:00:00, None, 957.0,6
None, 2.546, 89.0, 5.3, 89.0, 1.0, 2.5, 2.5, 1005.3, 0.0, 1.0, 956.0, 0.0,2022-02-09 21:00:00, None, 956.0,6
None, 1.795, 89.6, 5.3, 90.0, 0.0, 1.8, 1.4, 1006.3, 0.0, 0.0, 957.0, 0.0,2022-02-09 22:00:00, None, 957.0,6
None, 1.72, 89.8, 5.3, 90.0, 1.0, 1.7, 1.3, 1005.3, 0.0, 1.0, 956.0, 0.0,2022-02-09 23:00:00, None, 956.0,6
None, 2.21, 90.3, 5.3, 90.0, 1.0, 2.2, 1.3, 1006.3, 0.0, 1.0, 957.0, 0.0,2022-02-10 00:00:00, None, 957.0,6
None, 2.905, 89.7, 5.3, 90.0, 1.0, 2.9, 1.3, 1006.2, 0.0, 1.0, 957.0, 0.0,2022-02-10 01:00:00, None, 957.0,6
