ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year,wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,snw_dpth
0.0,0.0,-14.5,0.0,2021-01-22,143.0,-10.0,4,,,,,,,,,,,,,
0.0,0.0,-11.5,0.0,2021-01-23,143.0,-7.5,4,,,,,,,,,,,,,
3.0,0.0,-12.0,3.0,2021-01-24,143.0,-10.0,4,,,,,,,,,,,,,
1.0,0.0,-11.0,1.0,2021-01-25,146.0,-10.0,4,,,,,,,,,,,,,
5.0,0.0,-10.5,5.0,2021-01-26,146.0,-4.0,4,,,,,,,,,,,,,
13.0,0.0,-10.5,13.0,2021-01-27,149.0,-8.0,4,,,,,,,,,,,,,
4.0,0.0,-9.5,4.0,2021-01-28,159.0,-6.5,4,,,,,,,,,,,,,
0.0,0.0,-16.0,0.0,2021-01-22,78.0,-8.0,4,,,,,,,,,,,,,
0.0,0.0,-16.5,0.0,2021-01-23,78.0,-6.0,4,,,,,,,,,,,,,
3.0,0.0,-15.0,3.0,2021-01-24,78.0,-6.5,4,,,,,,,,,,,,,
1.0,0.0,-10.0,1.0,2021-01-25,80.0,-4.0,4,,,,,,,,,,,,,
2.0,0.0,-10.0,2.0,2021-01-26,81.0,-3.0,4,,,,,,,,,,,,,
11.0,0.0,-7.5,11.0,2021-01-27,81.0,-4.5,4,,,,,,,,,,,,,
4.0,0.0,-7.0,4.0,2021-01-28,89.0,-2.5,4,,,,,,,,,,,,,
0.0,0.0,-14.0,0.0,2021-01-22,167.0,-12.0,4,,,,,,,,,,,,,
0.0,0.0,-13.5,0.0,2021-01-23,167.0,-10.0,4,,,,,,,,,,,,,
3.0,0.0,-13.5,3.0,2021-01-24,165.0,-11.0,4,,,,,,,,,,,,,
1.0,0.0,-13.0,1.0,2021-01-25,167.0,-10.5,4,,,,,,,,,,,,,
4.0,0.0,-12.0,4.0,2021-01-26,167.0,-11.0,4,,,,,,,,,,,,,
0.0,0.0,-13.0,0.0,2021-01-27,169.0,-9.5,4,,,,,,,,,,,,,
2.0,0.0,-11.5,2.0,2021-01-28,177.0,-6.0,4,,,,,,,,,,,,,
,,,,2021-01-22 00:00:00,,,4,2.0, 86.0, 3.0,0.0, -16.1,2.6, -14.3,-14.6, 49.0, 0.0, 0.0,86.0,
,,,,2021-01-22 01:00:00,,,4,16.0, 86.0, 2.6,0.0, -16.4,2.6, -14.6,-14.7, 2.0, 0.0, 0.0,86.0,
,,,,2021-01-22 02:00:00,,,4,22.0, 86.0, 2.6,0.0, -16.5,1.7, -14.7,-14.9, 16.0, 0.0, 0.0,86.0,
,,,,2021-01-22 03:00:00,,,4,27.0, 86.0, 1.7,0.0, -16.7,3.0, -14.9,-14.4, 22.0, 0.0, 0.0,86.0,
,,,,2021-01-22 04:00:00,,,4,6.0, 86.0, 3.0,0.0, -16.2,2.4, -14.4,-14.5, 27.0, 0.0, 0.0,85.0,
,,,,2021-01-22 05:00:00,,,4,358.0, 85.0, 2.4,0.0, -16.5,4.3, -14.5,-14.7, 6.0, 0.0, 0.0,88.0,
,,,,2021-01-22 06:00:00,,,4,344.0, 88.0, 4.3,0.0, -16.2,5.3, -14.7,-15.7, 358.0, 0.0, 0.0,84.0,
,,,,2021-01-22 07:00:00,,,4,343.0, 84.0, 5.3,0.0, -17.8,4.0, -15.7,-15.6, 344.0, 0.0, 0.0,85.0,
,,,,2021-01-22 08:00:00,,,4,285.0, 85.0, 4.0,0.0, -17.5,2.4, -15.6,-12.0, 343.0, 0.0, 0.0,87.0,
,,,,2021-01-22 09:00:00,,,4,244.0, 87.0, 2.4,0.0, -13.7,4.0, -12.0,-7.7, 285.0, 0.0, 0.0,76.0,
,,,,2021-01-22 10:00:00,,,4,252.0, 76.0, 4.0,0.0, -11.2,4.6, -7.7,-5.6, 244.0, 0.0, 0.0,65.0,
,,,,2021-01-22 11:00:00,,,4,235.0, 65.0, 4.6,0.0, -11.1,5.7, -5.6,-5.7, 252.0, 0.0, 0.0,65.0,
,,,,2021-01-22 12:00:00,,,4,231.0, 65.0, 5.7,0.0, -11.2,5.0, -5.7,-4.3, 235.0, 0.0, 0.0,61.0,
,,,,2021-01-22 13:00:00,,,4,266.0, 61.0, 5.0,0.0, -10.7,5.7, -4.3,-5.6, 231.0, 0.0, 0.0,66.0,
,,,,2021-01-22 14:00:00,,,4,246.0, 66.0, 5.7,0.0, -10.9,4.9, -5.6,-8.6, 266.0, 0.0, 0.0,75.0,
,,,,2021-01-22 15:00:00,,,4,205.0, 75.0, 4.9,0.0, -12.2,4.4, -8.6,-11.2, 246.0, 0.0, 0.0,85.0,
,,,,2021-01-22 16:00:00,,,4,326.0, 85.0, 4.4,0.0, -13.2,1.8, -11.2,-12.9, 205.0, 0.0, 0.0,85.0,
,,,,2021-01-22 17:00:00,,,4,58.0, 85.0, 1.8,0.0, -14.9,2.1, -12.9,-14.8, 326.0, 0.0, 0.0,83.0,
,,,,2021-01-22 18:00:00,,,4,327.0, 83.0, 2.1,0.0, -17.0,3.7, -14.8,-13.9, 58.0, 0.0, 0.0,88.0,
,,,,2021-01-22 19:00:00,,,4,299.0, 88.0, 3.7,0.0, -15.5,2.1, -13.9,-14.7, 327.0, 0.0, 0.0,84.0,
,,,,2021-01-22 20:00:00,,,4,80.0, 84.0, 2.1,0.0, -16.8,2.9, -14.7,-15.2, 299.0, 0.0, 0.0,86.0,
,,,,2021-01-22 21:00:00,,,4,90.0, 86.0, 2.9,0.0, -17.0,1.1, -15.2,-15.7, 80.0, 0.0, 0.0,85.0,
,,,,2021-01-22 22:00:00,,,4,356.0, 85.0, 1.1,0.0, -17.6,0.5, -15.7,-15.5, 90.0, 0.0, 0.0,84.0,
,,,,2021-01-22 23:00:00,,,4,310.0, 84.0, 0.5,0.0, -17.6,0.0, -15.5,-15.9, 356.0, 0.0, 0.0,83.0,
,,,,2021-01-23 00:00:00,,,4,27.0, 83.0, 0.0,0.0, -18.1,0.0, -15.9,-16.0, 310.0, 0.0, 0.0,83.0,
,,,,2021-01-23 01:00:00,,,4,82.0, 83.0, 0.0,0.0, -18.2,0.7, -16.0,-16.8, 27.0, 0.0, 0.0,83.0,
,,,,2021-01-23 02:00:00,,,4,70.0, 83.0, 0.7,0.0, -19.0,1.3, -16.8,-16.9, 82.0, 0.0, 0.0,83.0,
,,,,2021-01-23 03:00:00,,,4,72.0, 83.0, 1.3,0.0, -19.1,1.1, -16.9,-17.2, 70.0, 0.0, 0.0,86.0,
,,,,2021-01-23 04:00:00,,,4,72.0, 86.0, 1.1,0.0, -19.0,1.4, -17.2,-17.0, 72.0, 0.0, 0.0,84.0,
,,,,2021-01-23 05:00:00,,,4,67.0, 84.0, 1.4,0.0, -19.1,0.1, -17.0,-17.4, 72.0, 0.0, 0.0,81.0,
