ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,ONE_DAY_SNOW,time,air_temp_1,SNOW_ON_THE_GROUND,snw_dpth,MAX_TEMP,week_of_year
None,675.0, 550.0, None, None,2016-03-04 00:00:00, -1.5, None, 154.0, None,10
None,675.0, 550.0, None, None,2016-03-04 01:00:00, -0.5, None, 153.0, None,10
None,675.0, 550.0, None, None,2016-03-04 02:00:00, -2.0, None, 154.0, None,10
None,675.0, 550.0, None, None,2016-03-04 03:00:00, -2.1, None, 154.0, None,10
None,675.0, 550.0, None, None,2016-03-04 04:00:00, -2.4, None, 153.0, None,10
None,675.0, 549.0, None, None,2016-03-04 05:00:00, -3.0, None, 153.0, None,10
None,675.0, 549.0, None, None,2016-03-04 06:00:00, -4.0, None, 153.0, None,10
None,675.0, 548.0, None, None,2016-03-04 07:00:00, -3.0, None, 153.0, None,10
None,674.0, 548.0, None, None,2016-03-04 08:00:00, -2.7, None, 153.0, None,10
None,675.0, 548.0, None, None,2016-03-04 09:00:00, -2.7, None, 153.0, None,10
None,675.0, 548.0, None, None,2016-03-04 10:00:00, -2.8, None, 153.0, None,10
None,675.0, 548.0, None, None,2016-03-04 11:00:00, -3.0, None, 153.0, None,10
None,675.0, 548.0, None, None,2016-03-04 12:00:00, -2.9, None, 153.0, None,10
None,675.0, 548.0, None, None,2016-03-04 13:00:00, -3.1, None, 153.0, None,10
None,675.0, 548.0, None, None,2016-03-04 14:00:00, -3.6, None, 153.0, None,10
None,675.0, 548.0, None, None,2016-03-04 15:00:00, -3.6, None, 153.0, None,10
None,675.0, 548.0, None, None,2016-03-04 16:00:00, -3.5, None, 153.0, None,10
None,675.0, 548.0, None, None,2016-03-04 17:00:00, -2.0, None, 153.0, None,10
None,675.0, 548.0, None, None,2016-03-04 18:00:00, -1.3, None, 153.0, None,10
None,675.0, 548.0, None, None,2016-03-04 19:00:00, -1.2, None, 153.0, None,10
None,675.0, 548.0, None, None,2016-03-04 20:00:00, -0.6, None, 153.0, None,10
None,675.0, 548.0, None, None,2016-03-04 21:00:00, -0.4, None, 153.0, None,10
None,675.0, 550.0, None, None,2016-03-04 22:00:00, 0.3, None, 153.0, None,10
None,675.0, 550.0, None, None,2016-03-04 23:00:00, 0.2, None, 152.0, None,10
None,675.0, 551.0, None, None,2016-03-05 00:00:00, 0.4, None, 153.0, None,10
None,675.0, 551.0, None, None,2016-03-05 01:00:00, 0.0, None, 152.0, None,10
None,675.0, 551.0, None, None,2016-03-05 02:00:00, -0.6, None, 152.0, None,10
None,675.0, 551.0, None, None,2016-03-05 03:00:00, -0.5, None, 153.0, None,10
None,674.0, 551.0, None, None,2016-03-05 04:00:00, -0.3, None, 152.0, None,10
