pcpn_amt_pst24hrs,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,time,SNOW_ON_THE_GROUND,week_of_year
None, None, None, None, 0.6, None, None, None, None, 612.0, None,2016-03-04 12:00:00, None,10
None, None, None, None, 0.5, None, None, None, 886.0, 613.0, None,2016-03-04 13:00:00, None,10
None, None, None, None, 0.6, 161.0, None, None, 887.0, 615.0, None,2016-03-04 14:00:00, None,10
None, None, None, None, 0.0, None, None, None, 887.0, 615.0, None,2016-03-04 15:00:00, None,10
None, None, None, None, 3.3, 160.0, None, None, 886.0, 615.0, None,2016-03-04 18:00:00, None,10
None, None, None, None, 5.1, 160.0, None, None, 885.0, 614.0, None,2016-03-04 19:00:00, None,10
None, None, None, None, 2.9, 160.0, None, None, 886.0, 612.0, None,2016-03-04 20:00:00, None,10
None, None, None, None, 1.0, 159.0, None, None, 888.0, 611.0, None,2016-03-04 21:00:00, None,10
None, None, None, None, 1.3, 160.0, None, None, 889.0, 612.0, None,2016-03-04 22:00:00, None,10
None, None, None, None, 0.8, 160.0, None, None, 890.0, 612.0, None,2016-03-04 23:00:00, None,10
None, None, None, None, 0.5, 160.0, None, None, 892.0, 613.0, None,2016-03-05 00:00:00, None,10
None, None, None, None, 0.2, 163.0, None, None, 894.0, 613.0, None,2016-03-05 01:00:00, None,10
None, None, None, None, -0.1, 163.0, None, None, 894.0, 614.0, None,2016-03-05 02:00:00, None,10
None, None, None, None, -0.2, 161.0, None, None, 895.0, 614.0, None,2016-03-05 03:00:00, None,10
None, None, None, None, -0.2, None, None, None, 895.0, 614.0, None,2016-03-05 04:00:00, None,10
None, None, None, None, -0.7, None, None, None, 895.0, 615.0, None,2016-03-05 05:00:00, None,10
None, None, None, None, -1.3, None, None, None, 895.0, 617.0, None,2016-03-05 06:00:00, None,10
None, None, None, None, -2.1, None, None, None, 895.0, 619.0, None,2016-03-05 07:00:00, None,10
None, None, None, None, -2.3, None, None, None, 895.0, 620.0, None,2016-03-05 08:00:00, None,10
None, None, None, None, -2.6, None, None, None, 895.0, 622.0, None,2016-03-05 09:00:00, None,10
None, None, None, None, -1.9, None, None, None, 895.0, 623.0, None,2016-03-05 10:00:00, None,10
None, None, None, None, -1.7, None, None, None, 895.0, 625.0, None,2016-03-05 11:00:00, None,10
None, None, None, None, -1.4, None, None, None, 895.0, 626.0, None,2016-03-05 12:00:00, None,10
None, None, None, None, -1.5, None, None, None, 896.0, 627.0, None,2016-03-05 13:00:00, None,10
None, None, None, None, -1.2, None, None, None, 897.0, 626.0, None,2016-03-05 14:00:00, None,10
None, None, None, None, -1.7, None, None, None, 898.0, 626.0, None,2016-03-05 15:00:00, None,10
None, None, None, None, -1.0, 165.0, None, None, 898.0, 625.0, None,2016-03-05 16:00:00, None,10
None, None, None, None, -0.6, 165.0, None, None, 898.0, 624.0, None,2016-03-05 17:00:00, None,10
None, None, None, None, 3.9, 159.0, None, None, 898.0, 622.0, None,2016-03-06 23:00:00, None,10
None, None, None, None, 1.9, 160.0, None, None, 898.0, 620.0, None,2016-03-07 00:00:00, None,10
None, None, None, None, 0.0, 160.0, None, None, 899.0, 620.0, None,2016-03-07 01:00:00, None,10
None, None, None, None, -1.9, 161.0, None, None, 899.0, 620.0, None,2016-03-07 02:00:00, None,10
None, None, None, None, -3.1, 160.0, None, None, 899.0, 620.0, None,2016-03-07 03:00:00, None,10
None, None, None, None, -2.8, 161.0, None, None, 899.0, 619.0, None,2016-03-07 04:00:00, None,10
None, None, None, None, -3.6, None, None, None, None, None, None,2016-03-07 05:00:00, None,10
None, None, None, None, 1.8, None, None, None, None, None, None,2016-03-08 00:00:00, None,10
None, None, None, None, 1.5, None, None, None, None, None, None,2016-03-08 01:00:00, None,10
None, None, None, None, 0.5, 159.0, None, None, 898.0, 610.0, None,2016-03-08 02:00:00, None,10
None, None, None, None, -0.5, 159.0, None, None, 898.0, 610.0, None,2016-03-08 03:00:00, None,10
None, None, None, None, -0.9, 160.0, None, None, 898.0, 610.0, None,2016-03-08 04:00:00, None,10
None, None, None, None, -3.6, 158.0, None, None, 899.0, 614.0, None,2016-03-08 16:00:00, None,10
None, None, None, None, -2.5, 158.0, None, None, 898.0, 614.0, None,2016-03-08 17:00:00, None,10
None, None, None, None, -1.6, 158.0, None, None, 898.0, 614.0, None,2016-03-08 18:00:00, None,10
None, None, None, None, -9.6, 155.0, None, None, 900.0, 616.0, None,2016-03-09 13:00:00, None,10
None, None, None, None, -8.8, 155.0, None, None, 900.0, 616.0, None,2016-03-09 14:00:00, None,10
None, None, None, None, -9.2, 156.0, None, None, 900.0, 616.0, None,2016-03-09 15:00:00, None,10
None, None, None, None, -7.8, None, None, None, 900.0, 616.0, None,2016-03-09 16:00:00, None,10
None, None, None, None, 5.0, None, None, None, None, None, None,2016-03-09 19:00:00, None,10
None, None, None, None, 6.3, 156.0, None, None, 897.0, 617.0, None,2016-03-09 20:00:00, None,10
None, None, None, None, 8.1, 155.0, None, None, 897.0, 619.0, None,2016-03-09 21:00:00, None,10
None, None, None, None, 7.9, 155.0, None, None, 897.0, 619.0, None,2016-03-09 22:00:00, None,10
None, None, None, None, 5.4, 157.0, None, None, 897.0, 622.0, None,2016-03-09 23:00:00, None,10
None, None, None, None, -2.3, None, None, None, 902.0, 640.0, None,2016-03-10 09:00:00, None,10
None, None, None, None, -2.3, None, None, None, 902.0, 640.0, None,2016-03-10 10:00:00, None,10
None, None, None, None, -2.6, None, None, None, 902.0, 640.0, None,2016-03-10 11:00:00, None,10
None, None, None, None, -2.6, None, None, None, 904.0, 638.0, None,2016-03-10 14:00:00, None,10
None, None, None, None, -2.6, None, None, None, 904.0, 638.0, None,2016-03-10 15:00:00, None,10
None, None, None, None, -1.6, 164.0, None, None, 904.0, 637.0, None,2016-03-10 16:00:00, None,10
None, None, None, None, 1.9, None, None, None, None, None, None,2016-03-10 19:00:00, None,10
None, None, None, None, 1.3, 166.0, None, None, 904.0, 627.0, None,2016-03-10 20:00:00, None,10
None, None, None, None, 1.0, 166.0, None, None, 904.0, 623.0, None,2016-03-10 21:00:00, None,10
None, None, None, None, 0.1, 167.0, None, None, 904.0, 621.0, None,2016-03-10 22:00:00, None,10
None, None, None, None, -1.1, 166.0, None, None, 908.0, 618.0, None,2016-03-10 23:00:00, None,10
