AirTemperature,Rain,WindSpeed,time,WindDirection,RelativeHumidity,week_of_year
14.5,0.0, 11.4,2018-07-09 00:00:00, 235.0,65.0,28
15.3,0.0, 7.5,2018-07-09 00:15:00, 261.0,60.0,28
15.5,0.0, 8.2,2018-07-09 00:30:00, 273.0,55.0,28
16.1,0.0, 7.9,2018-07-09 00:45:00, 284.0,49.0,28
16.0,0.0, 5.5,2018-07-09 01:00:00, 2.0,48.0,28
16.0,0.0, 9.5,2018-07-09 01:15:00, 346.0,53.0,28
15.6,0.0, 8.6,2018-07-09 01:30:00, 357.0,59.0,28
15.4,0.0, 5.0,2018-07-09 01:45:00, 122.0,58.0,28
15.3,0.0, 8.6,2018-07-09 02:00:00, 346.0,59.0,28
15.2,0.0, 6.1,2018-07-09 02:15:00, 8.0,61.0,28
15.4,0.0, 5.4,2018-07-09 02:30:00, 43.0,64.0,28
15.6,0.0, 3.9,2018-07-09 02:45:00, 55.0,65.0,28
15.8,0.0, 2.8,2018-07-09 03:00:00, 78.0,64.0,28
15.3,0.0, 2.2,2018-07-09 03:15:00, 50.0,66.0,28
14.4,0.0, 2.9,2018-07-09 03:30:00, 170.0,61.0,28
14.8,0.0, 6.0,2018-07-09 03:45:00, 213.0,57.0,28
14.6,0.0, 7.5,2018-07-09 04:00:00, 258.0,56.0,28
14.6,0.0, 8.2,2018-07-09 04:15:00, 252.0,57.0,28
14.7,0.0, 6.7,2018-07-09 04:30:00, 267.0,55.0,28
15.0,0.0, 4.8,2018-07-09 04:45:00, 301.0,58.0,28
15.3,0.0, 6.0,2018-07-09 05:00:00, 340.0,66.0,28
15.4,0.0, 6.2,2018-07-09 05:15:00, 333.0,67.0,28
15.3,0.0, 4.9,2018-07-09 05:30:00, 329.0,66.0,28
15.3,0.0, 3.8,2018-07-09 05:45:00, 330.0,67.0,28
15.3,0.0, 6.4,2018-07-09 06:00:00, 338.0,68.0,28
15.4,0.0, 6.9,2018-07-09 06:15:00, 355.0,68.0,28
15.5,0.0, 9.7,2018-07-09 06:30:00, 13.0,68.0,28
15.5,0.0, 9.4,2018-07-09 06:45:00, 6.0,69.0,28
15.7,0.0, 9.5,2018-07-09 07:00:00, 8.0,69.0,28
16.1,0.0, 7.6,2018-07-09 07:15:00, 6.0,67.0,28
16.1,0.0, 7.2,2018-07-09 07:30:00, 6.0,69.0,28
16.0,0.0, 9.5,2018-07-09 07:45:00, 6.0,67.0,28
15.9,0.0, 6.6,2018-07-09 08:00:00, 353.0,68.0,28
16.4,0.0, 5.4,2018-07-09 08:15:00, 349.0,67.0,28
16.6,0.0, 5.7,2018-07-09 08:30:00, 18.0,65.0,28
16.9,0.0, 4.8,2018-07-09 08:45:00, 21.0,64.0,28
17.6,0.0, 3.9,2018-07-09 09:00:00, 356.0,62.0,28
17.8,0.0, 4.3,2018-07-09 09:15:00, 68.0,61.0,28
18.5,0.0, 5.4,2018-07-09 09:30:00, 53.0,61.0,28
18.3,0.0, 5.8,2018-07-09 09:45:00, 35.0,61.0,28
18.4,0.0, 5.5,2018-07-09 10:00:00, 27.0,61.0,28
19.1,0.0, 5.1,2018-07-09 10:15:00, 39.0,60.0,28
19.2,0.0, 4.7,2018-07-09 10:30:00, 64.0,60.0,28
19.1,0.0, 5.1,2018-07-09 10:45:00, 40.0,61.0,28
19.1,0.0, 5.7,2018-07-09 11:00:00, 57.0,60.0,28
19.5,0.0, 5.8,2018-07-09 11:15:00, 77.0,60.0,28
19.7,0.0, 3.5,2018-07-09 11:30:00, 41.0,60.0,28
19.2,0.0, 4.8,2018-07-09 11:45:00, 246.0,62.0,28
18.4,0.0, 9.0,2018-07-09 12:00:00, 239.0,64.0,28
18.0,0.0, 9.7,2018-07-09 12:15:00, 239.0,65.0,28
17.6,0.0, 7.2,2018-07-09 12:30:00, 229.0,66.0,28
17.6,0.0, 8.7,2018-07-09 12:45:00, 227.0,66.0,28
17.4,0.0, 8.1,2018-07-09 13:00:00, 229.0,65.0,28
16.9,0.0, 11.6,2018-07-09 13:15:00, 226.0,64.0,28
16.4,0.0, 12.9,2018-07-09 13:30:00, 240.0,67.0,28
15.6,0.0, 14.9,2018-07-09 13:45:00, 234.0,74.0,28
14.6,0.0, 16.7,2018-07-09 14:00:00, 239.0,80.0,28
13.5,0.254, 21.0,2018-07-09 14:15:00, 232.0,83.0,28
13.0,0.254, 19.7,2018-07-09 14:30:00, 228.0,87.0,28
13.1,0.254, 12.0,2018-07-09 14:45:00, 237.0,89.0,28
13.4,0.254, 12.5,2018-07-09 15:00:00, 229.0,88.0,28
13.7,0.0, 15.7,2018-07-09 15:15:00, 242.0,88.0,28
13.7,0.0, 13.4,2018-07-09 15:30:00, 241.0,89.0,28
14.1,0.0, 10.8,2018-07-09 15:45:00, 238.0,90.0,28
14.4,0.0, 11.7,2018-07-09 16:00:00, 232.0,88.0,28
14.1,0.0, 13.0,2018-07-09 16:15:00, 232.0,89.0,28
14.0,0.0, 10.6,2018-07-09 16:30:00, 233.0,90.0,28
13.7,0.0, 12.2,2018-07-09 16:45:00, 224.0,90.0,28
13.6,0.0, 13.3,2018-07-09 17:00:00, 228.0,90.0,28
13.7,0.0, 12.5,2018-07-09 17:15:00, 236.0,88.0,28
13.4,0.0, 15.2,2018-07-09 17:30:00, 236.0,89.0,28
13.5,0.0, 12.8,2018-07-09 17:45:00, 240.0,89.0,28
13.3,0.0, 11.7,2018-07-09 18:00:00, 236.0,90.0,28
13.0,0.254, 12.8,2018-07-09 18:15:00, 234.0,92.0,28
12.6,0.0, 13.9,2018-07-09 18:30:00, 236.0,89.0,28
12.3,0.0, 16.0,2018-07-09 18:45:00, 236.0,86.0,28
12.1,0.0, 14.5,2018-07-09 19:00:00, 229.0,87.0,28
11.8,0.0, 15.2,2018-07-09 19:15:00, 231.0,87.0,28
11.6,0.0, 16.7,2018-07-09 19:30:00, 235.0,85.0,28
11.3,0.0, 17.9,2018-07-09 19:45:00, 234.0,86.0,28
11.2,0.0, 17.4,2018-07-09 20:00:00, 231.0,87.0,28
11.0,0.0, 18.7,2018-07-09 20:15:00, 235.0,86.0,28
10.9,0.0, 18.3,2018-07-09 20:30:00, 237.0,87.0,28
10.8,0.0, 14.9,2018-07-09 20:45:00, 230.0,87.0,28
10.7,0.0, 12.4,2018-07-09 21:00:00, 244.0,87.0,28
10.6,0.0, 13.5,2018-07-09 21:15:00, 242.0,86.0,28
10.5,0.0, 14.9,2018-07-09 21:30:00, 240.0,84.0,28
10.4,0.0, 16.0,2018-07-09 21:45:00, 240.0,86.0,28
10.4,0.0, 19.1,2018-07-09 22:00:00, 245.0,85.0,28
10.5,0.0, 18.5,2018-07-09 22:15:00, 247.0,83.0,28
10.5,0.0, 16.6,2018-07-09 22:30:00, 246.0,83.0,28
10.5,0.0, 19.5,2018-07-09 22:45:00, 249.0,82.0,28
10.6,0.0, 17.9,2018-07-09 23:00:00, 244.0,82.0,28
10.5,0.0, 16.5,2018-07-09 23:15:00, 247.0,83.0,28
10.5,0.0, 19.3,2018-07-09 23:30:00, 249.0,81.0,28
10.5,0.0, 20.0,2018-07-09 23:45:00, 243.0,82.0,28
10.4,0.0, 16.3,2018-07-10 00:00:00, 236.0,83.0,28
10.3,0.0, 18.4,2018-07-10 00:15:00, 229.0,83.0,28
10.4,0.0, 18.7,2018-07-10 00:30:00, 232.0,83.0,28
10.5,0.0, 20.5,2018-07-10 00:45:00, 244.0,81.0,28
10.7,0.0, 20.6,2018-07-10 01:00:00, 244.0,79.0,28
10.8,0.0, 18.3,2018-07-10 01:15:00, 247.0,79.0,28
10.6,0.0, 14.8,2018-07-10 01:30:00, 239.0,81.0,28
10.5,0.0, 13.6,2018-07-10 01:45:00, 244.0,81.0,28
10.4,0.0, 12.9,2018-07-10 02:00:00, 251.0,81.0,28
10.5,0.0, 9.2,2018-07-10 02:15:00, 265.0,81.0,28
10.3,0.0, 12.1,2018-07-10 02:30:00, 235.0,83.0,28
10.2,0.0, 15.0,2018-07-10 02:45:00, 238.0,83.0,28
10.1,0.0, 13.1,2018-07-10 03:00:00, 254.0,84.0,28
10.0,0.0, 16.2,2018-07-10 03:15:00, 238.0,84.0,28
10.1,0.0, 17.4,2018-07-10 03:30:00, 239.0,84.0,28
10.3,0.0, 19.8,2018-07-10 03:45:00, 248.0,80.0,28
10.6,0.0, 18.8,2018-07-10 04:00:00, 256.0,79.0,28
10.5,0.0, 14.3,2018-07-10 04:15:00, 254.0,80.0,28
10.3,0.0, 13.2,2018-07-10 04:30:00, 245.0,81.0,28
10.2,0.0, 13.5,2018-07-10 04:45:00, 253.0,81.0,28
10.1,0.0, 11.6,2018-07-10 05:00:00, 228.0,82.0,28
9.9,0.0, 11.2,2018-07-10 05:15:00, 243.0,85.0,28
9.7,0.0, 11.8,2018-07-10 05:30:00, 229.0,85.0,28
9.7,0.0, 14.6,2018-07-10 05:45:00, 238.0,86.0,28
10.3,0.0, 12.8,2018-07-10 06:00:00, 237.0,84.0,28
10.8,0.0, 9.4,2018-07-10 06:15:00, 239.0,82.0,28
12.5,0.0, 10.2,2018-07-10 06:30:00, 230.0,75.0,28
12.1,0.0, 9.0,2018-07-10 06:45:00, 225.0,78.0,28
12.0,0.0, 9.0,2018-07-10 07:00:00, 237.0,78.0,28
12.5,0.0, 7.1,2018-07-10 07:15:00, 230.0,75.0,28
13.0,0.0, 8.0,2018-07-10 07:30:00, 228.0,74.0,28
13.4,0.0, 8.6,2018-07-10 07:45:00, 227.0,72.0,28
14.3,0.0, 10.0,2018-07-10 08:00:00, 230.0,67.0,28
14.7,0.0, 8.6,2018-07-10 08:15:00, 236.0,66.0,28
15.3,0.0, 8.6,2018-07-10 08:30:00, 231.0,64.0,28
14.9,0.0, 8.1,2018-07-10 08:45:00, 224.0,66.0,28
15.7,0.0, 6.6,2018-07-10 09:00:00, 246.0,63.0,28
16.9,0.0, 6.2,2018-07-10 09:15:00, 253.0,59.0,28
17.0,0.0, 7.3,2018-07-10 09:30:00, 228.0,59.0,28
17.4,0.0, 7.1,2018-07-10 09:45:00, 261.0,57.0,28
16.7,0.0, 7.9,2018-07-10 10:00:00, 233.0,58.0,28
16.1,0.0, 7.0,2018-07-10 10:15:00, 167.0,60.0,28
17.7,0.0, 5.9,2018-07-10 10:30:00, 72.0,56.0,28
17.0,0.0, 8.4,2018-07-10 10:45:00, 260.0,60.0,28
16.8,0.0, 5.2,2018-07-10 11:00:00, 23.0,60.0,28
16.4,0.0, 6.6,2018-07-10 11:15:00, 226.0,63.0,28
16.4,0.0, 6.9,2018-07-10 11:30:00, 161.0,62.0,28
17.0,0.0, 3.6,2018-07-10 11:45:00, 74.0,61.0,28
17.1,0.0, 6.5,2018-07-10 12:00:00, 72.0,61.0,28
17.4,0.0, 4.4,2018-07-10 12:15:00, 89.0,61.0,28
17.5,0.0, 9.3,2018-07-10 12:30:00, 71.0,63.0,28
16.6,0.0, 9.7,2018-07-10 12:45:00, 64.0,65.0,28
16.2,0.0, 8.1,2018-07-10 13:00:00, 73.0,64.0,28
17.6,0.0, 10.5,2018-07-10 13:15:00, 82.0,60.0,28
17.1,0.0, 10.2,2018-07-10 13:30:00, 86.0,63.0,28
19.0,0.0, 11.8,2018-07-10 13:45:00, 75.0,54.0,28
18.5,0.0, 6.7,2018-07-10 14:00:00, 98.0,56.0,28
