wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year
13.0, 93.0, None, 0.0, 9.1, 7.9, 10.2, 8.4, 14.0, 0.0, 0.2, 98.0,2022-07-02 00:00:00,27
22.0, 97.0, None, 0.0, 8.6, 7.3, 9.1, 7.7, 25.0, 0.0, 0.2, 98.0,2022-07-02 01:00:00,27
17.0, 98.0, 7.9, 0.0, 8.1, 5.0, 8.4, 7.1, 13.0, 0.0, 0.2, 99.0,2022-07-02 02:00:00,27
27.0, 98.0, 7.3, 0.0, 7.4, 5.5, 7.7, 6.6, 22.0, 0.0, 0.2, 99.0,2022-07-02 03:00:00,27
26.0, 99.0, None, 0.0, 7.0, 4.8, 7.1, 6.7, 17.0, 0.0, 0.2, 98.0,2022-07-02 04:00:00,27
18.0, 99.0, 5.5, 0.0, 6.5, 6.0, 6.6, 10.8, 27.0, 0.0, 0.2, 82.0,2022-07-02 05:00:00,27
285.0, 98.0, 4.8, 0.0, 6.4, 2.6, 6.7, 14.5, 26.0, 0.0, 0.2, 65.0,2022-07-02 06:00:00,27
313.0, 82.0, None, 0.0, 7.9, 4.3, 10.8, 17.6, 18.0, 0.0, 0.2, 58.0,2022-07-02 07:00:00,27
130.0, 65.0, 2.6, 0.0, 8.0, 4.6, 14.5, 20.7, 285.0, 0.0, 0.2, 50.0,2022-07-02 08:00:00,27
206.0, 58.0, 4.3, 0.0, 9.2, 5.7, 17.6, 25.0, 313.0, 0.0, 0.2, 34.0,2022-07-02 09:00:00,27
212.0, 50.0, 4.6, 0.0, 9.9, 11.1, 20.7, 26.4, 130.0, 0.0, 0.2, 24.0,2022-07-02 10:00:00,27
188.0, 34.0, 5.7, 0.0, 8.1, 12.1, 25.0, 27.3, 206.0, 0.0, 0.2, 24.0,2022-07-02 11:00:00,27
258.0, 24.0, 11.1, 0.0, 4.2, 8.2, 26.4, 29.0, 212.0, 0.0, 0.2, 23.0,2022-07-02 12:00:00,27
28.0, 24.0, 12.1, 0.0, 5.0, 9.1, 27.3, 29.4, 188.0, 0.0, 0.2, 25.0,2022-07-02 13:00:00,27
193.0, 23.0, 8.2, 0.0, 5.8, 6.0, 29.0, 27.6, 258.0, 0.0, 0.2, 28.0,2022-07-02 14:00:00,27
356.0, 25.0, 9.1, 0.0, 7.3, 13.7, 29.4, 26.6, 28.0, 0.0, 0.2, 33.0,2022-07-02 15:00:00,27
346.0, 28.0, None, 0.0, 7.5, 7.2, 27.6, 26.3, 193.0, 0.0, 0.2, 34.0,2022-07-02 16:00:00,27
304.0, None, None, 0.0, None, 8.8, None, 27.9, None, None, None, 26.0,2022-07-02 17:00:00,27
18.0, None, None, 0.0, None, 6.0, None, 23.1, None, None, None, 43.0,2022-07-02 18:00:00,27
4.0, 26.0, 8.8, 0.0, 6.6, 8.4, 27.9, 19.3, 304.0, 0.0, 0.0, 56.0,2022-07-02 19:00:00,27
348.0, 43.0, None, 0.0, 9.8, 9.2, 23.1, 17.1, 18.0, 0.0, 0.0, 59.0,2022-07-02 20:00:00,27
353.0, 56.0, 8.4, 0.0, 10.3, 9.3, 19.3, 15.7, 4.0, 0.0, 0.0, 62.0,2022-07-02 21:00:00,27
34.0, 59.0, 9.2, 0.4, 9.0, 7.2, 17.1, 14.2, 348.0, 0.0, 0.0, 82.0,2022-07-02 22:00:00,27
, 62.0, 9.3, None, 8.4, None, 15.7, None, 353.0, 0.0, 0.0, None,2022-07-02 23:00:00,27
354.0, 82.0, 7.2, 0.0, 11.2, 8.9, 14.2, 14.1, 34.0, 0.4, 0.4, 83.0,2022-07-03 00:00:00,27
335.0, 80.0, 14.6, 0.0, 10.4, 8.5, 13.8, 13.5, 347.0, 1.0, 1.4, 89.0,2022-07-03 01:00:00,27
8.0, 83.0, 8.9, 0.0, 11.3, 9.2, 14.1, 13.1, 354.0, 0.0, 1.4, 91.0,2022-07-03 02:00:00,27
348.0, 89.0, 8.5, 0.0, 11.7, 8.4, 13.5, 13.0, 335.0, 0.0, 1.4, 93.0,2022-07-03 03:00:00,27
357.0, 91.0, 9.2, 0.0, 11.7, 12.0, 13.1, 12.7, 8.0, 0.0, 1.4, 92.0,2022-07-03 04:00:00,27
204.0, 93.0, 8.4, 0.2, 11.9, 6.0, 13.0, 14.4, 348.0, 0.0, 1.4, 86.0,2022-07-03 05:00:00,27
355.0, 92.0, None, 0.2, 11.4, 6.7, 12.7, 13.9, 357.0, 0.0, 1.4, 93.0,2022-07-03 06:00:00,27
348.0, 86.0, None, 0.0, 12.1, 8.7, 14.4, 13.8, 204.0, 0.2, 1.6, 95.0,2022-07-03 07:00:00,27
344.0, 93.0, 6.7, 0.4, 12.8, 11.5, 13.9, 13.7, 355.0, 0.2, 1.8, 92.0,2022-07-03 08:00:00,27
342.0, 95.0, 8.7, 0.0, 13.0, 11.8, 13.8, 15.6, 348.0, 0.0, 1.8, 80.0,2022-07-03 09:00:00,27
328.0, 92.0, 11.5, 0.0, 12.4, 9.1, 13.7, 16.7, 344.0, 0.4, 2.2, 79.0,2022-07-03 10:00:00,27
348.0, 80.0, 11.8, 0.0, 12.2, 13.3, 15.6, 19.0, 342.0, 0.0, 2.2, 71.0,2022-07-03 11:00:00,27
351.0, 79.0, 9.1, 0.0, 13.0, 9.7, 16.7, 18.8, 328.0, 0.0, 2.2, 77.0,2022-07-03 12:00:00,27
316.0, 71.0, 13.3, 0.2, 13.6, 11.0, 19.0, 18.9, 348.0, 0.0, 2.2, 72.0,2022-07-03 13:00:00,27
14.0, 77.0, 9.7, 5.6, 14.7, 6.5, 18.8, 15.5, 351.0, 0.0, 2.2, 97.0,2022-07-03 14:00:00,27
186.0, 72.0, None, 9.0, 13.7, 13.7, 18.9, 12.7, 316.0, 0.2, 2.4, 99.0,2022-07-03 15:00:00,27
336.0, 97.0, 6.5, 5.0, 15.0, 6.2, 15.5, 12.8, 14.0, 5.6, 8.0, 100.0,2022-07-03 16:00:00,27
351.0, 99.0, 13.7, 0.0, 12.5, 8.4, 12.7, 12.7, 186.0, 9.0, 17.0, 99.0,2022-07-03 17:00:00,27
358.0, 100.0, 6.2, 0.0, 12.8, 8.6, 12.8, 12.7, 336.0, 5.0, 22.0, 99.0,2022-07-03 18:00:00,27
83.0, 99.0, 8.4, 0.0, 12.5, 3.1, 12.7, 12.4, 351.0, 0.0, 22.0, 100.0,2022-07-03 19:00:00,27
351.0, 99.0, 8.6, 0.0, 12.5, 6.0, 12.7, 11.8, 358.0, 0.0, 22.0, 100.0,2022-07-03 20:00:00,27
350.0, 100.0, 3.1, 0.0, 12.4, 6.9, 12.4, 11.3, 83.0, 0.0, 22.0, 100.0,2022-07-03 21:00:00,27
28.0, 100.0, None, 0.0, 11.8, 5.9, 11.8, 10.2, 351.0, 0.0, 22.0, 100.0,2022-07-03 22:00:00,27
, 100.0, 6.9, None, 11.3, None, 11.3, None, 350.0, 0.0, 22.0, None,2022-07-03 23:00:00,27
1.0, 100.0, 5.9, 0.0, 10.2, 3.7, 10.2, 9.6, 28.0, 0.0, 21.6, 100.0,2022-07-04 00:00:00,27
345.0, 100.0, 4.5, 0.2, 9.8, 4.0, 9.8, 9.0, 20.0, 0.0, 20.6, 100.0,2022-07-04 01:00:00,27
24.0, 100.0, 3.7, 0.0, 9.6, 5.4, 9.6, 8.5, 1.0, 0.0, 20.6, 100.0,2022-07-04 02:00:00,27
12.0, 100.0, None, 0.0, 9.0, 3.3, 9.0, 8.3, 345.0, 0.2, 20.8, 100.0,2022-07-04 03:00:00,27
14.0, 100.0, 5.4, 0.0, 8.5, 2.3, 8.5, 8.5, 24.0, 0.0, 20.8, 100.0,2022-07-04 04:00:00,27
36.0, 100.0, 3.3, 0.0, 8.3, 4.8, 8.3, 9.5, 12.0, 0.0, 20.8, 100.0,2022-07-04 05:00:00,27
181.0, 100.0, 2.3, 0.0, 8.5, 3.3, 8.5, 10.1, 14.0, 0.0, 20.8, 100.0,2022-07-04 06:00:00,27
332.0, 100.0, 4.8, 0.0, 9.5, 4.1, 9.5, 12.6, 36.0, 0.0, 20.6, 94.0,2022-07-04 07:00:00,27
198.0, 100.0, 3.3, 0.0, 10.1, 6.6, 10.1, 12.7, 181.0, 0.0, 20.4, 97.0,2022-07-04 08:00:00,27
