pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,time,MIN_TEMP,week_of_year
None, None, None, None, None, 6.8, 101.0, None, None, None, 337.0,2017-04-09 00:00:00, None,15
None, None, None, None, None, 5.3, 101.0, None, None, None, 337.0,2017-04-09 01:00:00, None,15
None, None, None, None, None, 4.5, 101.0, None, None, None, 337.0,2017-04-09 02:00:00, None,15
None, None, None, None, None, 2.3, 100.0, None, None, None, 337.0,2017-04-09 03:00:00, None,15
None, None, None, None, None, 1.5, 100.0, None, None, None, 337.0,2017-04-09 04:00:00, None,15
None, None, None, None, None, 1.1, 100.0, None, None, None, 337.0,2017-04-09 05:00:00, None,15
None, None, None, None, None, 1.1, 100.0, None, None, None, 337.0,2017-04-09 06:00:00, None,15
None, None, None, None, None, 0.2, 100.0, None, None, None, 337.0,2017-04-09 07:00:00, None,15
None, None, None, None, None, -0.2, 100.0, None, None, None, 336.0,2017-04-09 08:00:00, None,15
None, None, None, None, None, -0.5, 100.0, None, None, None, 336.0,2017-04-09 09:00:00, None,15
None, None, None, None, None, -0.8, 100.0, None, None, None, 336.0,2017-04-09 10:00:00, None,15
None, None, None, None, None, -1.0, 100.0, None, None, None, 336.0,2017-04-09 11:00:00, None,15
None, None, None, None, None, -1.2, 100.0, None, None, None, 337.0,2017-04-09 12:00:00, None,15
None, None, None, None, None, -1.4, 100.0, None, None, None, 337.0,2017-04-09 13:00:00, None,15
None, None, None, None, None, -1.3, 100.0, None, None, None, 337.0,2017-04-09 14:00:00, None,15
None, None, None, None, None, -1.0, 100.0, None, None, None, 337.0,2017-04-09 15:00:00, None,15
None, 0.0, None, None, None, 0.5, 100.0, None, None, None, 336.0,2017-04-09 16:00:00, None,15
None, None, None, None, None, 2.5, 100.0, None, None, None, 334.0,2017-04-09 17:00:00, None,15
None, None, None, None, None, 4.5, 100.0, None, None, None, 332.0,2017-04-09 18:00:00, None,15
None, None, None, None, None, 7.0, 99.0, None, None, None, 335.0,2017-04-09 19:00:00, None,15
None, None, None, None, None, 5.4, 99.0, None, None, None, 336.0,2017-04-09 20:00:00, None,15
None, None, None, None, None, 8.0, 99.0, None, None, None, 337.0,2017-04-09 21:00:00, None,15
None, None, None, None, None, 5.9, 99.0, None, None, None, 337.0,2017-04-09 22:00:00, None,15
None, None, None, None, None, 5.3, 99.0, None, None, None, 337.0,2017-04-09 23:00:00, None,15
None, None, None, None, None, 5.4, 99.0, None, None, None, 337.0,2017-04-10 00:00:00, None,15
None, None, None, None, None, 4.6, 100.0, None, None, None, 337.0,2017-04-10 01:00:00, None,15
None, None, None, None, None, 4.0, 99.0, None, None, None, 336.0,2017-04-10 02:00:00, None,15
None, None, None, None, None, 2.2, 99.0, None, None, None, 337.0,2017-04-10 03:00:00, None,15
None, None, None, None, None, -1.5, 99.0, None, None, None, 337.0,2017-04-10 04:00:00, None,15
None, None, None, None, None, -3.6, 100.0, None, None, None, 337.0,2017-04-10 05:00:00, None,15
None, None, None, None, None, -3.8, 100.0, None, None, None, 337.0,2017-04-10 06:00:00, None,15
None, None, None, None, None, -4.7, 99.0, None, None, None, 337.0,2017-04-10 07:00:00, None,15
None, None, None, None, None, -5.8, 100.0, None, None, None, 337.0,2017-04-10 08:00:00, None,15
None, None, None, None, None, -6.7, 100.0, None, None, None, 337.0,2017-04-10 09:00:00, None,15
None, None, None, None, None, -7.5, 99.0, None, None, None, 337.0,2017-04-10 10:00:00, None,15
None, None, None, None, None, -8.3, 99.0, None, None, None, 337.0,2017-04-10 11:00:00, None,15
None, None, None, None, None, -8.9, 99.0, None, None, None, 337.0,2017-04-10 12:00:00, None,15
None, None, None, None, None, -9.4, 99.0, None, None, None, 337.0,2017-04-10 13:00:00, None,15
None, None, None, None, None, -9.9, 99.0, None, None, None, 337.0,2017-04-10 14:00:00, None,15
None, None, None, None, None, -9.2, 99.0, None, None, None, 336.0,2017-04-10 15:00:00, None,15
None, 0.0, None, None, None, -6.5, 99.0, None, None, None, 335.0,2017-04-10 16:00:00, None,15
None, None, None, None, None, 1.1, 98.0, None, None, None, 334.0,2017-04-10 17:00:00, None,15
None, None, None, None, None, 7.3, 97.0, None, None, None, 329.0,2017-04-10 18:00:00, None,15
None, None, None, None, None, 10.8, 97.0, None, None, None, 332.0,2017-04-10 19:00:00, None,15
None, None, None, None, None, 9.6, 98.0, None, None, None, 334.0,2017-04-10 20:00:00, None,15
None, None, None, None, None, 9.6, 98.0, None, None, None, 334.0,2017-04-10 21:00:00, None,15
None, None, None, None, None, 10.2, 98.0, None, None, None, 334.0,2017-04-10 22:00:00, None,15
