pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, 10.68, 94.4, 11.9, 94.0, None, None, 10.0, 10.7, 10.6, 10.0, -0.1, None, None,2022-09-24 00:00:00, None, None, None,39
None, 10.63, 94.3, 11.9, 94.0, None, None, 10.0, 10.6, 10.6, 10.0, 0.0, None, None,2022-09-24 01:00:00, None, None, None,39
None, 10.64, 94.4, 11.9, 94.0, None, None, 10.0, 10.6, 10.6, 10.0, 0.1, None, None,2022-09-24 02:00:00, None, None, None,39
None, 10.71, 94.3, 11.9, 94.0, None, None, 10.0, 10.7, 10.6, 10.0, -0.1, None, None,2022-09-24 03:00:00, None, None, None,39
None, 10.72, 94.3, 11.9, 94.0, None, None, 10.0, 10.7, 10.6, 10.0, 0.0, None, None,2022-09-24 04:00:00, None, None, None,39
None, 10.59, 94.4, 11.9, 94.0, None, None, 10.0, 10.6, 10.6, 10.0, 0.2, None, None,2022-09-24 05:00:00, None, None, None,39
None, 10.73, 93.7, 11.9, 94.0, None, None, 10.0, 10.7, 10.6, 10.0, 0.0, None, None,2022-09-24 06:00:00, None, None, None,39
None, 10.63, 93.3, 10.8, 93.0, None, None, 10.0, 10.6, 10.6, 10.0, -0.1, None, None,2022-09-24 07:00:00, None, None, None,39
None, 10.75, 91.7, 10.8, 92.0, None, None, 9.0, 10.8, 10.6, 9.0, -0.2, None, None,2022-09-24 08:00:00, None, None, None,39
None, 11.13, 84.0, 11.1, 84.0, None, None, 8.0, 11.1, 10.6, 8.0, -0.1, None, None,2022-09-24 09:00:00, None, None, None,39
None, 12.37, 81.3, 12.3, 81.0, None, None, 9.0, 12.4, 10.6, 9.0, -0.4, None, None,2022-09-24 10:00:00, None, None, None,39
None, 12.45, 80.9, 12.8, 81.0, None, None, 9.0, 12.5, 10.6, 9.0, 0.0, None, None,2022-09-24 11:00:00, None, None, None,39
None, 12.99, 78.54, 13.0, 79.0, None, None, 9.0, 13.0, 10.6, 9.0, 0.1, None, None,2022-09-24 12:00:00, None, None, None,39
None, 13.06, 79.89, 13.0, 80.0, None, None, 10.0, 13.1, 10.6, 10.0, 0.3, None, None,2022-09-24 13:00:00, None, None, None,39
None, 13.26, 84.6, 13.3, 85.0, None, None, 11.0, 13.3, 10.6, 11.0, 0.0, None, None,2022-09-24 14:00:00, None, None, None,39
None, 12.65, 83.8, 13.4, 84.0, None, None, 10.0, 12.7, 10.6, 10.0, 0.5, None, None,2022-09-24 15:00:00, None, None, None,39
None, 12.13, 89.6, 13.4, 90.0, None, None, 10.0, 12.1, 10.6, 10.0, 0.9, None, None,2022-09-24 16:00:00, None, None, None,39
None, 11.88, 91.7, 13.4, 92.0, None, None, 11.0, 11.9, 10.6, 11.0, 1.3, None, None,2022-09-24 17:00:00, None, None, None,39
None, 11.63, 92.7, 13.4, 93.0, None, None, 11.0, 11.6, 10.6, 11.0, 1.7, None, None,2022-09-24 18:00:00, None, None, None,39
None, 11.52, 93.3, 11.6, 93.0, None, None, 11.0, 11.5, 11.5, 11.0, 1.8, None, None,2022-09-24 19:00:00, None, None, None,39
None, 11.64, 94.4, 11.7, 94.0, None, None, 11.0, 11.6, 11.4, 11.0, 1.5, None, None,2022-09-24 20:00:00, None, None, None,39
None, 11.72, 94.4, 11.8, 94.0, None, None, 11.0, 11.7, 11.4, 11.0, 0.3, None, None,2022-09-24 21:00:00, None, None, None,39
None, 11.68, 94.9, 11.8, 95.0, None, None, 11.0, 11.7, 11.4, 11.0, 0.0, None, None,2022-09-24 22:00:00, None, None, None,39
None, 11.63, 95.1, 11.8, 95.0, None, None, 11.0, 11.6, 11.4, 11.0, 0.0, None, None,2022-09-24 23:00:00, None, None, None,39
None, 11.66, 94.9, 11.8, 95.0, None, None, 11.0, 11.7, 11.4, 11.0, 0.0, None, None,2022-09-25 00:00:00, None, None, None,39
None, 11.66, 95.0, 11.8, 95.0, None, None, 11.0, 11.7, 11.4, 11.0, 0.0, None, None,2022-09-25 01:00:00, None, None, None,39
None, 11.65, 95.0, 11.8, 95.0, None, None, 11.0, 11.7, 11.4, 11.0, 0.0, None, None,2022-09-25 02:00:00, None, None, None,39
None, 11.48, 94.8, 11.8, 95.0, None, None, 11.0, 11.5, 11.4, 11.0, -0.2, None, None,2022-09-25 03:00:00, None, None, None,39
None, 11.68, 95.3, 11.8, 95.0, None, None, 11.0, 11.7, 11.4, 11.0, 0.1, None, None,2022-09-25 04:00:00, None, None, None,39
None, 11.35, 95.2, 11.8, 95.0, None, None, 11.0, 11.4, 11.1, 11.0, 0.1, None, None,2022-09-25 05:00:00, None, None, None,39
None, None, None, 11.8, 95.0, None, None, 10.0, 11.0, 10.8, None, 0.0, None, None,2022-09-25 06:00:00, None, None, None,39
None, 11.2, 94.9, 11.5, 95.0, None, None, 10.0, 11.2, 10.8, 10.0, -0.2, None, None,2022-09-25 07:00:00, None, None, None,39
None, 11.48, 95.1, 11.5, 95.0, None, None, 11.0, 11.5, 10.8, 11.0, 0.0, None, None,2022-09-25 08:00:00, None, None, None,39
None, 12.08, 93.4, 12.1, 93.0, None, None, 11.0, 12.1, 10.8, 11.0, -0.3, None, None,2022-09-25 09:00:00, None, None, None,39
None, 13.25, 88.5, 13.2, 89.0, None, None, 11.0, 13.3, 10.8, 11.0, -0.1, None, None,2022-09-25 10:00:00, None, None, None,39
None, 14.39, 84.6, 14.4, 85.0, None, None, 12.0, 14.4, 10.8, 12.0, 0.1, None, None,2022-09-25 11:00:00, None, None, None,39
None, 15.88, 76.67, 15.9, 77.0, None, None, 12.0, 15.9, 10.8, 12.0, -0.1, None, None,2022-09-25 12:00:00, None, None, None,39
None, None, None, 16.9, 79.0, None, None, 13.0, 17.0, 10.8, None, -0.5, None, None,2022-09-25 13:00:00, None, None, None,39
None, 12.56, 93.5, 15.6, 94.0, None, None, 12.0, 12.6, 12.6, 12.0, -0.3, None, None,2022-09-25 23:00:00, None, None, None,39
None, 13.79, 93.3, 15.6, 93.0, None, None, 13.0, 13.8, 12.4, 13.0, -0.4, None, None,2022-09-26 00:00:00, None, None, None,39
None, 14.04, 92.3, 15.6, 92.0, None, None, 13.0, 14.0, 12.4, 13.0, -0.2, None, None,2022-09-26 01:00:00, None, None, None,39
None, 13.48, 92.0, 15.6, 92.0, None, None, 12.0, 13.5, 12.4, 12.0, 0.1, None, None,2022-09-26 02:00:00, None, None, None,39
None, 13.72, 91.9, 15.6, 92.0, None, None, 12.0, 13.7, 12.4, 12.0, -0.1, None, None,2022-09-26 03:00:00, None, None, None,39
None, 12.8, 92.5, 15.6, 93.0, None, None, 12.0, 12.8, 12.4, 12.0, 0.0, None, None,2022-09-26 04:00:00, None, None, None,39
None, 12.78, 94.4, 15.6, 94.0, None, None, 12.0, 12.8, 12.4, 12.0, 0.2, None, None,2022-09-26 05:00:00, None, None, None,39
None, 12.33, 94.9, 15.6, 95.0, None, None, 12.0, 12.3, 12.0, 12.0, 0.0, None, None,2022-09-26 06:00:00, None, None, None,39
None, 11.32, 94.5, 12.3, 95.0, None, None, 10.0, 11.3, 11.3, 10.0, 0.1, None, None,2022-09-26 07:00:00, None, None, None,39
None, 13.2, 90.6, 13.2, 91.0, None, None, 12.0, 13.2, 10.9, 12.0, -0.6, None, None,2022-09-26 09:00:00, None, None, None,39
None, 14.43, 84.8, 14.4, 85.0, None, None, 12.0, 14.4, 10.9, 12.0, 0.0, None, None,2022-09-26 10:00:00, None, None, None,39
None, 15.89, 79.83, 15.9, 80.0, None, None, 12.0, 15.9, 10.9, 12.0, 0.2, None, None,2022-09-26 11:00:00, None, None, None,39
None, 16.45, 79.16, 16.6, 79.0, None, None, 13.0, 16.5, 10.9, 13.0, 0.3, None, None,2022-09-26 12:00:00, None, None, None,39
None, 17.83, 77.03, 17.8, 77.0, None, None, 14.0, 17.8, 10.9, 14.0, -1.1, None, None,2022-09-26 13:00:00, None, None, None,39
None, 17.77, 75.81, 18.4, 76.0, None, None, 13.0, 17.8, 10.9, 13.0, 1.6, None, None,2022-09-26 14:00:00, None, None, None,39
None, 17.78, 77.14, 18.8, 77.0, None, None, 14.0, 17.8, 10.9, 14.0, 0.9, None, None,2022-09-26 15:00:00, None, None, None,39
None, 15.59, 87.9, 18.8, 88.0, None, None, 14.0, 15.6, 10.9, 14.0, 0.4, None, None,2022-09-26 16:00:00, None, None, None,39
None, 15.4, 90.3, 18.8, 90.0, None, None, 14.0, 15.4, 10.9, 14.0, -0.2, None, None,2022-09-26 17:00:00, None, None, None,39
None, 15.4, 91.1, 18.8, 91.0, None, None, 14.0, 15.4, 10.9, 14.0, -0.3, None, None,2022-09-26 18:00:00, None, None, None,39
None, 15.33, 90.8, 15.5, 91.0, None, None, 14.0, 15.3, 15.4, 14.0, -0.3, None, None,2022-09-26 19:00:00, None, None, None,39
None, 14.19, 91.3, None, None, None, None, None, None, None, 13.0, None, None, None,2022-09-26 20:00:00, None, None, None,39
None, 13.84, 92.7, 15.5, 93.0, None, None, 13.0, 13.8, 13.8, 13.0, -0.2, None, None,2022-09-26 21:00:00, None, None, None,39
None, 13.33, 92.9, 15.5, 93.0, None, None, 12.0, 13.3, 13.3, 12.0, -0.2, None, None,2022-09-26 22:00:00, None, None, None,39
None, 12.52, 93.1, 15.5, 93.0, None, None, 11.0, 12.5, 12.5, 11.0, 0.0, None, None,2022-09-26 23:00:00, None, None, None,39
None, 12.06, 93.6, 15.5, 94.0, None, None, 11.0, 12.1, 12.1, 11.0, -0.2, None, None,2022-09-27 00:00:00, None, None, None,39
None, 11.79, 94.2, 15.5, 94.0, None, None, 11.0, 11.8, 11.5, 11.0, -0.1, None, None,2022-09-27 01:00:00, None, None, None,39
None, 12.64, 95.3, 15.5, 95.0, None, None, 12.0, 12.6, 10.9, 12.0, -0.2, None, None,2022-09-27 02:00:00, None, None, None,39
None, 12.63, 94.9, 15.5, 95.0, None, None, 12.0, 12.6, 10.9, 12.0, -0.2, None, None,2022-09-27 03:00:00, None, None, None,39
None, 11.71, 94.3, 15.5, 94.0, None, None, 11.0, 11.7, 10.9, 11.0, 0.0, None, None,2022-09-27 04:00:00, None, None, None,39
None, 11.71, 95.4, 15.5, 95.0, None, None, 11.0, 11.7, 10.9, 11.0, -0.1, None, None,2022-09-27 05:00:00, None, None, None,39
None, 11.9, 93.4, 15.5, 93.0, None, None, 11.0, 11.9, 10.9, 11.0, -0.1, None, None,2022-09-27 06:00:00, None, None, None,39
None, 11.64, 92.5, 12.5, 93.0, None, None, 10.0, 11.6, 11.7, 10.0, 0.0, None, None,2022-09-27 07:00:00, None, None, None,39
None, 11.43, 93.6, 12.5, 94.0, None, None, 10.0, 11.4, 11.2, 10.0, 0.0, None, None,2022-09-27 08:00:00, None, None, None,39
None, 12.77, 87.7, 13.0, 88.0, None, None, 11.0, 12.8, 11.2, 11.0, -0.6, None, None,2022-09-27 09:00:00, None, None, None,39
