air_temp,min_air_temp_snc_last_reset,time,max_air_temp_snc_last_reset,week_of_year
14.6,14.3,2022-09-24 00:00:00,16.1,39
15.1,14.3,2022-09-24 01:00:00,16.1,39
14.7,14.3,2022-09-24 02:00:00,16.1,39
15.0,14.3,2022-09-24 03:00:00,16.1,39
14.7,14.3,2022-09-24 04:00:00,16.1,39
14.1,14.0,2022-09-24 05:00:00,16.1,39
14.3,14.0,2022-09-24 06:00:00,16.1,39
15.0,14.2,2022-09-24 07:00:00,15.1,39
15.1,14.2,2022-09-24 08:00:00,15.5,39
15.5,14.2,2022-09-24 09:00:00,15.9,39
16.1,14.2,2022-09-24 10:00:00,16.4,39
16.9,14.2,2022-09-24 11:00:00,17.8,39
17.7,14.2,2022-09-24 12:00:00,17.8,39
18.9,14.2,2022-09-24 13:00:00,18.9,39
19.0,14.2,2022-09-24 14:00:00,19.7,39
19.4,14.2,2022-09-24 15:00:00,20.1,39
19.6,14.2,2022-09-24 16:00:00,20.2,39
19.7,14.2,2022-09-24 17:00:00,20.2,39
19.0,14.2,2022-09-24 18:00:00,20.2,39
18.0,18.0,2022-09-24 19:00:00,19.1,39
17.8,17.7,2022-09-24 20:00:00,19.1,39
17.5,17.0,2022-09-24 21:00:00,19.1,39
16.9,16.7,2022-09-24 22:00:00,19.1,39
16.2,16.1,2022-09-24 23:00:00,19.1,39
16.8,15.9,2022-09-25 00:00:00,19.1,39
16.2,15.9,2022-09-25 01:00:00,19.1,39
16.3,15.7,2022-09-25 02:00:00,19.1,39
16.0,15.7,2022-09-25 03:00:00,19.1,39
16.1,15.7,2022-09-25 04:00:00,19.1,39
15.2,15.2,2022-09-25 05:00:00,19.1,39
15.5,15.0,2022-09-25 06:00:00,19.1,39
16.1,15.1,2022-09-25 07:00:00,16.6,39
16.3,15.1,2022-09-25 08:00:00,17.3,39
14.2,14.2,2022-09-25 09:00:00,17.3,39
16.6,14.1,2022-09-25 10:00:00,17.3,39
17.9,14.1,2022-09-25 11:00:00,17.9,39
19.3,14.1,2022-09-25 12:00:00,20.0,39
21.0,14.1,2022-09-25 13:00:00,21.2,39
19.1,18.9,2022-09-25 23:00:00,20.9,39
