CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,PRECIP_DETECTOR_RATIO,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
None, 0.989, 99.0, None, None, None, 8.64, 19.7, None, 283.6, 1.0, None, 1.0, 1.0, None, None, None, None, 1.3, None, None, 99.0, None,2022-09-24 00:00:00, None, None, None, None,39
None, 0.985, 99.1, None, None, None, 10.4, 18.85, None, 290.7, 1.0, None, 1.0, 0.8, None, None, None, None, 1.3, None, None, 99.0, None,2022-09-24 01:00:00, None, None, None, None,39
None, 0.928, 99.1, None, None, None, 7.284, 20.93, None, 295.5, 1.0, None, 0.9, 0.8, None, None, None, None, 1.3, None, None, 99.0, None,2022-09-24 02:00:00, None, None, None, None,39
None, 0.65, 99.1, None, None, None, 10.64, 15.39, None, 288.9, 0.0, None, 0.7, 0.6, None, None, None, None, 1.3, None, None, 99.0, None,2022-09-24 03:00:00, None, None, None, None,39
None, 0.947, 97.9, None, None, None, 14.02, 13.23, None, 336.5, 1.0, None, 0.9, 0.6, None, None, None, None, 1.3, None, None, 98.0, None,2022-09-24 04:00:00, None, None, None, None,39
None, 0.505, 98.9, None, None, None, 10.94, 8.85, None, 294.6, 0.0, None, 0.5, 0.4, None, None, None, None, 1.3, None, None, 99.0, None,2022-09-24 05:00:00, None, None, None, None,39
None, 0.514, 98.8, None, None, None, 8.64, 11.4, None, 305.9, 0.0, None, 0.5, 0.4, None, None, None, None, 1.3, None, None, 99.0, None,2022-09-24 06:00:00, None, None, None, None,39
None, 0.751, 98.2, None, None, None, 21.26, 8.78, None, 327.7, 0.0, None, 0.8, 0.4, None, None, None, None, 0.9, None, None, 98.0, None,2022-09-24 07:00:00, None, None, None, None,39
None, 2.283, 90.7, None, None, None, 17.66, 8.34, None, 27.8, 1.0, None, 2.3, 0.4, None, None, None, None, 2.3, None, None, 91.0, None,2022-09-24 08:00:00, None, None, None, None,39
None, 2.638, 95.0, None, None, None, 30.74, 5.754, None, 43.7, 2.0, None, 2.6, 0.4, None, None, None, None, 2.7, None, None, 95.0, None,2022-09-24 09:00:00, None, None, None, None,39
None, 3.937, 90.5, None, None, None, 34.25, 5.701, None, 178.9, 3.0, None, 3.9, 0.4, None, None, None, None, 3.9, None, None, 91.0, None,2022-09-24 10:00:00, None, None, None, None,39
None, 5.441, 81.6, None, None, None, 25.93, 10.16, None, 190.8, 3.0, None, 5.4, 0.4, None, None, None, None, 5.5, None, None, 82.0, None,2022-09-24 11:00:00, None, None, None, None,39
None, 7.078, 73.24, None, None, None, 15.81, 10.83, None, 201.5, 3.0, None, 7.1, 0.4, None, None, None, None, 7.1, None, None, 73.0, None,2022-09-24 12:00:00, None, None, None, None,39
None, 8.52, 66.99, None, None, None, 25.39, 11.56, None, 207.5, 3.0, None, 8.5, 0.4, None, None, None, None, 8.4, None, None, 67.0, None,2022-09-24 13:00:00, None, None, None, None,39
None, 9.44, 62.54, None, None, None, 23.74, 11.56, None, 230.5, 3.0, None, 9.4, 0.4, None, None, None, None, 9.5, None, None, 63.0, None,2022-09-24 14:00:00, None, None, None, None,39
None, 8.58, 65.62, None, None, None, 19.67, 11.45, None, 239.5, 3.0, None, 8.6, 0.4, None, None, None, None, 9.9, None, None, 66.0, None,2022-09-24 15:00:00, None, None, None, None,39
None, 9.09, 61.9, None, None, None, 13.1, 7.617, None, 274.0, 2.0, None, 9.1, 0.4, None, None, None, None, 9.9, None, None, 62.0, None,2022-09-24 16:00:00, None, None, None, None,39
None, 8.92, 60.97, None, None, None, 16.04, 8.51, None, 283.4, 2.0, None, 8.9, 0.4, None, None, None, None, 9.9, None, None, 61.0, None,2022-09-24 17:00:00, None, None, None, None,39
None, 8.61, 63.53, None, None, None, 11.76, 11.08, None, 294.1, 2.0, None, 8.6, 0.4, None, None, None, None, 9.9, None, None, 64.0, None,2022-09-24 18:00:00, None, None, None, None,39
None, 6.975, 70.6, None, None, None, 18.28, 7.823, None, 280.4, 2.0, None, 7.0, 7.0, None, None, None, None, 8.6, None, None, 71.0, None,2022-09-24 19:00:00, None, None, None, None,39
None, 6.083, 75.18, None, None, None, 17.08, 6.577, None, 246.3, 2.0, None, 6.1, 6.1, None, None, None, None, 8.6, None, None, 75.0, None,2022-09-24 20:00:00, None, None, None, None,39
None, 6.441, 76.69, None, None, None, 12.94, 11.44, None, 220.4, 2.0, None, 6.4, 6.1, None, None, None, None, 8.6, None, None, 77.0, None,2022-09-24 21:00:00, None, None, None, None,39
None, 6.404, 78.44, None, None, None, 11.15, 9.22, None, 225.6, 3.0, None, 6.4, 6.1, None, None, None, None, 8.6, None, None, 78.0, None,2022-09-24 22:00:00, None, None, None, None,39
None, 6.942, 75.21, None, None, None, 12.89, 10.08, None, 263.5, 3.0, None, 6.9, 6.1, None, None, None, None, 8.6, None, None, 75.0, None,2022-09-24 23:00:00, None, None, None, None,39
None, 7.306, 75.23, None, None, None, 11.86, 13.14, None, 287.4, 4.0, None, 7.3, 6.1, None, None, None, None, 8.6, None, None, 75.0, None,2022-09-25 00:00:00, None, None, None, None,39
None, 8.78, 71.56, None, None, None, 12.6, 13.23, None, 276.1, 4.0, None, 8.8, 6.1, None, None, None, None, 8.8, None, None, 72.0, None,2022-09-25 01:00:00, None, None, None, None,39
None, 8.58, 72.71, None, None, None, 15.55, 11.76, None, 241.5, 4.0, None, 8.6, 6.1, None, None, None, None, 9.0, None, None, 73.0, None,2022-09-25 02:00:00, None, None, None, None,39
None, 8.63, 72.51, None, None, None, 6.987, 14.99, None, 255.4, 4.0, None, 8.6, 6.1, None, None, None, None, 9.0, None, None, 73.0, None,2022-09-25 03:00:00, None, None, None, None,39
None, 8.88, 71.14, None, None, None, 7.288, 15.3, None, 244.2, 4.0, None, 8.9, 6.1, None, None, None, None, 9.1, None, None, 71.0, None,2022-09-25 04:00:00, None, None, None, None,39
None, 8.94, 70.46, None, None, None, 6.66, 17.78, None, 273.2, 4.0, None, 8.9, 6.1, None, None, None, None, 9.2, None, None, 70.0, None,2022-09-25 05:00:00, None, None, None, None,39
None, None, None, None, None, None, None, None, None, None, 4.0, None, 9.1, 6.1, None, None, None, None, 9.2, None, None, 70.0, None,2022-09-25 06:00:00, None, None, None, None,39
None, 8.9, 71.45, None, None, None, 7.541, 15.41, None, 281.6, 4.0, None, 8.9, 8.8, None, None, None, None, 9.1, None, None, 71.0, None,2022-09-25 07:00:00, None, None, None, None,39
None, 10.13, 65.8, None, None, None, 7.981, 15.59, None, 274.7, 4.0, None, 10.1, 8.6, None, None, None, None, 10.3, None, None, 66.0, None,2022-09-25 08:00:00, None, None, None, None,39
None, 9.67, 67.91, None, None, None, 14.67, 12.53, None, 264.6, 4.0, None, 9.7, 8.6, None, None, None, None, 10.3, None, None, 68.0, None,2022-09-25 09:00:00, None, None, None, None,39
None, 10.25, 65.91, None, None, None, 12.75, 12.47, None, 255.2, 4.0, None, 10.3, 8.6, None, None, None, None, 10.3, None, None, 66.0, None,2022-09-25 10:00:00, None, None, None, None,39
None, 12.37, 59.42, None, None, None, 22.0, 11.34, None, 205.7, 4.0, None, 12.4, 8.6, None, None, None, None, 12.4, None, None, 59.0, None,2022-09-25 11:00:00, None, None, None, None,39
None, 13.81, 55.51, None, None, None, 25.31, 11.43, None, 229.6, 5.0, None, 13.8, 8.6, None, None, None, None, 13.9, None, None, 56.0, None,2022-09-25 12:00:00, None, None, None, None,39
None, None, None, None, None, None, None, None, None, None, 5.0, None, 14.6, 8.6, None, None, None, None, 15.0, None, None, 52.0, None,2022-09-25 13:00:00, None, None, None, None,39
None, 11.42, 59.39, None, None, None, 4.612, 14.05, None, 174.5, 4.0, None, 11.4, 11.2, None, None, None, None, 14.4, None, None, 59.0, None,2022-09-26 00:00:00, None, None, None, None,39
None, 11.08, 61.45, None, None, None, 7.54, 12.05, None, 169.0, 4.0, None, 11.1, 10.8, None, None, None, None, 14.4, None, None, 61.0, None,2022-09-26 01:00:00, None, None, None, None,39
None, 10.91, 61.48, None, None, None, 5.187, 14.64, None, 176.6, 4.0, None, 10.9, 10.8, None, None, None, None, 14.4, None, None, 61.0, None,2022-09-26 02:00:00, None, None, None, None,39
