ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,snw_dpth,MAX_TEMP,week_of_year
None, 491.0, 341.0, None, None,2020-01-22 00:00:00,-5.2, None, 1.0, None,4
None, 491.0, 341.0, None, None,2020-01-22 01:00:00,-6.0, None, 1.0, None,4
None, 491.0, 341.0, None, None,2020-01-22 02:00:00,-6.2, None, 1.0, None,4
None, 491.0, 341.0, None, None,2020-01-22 03:00:00,-6.3, None, 1.0, None,4
None, 491.0, 341.0, None, None,2020-01-22 04:00:00,-6.2, None, 1.0, None,4
None, 491.0, 341.0, None, None,2020-01-22 05:00:00,-6.1, None, 1.0, None,4
None, 492.0, 341.0, None, None,2020-01-22 06:00:00,-5.9, None, 1.0, None,4
None, 492.0, 341.0, None, None,2020-01-22 07:00:00,-5.8, None, 1.0, None,4
None, 492.0, 341.0, None, None,2020-01-22 08:00:00,-5.7, None, 1.0, None,4
None, 492.0, 341.0, None, None,2020-01-22 09:00:00,-5.6, None, 1.0, None,4
None, 492.0, 341.0, None, None,2020-01-22 10:00:00,-5.5, None, 1.0, None,4
None, 492.0, 341.0, None, None,2020-01-22 11:00:00,-5.5, None, 1.0, None,4
None, 492.0, 341.0, None, None,2020-01-22 12:00:00,-5.2, None, 1.0, None,4
None, 492.0, 341.0, None, None,2020-01-22 13:00:00,-4.9, None, 1.0, None,4
None, 492.0, 341.0, None, None,2020-01-22 14:00:00,-4.9, None, 1.0, None,4
None, 492.0, 341.0, None, None,2020-01-22 15:00:00,-4.8, None, 1.0, None,4
None, 492.0, 341.0, 486.0, None,2020-01-22 16:00:00,-5.1, None, 1.0, None,4
None, 492.0, 341.0, None, None,2020-01-22 17:00:00,-5.6, None, 1.0, None,4
None, 492.0, 341.0, None, None,2020-01-22 18:00:00,-4.8, None, 1.0, None,4
None, 492.0, 341.0, None, None,2020-01-22 19:00:00,-3.8, None, 1.0, None,4
None, 492.0, 341.0, None, None,2020-01-22 20:00:00,-2.1, None, 1.0, None,4
None, 492.0, 341.0, None, None,2020-01-22 21:00:00,-1.2, None, 1.0, None,4
None, 492.0, 341.0, None, None,2020-01-22 22:00:00,-0.2, None, 1.0, None,4
None, 492.0, 341.0, None, None,2020-01-22 23:00:00,-1.6, None, 1.0, None,4
None, 492.0, 341.0, None, None,2020-01-23 00:00:00,-2.5, None, 1.0, None,4
None, 492.0, 341.0, None, None,2020-01-23 01:00:00,-3.1, None, 1.0, None,4
None, 492.0, 341.0, None, None,2020-01-23 02:00:00,-3.4, None, 1.0, None,4
None, 492.0, 341.0, None, None,2020-01-23 03:00:00,-3.7, None, 1.0, None,4
None, 492.0, 341.0, None, None,2020-01-23 04:00:00,-3.9, None, 1.0, None,4
None, 492.0, 341.0, None, None,2020-01-23 05:00:00,-4.0, None, 1.0, None,4
None, 492.0, 341.0, None, None,2020-01-23 06:00:00,-4.2, None, 1.0, None,4
None, 492.0, 341.0, None, None,2020-01-23 07:00:00,-4.3, None, 1.0, None,4
None, 492.0, 341.0, None, None,2020-01-23 08:00:00,-4.3, None, 1.0, None,4
None, 493.0, 341.0, None, None,2020-01-23 09:00:00,-4.3, None, 1.0, None,4
None, 494.0, 342.0, None, None,2020-01-23 10:00:00,-4.3, None, 1.0, None,4
None, 495.0, 343.0, None, None,2020-01-23 11:00:00,-4.2, None, 1.0, None,4
None, 495.0, 343.0, None, None,2020-01-23 12:00:00,-4.5, None, 1.0, None,4
None, 495.0, 343.0, None, None,2020-01-23 13:00:00,-4.7, None, 1.0, None,4
None, 495.0, 344.0, None, None,2020-01-23 14:00:00,-4.6, None, 1.0, None,4
None, 495.0, 344.0, None, None,2020-01-23 15:00:00,-4.4, None, 1.0, None,4
None, 496.0, 344.0, 499.0, None,2020-01-23 16:00:00,-3.9, None, 1.0, None,4
None, 496.0, 344.0, None, None,2020-01-23 17:00:00,-3.6, None, 1.0, None,4
None, 496.0, 344.0, None, None,2020-01-23 18:00:00,-3.9, None, 1.0, None,4
None, 496.0, 344.0, None, None,2020-01-23 19:00:00,-3.0, None, 1.0, None,4
None, 496.0, 344.0, None, None,2020-01-23 20:00:00,-2.6, None, 1.0, None,4
None, 496.0, 344.0, None, None,2020-01-23 21:00:00,-2.0, None, 1.0, None,4
None, 496.0, 344.0, None, None,2020-01-23 22:00:00,-1.6, None, 1.0, None,4
None, 496.0, 345.0, None, None,2020-01-23 23:00:00,-1.8, None, 1.0, None,4
None, 498.0, 346.0, None, None,2020-01-24 00:00:00,-2.1, None, 1.0, None,4
None, 499.0, 347.0, None, None,2020-01-24 01:00:00,-2.5, None, 1.0, None,4
None, 499.0, 347.0, None, None,2020-01-24 02:00:00,-2.8, None, 1.0, None,4
None, 499.0, 347.0, None, None,2020-01-24 03:00:00,-2.8, None, 1.0, None,4
None, 499.0, 348.0, None, None,2020-01-24 04:00:00,-2.8, None, 1.0, None,4
None, 499.0, 348.0, None, None,2020-01-24 05:00:00,-2.8, None, 1.0, None,4
None, 500.0, 348.0, None, None,2020-01-24 06:00:00,-2.8, None, 1.0, None,4
None, 500.0, 348.0, None, None,2020-01-24 07:00:00,-2.7, None, 1.0, None,4
None, 500.0, 349.0, None, None,2020-01-24 08:00:00,-2.8, None, 1.0, None,4
None, 501.0, 349.0, None, None,2020-01-24 09:00:00,-2.7, None, 1.0, None,4
None, 502.0, 350.0, None, None,2020-01-24 10:00:00,-2.6, None, 1.0, None,4
None, 502.0, 350.0, None, None,2020-01-24 11:00:00,-2.9, None, 1.0, None,4
None, 502.0, 351.0, None, None,2020-01-24 12:00:00,-2.7, None, 1.0, None,4
None, 503.0, 351.0, None, None,2020-01-24 13:00:00,-2.5, None, 1.0, None,4
None, 504.0, 352.0, None, None,2020-01-24 14:00:00,-2.4, None, 1.0, None,4
None, 504.0, 352.0, None, None,2020-01-24 15:00:00,-2.3, None, 1.0, None,4
None, 504.0, 352.0, 495.0, None,2020-01-24 16:00:00,-2.4, None, 1.0, None,4
None, 504.0, 352.0, None, None,2020-01-24 17:00:00,-2.6, None, 1.0, None,4
None, 504.0, 352.0, None, None,2020-01-24 18:00:00,-2.2, None, 1.0, None,4
None, 504.0, 353.0, None, None,2020-01-24 19:00:00,-1.0, None, 1.0, None,4
None, 504.0, 353.0, None, None,2020-01-24 20:00:00,-0.5, None, 1.0, None,4
None, 505.0, 354.0, None, None,2020-01-24 21:00:00,0.0, None, 1.0, None,4
None, 506.0, 354.0, None, None,2020-01-24 22:00:00,0.3, None, 1.0, None,4
None, 506.0, 354.0, None, None,2020-01-24 23:00:00,-0.1, None, 1.0, None,4
None, 506.0, 355.0, None, None,2020-01-25 00:00:00,-0.5, None, 1.0, None,4
None, 507.0, 356.0, None, None,2020-01-25 01:00:00,-0.8, None, 1.0, None,4
None, 509.0, 357.0, None, None,2020-01-25 02:00:00,-1.0, None, 1.0, None,4
None, 510.0, 358.0, None, None,2020-01-25 03:00:00,-1.1, None, 2.0, None,4
None, 510.0, 359.0, None, None,2020-01-25 04:00:00,-2.2, None, 1.0, None,4
None, 510.0, 359.0, None, None,2020-01-25 05:00:00,-2.5, None, 2.0, None,4
None, 510.0, 359.0, None, None,2020-01-25 06:00:00,-3.3, None, 1.0, None,4
None, 510.0, 359.0, None, None,2020-01-25 07:00:00,-3.2, None, 1.0, None,4
None, 510.0, 359.0, None, None,2020-01-25 08:00:00,-3.4, None, 1.0, None,4
None, 510.0, 359.0, None, None,2020-01-25 09:00:00,-3.7, None, 1.0, None,4
None, 511.0, 359.0, None, None,2020-01-25 10:00:00,-3.5, None, 1.0, None,4
None, 511.0, 360.0, None, None,2020-01-25 11:00:00,-3.8, None, 1.0, None,4
None, 510.0, 360.0, None, None,2020-01-25 12:00:00,-3.8, None, 1.0, None,4
None, 511.0, 360.0, None, None,2020-01-25 13:00:00,-3.7, None, 1.0, None,4
None, 511.0, 360.0, None, None,2020-01-25 14:00:00,-3.7, None, 1.0, None,4
None, 511.0, 360.0, None, None,2020-01-25 15:00:00,-4.0, None, 1.0, None,4
None, 511.0, 360.0, 495.0, None,2020-01-25 16:00:00,-3.2, None, 1.0, None,4
None, 511.0, 360.0, None, None,2020-01-25 17:00:00,-3.2, None, 1.0, None,4
None, 511.0, 360.0, None, None,2020-01-25 18:00:00,-2.7, None, 1.0, None,4
None, 511.0, 361.0, None, None,2020-01-25 19:00:00,-1.8, None, 1.0, None,4
None, 512.0, 361.0, None, None,2020-01-25 20:00:00,-0.7, None, 1.0, None,4
None, 512.0, 361.0, None, None,2020-01-25 21:00:00,0.0, None, 1.0, None,4
None, 512.0, 361.0, None, None,2020-01-25 22:00:00,-0.1, None, 1.0, None,4
None, 512.0, 361.0, None, None,2020-01-25 23:00:00,-0.8, None, 1.0, None,4
None, 513.0, 362.0, None, None,2020-01-26 00:00:00,-0.9, None, 1.0, None,4
None, 514.0, 363.0, None, None,2020-01-26 01:00:00,-1.7, None, 1.0, None,4
