TempC,SolarRadiationWm,RH,Wetness,WindSpeedms,Pressurembar,Rainmm,GustSpeedms,time,WindDirection,DewPtC,week_of_year
0.88,0.6,80.0,7.65,0.25, 928.25,0.0,3.02,2022-04-30 00:00:00, 2.8,-2.178,18
-0.06,0.6,84.7,8.82,0.0, 928.35,0.0,2.27,2022-04-30 01:00:00, 2.8,-2.328,18
-0.311,0.6,85.4,8.82,0.5, 928.25,0.0,3.27,2022-04-30 02:00:00, 313.1,-2.463,18
-0.423,0.6,85.6,8.24,0.76, 928.15,0.0,3.53,2022-04-30 03:00:00, 306.1,-2.542,18
-0.591,0.6,86.0,8.24,0.5, 928.05,0.0,3.53,2022-04-30 04:00:00, 306.1,-2.645,18
-0.986,21.9,86.6,8.24,0.5, 928.05,0.0,3.02,2022-04-30 05:00:00, 308.9,-2.94,18
1.289,178.1,84.8,4.71,0.5, 928.05,0.0,3.02,2022-04-30 06:00:00, 303.2,-0.986,18
3.459,246.9,77.7,4.12,0.76, 928.15,0.0,3.27,2022-04-30 07:00:00, 308.9,-0.063,18
6.788,379.4,69.7,4.12,1.01, 928.35,0.0,3.78,2022-04-30 08:00:00, 311.7,1.648,18
9.336,589.4,54.5,4.12,1.26, 928.25,0.0,4.03,2022-04-30 09:00:00, 28.1,0.64,18
10.638,693.1,48.8,4.12,1.26, 927.85,0.0,4.28,2022-04-30 10:00:00, 78.6,0.319,18
11.783,761.9,44.6,4.12,1.51, 927.45,0.0,4.28,2022-04-30 11:00:00, 75.8,0.126,18
13.209,838.1,40.6,4.12,1.01, 927.15,0.0,4.53,2022-04-30 12:00:00, 68.8,0.122,18
14.29,903.1,36.1,4.71,1.26, 926.95,0.0,4.53,2022-04-30 13:00:00, 88.4,-0.527,18
15.724,953.1,33.4,4.71,1.01, 927.05,0.0,4.78,2022-04-30 14:00:00, 67.4,-0.327,18
13.449,266.9,32.1,4.12,1.26, None,0.0,5.79,2022-04-30 15:00:00, 40.7,-2.861,18
13.642,481.9,35.4,4.12,0.76, 927.45,0.0,4.53,2022-04-30 16:00:00, 37.9,-1.368,18
14.074,376.9,32.8,4.12,0.76, 927.65,0.0,3.53,2022-04-30 17:00:00, 342.6,-2.023,18
11.662,190.6,36.6,3.53,2.27, 927.65,0.0,5.79,2022-04-30 18:00:00, 57.6,-2.675,18
8.841,23.1,42.2,3.53,1.26, 927.85,0.0,4.78,2022-04-30 19:00:00, 60.4,-3.296,18
5.36,0.6,57.8,3.53,0.0, 928.15,0.0,2.01,2022-04-30 20:00:00, 21.1,-2.278,18
3.009,0.6,61.9,3.53,0.0, 928.45,0.0,2.01,2022-04-30 21:00:00, 348.2,-3.576,18
5.796,0.6,58.2,3.53,0.5, 928.85,0.0,4.28,2022-04-30 22:00:00, 355.2,-1.775,18
2.584,0.6,66.6,3.53,0.0, 928.95,0.0,1.51,2022-04-30 23:00:00, 313.1,-3.001,18
0.55,0.6,77.2,4.71,0.0, 928.55,0.0,1.01,2022-05-01 00:00:00, 311.7,-2.979,18
-0.339,0.6,80.3,5.29,0.0, 928.35,0.0,2.01,2022-05-01 01:00:00, 315.9,-3.318,18
-2.508,0.6,87.2,85.88,0.0, 927.65,0.0,0.76,2022-05-01 02:00:00, 335.5,-4.348,18
-2.859,0.6,90.1,97.65,0.0, 927.55,0.0,0.25,2022-05-01 03:00:00, 336.9,-4.261,18
-4.106,0.6,92.5,100.0,0.0, 927.45,0.0,0.5,2022-05-01 04:00:00, 336.9,-5.149,18
-4.59,23.1,94.0,68.82,0.0, 927.35,0.0,0.0,2022-05-01 05:00:00, 336.9,-5.418,18
0.742,164.4,90.9,4.71,0.0, 927.05,0.0,0.0,2022-05-01 06:00:00, 336.9,-0.576,18
4.895,254.4,79.0,4.12,0.0, 926.75,0.0,1.26,2022-05-01 07:00:00, 336.9,1.565,18
7.343,410.6,69.1,4.12,0.0, 926.15,0.0,2.01,2022-05-01 08:00:00, 331.3,2.06,18
10.198,499.4,59.1,4.12,0.25, 925.85,0.0,3.27,2022-05-01 09:00:00, 130.6,2.578,18
11.54,629.4,51.7,4.12,0.76, 925.55,0.0,3.27,2022-05-01 10:00:00, 140.4,1.954,18
13.04,661.9,46.7,4.12,1.01, 924.85,0.0,3.53,2022-05-01 11:00:00, 112.3,1.911,18
13.618,501.9,42.8,4.12,1.01, 924.25,0.0,3.78,2022-05-01 12:00:00, 130.6,1.221,18
13.978,693.1,39.2,4.12,1.26, 923.65,0.0,4.53,2022-05-01 13:00:00, 137.6,0.328,18
13.738,328.1,38.0,4.12,1.76, 923.25,0.0,5.04,2022-05-01 14:00:00, 112.3,-0.315,18
13.786,438.1,38.7,4.12,1.76, 922.65,0.0,4.78,2022-05-01 15:00:00, 109.5,-0.021,18
13.81,265.6,39.0,4.12,1.51, 922.05,0.0,4.53,2022-05-01 16:00:00, 106.7,0.107,18
13.161,146.9,39.2,4.12,1.26, 921.55,0.0,4.53,2022-05-01 17:00:00, 103.9,-0.404,18
12.437,80.6,42.3,3.53,0.0, 921.15,0.0,2.01,2022-05-01 18:00:00, 101.1,-0.01,18
8.891,26.9,53.1,4.12,0.0, 920.65,0.0,1.01,2022-05-01 19:00:00, 84.2,-0.133,18
6.712,0.6,64.0,3.53,0.0, 920.25,0.0,1.01,2022-05-01 20:00:00, 103.9,0.391,18
5.205,0.6,68.0,3.53,0.0, 920.05,0.0,0.76,2022-05-01 21:00:00, 167.1,-0.211,18
5.385,0.6,66.4,3.53,0.0, 919.65,0.0,0.76,2022-05-01 22:00:00, 205.0,-0.366,18
5.616,0.6,62.9,3.53,0.0, 919.85,0.0,2.27,2022-05-01 23:00:00, 221.8,-0.888,18
3.906,0.6,72.2,18.24,0.0, 919.75,0.0,2.27,2022-05-02 00:00:00, 310.3,-0.637,18
2.85,0.6,85.3,100.0,0.0, 919.85,0.0,0.0,2022-05-02 01:00:00, 61.8,0.629,18
2.477,0.6,91.4,100.0,0.0, 919.65,0.0,0.0,2022-05-02 02:00:00, 61.8,1.219,18
4.869,0.6,85.0,12.94,0.5, 920.15,0.0,3.02,2022-05-02 03:00:00, 134.8,2.564,18
4.272,0.6,91.2,100.0,0.0, 920.35,0.2,1.51,2022-05-02 04:00:00, 137.6,2.967,18
4.246,4.4,93.7,100.0,0.0, 920.75,0.4,1.26,2022-05-02 05:00:00, 153.0,3.323,18
4.376,15.6,94.8,100.0,0.0, 920.85,0.6,1.01,2022-05-02 06:00:00, 167.1,3.618,18
5.102,63.1,95.1,100.0,0.0, 921.25,0.4,2.01,2022-05-02 07:00:00, 165.7,4.386,18
6.026,88.1,94.3,31.18,0.0, 921.65,0.2,1.76,2022-05-02 08:00:00, 147.4,5.184,18
6.535,155.6,93.1,11.18,0.0, 921.75,0.0,1.01,2022-05-02 09:00:00, 143.2,5.506,18
6.433,140.6,91.3,78.82,0.25, 921.75,0.0,2.01,2022-05-02 10:00:00, 167.1,5.124,18
8.12,435.6,89.6,6.47,0.25, 921.85,0.2,3.02,2022-05-02 11:00:00, 195.1,6.522,18
9.336,488.1,82.8,11.76,0.76, 921.15,0.0,3.27,2022-05-02 12:00:00, 203.6,6.571,18
9.952,280.6,79.2,5.29,0.76, 921.35,0.0,3.53,2022-05-02 13:00:00, 174.1,6.527,18
8.866,254.4,83.3,31.18,0.76, 921.95,1.0,5.04,2022-05-02 14:00:00, 190.9,6.198,18
10.1,485.6,81.5,6.47,0.5, 922.45,0.4,2.52,2022-05-02 15:00:00, 240.1,7.088,18
10.467,488.1,74.5,5.29,0.5, 922.25,0.0,3.27,2022-05-02 16:00:00, 234.5,6.139,18
10.541,246.9,74.7,4.71,0.25, 922.45,0.0,1.76,2022-05-02 17:00:00, 150.2,6.25,18
9.854,104.4,72.0,5.88,0.0, 923.05,0.0,1.76,2022-05-02 18:00:00, 193.7,5.056,18
8.568,54.4,79.5,6.47,0.0, 923.55,0.0,2.27,2022-05-02 19:00:00, 216.2,5.233,18
6.737,0.6,85.2,8.82,0.25, 924.05,0.0,2.27,2022-05-02 20:00:00, 167.1,4.433,18
5.488,0.6,88.8,72.35,0.0, 924.45,0.0,1.76,2022-05-02 21:00:00, 150.2,3.792,18
2.074,0.6,92.9,100.0,0.0, 924.55,0.0,1.76,2022-05-02 22:00:00, 140.4,1.045,18
2.182,0.6,95.1,100.0,0.0, 924.95,0.0,0.5,2022-05-02 23:00:00, 193.7,1.478,18
1.94,0.6,95.5,100.0,0.0, 924.95,0.0,1.01,2022-05-03 00:00:00, 129.2,1.296,18
3.801,0.6,95.2,100.0,0.0, 924.85,0.0,2.01,2022-05-03 01:00:00, 157.2,3.105,18
3.749,0.6,94.5,100.0,0.25, 924.85,0.0,3.02,2022-05-03 02:00:00, 169.9,2.949,18
1.588,0.6,94.6,100.0,0.25, 925.35,0.0,1.76,2022-05-03 03:00:00, 136.2,0.814,18
2.557,0.6,95.9,100.0,0.0, 925.35,0.0,2.01,2022-05-03 04:00:00, 150.2,1.969,18
1.913,23.1,95.8,100.0,0.25, 925.35,0.0,3.27,2022-05-03 05:00:00, 186.7,1.312,18
3.749,160.6,94.9,7.06,0.5, 925.55,0.0,3.02,2022-05-03 06:00:00, 167.1,3.009,18
4.766,149.4,92.7,7.65,0.5, 925.75,0.0,3.27,2022-05-03 07:00:00, 182.5,3.688,18
6.788,375.6,88.9,5.88,0.76, 925.65,0.0,3.53,2022-05-03 08:00:00, 165.7,5.093,18
6.94,264.4,82.7,5.88,1.26, 924.95,0.0,4.03,2022-05-03 09:00:00, 192.3,4.208,18
7.695,200.6,81.1,5.29,0.76, 924.45,0.0,3.78,2022-05-03 10:00:00, 207.8,4.667,18
6.712,150.6,84.5,100.0,0.76, 924.45,0.0,3.02,2022-05-03 11:00:00, 223.2,4.291,18
6.458,123.1,87.2,22.35,1.26, 924.85,0.2,6.55,2022-05-03 12:00:00, 203.6,4.49,18
6.687,160.6,88.2,10.0,0.76, 924.95,0.2,3.78,2022-05-03 13:00:00, 179.7,4.879,18
7.015,71.9,88.8,9.41,0.76, 925.15,0.0,3.53,2022-05-03 14:00:00, 151.6,5.301,18
7.066,158.1,91.4,38.82,0.25, 925.35,0.6,2.77,2022-05-03 15:00:00, 157.2,5.767,18
7.318,115.6,90.8,10.0,0.76, 924.95,0.0,2.77,2022-05-03 16:00:00, 143.2,5.921,18
7.619,68.1,87.7,8.24,0.25, 924.65,0.0,2.52,2022-05-03 17:00:00, 162.9,5.717,18
7.066,29.4,86.6,8.82,0.5, 924.35,0.0,3.02,2022-05-03 18:00:00, 160.0,4.99,18
6.458,9.4,88.1,10.0,0.25, 924.25,0.0,2.27,2022-05-03 19:00:00, 176.9,4.637,18
5.539,0.6,88.2,11.76,0.0, 924.25,0.0,2.01,2022-05-03 20:00:00, 183.9,3.747,18
5.488,0.6,90.4,12.94,0.5, 924.35,0.0,3.53,2022-05-03 21:00:00, 205.0,4.046,18
5.231,0.6,91.1,13.53,0.5, 924.25,0.0,3.02,2022-05-03 22:00:00, 185.3,3.902,18
4.947,0.6,91.5,17.65,0.5, 924.15,0.0,3.27,2022-05-03 23:00:00, 189.5,3.683,18
4.298,0.6,92.5,100.0,0.0, 923.85,0.0,2.27,2022-05-04 00:00:00, 150.2,3.193,18
4.141,0.6,93.1,100.0,0.0, 923.35,0.0,3.02,2022-05-04 01:00:00, 198.0,3.128,18
4.063,0.6,94.2,100.0,0.25, 923.25,0.0,2.77,2022-05-04 02:00:00, 178.3,3.217,18
3.643,0.6,95.1,100.0,0.0, 922.85,0.6,1.51,2022-05-04 03:00:00, 216.2,2.933,18
3.696,0.6,95.9,100.0,0.0, 922.95,1.0,2.52,2022-05-04 04:00:00, 209.2,3.104,18
3.617,8.1,96.2,100.0,0.0, 922.85,0.4,1.76,2022-05-04 05:00:00, 150.2,3.069,18
4.089,65.6,96.3,100.0,0.0, 922.75,0.2,1.76,2022-05-04 06:00:00, 168.5,3.555,18
4.947,116.9,95.5,17.65,0.5, 922.65,0.0,3.27,2022-05-04 07:00:00, 176.9,4.291,18
5.745,179.4,93.9,15.88,1.01, 922.65,0.0,3.27,2022-05-04 08:00:00, 172.7,4.844,18
7.041,288.1,89.9,7.06,1.01, 922.45,0.0,4.28,2022-05-04 09:00:00, 157.2,5.503,18
7.419,294.4,84.3,6.47,1.76, 921.95,0.0,5.54,2022-05-04 10:00:00, 167.1,4.951,18
7.92,266.9,78.9,5.88,1.76, 922.05,0.0,6.8,2022-05-04 11:00:00, 157.2,4.493,18
9.386,586.9,70.4,5.29,2.01, 921.85,0.0,5.29,2022-05-04 12:00:00, 188.1,4.284,18
10.001,460.6,62.9,5.29,2.52, 920.45,0.0,7.55,2022-05-04 13:00:00, 199.4,3.271,18
11.467,500.6,59.7,5.29,2.01, 919.85,0.0,6.3,2022-05-04 14:00:00, 167.1,3.915,18
10.149,350.6,56.9,4.71,2.27, 919.35,0.0,6.3,2022-05-04 15:00:00, 171.3,1.999,18
9.509,220.6,70.8,4.71,2.01, 919.25,0.0,5.54,2022-05-04 16:00:00, 137.6,4.483,18
6.56,43.1,75.3,100.0,0.5, 919.15,0.4,4.53,2022-05-04 17:00:00, 148.8,2.511,18
6.56,50.6,89.6,24.12,0.25, 919.25,1.0,3.02,2022-05-04 18:00:00, 26.7,4.98,18
6.153,6.9,92.0,100.0,0.0, 918.85,0.0,0.5,2022-05-04 19:00:00, 116.5,4.956,18
5.437,0.6,94.7,100.0,0.0, 918.65,1.0,0.5,2022-05-04 20:00:00, 139.0,4.659,18
4.947,0.6,95.6,100.0,0.0, 918.55,1.2,2.01,2022-05-04 21:00:00, 238.7,4.306,18
3.301,0.6,94.9,100.0,0.76, 918.55,1.6,3.27,2022-05-04 22:00:00, 297.6,2.563,18
2.93,0.6,95.2,100.0,0.25, 918.55,2.0,3.02,2022-05-04 23:00:00, 313.1,2.238,18
2.77,0.6,96.0,100.0,0.0, 918.25,1.6,1.26,2022-05-05 00:00:00, 70.2,2.196,18
2.423,0.6,96.3,100.0,0.0, 918.15,0.4,0.25,2022-05-05 01:00:00, 89.9,1.894,18
2.289,0.6,96.4,100.0,0.0, 918.05,0.4,0.5,2022-05-05 02:00:00, 47.7,1.774,18
2.021,0.6,96.5,100.0,0.0, 918.05,0.0,0.0,2022-05-05 03:00:00, 12.6,1.522,18
1.344,0.6,96.6,100.0,0.0, 917.65,0.0,0.0,2022-05-05 04:00:00, 12.6,0.861,18
1.099,9.4,96.7,100.0,0.0, 917.45,0.0,0.0,2022-05-05 05:00:00, 12.6,0.631,18
2.45,91.9,96.9,100.0,0.0, 917.55,0.0,0.25,2022-05-05 06:00:00, 12.6,2.007,18
3.142,85.6,96.6,11.76,0.0, 917.45,0.0,1.76,2022-05-05 07:00:00, 322.9,2.654,18
5.179,279.4,94.7,6.47,0.0, 917.05,0.0,1.51,2022-05-05 08:00:00, 339.7,4.402,18
5.924,289.4,91.2,6.47,0.25, 916.35,0.0,1.76,2022-05-05 09:00:00, 329.9,4.604,18
6.864,289.4,87.3,8.82,0.25, 915.75,0.0,2.01,2022-05-05 10:00:00, 315.9,4.907,18
7.569,248.1,80.8,26.47,0.5, 915.05,0.0,2.52,2022-05-05 11:00:00, 18.3,4.491,18
7.97,370.6,76.4,5.29,0.5, 914.45,0.2,3.02,2022-05-05 12:00:00, 75.8,4.083,18
9.583,383.1,71.6,5.29,0.5, 913.25,0.0,3.27,2022-05-05 13:00:00, 14.0,4.715,18
9.657,330.6,66.6,5.29,0.76, 912.05,0.0,4.03,2022-05-05 14:00:00, 44.9,3.754,18
9.952,333.1,65.7,4.71,0.76, 911.55,0.0,3.78,2022-05-05 15:00:00, 94.1,3.842,18
10.418,310.6,65.2,4.71,1.01, 910.95,0.0,3.78,2022-05-05 16:00:00, 47.7,4.177,18
9.534,131.9,66.2,4.71,1.01, 910.45,0.0,3.53,2022-05-05 17:00:00, 59.0,3.551,18
9.089,81.9,69.5,4.71,0.25, 910.25,0.0,2.77,2022-05-05 18:00:00, 50.5,3.816,18
8.245,25.6,73.3,6.47,0.0, 909.95,0.0,2.52,2022-05-05 19:00:00, 25.3,3.76,18
6.889,0.6,80.7,5.88,0.0, 909.75,0.0,1.26,2022-05-05 20:00:00, 352.4,3.809,18
6.306,0.6,85.1,7.06,0.0, 909.65,0.0,1.51,2022-05-05 21:00:00, 8.4,3.993,18
5.282,0.6,88.5,99.41,0.0, 909.55,0.0,1.51,2022-05-05 22:00:00, 5.6,3.541,18
4.844,0.6,92.7,100.0,0.0, 909.35,0.2,1.01,2022-05-05 23:00:00, 335.5,3.765,18
4.662,0.6,94.8,100.0,0.25, 909.45,0.8,1.76,2022-05-06 00:00:00, 301.8,3.903,18
4.35,0.6,95.7,100.0,0.0, 909.55,1.6,1.51,2022-05-06 01:00:00, 311.7,3.726,18
4.22,0.6,96.2,100.0,0.25, 909.75,1.4,1.76,2022-05-06 02:00:00, 304.7,3.671,18
4.115,0.6,96.5,100.0,0.0, 910.05,1.4,2.01,2022-05-06 03:00:00, 314.5,3.61,18
3.985,0.6,96.7,100.0,0.0, 910.25,1.2,2.01,2022-05-06 04:00:00, 308.9,3.51,18
3.591,4.4,96.7,100.0,0.0, 910.65,1.4,2.01,2022-05-06 05:00:00, 303.2,3.117,18
3.274,20.6,96.3,100.0,0.5, 911.15,1.8,3.02,2022-05-06 06:00:00, 299.0,2.742,18
2.877,35.6,95.5,100.0,0.5, 911.55,1.8,3.27,2022-05-06 07:00:00, 283.6,2.229,18
1.48,73.1,95.3,99.41,0.76, 911.95,1.8,3.27,2022-05-06 08:00:00, 259.7,0.808,18
1.208,99.4,95.6,100.0,0.0, 912.35,2.0,1.51,2022-05-06 09:00:00, 206.4,0.581,18
