ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,snw_dpth,MAX_TEMP,week_of_year
None, 485.0, 335.0, None, None,2020-03-11 00:00:00, -5.6, None, 130.0, None,11
None, 486.0, 335.0, None, None,2020-03-11 01:00:00, -6.4, None, 130.0, None,11
None, 486.0, 335.0, None, None,2020-03-11 02:00:00, -6.9, None, 132.0, None,11
None, 486.0, 335.0, None, None,2020-03-11 03:00:00, -7.2, None, 132.0, None,11
None, 486.0, 335.0, None, None,2020-03-11 04:00:00, -7.5, None, 133.0, None,11
None, 486.0, 335.0, None, None,2020-03-11 05:00:00, -7.7, None, 133.0, None,11
None, 486.0, 335.0, None, None,2020-03-11 06:00:00, -7.9, None, 133.0, None,11
None, 486.0, 335.0, None, None,2020-03-11 07:00:00, -8.4, None, 133.0, None,11
None, 486.0, 335.0, None, None,2020-03-11 08:00:00, -8.3, None, 133.0, None,11
None, 486.0, 335.0, None, None,2020-03-11 09:00:00, -8.5, None, 134.0, None,11
None, 486.0, 335.0, None, None,2020-03-11 10:00:00, -8.9, None, 134.0, None,11
None, 486.0, 335.0, None, None,2020-03-11 11:00:00, -9.2, None, 134.0, None,11
None, 486.0, 335.0, None, None,2020-03-11 12:00:00, -9.1, None, 134.0, None,11
None, 486.0, 335.0, None, None,2020-03-11 13:00:00, -9.8, None, 134.0, None,11
None, 486.0, 335.0, None, None,2020-03-11 14:00:00, -10.0, None, 134.0, None,11
None, 486.0, 335.0, None, None,2020-03-11 15:00:00, -10.1, None, 134.0, None,11
None, 486.0, 336.0, None, None,2020-03-11 16:00:00, -9.5, None, 133.0, None,11
None, 486.0, 335.0, None, None,2020-03-11 17:00:00, -9.2, None, 133.0, None,11
None, 486.0, 335.0, None, None,2020-03-11 18:00:00, -8.9, None, 133.0, None,11
None, 486.0, 335.0, None, None,2020-03-11 19:00:00, -7.9, None, 132.0, None,11
None, 486.0, 335.0, None, None,2020-03-11 20:00:00, -7.6, None, 132.0, None,11
