station_observations
ONE_DAY_PRECIPITATION, ONE_DAY_RAIN, MIN_TEMP, ONE_DAY_SNOW, time, SNOW_ON_THE_GROUND, MAX_TEMP
1.2, 0.2, -6.0, 1.0, 2014-01-01 00:00:00, 44.0, 1.0
3.8, 3.8, -0.5, 0.0, 2014-01-02 00:00:00, 42.0, 1.5
0.0, 0.0, -3.0, 0.0, 2014-01-03 00:00:00, 41.0, 3.0
0.0, 0.0, -14.0, 0.0, 2014-01-04 00:00:00, 41.0, -7.5
0.0, 0.0, -13.5, 0.0, 2014-01-05 00:00:00, 41.0, -4.5
0.0, 0.0, -13.5, 0.0, 2014-01-06 00:00:00, 41.0, -5.5
0.0, 0.0, -10.0, 0.0, 2014-01-07 00:00:00, 41.0, -2.0
3.4, 0.0, -6.0, 3.4, 2014-01-08 00:00:00, 41.0, 0.5
3.2, 0.0, -6.0, 3.2, 2014-01-09 00:00:00, 44.0, 1.5
2.4, 0.0, -5.0, 2.4, 2014-01-10 00:00:00, 47.0, 2.0
2.4, 2.0, -1.0, 0.4, 2014-01-11 00:00:00, 50.0, 2.0
2.6, 2.6, -10.0, 0.0, 2014-01-12 00:00:00, 49.0, 9.5
0.0, 0.0, -3.0, 0.0, 2014-01-13 00:00:00, 47.0, 8.0
0.0, 0.0, 0.0, 0.0, 2014-01-14 00:00:00, 45.0, 6.0
0.0, 0.0, -2.5, 0.0, 2014-01-15 00:00:00, 42.0, 3.5
0.0, 0.0, -5.0, 0.0, 2014-01-16 00:00:00, 42.0, -2.0
0.0, 0.0, -5.5, 0.0, 2014-01-17 00:00:00, 41.0, 2.5
0.0, 0.0, -9.0, 0.0, 2014-01-18 00:00:00, 41.0, 1.5
0.0, 0.0, -8.5, 0.0, 2014-01-19 00:00:00, 41.0, 0.0
0.0, 0.0, -13.0, 0.0, 2014-01-20 00:00:00, 41.0, -2.5
0.0, 0.0, -7.0, 0.0, 2014-01-21 00:00:00, 41.0, -1.0
0.0, 0.0, -3.5, 0.0, 2014-01-22 00:00:00, 41.0, 2.5
0.0, 0.0, -6.5, 0.0, 2014-01-23 00:00:00, 41.0, 1.0
0.0, 0.0, -6.0, 0.0, 2014-01-24 00:00:00, 41.0, 1.0
0.0, 0.0, -5.0, 0.0, 2014-01-25 00:00:00, 41.0, 1.5
0.0, 0.0, -4.5, 0.0, 2014-01-26 00:00:00, 41.0, -1.0
0.8, 0.0, -3.0, 0.8, 2014-01-27 00:00:00, 41.0, -2.0
7.4, 0.0, -4.0, 7.4, 2014-01-28 00:00:00, 41.0, -1.0
1.2, 0.0, -4.0, 1.2, 2014-01-29 00:00:00, 48.0, 0.0
0.0, 0.0, -16.5, 0.0, 2014-01-30 00:00:00, 48.0, -8.5
0.0, 0.0, -24.0, 0.0, 2014-01-31 00:00:00, 48.0, -14.0
0.0, 0.0, -23.5, 0.0, 2014-03-01 00:00:00, 47.0, -9.5
2.4, 0.0, -18.0, 2.4, 2014-03-02 00:00:00, 47.0, -13.5
0.0, 0.0, -16.5, 0.0, 2014-03-03 00:00:00, 50.0, -12.5
0.0, 0.0, -19.5, 0.0, 2014-03-04 00:00:00, 50.0, 8.0
8.6, 0.0, -23.5, 8.6, 2014-03-05 00:00:00, 49.0, -9.5
5.0, 0.0, -13.0, 5.0, 2014-03-06 00:00:00, 58.0, -5.5
0.0, 0.0, -12.0, 0.0, 2014-03-07 00:00:00, 60.0, 7.0
0.0, 0.0, -1.5, 0.0, 2014-03-08 00:00:00, 55.0, 8.5
0.0, 0.0, -2.0, 0.0, 2014-03-09 00:00:00, 45.0, 13.5
0.0, 0.0, -4.5, 0.0, 2014-03-10 00:00:00, 45.0, 9.5
0.0, 0.0, -6.0, 0.0, 2014-03-11 00:00:00, 44.0, 8.5
0.0, 0.0, -1.5, 0.0, 2014-03-12 00:00:00, 42.0, 13.0
0.0, 0.0, -7.0, 0.0, 2014-03-13 00:00:00, 39.0, 9.0
