station_observations
ONE_DAY_PRECIPITATION, ONE_DAY_RAIN, MIN_TEMP, ONE_DAY_SNOW, time, SNOW_ON_THE_GROUND, MAX_TEMP
5.2, 5.2, None, 0.0, 2014-01-02 00:00:00, None, None
0.2, 0.2, None, 0.0, 2014-01-04 00:00:00, None, None
20.0, 20.0, None, 0.0, 2014-01-07 00:00:00, None, None
21.2, 21.2, None, 0.0, 2014-01-08 00:00:00, 0.0, None
12.6, 12.6, None, 0.0, 2014-01-09 00:00:00, 0.0, None
49.2, 49.2, None, 0.0, 2014-01-10 00:00:00, 0.0, None
20.4, 20.4, None, 0.0, 2014-01-11 00:00:00, 0.0, None
13.6, 13.6, None, 0.0, 2014-01-28 00:00:00, None, None
4.0, 4.0, None, 0.0, 2014-02-01 00:00:00, None, None
0.0, 0.0, None, 0.0, 2014-02-08 00:00:00, None, None
7.4, 7.4, None, 0.0, 2014-02-12 00:00:00, None, None
20.0, 20.0, None, 0.0, 2014-02-13 00:00:00, 0.0, None
0.6, 0.6, None, 0.0, 2014-02-14 00:00:00, 0.0, None
19.0, 19.0, None, 0.0, 2014-02-16 00:00:00, None, None
12.8, 12.8, None, 0.0, 2014-02-17 00:00:00, 0.0, None
13.7, 13.7, None, 0.0, 2014-02-18 00:00:00, 0.0, None
10.8, 10.8, None, 0.0, 2014-02-19 00:00:00, 0.0, None
0.0, 0.0, None, 0.0, 2014-02-20 00:00:00, 0.0, None
3.2, 2.2, None, 1.0, 2014-02-24 00:00:00, None, None
0.2, 0.2, None, 0.0, 2014-02-28 00:00:00, None, None
13.4, 13.4, None, 0.0, 2014-03-02 00:00:00, None, None
1.5, 1.5, None, 0.0, 2014-03-03 00:00:00, 0.0, None
13.8, 13.8, None, 0.0, 2014-03-04 00:00:00, 0.0, None
26.1, 26.1, None, 0.0, 2014-03-05 00:00:00, 0.0, None
15.7, 15.7, None, 0.0, 2014-03-06 00:00:00, 0.0, None
1.1, 1.1, None, 0.0, 2014-03-07 00:00:00, 0.0, None
28.6, 28.6, None, 0.0, 2014-03-08 00:00:00, 0.0, None
0.4, 0.4, None, 0.0, 2014-03-11 00:00:00, None, None
8.3, 8.3, None, 0.0, 2014-03-13 00:00:00, None, None
3.6, 3.6, None, 0.0, 2014-03-14 00:00:00, 0.0, None
15.5, 15.5, None, 0.0, 2014-03-15 00:00:00, 0.0, None
11.4, 11.4, None, 0.0, 2014-03-18 00:00:00, None, None
0.0, 0.0, None, 0.0, 2014-03-20 00:00:00, None, None
2.0, 2.0, None, 0.0, 2014-03-22 00:00:00, None, None
5.3, 5.3, None, 0.0, 2014-03-24 00:00:00, None, None
8.5, 8.5, None, 0.0, 2014-03-25 00:00:00, 0.0, None
7.0, 7.0, None, 0.0, 2014-03-26 00:00:00, 0.0, None
26.0, 26.0, None, 0.0, 2014-03-28 00:00:00, None, None
11.5, 11.5, None, 0.0, 2014-03-29 00:00:00, 0.0, None
3.2, 3.2, None, 0.0, 2014-03-30 00:00:00, 0.0, None
