station_observations
ONE_DAY_PRECIPITATION, ONE_DAY_RAIN, MIN_TEMP, ONE_DAY_SNOW, time, SNOW_ON_THE_GROUND, MAX_TEMP
9.5, 0.0, 1.5, 9.5, 2014-03-01 00:00:00, 3.0, 2.5
34.1, 31.6, -1.5, 2.5, 2014-03-02 00:00:00, 10.0, 2.0
10.2, 10.2, 0.5, 0.0, 2014-03-03 00:00:00, 0.0, 4.0
24.2, 24.2, 2.0, 0.0, 2014-03-04 00:00:00, 0.0, 4.5
24.4, 24.4, 3.0, 0.0, 2014-03-05 00:00:00, 0.0, 11.0
13.0, 13.0, 6.0, 0.0, 2014-03-06 00:00:00, 0.0, 9.0
4.4, 4.4, 6.0, 0.0, 2014-03-07 00:00:00, 0.0, 10.0
32.4, 32.4, 5.0, 0.0, 2014-03-08 00:00:00, 0.0, 8.5
0.0, 0.0, 5.5, 0.0, 2014-03-09 00:00:00, 0.0, 12.0
0.0, 0.0, 2.0, 0.0, 2014-03-10 00:00:00, 0.0, 12.0
0.0, 0.0, 1.5, 0.0, 2014-03-11 00:00:00, 0.0, 13.0
0.0, 0.0, -1.0, 0.0, 2014-03-12 00:00:00, 0.0, 14.5
21.2, 21.2, 0.5, 0.0, 2014-03-13 00:00:00, 0.0, 13.5
2.0, 2.0, 6.5, 0.0, 2014-03-14 00:00:00, 0.0, 12.0
30.0, 30.0, 4.0, 0.0, 2014-03-15 00:00:00, 0.0, 7.5
11.2, 11.2, 6.5, 0.0, 2014-03-16 00:00:00, 0.0, 7.5
0.2, 0.2, 3.0, 0.0, 2014-03-17 00:00:00, 0.0, 9.0
17.6, 17.6, -1.0, 0.0, 2014-03-18 00:00:00, 0.0, 8.5
3.2, 3.2, 5.0, 0.0, 2014-03-19 00:00:00, 0.0, 10.0
0.0, 0.0, -1.0, 0.0, 2014-03-20 00:00:00, 0.0, 9.5
0.0, 0.0, -1.0, 0.0, 2014-03-21 00:00:00, 0.0, 10.5
3.2, 3.2, -1.5, 0.0, 2014-03-22 00:00:00, 0.0, 4.5
0.0, 0.0, -2.5, 0.0, 2014-03-23 00:00:00, 0.0, 11.0
2.2, 2.2, 1.5, 0.0, 2014-03-24 00:00:00, 0.0, 17.5
17.2, 17.2, 6.0, 0.0, 2014-03-25 00:00:00, 0.0, 9.5
14.0, 14.0, 5.5, 0.0, 2014-03-26 00:00:00, 0.0, 12.5
2.4, 2.4, 5.5, 0.0, 2014-03-27 00:00:00, 0.0, 10.5
17.4, 17.4, 6.0, 0.0, 2014-03-28 00:00:00, 0.0, 8.5
6.8, 6.8, 6.0, 0.0, 2014-03-29 00:00:00, 0.0, 8.5
9.2, 9.2, 5.0, 0.0, 2014-03-30 00:00:00, 0.0, 9.0
0.0, 0.0, -0.5, 0.0, 2014-03-31 00:00:00, 0.0, 15.0
0.0, 0.0, -0.5, 0.0, 2014-04-01 00:00:00, 0.0, 16.0
0.0, 0.0, 0.5, 0.0, 2014-04-02 00:00:00, 0.0, 14.0
11.0, 11.0, 2.5, 0.0, 2014-04-03 00:00:00, 0.0, 9.5
3.4, 3.4, 6.0, 0.0, 2014-04-04 00:00:00, 0.0, 13.0
13.4, 13.4, 5.5, 0.0, 2014-04-05 00:00:00, 0.0, 10.0
6.2, 6.2, 7.0, 0.0, 2014-04-06 00:00:00, 0.0, 13.5
4.8, 4.8, 8.0, 0.0, 2014-04-07 00:00:00, 0.0, 19.5
0.0, 0.0, 9.5, 0.0, 2014-04-08 00:00:00, 0.0, 15.0
0.0, 0.0, 3.0, 0.0, 2014-04-09 00:00:00, 0.0, 13.5
0.0, 0.0, 1.0, 0.0, 2014-04-10 00:00:00, 0.0, 13.0
0.0, 0.0, 5.5, 0.0, 2014-04-11 00:00:00, 0.0, 15.0
0.0, 0.0, 4.0, 0.0, 2014-04-12 00:00:00, 0.0, 17.5
0.0, 0.0, 1.0, 0.0, 2014-04-13 00:00:00, 0.0, 20.0
0.0, 0.0, 0.0, 0.0, 2014-04-14 00:00:00, 0.0, 19.0
19.2, 19.2, 6.5, 0.0, 2014-04-15 00:00:00, 0.0, 11.0
29.8, 29.8, 7.0, 0.0, 2014-04-16 00:00:00, 0.0, 10.0
