WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,time,week_of_year
129.8,8.8, None,91.8,2018-09-03 00:00:00,36
132.0,8.3, None,95.0,2018-09-03 01:00:00,36
103.5,7.8, None,95.7,2018-09-03 02:00:00,36
62.8,7.5, None,95.2,2018-09-03 03:00:00,36
340.1,7.3, None,95.0,2018-09-03 04:00:00,36
324.3,6.9, None,91.2,2018-09-03 05:00:00,36
355.5,6.6, None,92.6,2018-09-03 06:00:00,36
247.3,6.3, None,93.8,2018-09-03 07:00:00,36
123.6,6.5, None,94.6,2018-09-03 08:00:00,36
137.3,7.4, None,91.3,2018-09-03 09:00:00,36
164.0,8.2, None,86.5,2018-09-03 10:00:00,36
221.5,9.0, None,82.7,2018-09-03 11:00:00,36
327.8,9.7, None,80.5,2018-09-03 12:00:00,36
310.6,10.7, None,74.3,2018-09-03 13:00:00,36
294.7,11.4, None,70.6,2018-09-03 14:00:00,36
191.9,12.3, None,65.2,2018-09-03 15:00:00,36
241.4,13.0, None,62.1,2018-09-03 16:00:00,36
338.3,12.9, None,62.4,2018-09-03 17:00:00,36
337.7,12.5, None,64.5,2018-09-03 18:00:00,36
340.4,11.6, None,74.0,2018-09-03 19:00:00,36
338.2,10.6, None,81.2,2018-09-03 20:00:00,36
331.6,9.7, None,87.0,2018-09-03 21:00:00,36
92.1,8.2, None,93.3,2018-09-03 22:00:00,36
42.2,6.9, None,95.3,2018-09-03 23:00:00,36
51.6,6.4, None,95.7,2018-09-04 00:00:00,36
147.3,6.0, None,96.2,2018-09-04 01:00:00,36
299.1,6.2, None,96.2,2018-09-04 02:00:00,36
180.0,6.0, None,96.0,2018-09-04 03:00:00,36
359.7,6.0, None,94.0,2018-09-04 04:00:00,36
325.6,6.4, None,91.1,2018-09-04 05:00:00,36
346.1,6.4, None,93.7,2018-09-04 06:00:00,36
312.1,6.4, None,93.6,2018-09-04 07:00:00,36
314.4,6.5, None,95.2,2018-09-04 08:00:00,36
334.7,6.8, None,93.5,2018-09-04 09:00:00,36
331.1,7.4, None,90.7,2018-09-04 10:00:00,36
279.8,8.9, None,82.5,2018-09-04 11:00:00,36
162.7,11.6, None,65.5,2018-09-04 12:00:00,36
190.6,13.3, None,52.9,2018-09-04 13:00:00,36
204.0,14.5, None,48.6,2018-09-04 14:00:00,36
189.0,16.1, None,38.9,2018-09-04 15:00:00,36
201.3,17.4, None,33.8,2018-09-04 16:00:00,36
193.4,18.0, None,30.9,2018-09-04 17:00:00,36
197.3,18.2, None,31.1,2018-09-04 18:00:00,36
145.4,17.2, None,35.1,2018-09-04 19:00:00,36
29.2,12.9, None,61.3,2018-09-04 20:00:00,36
105.6,9.4, None,79.9,2018-09-04 21:00:00,36
30.5,7.3, None,86.2,2018-09-04 22:00:00,36
104.6,5.7, None,90.0,2018-09-04 23:00:00,36
155.6,4.4, None,92.2,2018-09-05 00:00:00,36
320.8,3.5, None,94.1,2018-09-05 01:00:00,36
84.0,2.7, None,94.7,2018-09-05 02:00:00,36
166.5,1.7, None,95.3,2018-09-05 03:00:00,36
355.1,1.1, None,95.7,2018-09-05 04:00:00,36
161.4,0.4, None,96.0,2018-09-05 05:00:00,36
306.0,-0.1, None,96.7,2018-09-05 06:00:00,36
148.6,-0.3, None,96.4,2018-09-05 07:00:00,36
168.8,1.5, None,94.8,2018-09-05 08:00:00,36
167.4,3.8, None,95.1,2018-09-05 09:00:00,36
163.0,7.0, None,87.4,2018-09-05 10:00:00,36
200.1,11.1, None,64.8,2018-09-05 11:00:00,36
213.7,14.0, None,50.0,2018-09-05 12:00:00,36
187.9,15.9, None,43.7,2018-09-05 13:00:00,36
153.9,17.8, None,36.4,2018-09-05 14:00:00,36
