wind_direction,air_temperature,wind_gust_speed,tendency_amount,wind_speed,mean_sea_level,dew_point,snow_amount,air_temperature_yesterday_high,relative_humidity,time,air_temperature_yesterday_low,total_precipitation,week_of_year
180.0, 14.3, None, -0.1, 2.0, 102.9, -0.1, None, None, 37.0,2018-10-15 00:00:00, None, None,42
None, 12.7, None, -0.08, 0.0, 102.9, 3.7, None, None, 54.0,2018-10-15 01:00:00, None, None,42
67.5, 11.4, None, -0.08, 1.0, 102.9, 4.4, None, None, 62.0,2018-10-15 02:00:00, None, None,42
22.5, 10.5, None, -0.05, 2.0, 102.9, 2.9, None, None, 59.0,2018-10-15 03:00:00, None, None,42
0.0, 10.1, None, -0.05, 4.0, 102.9, -0.3, None, None, 48.0,2018-10-15 04:00:00, None, None,42
45.0, 9.4, None, -0.03, 2.0, 102.9, 0.8, None, None, 55.0,2018-10-15 05:00:00, None, None,42
0.0, 9.1, None, 0.0, 1.0, 102.9, 0.6, None, None, 55.0,2018-10-15 06:00:00, None, None,42
22.5, 9.1, None, 0.05, 3.0, 102.9, 1.9, None, 15.9, 61.0,2018-10-15 07:00:00, 7.0, 0.0,42
22.5, 9.2, None, 0.05, 4.0, 102.9, 1.8, None, None, 60.0,2018-10-15 08:00:00, None, None,42
0.0, 8.8, None, 0.03, 3.0, 102.9, 1.3, None, None, 59.0,2018-10-15 09:00:00, None, None,42
0.0, 8.8, None, 0.0, 4.0, 102.9, 1.6, None, None, 61.0,2018-10-15 10:00:00, None, None,42
22.5, 8.7, None, -0.01, 4.0, 102.9, 1.2, None, None, 59.0,2018-10-15 11:00:00, None, None,42
22.5, 8.4, None, -0.01, 3.0, 102.9, 1.4, None, None, 61.0,2018-10-15 12:00:00, None, None,42
45.0, 8.2, None, -0.01, 2.0, 102.9, 2.1, None, None, 66.0,2018-10-15 13:00:00, None, None,42
337.5, 8.0, None, -0.03, 2.0, 102.9, 1.9, None, None, 65.0,2018-10-15 14:00:00, None, None,42
22.5, 7.8, None, -0.03, 1.0, 102.9, 2.8, None, None, 71.0,2018-10-15 15:00:00, None, None,42
None, 8.0, None, -0.02, 0.0, 102.9, 2.9, None, None, 70.0,2018-10-15 16:00:00, None, None,42
202.5, 8.3, None, 0.03, 2.0, 102.9, 3.7, None, None, 73.0,2018-10-15 17:00:00, None, None,42
225.0, 10.3, None, 0.05, 1.0, 102.9, 5.1, None, None, 70.0,2018-10-15 18:00:00, None, None,42
202.5, 13.0, None, 0.04, 2.0, 102.9, 5.5, None, None, 60.0,2018-10-15 19:00:00, None, None,42
202.5, 12.4, None, 0.01, 2.0, 102.9, 3.6, None, None, 55.0,2018-10-15 20:00:00, None, None,42
202.5, 13.2, None, -0.04, 4.0, 102.9, 5.0, None, None, 58.0,2018-10-15 21:00:00, None, None,42
225.0, 14.1, None, -0.08, 3.0, 102.8, 6.1, None, None, 58.0,2018-10-15 22:00:00, None, None,42
225.0, 15.5, None, -0.11, 2.0, 102.8, 6.5, None, None, 55.0,2018-10-15 23:00:00, None, 0.1,42
202.5, 15.9, None, -0.12, 2.0, 102.7, 6.6, None, None, 54.0,2018-10-16 00:00:00, None, None,42
157.5, 13.6, None, -0.13, 1.0, 102.7, 5.9, None, None, 60.0,2018-10-16 01:00:00, None, None,42
None, 12.7, None, -0.12, 0.0, 102.7, 6.8, None, None, 67.0,2018-10-16 02:00:00, None, None,42
22.5, 12.1, None, -0.09, 1.0, 102.7, 7.9, None, None, 76.0,2018-10-16 03:00:00, None, None,42
45.0, 12.1, None, -0.03, 2.0, 102.7, 6.2, None, None, 67.0,2018-10-16 04:00:00, None, None,42
None, 11.6, None, 0.01, 0.0, 102.7, 5.6, None, None, 66.0,2018-10-16 05:00:00, None, None,42
22.5, 12.0, None, 0.04, 1.0, 102.7, 5.2, None, None, 63.0,2018-10-16 06:00:00, None, None,42
45.0, 11.3, None, 0.05, 1.0, 102.7, 5.3, None, 16.5, 67.0,2018-10-16 07:00:00, 7.4, None,42
45.0, 11.3, None, 0.07, 2.0, 102.7, 5.0, None, None, 65.0,2018-10-16 08:00:00, None, None,42
45.0, 11.3, None, 0.05, 2.0, 102.7, 5.0, None, None, 65.0,2018-10-16 09:00:00, None, None,42
45.0, 10.9, None, 0.03, 2.0, 102.7, 5.2, None, None, 68.0,2018-10-16 10:00:00, None, None,42
22.5, 10.9, None, 0.01, 2.0, 102.7, 5.8, None, None, 70.0,2018-10-16 11:00:00, None, None,42
22.5, 10.5, None, -0.01, 2.0, 102.7, 4.9, None, None, 68.0,2018-10-16 12:00:00, None, None,42
None, 10.2, None, -0.04, 0.0, 102.7, 5.4, None, None, 72.0,2018-10-16 13:00:00, None, None,42
22.5, 9.6, None, -0.05, 2.0, 102.7, 5.6, None, None, 76.0,2018-10-16 14:00:00, None, None,42
337.5, 9.4, None, -0.02, 1.0, 102.7, 5.5, None, None, 76.0,2018-10-16 15:00:00, None, None,42
45.0, 9.9, None, 0.01, 2.0, 102.7, 5.7, None, None, 75.0,2018-10-16 16:00:00, None, None,42
None, 9.9, None, 0.02, 0.0, 102.7, 6.0, None, None, 77.0,2018-10-16 17:00:00, None, None,42
225.0, 12.0, None, 0.02, 3.0, 102.7, 7.7, None, None, 75.0,2018-10-16 18:00:00, None, None,42
202.5, 13.7, None, 0.01, 2.0, 102.7, 6.6, None, None, 62.0,2018-10-16 19:00:00, None, None,42
225.0, 13.7, None, -0.01, 2.0, 102.7, 8.6, None, None, 72.0,2018-10-16 20:00:00, None, None,42
225.0, 14.1, None, -0.06, 3.0, 102.7, 8.6, None, None, 70.0,2018-10-16 21:00:00, None, None,42
