wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,snw_dpth,week_of_year
109.0, None, None,0.0, None,2.9, None,1.1, None, None, None,97.0,2016-01-08 00:00:00, None,2
175.0, None, None,0.2, None,1.9, None,0.9, None, None, None,97.0,2016-01-08 01:00:00, None,2
161.0, None, None,0.0, None,1.9, None,0.9, None, None, None,97.0,2016-01-08 02:00:00, None,2
107.0, None, None,0.0, None,3.3, None,0.7, None, None, None,97.0,2016-01-08 03:00:00, None,2
89.0, None, None,0.0, None,2.6, None,0.7, None, None, None,97.0,2016-01-08 04:00:00, None,2
89.0, None, None,0.0, None,1.9, None,0.8, None, None, None,96.0,2016-01-08 05:00:00, None,2
27.0, None, None,0.0, None,3.0, None,1.0, None, None, None,93.0,2016-01-08 06:00:00, None,2
40.0, None, None,0.0, None,3.1, None,1.0, None, None, None,92.0,2016-01-08 07:00:00, None,2
69.0, None, None,0.0, None,2.1, None,0.9, None, None, None,93.0,2016-01-08 08:00:00, None,2
55.0, None, None,0.2, None,2.3, None,1.3, None, None, None,89.0,2016-01-08 09:00:00, None,2
54.0, None, None,0.2, None,2.8, None,2.0, None, None, None,83.0,2016-01-08 10:00:00, None,2
332.0, None, None,0.2, None,4.7, None,2.6, None, None, None,80.0,2016-01-08 11:00:00, None,2
359.0, None, None,0.4, None,4.7, None,2.9, None, None, None,76.0,2016-01-08 12:00:00, None,2
312.0, None, None,0.6, None,4.4, None,3.2, None, None, None,75.0,2016-01-08 13:00:00, None,2
280.0, None, None,0.0, None,6.3, None,3.2, None, None, None,77.0,2016-01-08 14:00:00, None,2
327.0, None, None,0.0, None,3.7, None,2.6, None, None, None,77.0,2016-01-08 15:00:00, None,2
47.0, None, None,0.0, None,2.5, None,1.7, None, None, None,84.0,2016-01-08 16:00:00, None,2
140.0, None, None,0.0, None,2.2, None,0.7, None, None, None,89.0,2016-01-08 17:00:00, None,2
96.0, None, None,0.0, None,3.0, None,0.6, None, None, None,88.0,2016-01-08 18:00:00, None,2
