BAR_PRESS,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, None, 3.563, None, 59.07,2017-05-07 00:00:00, 7.017,19
None, None, 2.0, None, 65.32,2017-05-07 01:00:00, 6.501,19
None, None, 1.201, None, 65.52,2017-05-07 02:00:00, 5.92,19
None, None, 0.743, None, 71.57,2017-05-07 03:00:00, 5.407,19
None, None, 1.075, None, 70.16,2017-05-07 04:00:00, 5.243,19
None, None, 0.921, None, 72.76,2017-05-07 05:00:00, 4.51,19
None, None, 1.216, None, 74.66,2017-05-07 06:00:00, 5.521,19
None, None, 3.387, None, 56.05,2017-05-07 07:00:00, 8.45,19
None, None, 6.064, None, 44.74,2017-05-07 08:00:00, 10.93,19
None, None, 6.585, None, 38.89,2017-05-07 09:00:00, 12.72,19
None, None, 6.781, None, 32.1,2017-05-07 10:00:00, 14.46,19
None, None, 6.812, None, 29.42,2017-05-07 11:00:00, 15.58,19
None, None, 6.796, None, 29.44,2017-05-07 12:00:00, 15.08,19
None, None, 8.49, None, 28.83,2017-05-07 13:00:00, 15.61,19
None, None, 8.54, None, 30.27,2017-05-07 14:00:00, 14.5,19
None, None, 8.86, None, 28.83,2017-05-07 15:00:00, 15.09,19
None, None, 9.25, None, 29.93,2017-05-07 16:00:00, 14.94,19
None, None, 8.55, None, 31.81,2017-05-07 17:00:00, 14.34,19
None, None, 8.35, None, 33.46,2017-05-07 18:00:00, 13.47,19
None, None, 7.218, None, 36.12,2017-05-07 19:00:00, 12.05,19
None, None, 5.423, None, 41.99,2017-05-07 20:00:00, 10.03,19
None, None, 2.866, None, 50.86,2017-05-07 21:00:00, 7.183,19
None, None, 1.9, None, 48.27,2017-05-07 22:00:00, 7.438,19
None, None, 1.477, None, 49.51,2017-05-07 23:00:00, 6.865,19
None, None, 1.386, None, 56.3,2017-05-08 00:00:00, 5.529,19
None, None, 1.761, None, 62.98,2017-05-08 01:00:00, 3.368,19
None, None, 0.66, None, 68.81,2017-05-08 02:00:00, 1.738,19
None, None, 0.549, None, 72.87,2017-05-08 03:00:00, 1.158,19
None, None, 0.35, None, 79.39,2017-05-08 04:00:00, 0.111,19
None, None, 0.524, None, 81.2,2017-05-08 05:00:00, 0.086,19
None, None, 0.641, None, 83.5,2017-05-08 06:00:00, 0.817,19
None, None, 1.256, None, 71.42,2017-05-08 07:00:00, 3.473,19
None, None, 0.616, None, 65.96,2017-05-08 08:00:00, 5.015,19
None, None, 2.032, None, 53.93,2017-05-08 09:00:00, 9.21,19
None, None, 6.324, None, 39.82,2017-05-08 10:00:00, 13.6,19
None, None, 7.089, None, 34.91,2017-05-08 11:00:00, 14.88,19
None, None, 6.538, None, 32.76,2017-05-08 12:00:00, 15.58,19
None, None, 7.228, None, 31.59,2017-05-08 13:00:00, 15.41,19
None, None, 7.914, None, 30.05,2017-05-08 14:00:00, 16.27,19
None, None, 7.69, None, 28.04,2017-05-08 15:00:00, 16.64,19
None, None, 6.926, None, 27.11,2017-05-08 16:00:00, 16.95,19
None, None, 7.493, None, 26.33,2017-05-08 17:00:00, 16.82,19
None, None, 7.442, None, 31.95,2017-05-08 18:00:00, 15.32,19
None, None, 6.572, None, 32.43,2017-05-08 19:00:00, 14.42,19
None, None, 4.746, None, 37.12,2017-05-08 20:00:00, 12.02,19
None, None, 2.853, None, 43.53,2017-05-08 21:00:00, 9.66,19
None, None, 2.539, None, 49.47,2017-05-08 22:00:00, 8.41,19
None, None, 1.189, None, 53.26,2017-05-08 23:00:00, 8.05,19
None, None, 2.122, None, 60.07,2017-05-09 00:00:00, 6.491,19
None, None, 1.406, None, 67.63,2017-05-09 01:00:00, 4.572,19
None, None, 1.481, None, 73.24,2017-05-09 02:00:00, 3.047,19
None, None, 1.546, None, 77.41,2017-05-09 03:00:00, 1.997,19
None, None, 0.459, None, 79.83,2017-05-09 04:00:00, 1.349,19
None, None, 1.412, None, 84.2,2017-05-09 05:00:00, 0.99,19
None, None, 0.729, None, 81.9,2017-05-09 06:00:00, 2.145,19
None, None, 0.467, None, 80.4,2017-05-09 07:00:00, 3.277,19
None, None, 1.166, None, 67.83,2017-05-09 08:00:00, 6.375,19
None, None, 1.578, None, 53.26,2017-05-09 09:00:00, 9.99,19
None, None, 2.618, None, 39.7,2017-05-09 10:00:00, 13.54,19
None, None, 5.085, None, 27.33,2017-05-09 11:00:00, 16.36,19
None, None, 3.962, None, 26.28,2017-05-09 12:00:00, 16.96,19
None, None, 3.05, None, 26.45,2017-05-09 13:00:00, 17.43,19
None, None, 3.072, None, 25.01,2017-05-09 14:00:00, 17.82,19
None, None, 1.985, None, 24.98,2017-05-09 15:00:00, 17.41,19
None, None, 1.27, None, 25.42,2017-05-09 16:00:00, 16.98,19
None, None, 2.463, None, 26.84,2017-05-09 17:00:00, 16.82,19
None, None, 2.005, None, 27.36,2017-05-09 18:00:00, 16.74,19
None, None, 1.501, None, 35.43,2017-05-09 19:00:00, 14.87,19
None, None, 4.653, None, 36.45,2017-05-09 20:00:00, 14.05,19
None, None, 2.543, None, 41.86,2017-05-09 21:00:00, 12.68,19
None, None, 1.972, None, 49.97,2017-05-09 22:00:00, 10.09,19
None, None, 1.506, None, 57.17,2017-05-09 23:00:00, 8.23,19
None, None, 0.445, None, 63.61,2017-05-10 00:00:00, 7.402,19
None, None, 0.202, None, 65.33,2017-05-10 01:00:00, 7.598,19
None, None, 1.632, None, 67.37,2017-05-10 02:00:00, 6.787,19
None, None, 1.82, None, 69.12,2017-05-10 03:00:00, 6.307,19
None, None, 1.888, None, 69.62,2017-05-10 04:00:00, 6.339,19
None, None, 1.965, None, 72.63,2017-05-10 05:00:00, 6.558,19
None, None, 1.762, None, 73.18,2017-05-10 06:00:00, 7.253,19
None, None, 1.071, None, 71.18,2017-05-10 07:00:00, 7.513,19
None, None, 2.277, None, 76.81,2017-05-10 08:00:00, 7.832,19
None, None, 1.802, None, 73.77,2017-05-10 09:00:00, 9.98,19
None, None, 1.473, None, 68.81,2017-05-10 10:00:00, 11.31,19
None, None, 1.732, None, 66.53,2017-05-10 11:00:00, 12.03,19
None, None, 2.175, None, 63.01,2017-05-10 12:00:00, 12.96,19
None, None, 3.128, None, 52.52,2017-05-10 13:00:00, 14.68,19
None, None, 3.765, None, 53.34,2017-05-10 14:00:00, 14.54,19
None, None, 4.817, None, 61.37,2017-05-10 15:00:00, 12.72,19
None, None, 1.308, None, 78.19,2017-05-10 16:00:00, 11.12,19
None, None, 1.233, None, 75.93,2017-05-10 17:00:00, 11.44,19
None, None, 0.817, None, 68.36,2017-05-10 18:00:00, 12.51,19
None, None, 0.217, None, 71.41,2017-05-10 19:00:00, 12.52,19
None, None, 1.08, None, 77.29,2017-05-10 20:00:00, 10.55,19
None, None, 0.439, None, 80.1,2017-05-10 21:00:00, 8.43,19
None, None, 0.834, None, 82.3,2017-05-10 22:00:00, 7.978,19
None, None, 1.13, None, 85.4,2017-05-10 23:00:00, 7.695,19
None, None, 1.414, None, 84.7,2017-05-11 00:00:00, 8.37,19
None, None, 1.84, None, 85.2,2017-05-11 01:00:00, 8.21,19
None, None, 2.076, None, 85.4,2017-05-11 02:00:00, 7.862,19
None, None, 1.906, None, 86.6,2017-05-11 03:00:00, 7.348,19
None, None, 2.002, None, 87.3,2017-05-11 04:00:00, 6.999,19
None, None, 1.753, None, 87.9,2017-05-11 05:00:00, 6.839,19
None, None, 1.72, None, 85.3,2017-05-11 06:00:00, 7.739,19
None, None, 1.778, None, 83.0,2017-05-11 07:00:00, 8.56,19
None, None, 1.803, None, 78.41,2017-05-11 08:00:00, 9.4,19
None, None, 1.471, None, 73.8,2017-05-11 09:00:00, 10.49,19
None, None, 1.254, None, 69.01,2017-05-11 10:00:00, 11.55,19
None, None, 1.106, None, 70.63,2017-05-11 11:00:00, 11.87,19
None, None, 1.664, None, 79.05,2017-05-11 12:00:00, 11.37,19
None, None, 2.805, None, 80.1,2017-05-11 13:00:00, 11.84,19
None, None, 3.731, None, 76.59,2017-05-11 14:00:00, 12.74,19
None, None, 3.919, None, 74.88,2017-05-11 15:00:00, 12.8,19
None, None, 2.943, None, 78.76,2017-05-11 16:00:00, 12.26,19
None, None, 1.725, None, 79.38,2017-05-11 17:00:00, 12.2,19
None, None, 1.821, None, 81.6,2017-05-11 18:00:00, 11.73,19
