AirTemperature,Precipitation,Rain,WindSpeed,time,WindDirection,RelativeHumidity,week_of_year
7.0, 0.0,0.0, 5.7,2019-10-22 00:00:00, 62.0, 100.0,43
7.0, None,0.0, 6.3,2019-10-22 00:15:00, 108.0, 100.0,43
6.9, None,0.0, 5.8,2019-10-22 00:30:00, 85.0, 100.0,43
6.9, None,0.0, 5.7,2019-10-22 00:45:00, 90.0, 100.0,43
6.7, 0.0,0.0, 6.6,2019-10-22 01:00:00, 61.0, 100.0,43
6.5, None,0.0, 7.8,2019-10-22 01:15:00, 142.0, 100.0,43
6.4, None,0.0, 10.2,2019-10-22 01:30:00, 224.0, 100.0,43
6.3, None,0.0, 7.4,2019-10-22 01:45:00, 230.0, 100.0,43
6.2, 0.0,0.0, 7.3,2019-10-22 02:00:00, 163.0, 100.0,43
6.1, None,0.0, 6.8,2019-10-22 02:15:00, 303.0, 100.0,43
6.0, None,0.0, 9.9,2019-10-22 02:30:00, 257.0, 100.0,43
5.9, None,0.0, 6.6,2019-10-22 02:45:00, 257.0, 100.0,43
5.9, 0.0,0.0, 7.5,2019-10-22 03:00:00, 235.0, 100.0,43
5.8, None,0.0, 7.9,2019-10-22 03:15:00, 207.0, 100.0,43
5.7, None,0.0, 5.5,2019-10-22 03:30:00, 311.0, 100.0,43
5.6, None,0.0, 7.4,2019-10-22 03:45:00, 271.0, 100.0,43
5.4, 0.0,0.0, 7.8,2019-10-22 04:00:00, 283.0, 100.0,43
5.3, None,0.0, 8.8,2019-10-22 04:15:00, 312.0, 100.0,43
5.2, None,0.0, 7.8,2019-10-22 04:30:00, 295.0, 100.0,43
5.1, None,0.0, 7.6,2019-10-22 04:45:00, 281.0, 100.0,43
4.9, 0.0,0.0, 6.5,2019-10-22 05:00:00, 243.0, 100.0,43
4.8, None,0.0, 6.8,2019-10-22 05:15:00, 235.0, 100.0,43
4.6, None,0.0, 7.2,2019-10-22 05:30:00, 276.0, 100.0,43
4.5, None,0.0, 6.9,2019-10-22 05:45:00, 298.0, 100.0,43
4.4, 0.0,0.254, 7.7,2019-10-22 06:00:00, 310.0, 100.0,43
4.3, None,0.0, 8.2,2019-10-22 06:15:00, 310.0, 99.0,43
4.3, None,0.0, 9.7,2019-10-22 06:30:00, 294.0, 98.0,43
4.2, None,0.0, 10.2,2019-10-22 06:45:00, 311.0, 98.0,43
4.1, 0.0,0.0, 8.2,2019-10-22 07:00:00, 340.0, 98.0,43
