pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None,2.275,94.6, None, None, None, None, None, None, None, 2.0, None, None, None,2017-03-26 00:00:00, None,-0.642, None,13
None,2.282,94.5, None, None, None, None, None, None, None, 1.0, None, None, None,2017-03-26 01:00:00, None,-0.662, None,13
None,2.667,92.1, None, None, None, None, None, None, None, 2.0, None, None, None,2017-03-26 02:00:00, None,-0.599, None,13
None,2.719,88.6, None, None, None, None, None, None, None, 1.0, None, None, None,2017-03-26 03:00:00, None,-0.65, None,13
None,2.09,91.4, None, None, None, None, None, None, None, 1.0, None, None, None,2017-03-26 04:00:00, None,-0.615, None,13
None,2.043,91.3, None, None, None, None, None, None, None, 1.0, None, None, None,2017-03-26 05:00:00, None,-0.593, None,13
None,2.237,87.7, None, None, None, None, None, None, None, 0.0, None, None, None,2017-03-26 06:00:00, None,-0.641, None,13
None,1.658,90.6, None, None, None, None, None, None, None, 0.0, None, None, None,2017-03-26 07:00:00, None,-0.625, None,13
None,1.947,88.4, None, None, None, None, None, None, None, 0.0, None, None, None,2017-03-26 08:00:00, None,-0.64, None,13
None,2.912,84.4, None, None, None, None, None, None, None, 1.0, None, None, None,2017-03-26 09:00:00, None,-0.589, None,13
None,4.398,74.5, None, None, None, None, None, None, None, 0.0, None, None, None,2017-03-26 10:00:00, None,-0.609, None,13
None,5.395,66.68, None, None, None, None, None, None, None, 0.0, None, None, None,2017-03-26 11:00:00, None,-0.63, None,13
None,6.07,67.55, None, None, None, None, None, None, None, 1.0, None, None, None,2017-03-26 12:00:00, None,-0.574, None,13
None,7.47,62.16, None, None, None, None, None, None, None, 1.0, None, None, None,2017-03-26 13:00:00, None,-0.556, None,13
None,9.08,53.78, None, None, None, None, None, None, None, 0.0, None, None, None,2017-03-26 14:00:00, None,-0.688, None,13
None,10.58,48.26, None, None, None, None, None, None, None, 0.0, None, None, None,2017-03-26 15:00:00, None,-0.621, None,13
None,10.99,45.01, None, None, None, None, None, None, None, 0.0, None, None, None,2017-03-26 16:00:00, None,-0.512, None,13
None,10.74,45.34, None, None, None, None, None, None, None, -1.0, None, None, None,2017-03-26 17:00:00, None,-0.647, None,13
None,9.36,54.85, None, None, None, None, None, None, None, 1.0, None, None, None,2017-03-26 18:00:00, None,-0.638, None,13
None,8.5,61.6, None, None, None, None, None, None, None, 2.0, None, None, None,2017-03-26 19:00:00, None,-0.631, None,13
None,6.96,79.3, None, None, None, None, None, None, None, 4.0, None, None, None,2017-03-26 20:00:00, None,-0.665, None,13
None,4.62,84.6, None, None, None, None, None, None, None, 2.0, None, None, None,2017-03-26 21:00:00, None,-0.66, None,13
None,4.044,87.9, None, None, None, None, None, None, None, 2.0, None, None, None,2017-03-26 22:00:00, None,-0.635, None,13
None,3.996,89.0, None, None, None, None, None, None, None, 2.0, None, None, None,2017-03-26 23:00:00, None,-0.634, None,13
None,3.466,90.4, None, None, None, None, None, None, None, 2.0, None, None, None,2017-03-27 00:00:00, None,-0.679, None,13
None,3.282,90.6, None, None, None, None, None, None, None, 2.0, None, None, None,2017-03-27 01:00:00, None,-0.572, None,13
None,3.333,92.7, None, None, None, None, None, None, None, 2.0, None, None, None,2017-03-27 02:00:00, None,-0.586, None,13
None,3.139,94.2, None, None, None, None, None, None, None, 2.0, None, None, None,2017-03-27 03:00:00, None,-0.561, None,13
None,3.43,95.3, None, None, None, None, None, None, None, 3.0, None, None, None,2017-03-27 04:00:00, None,-0.573, None,13
None,3.339,94.4, None, None, None, None, None, None, None, 3.0, None, None, None,2017-03-27 05:00:00, None,-0.543, None,13
