CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
-8.01,91.6, None, None, None,17.83,8.08,201.5, None, None, None, None, None, -9.0, None, None, None, None, None, None,2017-03-26 00:00:00, None, None, None, None,13
-8.01,91.6, None, None, None,22.69,7.99,200.3, None, None, None, None, None, -9.0, None, None, None, None, None, None,2017-03-26 01:00:00, None, None, None, None,13
-8.78,91.2, None, None, None,32.38,4.156,160.8, None, None, None, None, None, -10.0, None, None, None, None, None, None,2017-03-26 02:00:00, None, None, None, None,13
-9.06,90.8, None, None, None,24.26,6.217,170.3, None, None, None, None, None, -10.0, None, None, None, None, None, None,2017-03-26 03:00:00, None, None, None, None,13
-9.16,90.8, None, None, None,16.25,7.13,170.7, None, None, None, None, None, -10.0, None, None, None, None, None, None,2017-03-26 04:00:00, None, None, None, None,13
-9.79,90.2, None, None, None,20.96,9.53,148.7, None, None, None, None, None, -11.0, None, None, None, None, None, None,2017-03-26 05:00:00, None, None, None, None,13
-9.79,90.0, None, None, None,16.86,7.48,147.7, None, None, None, None, None, -11.0, None, None, None, None, None, None,2017-03-26 06:00:00, None, None, None, None,13
-9.6,88.1, None, None, None,31.9,4.825,112.2, None, None, None, None, None, -11.0, None, None, None, None, None, None,2017-03-26 07:00:00, None, None, None, None,13
-8.97,85.5, None, None, None,31.54,6.548,136.9, None, None, None, None, None, -11.0, None, None, None, None, None, None,2017-03-26 08:00:00, None, None, None, None,13
-8.32,82.7, None, None, None,32.88,5.518,90.1, None, None, None, None, None, -10.0, None, None, None, None, None, None,2017-03-26 09:00:00, None, None, None, None,13
-7.0,82.2, None, None, None,32.58,4.958,76.6, None, None, None, None, None, -9.0, None, None, None, None, None, None,2017-03-26 10:00:00, None, None, None, None,13
-4.104,78.4, None, None, None,36.79,2.801,133.7, None, None, None, None, None, -7.0, None, None, None, None, None, None,2017-03-26 11:00:00, None, None, None, None,13
-5.241,72.1, None, None, None,60.3,1.225,139.9, None, None, None, None, None, -9.0, None, None, None, None, None, None,2017-03-26 12:00:00, None, None, None, None,13
-6.18,79.4, None, None, None,61.8,1.067,42.59, None, None, None, None, None, -9.0, None, None, None, None, None, None,2017-03-26 13:00:00, None, None, None, None,13
-5.16,78.4, None, None, None,48.72,1.674,66.81, None, None, None, None, None, -8.0, None, None, None, None, None, None,2017-03-26 14:00:00, None, None, None, None,13
-4.966,82.0, None, None, None,56.28,1.217,56.47, None, None, None, None, None, -7.0, None, None, None, None, None, None,2017-03-26 15:00:00, None, None, None, None,13
-5.825,80.0, None, None, None,67.35,0.708,324.4, None, None, None, None, None, -8.0, None, None, None, None, None, None,2017-03-26 16:00:00, None, None, None, None,13
-6.149,79.9, None, None, None,52.62,2.503,31.22, None, None, None, None, None, -9.0, None, None, None, None, None, None,2017-03-26 17:00:00, None, None, None, None,13
-6.085,83.1, None, None, None,55.78,1.411,28.72, None, None, None, None, None, -8.0, None, None, None, None, None, None,2017-03-26 18:00:00, None, None, None, None,13
-6.891,88.6, None, None, None,43.12,2.742,164.0, None, None, None, None, None, -8.0, None, None, None, None, None, None,2017-03-26 19:00:00, None, None, None, None,13
-6.82,87.6, None, None, None,16.65,7.17,89.4, None, None, None, None, None, -8.0, None, None, None, None, None, None,2017-03-26 20:00:00, None, None, None, None,13
-6.52,86.5, None, None, None,42.64,2.849,143.9, None, None, None, None, None, -8.0, None, None, None, None, None, None,2017-03-26 21:00:00, None, None, None, None,13
-6.213,86.3, None, None, None,28.95,4.157,160.0, None, None, None, None, None, -8.0, None, None, None, None, None, None,2017-03-26 22:00:00, None, None, None, None,13
-6.116,87.3, None, None, None,34.83,3.926,167.4, None, None, None, None, None, -8.0, None, None, None, None, None, None,2017-03-26 23:00:00, None, None, None, None,13
-5.775,84.1, None, None, None,32.01,4.537,142.8, None, None, None, None, None, -8.0, None, None, None, None, None, None,2017-03-27 00:00:00, None, None, None, None,13
