CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,time,MINIMUM_AIR_TEMPERATURE,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,DEW_POINT,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, -3.61, None, None,2016-01-08 00:00:00, None, None,16.04, 18.49,31.28, None, None, None, None, None, 56.6,2
None, -3.753, None, None,2016-01-08 01:00:00, None, None,16.88, 16.0,28.29, None, None, None, None, None, 56.68,2
None, -3.706, None, None,2016-01-08 02:00:00, None, None,18.95, 14.2,24.01, None, None, None, None, None, 57.28,2
None, -3.774, None, None,2016-01-08 03:00:00, None, None,17.36, 14.88,32.5, None, None, None, None, None, 58.72,2
None, -3.73, None, None,2016-01-08 04:00:00, None, None,19.65, 12.63,24.06, None, None, None, None, None, 59.32,2
None, -3.92, None, None,2016-01-08 05:00:00, None, None,19.96, 14.15,30.67, None, None, None, None, None, 59.71,2
None, -3.94, None, None,2016-01-08 06:00:00, None, None,17.23, 15.48,30.98, None, None, None, None, None, 59.9,2
None, -4.063, None, None,2016-01-08 07:00:00, None, None,20.35, 11.81,24.74, None, None, None, None, None, 59.79,2
None, -4.14, None, None,2016-01-08 08:00:00, None, None,20.07, 14.08,27.92, None, None, None, None, None, 59.66,2
None, -4.0, None, None,2016-01-08 09:00:00, None, None,17.18, 15.46,37.34, None, None, None, None, None, 59.64,2
None, -3.771, None, None,2016-01-08 10:00:00, None, None,16.86, 16.37,34.72, None, None, None, None, None, 59.79,2
None, -3.351, None, None,2016-01-08 11:00:00, None, None,20.58, 14.6,28.38, None, None, None, None, None, 60.18,2
None, -3.007, None, None,2016-01-08 12:00:00, None, None,19.69, 13.66,32.86, None, None, None, None, None, 59.33,2
None, -2.856, None, None,2016-01-08 13:00:00, None, None,17.66, 14.65,34.38, None, None, None, None, None, 59.17,2
None, -2.839, None, None,2016-01-08 14:00:00, None, None,20.07, 11.53,32.22, None, None, None, None, None, 59.17,2
None, -2.97, None, None,2016-01-08 15:00:00, None, None,18.94, 10.04,40.97, None, None, None, None, None, 59.06,2
None, -3.671, None, None,2016-01-08 16:00:00, None, None,15.13, 10.21,41.67, None, None, None, None, None, 59.02,2
None, -4.409, None, None,2016-01-08 17:00:00, None, None,15.14, 11.45,44.53, None, None, None, None, None, 59.16,2
None, -4.887, None, None,2016-01-08 18:00:00, None, None,15.79, 12.77,40.04, None, None, None, None, None, 59.17,2
None, -4.851, None, None,2016-01-08 19:00:00, None, None,16.56, 14.6,32.97, None, None, None, None, None, 59.01,2
None, -4.83, None, None,2016-01-08 20:00:00, None, None,20.27, 13.19,28.9, None, None, None, None, None, 58.84,2
None, -4.89, None, None,2016-01-08 21:00:00, None, None,19.66, 13.54,26.37, None, None, None, None, None, 58.7,2
None, -4.946, None, None,2016-01-08 22:00:00, None, None,20.38, 12.32,25.0, None, None, None, None, None, 58.7,2
None, -5.17, None, None,2016-01-08 23:00:00, None, None,21.25, 12.17,27.19, None, None, None, None, None, 58.74,2
None, -5.33, None, None,2016-01-09 00:00:00, None, None,20.05, 12.5,27.1, None, None, None, None, None, 58.77,2
None, -5.72, None, None,2016-01-09 01:00:00, None, None,23.63, 10.83,27.55, None, None, None, None, None, 58.74,2
None, -6.093, None, None,2016-01-09 02:00:00, None, None,17.5, 10.91,33.18, None, None, None, None, None, 58.74,2
None, -5.54, None, None,2016-01-09 03:00:00, None, None,17.96, 11.96,19.31, None, None, None, None, None, 58.63,2
None, -5.52, None, None,2016-01-09 04:00:00, None, None,20.07, 12.47,13.35, None, None, None, None, None, 58.47,2
None, -5.697, None, None,2016-01-09 05:00:00, None, None,19.15, 11.68,16.56, None, None, None, None, None, 58.45,2
None, -5.73, None, None,2016-01-09 06:00:00, None, None,17.94, 11.28,18.76, None, None, None, None, None, 58.35,2
None, -5.84, None, None,2016-01-09 07:00:00, None, None,19.79, 10.4,20.33, None, None, None, None, None, 58.3,2
None, -5.84, None, None,2016-01-09 08:00:00, None, None,18.36, 13.35,21.09, None, None, None, None, None, 58.2,2
None, -5.82, None, None,2016-01-09 09:00:00, None, None,19.12, 11.45,19.27, None, None, None, None, None, 58.1,2
None, -5.402, None, None,2016-01-09 10:00:00, None, None,19.43, 8.01,14.67, None, None, None, None, None, 57.95,2
None, -4.94, None, None,2016-01-09 11:00:00, None, None,20.3, 7.42,15.56, None, None, None, None, None, 58.16,2
None, -4.867, None, None,2016-01-09 12:00:00, None, None,19.84, 7.675,12.32, None, None, None, None, None, 58.41,2
None, -4.827, None, None,2016-01-09 13:00:00, None, None,19.32, 8.4,8.69, None, None, None, None, None, 57.84,2
None, -4.871, None, None,2016-01-09 14:00:00, None, None,20.41, 8.9,11.19, None, None, None, None, None, 57.7,2
None, -5.022, None, None,2016-01-09 15:00:00, None, None,23.28, 8.59,14.52, None, None, None, None, None, 57.54,2
None, -5.79, None, None,2016-01-09 16:00:00, None, None,20.47, 8.97,12.63, None, None, None, None, None, 57.04,2
None, -5.91, None, None,2016-01-09 17:00:00, None, None,20.88, 9.94,18.19, None, None, None, None, None, 56.99,2
None, -5.902, None, None,2016-01-09 18:00:00, None, None,19.91, 9.41,16.13, None, None, None, None, None, 56.94,2
None, -6.028, None, None,2016-01-09 19:00:00, None, None,20.04, 9.44,13.24, None, None, None, None, None, 56.85,2
None, -6.161, None, None,2016-01-09 20:00:00, None, None,21.11, 8.09,12.26, None, None, None, None, None, 56.68,2
None, -6.283, None, None,2016-01-09 21:00:00, None, None,18.7, 7.985,10.74, None, None, None, None, None, 56.63,2
None, -6.41, None, None,2016-01-09 22:00:00, None, None,34.05, 4.271,353.2, None, None, None, None, None, 56.47,2
None, -6.36, None, None,2016-01-09 23:00:00, None, None,21.3, 3.827,15.95, None, None, None, None, None, 56.37,2
None, -6.549, None, None,2016-01-10 00:00:00, None, None,19.37, 5.864,1.242, None, None, None, None, None, 56.32,2
None, -6.71, None, None,2016-01-10 01:00:00, None, None,21.04, 7.195,11.38, None, None, None, None, None, 56.3,2
None, -6.709, None, None,2016-01-10 02:00:00, None, None,21.86, 6.543,9.37, None, None, None, None, None, 56.3,2
None, -6.79, None, None,2016-01-10 03:00:00, None, None,27.03, 4.513,10.79, None, None, None, None, None, 56.22,2
None, -6.95, None, None,2016-01-10 04:00:00, None, None,21.2, 5.749,357.5, None, None, None, None, None, 56.55,2
None, -7.12, None, None,2016-01-10 05:00:00, None, None,23.16, 4.382,4.414, None, None, None, None, None, 56.49,2
None, -7.315, None, None,2016-01-10 06:00:00, None, None,22.51, 5.045,11.15, None, None, None, None, None, 56.33,2
None, -7.484, None, None,2016-01-10 07:00:00, None, None,24.81, 6.569,0.337, None, None, None, None, None, 56.66,2
None, -7.528, None, None,2016-01-10 08:00:00, None, None,26.08, 5.824,5.659, None, None, None, None, None, 56.62,2
None, -7.46, None, None,2016-01-10 09:00:00, None, None,22.44, 6.464,6.113, None, None, None, None, None, 56.3,2
None, -7.208, None, None,2016-01-10 10:00:00, None, None,25.95, 5.648,7.275, None, None, None, None, None, 56.2,2
None, -6.761, None, None,2016-01-10 11:00:00, None, None,22.14, 6.817,11.4, None, None, None, None, None, 55.6,2
None, -6.184, None, None,2016-01-10 12:00:00, None, None,21.21, 7.497,10.85, None, None, None, None, None, 55.1,2
None, -5.049, None, None,2016-01-10 13:00:00, None, None,21.05, 7.114,17.86, None, None, None, None, None, 54.74,2
None, -5.165, None, None,2016-01-10 14:00:00, None, None,20.08, 7.919,14.22, None, None, None, None, None, 53.83,2
None, -5.847, None, None,2016-01-10 15:00:00, None, None,17.93, 9.24,22.3, None, None, None, None, None, 53.51,2
None, -6.492, None, None,2016-01-10 16:00:00, None, None,16.49, 10.27,30.54, None, None, None, None, None, 53.57,2
None, -7.071, None, None,2016-01-10 17:00:00, None, None,16.04, 11.21,34.47, None, None, None, None, None, 53.45,2
None, -6.792, None, None,2016-01-10 18:00:00, None, None,27.07, 9.23,28.35, None, None, None, None, None, 55.31,2
None, -7.162, None, None,2016-01-10 19:00:00, None, None,25.34, 6.988,22.62, None, None, None, None, None, 55.79,2
None, -6.977, None, None,2016-01-10 20:00:00, None, None,43.3, 5.463,8.15, None, None, None, None, None, 56.88,2
None, -7.285, None, None,2016-01-10 21:00:00, None, None,40.1, 4.634,352.2, None, None, None, None, None, 57.04,2
None, -7.514, None, None,2016-01-10 22:00:00, None, None,22.81, 8.09,15.22, None, None, None, None, None, 57.19,2
None, -7.6, None, None,2016-01-10 23:00:00, None, None,22.19, 8.24,9.14, None, None, None, None, None, 57.21,2
None, -7.73, None, None,2016-01-11 00:00:00, None, None,20.68, 9.68,13.22, None, None, None, None, None, 57.16,2
None, -8.21, None, None,2016-01-11 01:00:00, None, None,14.61, 10.18,11.24, None, None, None, None, None, 57.16,2
None, -8.22, None, None,2016-01-11 02:00:00, None, None,13.56, 10.66,13.93, None, None, None, None, None, 57.14,2
None, -8.55, None, None,2016-01-11 03:00:00, None, None,15.98, 8.6,10.28, None, None, None, None, None, 57.12,2
None, -8.34, None, None,2016-01-11 04:00:00, None, None,15.11, 8.35,8.44, None, None, None, None, None, 57.18,2
None, -9.06, None, None,2016-01-11 05:00:00, None, None,16.82, 6.023,8.34, None, None, None, None, None, 57.3,2
None, -9.18, None, None,2016-01-11 06:00:00, None, None,17.3, 4.693,20.59, None, None, None, None, None, 57.22,2
None, -8.87, None, None,2016-01-11 07:00:00, None, None,13.86, 6.424,21.13, None, None, None, None, None, 57.35,2
None, -8.34, None, None,2016-01-11 08:00:00, None, None,16.59, 7.613,12.92, None, None, None, None, None, 57.03,2
None, -8.35, None, None,2016-01-11 09:00:00, None, None,17.88, 6.245,9.04, None, None, None, None, None, 56.98,2
None, -7.722, None, None,2016-01-11 10:00:00, None, None,16.69, 5.233,14.42, None, None, None, None, None, 56.91,2
None, -6.472, None, None,2016-01-11 11:00:00, None, None,15.07, 6.021,29.99, None, None, None, None, None, 56.84,2
None, -4.581, None, None,2016-01-11 12:00:00, None, None,19.31, 4.789,14.57, None, None, None, None, None, 56.67,2
None, -4.387, None, None,2016-01-11 13:00:00, None, None,38.62, 3.167,358.3, None, None, None, None, None, 56.79,2
None, -3.46, None, None,2016-01-11 14:00:00, None, None,33.26, 2.664,15.57, None, None, None, None, None, 56.63,2
None, -4.018, None, None,2016-01-11 15:00:00, None, None,43.43, 1.898,337.4, None, None, None, None, None, 56.99,2
None, -4.29, None, None,2016-01-11 16:00:00, None, None,76.52, 2.265,56.03, None, None, None, None, None, 56.16,2
None, -4.49, None, None,2016-01-11 17:00:00, None, None,16.3, 3.44,194.7, None, None, None, None, None, 58.89,2
