WDIR_VECT,time,TEMP_MEAN,HUMIDITY,week_of_year
109.5,2021-12-17 00:00:00, None,99.2,51
289.3,2021-12-17 01:00:00, None,99.3,51
141.9,2021-12-17 02:00:00, None,99.1,51
137.9,2021-12-17 03:00:00, None,99.1,51
128.4,2021-12-17 04:00:00, None,99.2,51
187.3,2021-12-17 05:00:00, None,99.4,51
196.3,2021-12-17 06:00:00, None,99.1,51
141.6,2021-12-17 07:00:00, None,99.4,51
77.1,2021-12-17 08:00:00, None,99.4,51
199.2,2021-12-17 09:00:00, None,99.2,51
83.6,2021-12-17 10:00:00, None,99.4,51
89.1,2021-12-17 11:00:00, None,99.4,51
85.4,2021-12-17 12:00:00, None,99.0,51
105.6,2021-12-17 13:00:00, None,98.9,51
79.8,2021-12-17 14:00:00, None,99.3,51
62.1,2021-12-17 15:00:00, None,98.1,51
252.2,2021-12-17 16:00:00, None,98.8,51
201.0,2021-12-17 17:00:00, None,99.4,51
150.4,2021-12-17 18:00:00, None,99.0,51
194.1,2021-12-17 19:00:00, None,99.0,51
91.3,2021-12-17 20:00:00, None,98.9,51
100.2,2021-12-17 21:00:00, None,99.4,51
86.1,2021-12-17 22:00:00, None,99.4,51
272.8,2021-12-17 23:00:00, None,98.9,51
121.2,2021-12-18 00:00:00, None,99.0,51
79.5,2021-12-18 01:00:00, None,99.5,51
323.4,2021-12-18 02:00:00, None,99.1,51
354.1,2021-12-18 03:00:00, None,99.1,51
306.1,2021-12-18 04:00:00, None,99.1,51
86.1,2021-12-18 05:00:00, None,99.5,51
116.1,2021-12-18 06:00:00, None,99.1,51
113.1,2021-12-18 07:00:00, None,99.1,51
110.1,2021-12-18 08:00:00, None,99.2,51
114.8,2021-12-18 09:00:00, None,99.0,51
132.0,2021-12-18 10:00:00, None,99.4,51
266.5,2021-12-18 11:00:00, None,99.2,51
71.7,2021-12-18 12:00:00, None,99.2,51
167.5,2021-12-18 13:00:00, None,99.3,51
274.0,2021-12-18 14:00:00, None,99.2,51
32.6,2021-12-18 15:00:00, None,99.4,51
317.6,2021-12-18 16:00:00, None,98.9,51
254.6,2021-12-18 17:00:00, None,91.0,51
154.4,2021-12-18 18:00:00, None,99.4,51
132.6,2021-12-18 19:00:00, None,98.9,51
60.6,2021-12-18 20:00:00, None,99.2,51
188.7,2021-12-18 21:00:00, None,99.6,51
146.9,2021-12-18 22:00:00, None,98.9,51
157.7,2021-12-18 23:00:00, None,99.4,51
182.0,2021-12-19 00:00:00, None,99.2,51
196.7,2021-12-19 01:00:00, None,99.4,51
193.4,2021-12-19 02:00:00, None,99.0,51
182.3,2021-12-19 03:00:00, None,99.0,51
219.6,2021-12-19 04:00:00, None,99.3,51
242.7,2021-12-19 05:00:00, None,99.1,51
224.5,2021-12-19 06:00:00, None,99.1,51
7.1,2021-12-19 07:00:00, None,98.9,51
230.8,2021-12-19 08:00:00, None,99.1,51
43.9,2021-12-19 09:00:00, None,99.4,51
351.1,2021-12-19 10:00:00, None,99.2,51
353.8,2021-12-19 11:00:00, None,99.1,51
316.4,2021-12-19 12:00:00, None,99.0,51
48.5,2021-12-19 13:00:00, None,96.4,51
259.7,2021-12-19 14:00:00, None,68.8,51
172.2,2021-12-19 15:00:00, None,85.4,51
179.5,2021-12-19 16:00:00, None,94.3,51
177.1,2021-12-19 17:00:00, None,99.1,51
183.2,2021-12-19 18:00:00, None,99.0,51
167.4,2021-12-19 19:00:00, None,99.3,51
129.9,2021-12-19 20:00:00, None,99.2,51
197.3,2021-12-19 21:00:00, None,99.1,51
181.7,2021-12-19 22:00:00, None,99.2,51
199.0,2021-12-19 23:00:00, None,99.1,51
178.1,2021-12-20 00:00:00, None,99.2,51
213.0,2021-12-20 01:00:00, None,99.3,51
114.5,2021-12-20 02:00:00, None,99.2,51
135.4,2021-12-20 03:00:00, None,99.0,51
126.0,2021-12-20 04:00:00, None,99.2,51
144.9,2021-12-20 05:00:00, None,99.1,51
154.9,2021-12-20 06:00:00, None,99.3,51
139.4,2021-12-20 07:00:00, None,99.1,51
179.2,2021-12-20 08:00:00, None,99.3,51
150.3,2021-12-20 09:00:00, None,99.5,51
120.4,2021-12-20 10:00:00, None,92.0,51
155.2,2021-12-20 11:00:00, None,86.5,51
81.1,2021-12-20 12:00:00, None,73.1,51
80.3,2021-12-20 13:00:00, None,67.8,51
93.1,2021-12-20 14:00:00, None,65.2,51
103.1,2021-12-20 15:00:00, None,69.6,51
149.0,2021-12-20 16:00:00, None,85.1,51
158.9,2021-12-20 17:00:00, None,88.2,51
167.0,2021-12-20 18:00:00, None,87.3,51
173.6,2021-12-20 19:00:00, None,88.2,51
149.1,2021-12-20 20:00:00, None,90.6,51
193.3,2021-12-20 21:00:00, None,96.4,51
174.8,2021-12-20 22:00:00, None,91.5,51
170.7,2021-12-20 23:00:00, None,94.0,51
141.7,2021-12-21 00:00:00, None,99.1,51
159.2,2021-12-21 01:00:00, None,99.1,51
152.7,2021-12-21 02:00:00, None,95.9,51
216.6,2021-12-21 03:00:00, None,98.9,51
161.8,2021-12-21 04:00:00, None,99.3,51
138.5,2021-12-21 05:00:00, None,98.4,51
127.3,2021-12-21 06:00:00, None,94.1,51
165.1,2021-12-21 07:00:00, None,94.5,51
187.9,2021-12-21 08:00:00, None,89.9,51
248.4,2021-12-21 09:00:00, None,89.5,51
300.4,2021-12-21 10:00:00, None,91.7,51
270.7,2021-12-21 11:00:00, None,93.0,51
75.6,2021-12-21 12:00:00, None,94.5,51
91.2,2021-12-21 13:00:00, None,99.4,51
76.9,2021-12-21 14:00:00, None,99.1,51
92.6,2021-12-21 15:00:00, None,99.1,51
101.5,2021-12-21 16:00:00, None,99.1,51
96.4,2021-12-21 17:00:00, None,99.1,51
99.1,2021-12-21 18:00:00, None,99.3,51
104.8,2021-12-21 19:00:00, None,99.0,51
88.0,2021-12-21 20:00:00, None,99.4,51
79.8,2021-12-21 21:00:00, None,99.3,51
139.5,2021-12-21 22:00:00, None,99.7,51
237.7,2021-12-21 23:00:00, None,98.9,51
198.4,2021-12-22 00:00:00, None,99.2,51
179.5,2021-12-22 01:00:00, None,99.4,51
185.5,2021-12-22 02:00:00, None,98.9,51
147.9,2021-12-22 03:00:00, None,99.2,51
237.0,2021-12-22 04:00:00, None,98.9,51
144.3,2021-12-22 05:00:00, None,99.3,51
198.3,2021-12-22 06:00:00, None,99.0,51
262.5,2021-12-22 07:00:00, None,99.2,51
133.5,2021-12-22 08:00:00, None,99.3,51
130.6,2021-12-22 09:00:00, None,99.8,51
106.4,2021-12-22 10:00:00, None,99.7,51
109.7,2021-12-22 11:00:00, None,99.9,51
139.9,2021-12-22 12:00:00, None,99.9,51
204.9,2021-12-22 13:00:00, None,100.0,51
136.3,2021-12-22 14:00:00, None,99.8,51
104.1,2021-12-22 15:00:00, None,98.1,51
116.6,2021-12-22 16:00:00, None,100.0,51
105.4,2021-12-22 17:00:00, None,86.8,51
104.2,2021-12-22 18:00:00, None,90.3,51
111.7,2021-12-22 19:00:00, None,87.2,51
99.5,2021-12-22 20:00:00, None,84.9,51
100.7,2021-12-22 21:00:00, None,84.3,51
113.0,2021-12-22 22:00:00, None,89.7,51
121.3,2021-12-22 23:00:00, None,98.2,51
278.6,2021-12-23 00:00:00, None,98.7,51
279.0,2021-12-23 01:00:00, None,90.4,51
277.7,2021-12-23 02:00:00, None,99.2,51
260.9,2021-12-23 03:00:00, None,99.2,51
249.0,2021-12-23 04:00:00, None,99.1,51
129.7,2021-12-23 05:00:00, None,99.2,51
166.1,2021-12-23 06:00:00, None,99.1,51
170.7,2021-12-23 07:00:00, None,98.9,51
210.9,2021-12-23 08:00:00, None,99.2,51
220.1,2021-12-23 09:00:00, None,99.3,51
256.5,2021-12-23 10:00:00, None,85.1,51
250.0,2021-12-23 11:00:00, None,78.4,51
240.4,2021-12-23 12:00:00, None,72.2,51
246.9,2021-12-23 13:00:00, None,76.6,51
250.2,2021-12-23 14:00:00, None,76.3,51
250.3,2021-12-23 15:00:00, None,73.1,51
241.0,2021-12-23 16:00:00, None,70.3,51
234.4,2021-12-23 17:00:00, None,70.7,51
189.7,2021-12-23 18:00:00, None,81.7,51
135.6,2021-12-23 19:00:00, None,80.7,51
109.0,2021-12-23 20:00:00, None,85.6,51
151.8,2021-12-23 21:00:00, None,97.9,51
121.9,2021-12-23 22:00:00, None,92.8,51
137.9,2021-12-23 23:00:00, None,90.6,51
