CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
None,-11.45,23.89, None, None, None, None, 4.931,0.054, 337.4, None, None, None, None, None,-26.0, None, None, None, None, None, None, None,2019-12-10 00:00:00, None, None, None, None,50
None,-11.32,23.85, None, None, None, None, 5.884,0.065, 343.5, None, None, None, None, None,-26.0, None, None, None, None, None, None, None,2019-12-10 01:00:00, None, None, None, None,50
None,-10.92,23.73, None, None, None, None, 13.27,0.437, 337.9, None, None, None, None, None,-26.0, None, None, None, None, None, None, None,2019-12-10 02:00:00, None, None, None, None,50
None,-10.93,23.73, None, None, None, None, 11.52,0.389, 333.3, None, None, None, None, None,-26.0, None, None, None, None, None, None, None,2019-12-10 03:00:00, None, None, None, None,50
None,-10.73,23.67, None, None, None, None, 13.56,0.11, 323.2, None, None, None, None, None,-26.0, None, None, None, None, None, None, None,2019-12-10 04:00:00, None, None, None, None,50
None,-10.94,23.73, None, None, None, None, 3.564,0.02, 333.6, None, None, None, None, None,-26.0, None, None, None, None, None, None, None,2019-12-10 05:00:00, None, None, None, None,50
None,-11.29,23.84, None, None, None, None, 1.517,0.002, 339.5, None, None, None, None, None,-26.0, None, None, None, None, None, None, None,2019-12-10 06:00:00, None, None, None, None,50
None,-11.54,23.91, None, None, None, None, 1.909,0.007, 333.1, None, None, None, None, None,-26.0, None, None, None, None, None, None, None,2019-12-10 07:00:00, None, None, None, None,50
None,-11.04,23.76, None, None, None, None, 0.816,0.002, 334.2, None, None, None, None, None,-26.0, None, None, None, None, None, None, None,2019-12-10 08:00:00, None, None, None, None,50
None,-10.67,23.65, None, None, None, None, 0.0,0.0, 314.7, None, None, None, None, None,-26.0, None, None, None, None, None, None, None,2019-12-10 09:00:00, None, None, None, None,50
None,-10.52,23.61, None, None, None, None, 10.19,0.609, 150.1, None, None, None, None, None,-26.0, None, None, None, None, None, None, None,2019-12-10 10:00:00, None, None, None, None,50
None,-9.21,23.21, None, None, None, None, 1.131,0.007, 143.4, None, None, None, None, None,-25.0, None, None, None, None, None, None, None,2019-12-10 11:00:00, None, None, None, None,50
None,-9.7,23.36, None, None, None, None, 22.45,0.022, 14.07, None, None, None, None, None,-25.0, None, None, None, None, None, None, None,2019-12-10 13:00:00, None, None, None, None,50
None,-8.77,23.08, None, None, None, None, 0.027,0.356, 0.0, None, None, None, None, None,-24.0, None, None, None, None, None, None, None,2019-12-10 14:00:00, None, None, None, None,50
None,-9.9,23.42, None, None, None, None, 0.027,0.138, 0.0, None, None, None, None, None,-25.0, None, None, None, None, None, None, None,2019-12-10 15:00:00, None, None, None, None,50
None,-10.4,23.57, None, None, None, None, 0.026,0.24, 360.0, None, None, None, None, None,-26.0, None, None, None, None, None, None, None,2019-12-10 16:00:00, None, None, None, None,50
None,-10.47,23.59, None, None, None, None, 0.037,0.622, 0.0, None, None, None, None, None,-26.0, None, None, None, None, None, None, None,2019-12-10 17:00:00, None, None, None, None,50
None,-10.44,23.58, None, None, None, None, 0.028,0.309, 360.0, None, None, None, None, None,-26.0, None, None, None, None, None, None, None,2019-12-10 18:00:00, None, None, None, None,50
None,-10.2,23.51, None, None, None, None, 0.044,0.517, 360.0, None, None, None, None, None,-25.0, None, None, None, None, None, None, None,2019-12-10 19:00:00, None, None, None, None,50
None,-9.99,23.45, None, None, None, None, 24.51,0.783, 9.61, None, None, None, None, None,-25.0, None, None, None, None, None, None, None,2019-12-10 20:00:00, None, None, None, None,50
None,-9.82,23.4, None, None, None, None, 15.19,0.209, 113.5, None, None, None, None, None,-25.0, None, None, None, None, None, None, None,2019-12-10 21:00:00, None, None, None, None,50
None,-9.42,23.28, None, None, None, None, 10.22,0.226, 116.6, None, None, None, None, None,-25.0, None, None, None, None, None, None, None,2019-12-10 22:00:00, None, None, None, None,50
None,-9.15,23.2, None, None, None, None, 12.52,0.299, 123.2, None, None, None, None, None,-25.0, None, None, None, None, None, None, None,2019-12-10 23:00:00, None, None, None, None,50
None,-9.17,23.2, None, None, None, None, 9.85,0.136, 135.6, None, None, None, None, None,-25.0, None, None, None, None, None, None, None,2019-12-11 00:00:00, None, None, None, None,50
None,-9.18,23.21, None, None, None, None, 7.29,0.24, 125.9, None, None, None, None, None,-25.0, None, None, None, None, None, None, None,2019-12-11 01:00:00, None, None, None, None,50
None,-9.03,23.16, None, None, None, None, 1.825,0.021, 110.5, None, None, None, None, None,-25.0, None, None, None, None, None, None, None,2019-12-11 02:00:00, None, None, None, None,50
None,-8.88,23.11, None, None, None, None, 0.0,0.0, 0.0, None, None, None, None, None,-24.0, None, None, None, None, None, None, None,2019-12-11 03:00:00, None, None, None, None,50
None,-8.77,23.08, None, None, None, None, 2.352,0.046, 113.9, None, None, None, None, None,-24.0, None, None, None, None, None, None, None,2019-12-11 04:00:00, None, None, None, None,50
None,-8.67,23.05, None, None, None, None, 2.13,0.004, 92.6, None, None, None, None, None,-24.0, None, None, None, None, None, None, None,2019-12-11 05:00:00, None, None, None, None,50
None,-8.71,23.06, None, None, None, None, 0.0,0.0, 0.0, None, None, None, None, None,-24.0, None, None, None, None, None, None, None,2019-12-11 06:00:00, None, None, None, None,50
None,-8.59,23.03, None, None, None, None, 0.0,0.0, 0.0, None, None, None, None, None,-24.0, None, None, None, None, None, None, None,2019-12-11 07:00:00, None, None, None, None,50
None,-8.67,23.05, None, None, None, None, 0.928,0.005, 339.9, None, None, None, None, None,-24.0, None, None, None, None, None, None, None,2019-12-11 08:00:00, None, None, None, None,50
None,-7.9,22.82, None, None, None, None, 0.0,0.0, 0.0, None, None, None, None, None,-24.0, None, None, None, None, None, None, None,2019-12-11 09:00:00, None, None, None, None,50
None,-6.234,22.32, None, None, None, None, 0.084,0.0, 184.6, None, None, None, None, None,-23.0, None, None, None, None, None, None, None,2019-12-11 10:00:00, None, None, None, None,50
None,-6.726,22.47, None, None, None, None, 0.005,0.001, 0.0, None, None, None, None, None,-23.0, None, None, None, None, None, None, None,2019-12-11 11:00:00, None, None, None, None,50
None,-6.947,22.53, None, None, None, None, 0.007,0.001, 0.0, None, None, None, None, None,-23.0, None, None, None, None, None, None, None,2019-12-11 12:00:00, None, None, None, None,50
None,-5.647,22.14, None, None, None, None, 0.0,0.0, 0.0, None, None, None, None, None,-22.0, None, None, None, None, None, None, None,2019-12-11 13:00:00, None, None, None, None,50
None,-5.991,22.25, None, None, None, None, 0.0,0.0, 0.0, None, None, None, None, None,-22.0, None, None, None, None, None, None, None,2019-12-11 14:00:00, None, None, None, None,50
None,-6.58,22.42, None, None, None, None, 0.0,0.0, 0.0, None, None, None, None, None,-23.0, None, None, None, None, None, None, None,2019-12-11 15:00:00, None, None, None, None,50
None,-6.764,22.48, None, None, None, None, 0.027,0.146, 0.225, None, None, None, None, None,-23.0, None, None, None, None, None, None, None,2019-12-11 16:00:00, None, None, None, None,50
None,-6.821,22.5, None, None, None, None, 0.021,0.006, 0.302, None, None, None, None, None,-23.0, None, None, None, None, None, None, None,2019-12-11 17:00:00, None, None, None, None,50
