CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, -6.728,90.4, None, None, None, None, 9.68, 27.32, 296.8, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-10 00:00:00, None, None,50
None, -6.657,90.5, None, None, None, None, 8.05, 25.64, 295.6, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-10 01:00:00, None, None,50
None, -6.49,89.1, None, None, None, None, 8.24, 23.15, 289.4, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-10 02:00:00, None, None,50
None, -6.14,86.1, None, None, None, None, 5.072, 25.77, 272.5, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-10 03:00:00, None, None,50
None, -5.612,81.6, None, None, None, None, 4.552, 29.63, 277.7, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-10 04:00:00, None, None,50
None, -4.504,75.99, None, None, None, None, 4.323, 27.65, 274.8, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-10 05:00:00, None, None,50
None, -3.789,71.74, None, None, None, None, 5.985, 28.85, 274.4, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-10 06:00:00, None, None,50
None, -3.984,73.25, None, None, None, None, 7.992, 25.68, 270.1, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-10 07:00:00, None, None,50
None, -2.851,67.76, None, None, None, None, 7.214, 25.23, 265.6, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-10 08:00:00, None, None,50
None, -2.724,67.22, None, None, None, None, 7.094, 22.53, 261.0, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-10 09:00:00, None, None,50
None, -4.171,72.86, None, None, None, None, 7.332, 19.61, 249.1, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-10 10:00:00, None, None,50
None, -5.228,82.0, None, None, None, None, 4.136, 25.13, 234.4, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-10 11:00:00, None, None,50
None, -5.83,92.4, None, None, None, None, 3.856, 26.39, 231.4, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-10 12:00:00, None, None,50
None, -5.105,89.9, None, None, None, None, 3.923, 23.64, 227.8, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-10 13:00:00, None, None,50
None, -4.641,82.3, None, None, None, None, 4.147, 24.9, 226.2, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-10 14:00:00, None, None,50
None, -5.912,90.4, None, None, None, None, 4.116, 25.46, 230.5, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-10 15:00:00, None, None,50
None, -7.063,98.1, None, None, None, None, 4.885, 20.18, 230.8, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-10 16:00:00, None, None,50
None, -6.787,97.2, None, None, None, None, 6.739, 12.97, 234.3, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-10 17:00:00, None, None,50
None, -6.71,96.8, None, None, None, None, 12.28, 10.07, 220.8, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-10 18:00:00, None, None,50
None, -6.636,96.7, None, None, None, None, 6.196, 9.62, 224.5, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-10 19:00:00, None, None,50
None, -6.051,97.1, None, None, None, None, 7.801, 10.67, 220.0, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-10 20:00:00, None, None,50
None, -6.047,97.0, None, None, None, None, 8.01, 8.83, 225.8, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-10 21:00:00, None, None,50
None, -6.061,96.9, None, None, None, None, 7.439, 6.388, 233.1, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-10 22:00:00, None, None,50
None, -6.041,97.0, None, None, None, None, 5.466, 5.378, 226.8, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-10 23:00:00, None, None,50
None, -6.246,96.8, None, None, None, None, 6.822, 4.661, 225.6, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-11 00:00:00, None, None,50
None, -6.4,96.7, None, None, None, None, 4.287, 5.214, 222.6, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-11 01:00:00, None, None,50
None, -6.733,96.5, None, None, None, None, 5.734, 4.8, 229.4, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-11 02:00:00, None, None,50
None, -6.831,96.5, None, None, None, None, 6.38, 3.434, 230.4, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-11 03:00:00, None, None,50
None, -7.075,96.4, None, None, None, None, 9.36, 3.495, 245.6, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-11 04:00:00, None, None,50
None, -7.147,96.2, None, None, None, None, 9.09, 2.114, 262.1, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-11 05:00:00, None, None,50
None, -7.172,96.4, None, None, None, None, 10.07, 1.153, 276.1, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-11 06:00:00, None, None,50
None, -7.026,96.4, None, None, None, None, 10.78, 2.021, 278.2, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-11 07:00:00, None, None,50
None, -6.995,96.4, None, None, None, None, 12.36, 1.408, 280.3, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-11 08:00:00, None, None,50
None, -7.02,96.2, None, None, None, None, 10.99, 0.475, 276.9, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-11 09:00:00, None, None,50
None, -6.875,96.2, None, None, None, None, 10.36, 0.974, 278.5, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-11 10:00:00, None, None,50
None, -6.638,96.4, None, None, None, None, 10.86, 0.0, 257.8, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-11 11:00:00, None, None,50
None, -5.784,96.8, None, None, None, None, 10.61, 0.0, 265.4, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-11 12:00:00, None, None,50
None, -6.221,96.0, None, None, None, None, 8.36, 0.0, 271.4, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-11 13:00:00, None, None,50
None, -5.753,96.8, None, None, None, None, 17.23, 0.0, 252.4, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-11 14:00:00, None, None,50
None, -6.419,96.4, None, None, None, None, 5.078, 0.0, 229.9, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-11 15:00:00, None, None,50
None, -6.091,96.9, None, None, None, None, 2.454, 0.0, 222.4, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-11 16:00:00, None, None,50
None, -6.246,96.7, None, None, None, None, 8.33, 0.0, 211.0, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-11 17:00:00, None, None,50
None, -6.587,96.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-11 19:00:00, None, None,50
None, -6.49,96.6, None, None, None, None, 5.457, 0.0, 227.0, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-11 20:00:00, None, None,50
None, -5.778,97.2, None, None, None, None, 4.84, 0.0, 225.3, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-11 21:00:00, None, None,50
None, -5.459,97.3, None, None, None, None, 8.88, 0.0, 212.9, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-11 22:00:00, None, None,50
None, -5.687,97.1, None, None, None, None, 9.55, 0.0, 216.4, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-11 23:00:00, None, None,50
None, -5.662,97.2, None, None, None, None, 8.41, 0.0, 220.5, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-12 00:00:00, None, None,50
None, -5.627,97.2, None, None, None, None, 7.429, 0.0, 227.6, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-12 01:00:00, None, None,50
None, -5.319,97.5, None, None, None, None, 8.38, 0.0, 223.1, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-12 02:00:00, None, None,50
None, -5.447,97.5, None, None, None, None, 7.957, 0.0, 231.0, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-12 04:00:00, None, None,50
None, -5.666,97.2, None, None, None, None, 8.65, 0.0, 231.0, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-12 05:00:00, None, None,50
None, -5.907,97.1, None, None, None, None, 8.83, 0.0, 232.4, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-12 06:00:00, None, None,50
None, -6.026,97.0, None, None, None, None, 8.13, 0.0, 233.2, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-12 07:00:00, None, None,50
None, -6.322,96.7, None, None, None, None, 8.68, 0.0, 236.3, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-12 08:00:00, None, None,50
None, -6.361,96.6, None, None, None, None, 7.887, 0.0, 233.7, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-12 09:00:00, None, None,50
None, -6.053,96.7, None, None, None, None, 6.782, 0.0, 229.7, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-12 10:00:00, None, None,50
None, -5.888,96.7, None, None, None, None, 7.562, 0.0, 219.5, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-12 11:00:00, None, None,50
None, -5.879,96.5, None, None, None, None, 4.347, 0.0, 210.5, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-12 12:00:00, None, None,50
