pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None,-8.7, None, None, None, None, None, None, None, None, None, None,2019-12-10 00:00:00, None, 14.91, None,50
None,-8.85, None, None, None, None, None, None, None, None, None, None,2019-12-10 01:00:00, None, 14.93, None,50
None,-8.8, None, None, None, None, None, None, None, None, None, None,2019-12-10 02:00:00, None, 14.89, None,50
None,-9.2, None, None, None, None, None, None, None, None, None, None,2019-12-10 03:00:00, None, 14.82, None,50
None,-9.79, None, None, None, None, None, None, None, None, None, None,2019-12-10 04:00:00, None, 14.82, None,50
None,-10.13, None, None, None, None, None, None, None, None, None, None,2019-12-10 05:00:00, None, 14.87, None,50
None,-10.28, None, None, None, None, None, None, None, None, None, None,2019-12-10 06:00:00, None, 15.02, None,50
None,-10.29, None, None, None, None, None, None, None, None, None, None,2019-12-10 07:00:00, None, 15.11, None,50
None,-10.22, None, None, None, None, None, None, None, None, None, None,2019-12-10 08:00:00, None, 15.15, None,50
None,-9.84, None, None, None, None, None, None, None, None, None, None,2019-12-10 09:00:00, None, 15.29, None,50
None,-9.4, None, None, None, None, None, None, None, None, None, None,2019-12-10 10:00:00, None, 15.81, None,50
None,-8.62, None, None, None, None, None, None, None, None, None, None,2019-12-10 11:00:00, None, 16.34, None,50
None,-7.3, None, None, None, None, None, None, None, None, None, None,2019-12-10 13:00:00, None, 15.97, None,50
None,-7.28, None, None, None, None, None, None, None, None, None, None,2019-12-10 14:00:00, None, 15.97, None,50
None,-7.74, None, None, None, None, None, None, None, None, None, None,2019-12-10 15:00:00, None, 16.44, None,50
None,-7.68, None, None, None, None, None, None, None, None, None, None,2019-12-10 16:00:00, None, 16.84, None,50
None,-6.9, None, None, None, None, None, None, None, None, None, None,2019-12-10 17:00:00, None, 16.23, None,50
None,-6.92, None, None, None, None, None, None, None, None, None, None,2019-12-10 18:00:00, None, 15.68, None,50
None,-7.08, None, None, None, None, None, None, None, None, None, None,2019-12-10 19:00:00, None, 15.37, None,50
None,-7.6, None, None, None, None, None, None, None, None, None, None,2019-12-10 20:00:00, None, 15.13, None,50
None,-7.61, None, None, None, None, None, None, None, None, None, None,2019-12-10 21:00:00, None, 15.02, None,50
None,-7.64, None, None, None, None, None, None, None, None, None, None,2019-12-10 22:00:00, None, 15.0, None,50
None,-7.58, None, None, None, None, None, None, None, None, None, None,2019-12-10 23:00:00, None, 14.89, None,50
None,-7.49, None, None, None, None, None, None, None, None, None, None,2019-12-11 00:00:00, None, 15.18, None,50
None,-7.53, None, None, None, None, None, None, None, None, None, None,2019-12-11 01:00:00, None, 14.95, None,50
None,-7.53, None, None, None, None, None, None, None, None, None, None,2019-12-11 02:00:00, None, 15.06, None,50
None,-7.42, None, None, None, None, None, None, None, None, None, None,2019-12-11 03:00:00, None, 10.85, None,50
None,-7.35, None, None, None, None, None, None, None, None, None, None,2019-12-11 04:00:00, None, 11.06, None,50
None,-7.66, None, None, None, None, None, None, None, None, None, None,2019-12-11 05:00:00, None, 11.31, None,50
None,-7.34, None, None, None, None, None, None, None, None, None, None,2019-12-11 06:00:00, None, 13.79, None,50
None,-7.58, None, None, None, None, None, None, None, None, None, None,2019-12-11 07:00:00, None, 14.62, None,50
None,-7.36, None, None, None, None, None, None, None, None, None, None,2019-12-11 08:00:00, None, 14.42, None,50
None,-7.49, None, None, None, None, None, None, None, None, None, None,2019-12-11 09:00:00, None, 15.29, None,50
None,-6.435, None, None, None, None, None, None, None, None, None, None,2019-12-11 10:00:00, None, 15.47, None,50
None,-5.73, None, None, None, None, None, None, None, None, None, None,2019-12-11 11:00:00, None, 15.23, None,50
None,-5.431, None, None, None, None, None, None, None, None, None, None,2019-12-11 12:00:00, None, 15.22, None,50
None,-5.45, None, None, None, None, None, None, None, None, None, None,2019-12-11 13:00:00, None, 15.33, None,50
None,-5.825, None, None, None, None, None, None, None, None, None, None,2019-12-11 14:00:00, None, 15.36, None,50
None,-5.757, None, None, None, None, None, None, None, None, None, None,2019-12-11 15:00:00, None, 15.35, None,50
None,-6.075, None, None, None, None, None, None, None, None, None, None,2019-12-11 16:00:00, None, 15.4, None,50
None,-5.806, None, None, None, None, None, None, None, None, None, None,2019-12-11 17:00:00, None, 15.33, None,50
None,-5.624, None, None, None, None, None, None, None, None, None, None,2019-12-11 18:00:00, None, 15.34, None,50
None,-5.883, None, None, None, None, None, None, None, None, None, None,2019-12-11 19:00:00, None, 15.35, None,50
None,-6.124, None, None, None, None, None, None, None, None, None, None,2019-12-11 20:00:00, None, 15.31, None,50
None,-6.096, None, None, None, None, None, None, None, None, None, None,2019-12-11 21:00:00, None, 15.32, None,50
None,-5.653, None, None, None, None, None, None, None, None, None, None,2019-12-11 22:00:00, None, 15.35, None,50
None,-5.001, None, None, None, None, None, None, None, None, None, None,2019-12-11 23:00:00, None, 15.39, None,50
None,-4.6, None, None, None, None, None, None, None, None, None, None,2019-12-12 00:00:00, None, 15.37, None,50
None,-5.058, None, None, None, None, None, None, None, None, None, None,2019-12-12 01:00:00, None, 15.31, None,50
None,-4.915, None, None, None, None, None, None, None, None, None, None,2019-12-12 02:00:00, None, 15.54, None,50
None,-5.268, None, None, None, None, None, None, None, None, None, None,2019-12-12 04:00:00, None, 15.59, None,50
None,-5.325, None, None, None, None, None, None, None, None, None, None,2019-12-12 05:00:00, None, 15.82, None,50
None,-5.182, None, None, None, None, None, None, None, None, None, None,2019-12-12 06:00:00, None, 16.14, None,50
None,-5.201, None, None, None, None, None, None, None, None, None, None,2019-12-12 07:00:00, None, 15.86, None,50
None,-5.392, None, None, None, None, None, None, None, None, None, None,2019-12-12 08:00:00, None, 14.48, None,50
None,-4.886, None, None, None, None, None, None, None, None, None, None,2019-12-12 09:00:00, None, 14.65, None,50
None,-4.473, None, None, None, None, None, None, None, None, None, None,2019-12-12 10:00:00, None, 13.32, None,50
None,-3.951, None, None, None, None, None, None, None, None, None, None,2019-12-12 11:00:00, None, 13.49, None,50
None,-1.987, None, None, None, None, None, None, None, None, None, None,2019-12-12 12:00:00, None, 12.85, None,50
None,-2.195, None, None, None, None, None, None, None, None, None, None,2019-12-12 13:00:00, None, 13.82, None,50
None,-0.898, None, None, None, None, None, None, None, None, None, None,2019-12-12 14:00:00, None, 13.27, None,50
None,-3.111, None, None, None, None, None, None, None, None, None, None,2019-12-12 15:00:00, None, 14.13, None,50
