pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,time,max_air_temp_snc_last_reset,MINIMUM_AIR_TEMPERATURE,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, None, -11.67, None, None,2019-12-10 00:00:00, None, None, None, None, None, None, None, None, None, None, None, 40.17,50
None, None, -11.47, None, None,2019-12-10 01:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.89,50
None, None, -12.07, None, None,2019-12-10 02:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.56,50
None, None, -12.13, None, None,2019-12-10 03:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.13,50
None, None, -12.22, None, None,2019-12-10 04:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.0,50
None, None, -12.2, None, None,2019-12-10 05:00:00, None, None, None, None, None, None, None, None, None, None, None, 38.81,50
None, None, -12.27, None, None,2019-12-10 06:00:00, None, None, None, None, None, None, None, None, None, None, None, 38.62,50
None, None, -11.98, None, None,2019-12-10 07:00:00, None, None, None, None, None, None, None, None, None, None, None, 38.59,50
None, None, -11.83, None, None,2019-12-10 08:00:00, None, None, None, None, None, None, None, None, None, None, None, 38.54,50
None, None, -11.82, None, None,2019-12-10 09:00:00, None, None, None, None, None, None, None, None, None, None, None, 38.43,50
None, None, -11.5, None, None,2019-12-10 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 38.19,50
None, None, -8.31, None, None,2019-12-10 14:00:00, None, None, None, None, None, None, None, None, None, None, None, 38.07,50
None, None, -8.13, None, None,2019-12-10 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 38.08,50
None, None, -7.93, None, None,2019-12-10 16:00:00, None, None, None, None, None, None, None, None, None, None, None, 37.99,50
None, None, -7.95, None, None,2019-12-10 17:00:00, None, None, None, None, None, None, None, None, None, None, None, 37.91,50
None, None, -7.799, None, None,2019-12-10 18:00:00, None, None, None, None, None, None, None, None, None, None, None, 38.13,50
None, None, -7.691, None, None,2019-12-10 19:00:00, None, None, None, None, None, None, None, None, None, None, None, 37.83,50
None, None, -7.6, None, None,2019-12-10 20:00:00, None, None, None, None, None, None, None, None, None, None, None, 37.82,50
None, None, -7.461, None, None,2019-12-10 21:00:00, None, None, None, None, None, None, None, None, None, None, None, 38.05,50
None, None, -7.28, None, None,2019-12-10 22:00:00, None, None, None, None, None, None, None, None, None, None, None, 38.22,50
None, None, -7.16, None, None,2019-12-10 23:00:00, None, None, None, None, None, None, None, None, None, None, None, 38.09,50
None, None, -7.125, None, None,2019-12-11 00:00:00, None, None, None, None, None, None, None, None, None, None, None, 37.88,50
None, None, -6.99, None, None,2019-12-11 01:00:00, None, None, None, None, None, None, None, None, None, None, None, 37.82,50
None, None, -6.754, None, None,2019-12-11 02:00:00, None, None, None, None, None, None, None, None, None, None, None, 37.78,50
None, None, -6.641, None, None,2019-12-11 03:00:00, None, None, None, None, None, None, None, None, None, None, None, 37.56,50
None, None, -6.65, None, None,2019-12-11 04:00:00, None, None, None, None, None, None, None, None, None, None, None, 37.58,50
None, None, -6.617, None, None,2019-12-11 05:00:00, None, None, None, None, None, None, None, None, None, None, None, 37.68,50
None, None, -6.57, None, None,2019-12-11 06:00:00, None, None, None, None, None, None, None, None, None, None, None, 38.0,50
None, None, -6.55, None, None,2019-12-11 07:00:00, None, None, None, None, None, None, None, None, None, None, None, 37.28,50
None, None, -6.51, None, None,2019-12-11 08:00:00, None, None, None, None, None, None, None, None, None, None, None, 37.52,50
None, None, -6.468, None, None,2019-12-11 09:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.88,50
None, None, -6.139, None, None,2019-12-11 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.59,50
None, None, -5.871, None, None,2019-12-11 11:00:00, None, None, None, None, None, None, None, None, None, None, None, 40.75,50
None, None, -5.305, None, None,2019-12-11 12:00:00, None, None, None, None, None, None, None, None, None, None, None, 40.82,50
None, None, -4.771, None, None,2019-12-11 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 40.78,50
None, None, -4.602, None, None,2019-12-11 14:00:00, None, None, None, None, None, None, None, None, None, None, None, 40.75,50
None, None, -4.53, None, None,2019-12-11 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 40.72,50
None, None, -4.716, None, None,2019-12-11 16:00:00, None, None, None, None, None, None, None, None, None, None, None, 40.99,50
None, None, -4.745, None, None,2019-12-11 17:00:00, None, None, None, None, None, None, None, None, None, None, None, 41.3,50
None, None, -4.51, None, None,2019-12-11 18:00:00, None, None, None, None, None, None, None, None, None, None, None, 40.38,50
None, None, -4.61, None, None,2019-12-11 19:00:00, None, None, None, None, None, None, None, None, None, None, None, 41.97,50
None, None, -4.66, None, None,2019-12-11 20:00:00, None, None, None, None, None, None, None, None, None, None, None, 41.97,50
None, None, -4.78, None, None,2019-12-11 21:00:00, None, None, None, None, None, None, None, None, None, None, None, 42.13,50
None, None, -4.8, None, None,2019-12-11 22:00:00, None, None, None, None, None, None, None, None, None, None, None, 41.98,50
None, None, -4.83, None, None,2019-12-11 23:00:00, None, None, None, None, None, None, None, None, None, None, None, 42.15,50
None, None, -4.868, None, None,2019-12-12 00:00:00, None, None, None, None, None, None, None, None, None, None, None, 42.21,50
None, None, -5.161, None, None,2019-12-12 01:00:00, None, None, None, None, None, None, None, None, None, None, None, 41.19,50
None, None, -5.0, None, None,2019-12-12 02:00:00, None, None, None, None, None, None, None, None, None, None, None, 42.09,50
None, None, -4.96, None, None,2019-12-12 04:00:00, None, None, None, None, None, None, None, None, None, None, None, 42.48,50
None, None, -4.899, None, None,2019-12-12 05:00:00, None, None, None, None, None, None, None, None, None, None, None, 42.85,50
None, None, -4.85, None, None,2019-12-12 06:00:00, None, None, None, None, None, None, None, None, None, None, None, 42.73,50
None, None, -4.823, None, None,2019-12-12 07:00:00, None, None, None, None, None, None, None, None, None, None, None, 42.72,50
None, None, -4.76, None, None,2019-12-12 08:00:00, None, None, None, None, None, None, None, None, None, None, None, 42.7,50
None, None, -4.63, None, None,2019-12-12 09:00:00, None, None, None, None, None, None, None, None, None, None, None, 42.57,50
None, None, -4.453, None, None,2019-12-12 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 42.56,50
None, None, -3.871, None, None,2019-12-12 11:00:00, None, None, None, None, None, None, None, None, None, None, None, 42.44,50
None, None, -3.637, None, None,2019-12-12 12:00:00, None, None, None, None, None, None, None, None, None, None, None, 42.38,50
None, None, -3.427, None, None,2019-12-12 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 42.39,50
None, None, -3.09, None, None,2019-12-12 14:00:00, None, None, None, None, None, None, None, None, None, None, None, 41.37,50
None, None, -2.683, None, None,2019-12-12 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 43.1,50
None, None, -2.738, None, None,2019-12-12 16:00:00, None, None, None, None, None, None, None, None, None, None, None, 43.04,50
None, None, -2.749, None, None,2019-12-12 17:00:00, None, None, None, None, None, None, None, None, None, None, None, 43.35,50
None, None, -2.638, None, None,2019-12-12 18:00:00, None, None, None, None, None, None, None, None, None, None, None, 43.18,50
None, None, -2.616, None, None,2019-12-12 19:00:00, None, None, None, None, None, None, None, None, None, None, None, 43.59,50
None, None, -2.7, None, None,2019-12-12 20:00:00, None, None, None, None, None, None, None, None, None, None, None, 43.31,50
None, None, -2.68, None, None,2019-12-12 21:00:00, None, None, None, None, None, None, None, None, None, None, None, 43.71,50
None, None, -2.76, None, None,2019-12-12 22:00:00, None, None, None, None, None, None, None, None, None, None, None, 45.22,50
None, None, -2.76, None, None,2019-12-12 23:00:00, None, None, None, None, None, None, None, None, None, None, None, 44.89,50
None, None, -2.7, None, None,2019-12-13 00:00:00, None, None, None, None, None, None, None, None, None, None, None, 44.84,50
None, None, -2.649, None, None,2019-12-13 01:00:00, None, None, None, None, None, None, None, None, None, None, None, 45.0,50
None, None, -2.702, None, None,2019-12-13 02:00:00, None, None, None, None, None, None, None, None, None, None, None, 44.3,50
None, None, -2.658, None, None,2019-12-13 03:00:00, None, None, None, None, None, None, None, None, None, None, None, 44.2,50
None, None, -2.7, None, None,2019-12-13 04:00:00, None, None, None, None, None, None, None, None, None, None, None, 44.41,50
None, None, -2.732, None, None,2019-12-13 05:00:00, None, None, None, None, None, None, None, None, None, None, None, 44.38,50
None, None, -2.865, None, None,2019-12-13 06:00:00, None, None, None, None, None, None, None, None, None, None, None, 44.31,50
None, None, -2.738, None, None,2019-12-13 07:00:00, None, None, None, None, None, None, None, None, None, None, None, 44.22,50
None, None, -2.81, None, None,2019-12-13 08:00:00, None, None, None, None, None, None, None, None, None, None, None, 44.06,50
None, None, -2.828, None, None,2019-12-13 09:00:00, None, None, None, None, None, None, None, None, None, None, None, 43.91,50
None, None, -2.728, None, None,2019-12-13 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 43.88,50
None, None, -2.5, None, None,2019-12-13 11:00:00, None, None, None, None, None, None, None, None, None, None, None, 43.93,50
None, None, -1.976, None, None,2019-12-13 12:00:00, None, None, None, None, None, None, None, None, None, None, None, 43.8,50
None, None, -1.73, None, None,2019-12-13 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 43.74,50
None, None, -1.561, None, None,2019-12-13 14:00:00, None, None, None, None, None, None, None, None, None, None, None, 43.64,50
None, None, -1.561, None, None,2019-12-13 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 43.59,50
None, None, -1.978, None, None,2019-12-13 16:00:00, None, None, None, None, None, None, None, None, None, None, None, 43.63,50
None, None, -1.917, None, None,2019-12-13 17:00:00, None, None, None, None, None, None, None, None, None, None, None, 43.62,50
