ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,week_of_year
25.8,25.8,0.0,2017-11-19, 0.0,47
25.2,25.2,0.0,2017-11-21, 0.0,47
11.6,11.6,0.0,2017-11-22, 0.0,47
1.6,1.6,0.0,2017-11-24, None,47
10.8,10.8,0.0,2017-11-25, 0.0,47
