pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,snwfl_amt_pst1hr,dwpt_temp,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, -17.88, 84.5, None, None, None, 0.0, -20.0, -17.9, -18.0, 1034.1, 0.0, -20.0, 891.0, -11.0, 85.0, None,2022-02-26 00:00:00, 74.0, 74.47, 891.0,9
None, -18.46, 83.1, None, None, None, 0.0, -21.0, -18.5, -18.5, 1034.1, 0.0, -21.0, 891.0, -11.0, 83.0, None,2022-02-26 01:00:00, 75.0, 74.57, 891.0,9
None, -18.76, 83.3, None, None, None, 0.0, -21.0, -18.8, -18.8, 1034.0, 0.0, -21.0, 891.0, -11.0, 83.0, None,2022-02-26 02:00:00, 74.0, 74.48, 891.0,9
None, -18.97, 83.6, None, None, None, 0.0, -21.0, -19.0, -19.6, 1034.3, 0.0, -21.0, 891.0, -11.0, 84.0, None,2022-02-26 03:00:00, 75.0, 74.51, 891.0,9
None, -19.75, 82.7, None, None, None, 0.0, -22.0, -19.8, -19.8, 1034.7, 0.0, -22.0, 891.0, -11.0, 83.0, None,2022-02-26 04:00:00, 75.0, 74.63, 891.0,9
None, -19.99, 82.0, None, None, None, 0.0, -22.0, -20.0, -20.1, 1036.3, -0.1, -22.0, 892.0, -11.0, 82.0, None,2022-02-26 05:00:00, 74.0, 74.43, 892.0,9
None, -20.26, 82.2, None, None, None, 0.0, -22.0, -20.3, -20.4, 1036.6, 0.0, -22.0, 892.0, -11.0, 82.0, None,2022-02-26 06:00:00, 74.0, 74.42, 892.0,9
None, -20.71, 80.8, None, None, None, 0.0, -23.0, -20.7, -20.8, 1037.1, 0.0, -23.0, 892.0, -20.3, 81.0, None,2022-02-26 07:00:00, 75.0, 74.56, 892.0,9
None, -17.95, 84.3, None, None, None, 0.0, -20.0, -18.0, -20.8, 1036.9, 0.2, -20.0, 892.0, -18.0, 84.0, None,2022-02-26 08:00:00, 75.0, 74.62, 892.0,9
None, -13.97, 83.2, None, None, None, 0.0, -16.0, -14.0, -20.8, 1036.4, 0.4, -16.0, 892.0, -14.0, 83.0, None,2022-02-26 09:00:00, 74.0, 74.43, 892.0,9
None, -10.97, 79.91, None, None, None, 0.0, -13.0, -11.0, -20.8, 1034.9, 0.2, -13.0, 891.0, -11.0, 80.0, None,2022-02-26 10:00:00, 75.0, 74.54, 891.0,9
None, -5.347, 49.71, None, None, None, -1.0, -13.0, -5.3, -20.8, 1033.9, 0.5, -13.0, 891.0, -5.3, 50.0, None,2022-02-26 11:00:00, 74.0, 73.8, 891.0,9
None, -4.042, 49.06, None, None, None, 1.0, -12.0, -4.0, -20.8, 1031.5, 0.1, -12.0, 889.0, -4.1, 49.0, None,2022-02-26 12:00:00, 74.0, 74.21, 889.0,9
None, -4.432, 51.17, None, None, None, 0.0, -12.0, -4.4, -20.8, 1030.5, 0.1, -12.0, 888.0, -3.6, 51.0, None,2022-02-26 13:00:00, 74.0, 74.4, 888.0,9
None, -2.876, 48.34, None, None, None, 0.0, -11.0, -2.9, -20.8, 1030.3, 0.4, -11.0, 888.0, -2.8, 48.0, None,2022-02-26 14:00:00, 74.0, 74.39, 888.0,9
None, -3.49, 52.11, None, None, None, 0.0, -11.0, -3.5, -20.8, 1029.3, -0.5, -11.0, 887.0, -2.7, 52.0, None,2022-02-26 15:00:00, 74.0, 74.44, 887.0,9
None, -4.947, 61.32, None, None, None, 0.0, -10.0, -4.9, -20.8, 1029.7, -0.7, -10.0, 887.0, -2.7, 61.0, None,2022-02-26 16:00:00, 75.0, 74.6, 887.0,9
None, -6.482, 74.83, None, None, None, 0.0, -10.0, -6.5, -20.8, 1030.0, -0.1, -10.0, 887.0, -2.7, 75.0, None,2022-02-26 17:00:00, 75.0, 74.5, 887.0,9
None, -7.807, 77.3, None, None, None, 0.0, -11.0, -7.8, -20.8, 1030.3, -0.1, -11.0, 887.0, -2.7, 77.0, None,2022-02-26 18:00:00, 75.0, 74.52, 887.0,9
None, -8.52, 76.97, None, None, None, 0.0, -11.0, -8.5, -8.5, 1029.3, -0.1, -11.0, 886.0, -7.8, 77.0, None,2022-02-26 19:00:00, 75.0, 74.52, 886.0,9
None, -8.69, 79.59, None, None, None, 0.0, -11.0, -8.7, -8.9, 1028.9, 0.0, -11.0, 886.0, -7.8, 80.0, None,2022-02-26 20:00:00, 75.0, 74.7, 886.0,9
None, -8.56, 79.18, None, None, None, 0.0, -11.0, -8.6, -8.9, 1028.2, 0.0, -11.0, 886.0, -7.8, 79.0, None,2022-02-26 21:00:00, 75.0, 74.69, 886.0,9
None, -8.62, 81.0, None, None, None, 0.0, -11.0, -8.6, -8.9, 1027.7, 0.0, -11.0, 886.0, -7.8, 81.0, None,2022-02-26 22:00:00, 75.0, 74.56, 886.0,9
None, -8.52, 82.2, None, None, None, 0.0, -11.0, -8.5, -8.9, 1026.7, 0.0, -11.0, 886.0, -7.8, 82.0, None,2022-02-26 23:00:00, 75.0, 74.62, 886.0,9
None, -8.57, 83.5, None, None, None, 0.0, -11.0, -8.6, -8.9, 1025.3, 0.0, -11.0, 885.0, -7.8, 84.0, None,2022-02-27 00:00:00, 75.0, 74.64, 885.0,9
None, -8.42, 85.9, None, None, None, 0.0, -10.0, -8.4, -8.9, 1025.4, 0.1, -10.0, 885.0, -7.8, 86.0, None,2022-02-27 01:00:00, 74.0, 74.3, 885.0,9
None, -8.28, 87.7, None, None, None, 1.0, -10.0, -8.3, -8.9, 1025.1, 0.2, -10.0, 885.0, -7.8, 88.0, None,2022-02-27 02:00:00, 75.0, 74.55, 885.0,9
None, -8.14, 88.6, None, None, None, 0.0, -9.0, -8.1, -8.9, 1025.2, 0.2, -9.0, 885.0, -7.8, 89.0, None,2022-02-27 03:00:00, 74.0, 74.43, 885.0,9
None, -8.03, 89.2, None, None, None, 0.0, -9.0, -8.0, -8.9, 1025.4, 0.2, -9.0, 885.0, -7.8, 89.0, None,2022-02-27 04:00:00, 74.0, 74.26, 885.0,9
None, -8.0, 89.6, None, None, None, 2.0, -9.0, -8.0, -8.9, 1025.7, 0.2, -9.0, 885.0, -7.8, 90.0, None,2022-02-27 05:00:00, 75.0, 75.29, 885.0,9
None, -7.896, 90.1, None, None, None, 0.0, -9.0, -7.9, -8.9, 1025.9, 0.2, -9.0, 885.0, -7.8, 90.0, None,2022-02-27 06:00:00, 75.0, 74.93, 885.0,9
None, -8.21, 90.7, None, None, None, 0.0, -9.0, -8.2, -8.4, 1024.9, 0.1, -9.0, 884.0, -7.9, 91.0, None,2022-02-27 07:00:00, 75.0, 75.17, 884.0,9
None, -6.265, 86.8, None, None, None, -1.0, -8.0, -6.3, -8.4, 1024.6, 0.4, -8.0, 884.0, -6.3, 87.0, None,2022-02-27 08:00:00, 74.0, 74.11, 884.0,9
None, -4.311, 78.6, None, None, None, 4.0, -7.0, -4.3, -8.4, 1024.2, 0.3, -7.0, 884.0, -4.1, 79.0, None,2022-02-27 09:00:00, 77.0, 77.27, 884.0,9
None, -2.794, 74.39, None, None, None, -1.0, -6.0, -2.8, -8.4, 1022.8, 0.2, -6.0, 883.0, -2.8, 74.0, None,2022-02-27 10:00:00, 76.0, 75.94, 883.0,9
None, -2.369, 71.94, None, None, None, 0.0, -6.0, -2.4, -8.4, 1021.6, 0.5, -6.0, 882.0, -2.4, 72.0, None,2022-02-27 11:00:00, 76.0, 76.12, 882.0,9
None, -2.476, 77.96, None, None, None, -1.0, -5.0, -2.5, -8.4, 1021.6, 0.4, -5.0, 882.0, -2.3, 78.0, None,2022-02-27 12:00:00, 76.0, None, 882.0,9
None, -2.801, 87.8, None, None, None, 2.0, -4.0, -2.8, -8.4, 1021.6, 0.3, -4.0, 882.0, -2.3, 88.0, None,2022-02-27 13:00:00, 77.0, 77.17, 882.0,9
None, -1.45, 87.7, None, None, None, 0.0, -3.0, -1.5, -8.4, 1020.2, 1.3, -3.0, 881.0, -1.3, 88.0, None,2022-02-27 14:00:00, 77.0, 76.95, 881.0,9
None, 0.119, 85.7, None, None, None, 1.0, -2.0, 0.1, -8.4, 1021.1, 0.2, -2.0, 882.0, 0.1, 86.0, None,2022-02-27 15:00:00, 78.0, 77.61, 882.0,9
None, -0.013, 84.9, None, None, None, 1.0, -2.0, 0.0, -8.4, 1020.0, 0.0, -2.0, 881.0, 0.5, 85.0, None,2022-02-27 16:00:00, 78.0, 78.47, 881.0,9
None, -0.775, 87.8, None, None, None, -1.0, -2.0, -0.8, -8.4, 1021.2, -0.8, -2.0, 882.0, 0.5, 88.0, None,2022-02-27 17:00:00, 78.0, 77.9, 882.0,9
None, -1.773, 90.5, None, None, None, 0.0, -3.0, -1.8, -8.4, 1020.2, -0.5, -3.0, 881.0, 0.5, 91.0, None,2022-02-27 18:00:00, 78.0, 77.94, 881.0,9
None, 1.06, 72.33, None, None, None, 0.0, -3.0, 1.1, -1.8, 1021.0, 1.3, -3.0, 882.0, 1.1, 72.0, None,2022-02-27 19:00:00, 78.0, 78.04, 882.0,9
None, -1.626, 86.2, None, None, None, 0.0, -3.0, -1.6, -1.8, 1021.1, -1.3, -3.0, 882.0, 1.2, 86.0, None,2022-02-27 20:00:00, 78.0, 78.25, 882.0,9
None, -3.021, 88.4, None, None, None, 0.0, -4.0, -3.0, -3.0, 1021.0, -0.3, -4.0, 882.0, 1.2, 88.0, None,2022-02-27 21:00:00, 78.0, 78.07, 882.0,9
None, -3.971, 91.5, None, None, None, 0.0, -5.0, -4.0, -4.0, 1022.1, -0.1, -5.0, 883.0, 1.2, 92.0, None,2022-02-27 22:00:00, 78.0, 77.97, 883.0,9
None, -4.828, 92.8, None, None, None, 1.0, -6.0, -4.8, -4.8, 1022.1, 0.0, -6.0, 883.0, 1.2, 93.0, None,2022-02-27 23:00:00, 78.0, 78.24, 883.0,9
None, -5.3, 93.4, None, None, None, 0.0, -6.0, -5.3, -5.4, 1021.1, -0.1, -6.0, 882.0, 1.2, 93.0, None,2022-02-28 00:00:00, 78.0, 78.32, 882.0,9
None, -5.109, 93.2, None, None, None, 0.0, -6.0, -5.1, -5.4, 1021.1, 0.1, -6.0, 882.0, 1.2, 93.0, None,2022-02-28 01:00:00, 78.0, 78.38, 882.0,9
None, -4.593, 93.5, None, None, None, 0.0, -5.0, -4.6, -5.4, 1019.6, 0.0, -5.0, 881.0, 1.2, 94.0, None,2022-02-28 02:00:00, 78.0, 78.37, 881.0,9
None, -4.389, 93.1, None, None, None, 1.0, -5.0, -4.4, -5.4, 1018.2, 0.3, -5.0, 880.0, 1.2, 93.0, None,2022-02-28 03:00:00, 79.0, 78.8, 880.0,9
None, -4.112, 93.7, None, None, None, 0.0, -5.0, -4.1, -5.4, 1018.2, 0.5, -5.0, 880.0, 1.2, 94.0, None,2022-02-28 04:00:00, 79.0, 78.84, 880.0,9
None, -4.068, 93.5, None, None, None, 0.0, -5.0, -4.1, -5.4, 1017.1, 0.3, -5.0, 879.0, 1.2, 94.0, None,2022-02-28 05:00:00, 79.0, 79.0, 879.0,9
None, -3.776, 93.9, None, None, None, 2.0, -5.0, -3.8, -5.4, 1016.1, 0.7, -5.0, 878.0, 1.2, 94.0, None,2022-02-28 06:00:00, 80.0, 80.0, 878.0,9
None, -3.679, 94.0, None, None, None, 2.0, -4.0, -3.7, -3.8, 1015.6, 0.8, -4.0, 878.0, -3.7, 94.0, None,2022-02-28 07:00:00, 81.0, 81.3, 878.0,9
None, -3.05, 93.6, None, None, None, 1.0, -4.0, -3.1, -3.8, 1014.8, 0.7, -4.0, 877.0, -3.1, 94.0, None,2022-02-28 08:00:00, 82.0, 81.6, 877.0,9
None, -1.449, 91.8, None, None, None, 0.0, -2.0, -1.4, -3.8, 1014.7, 0.3, -2.0, 877.0, -1.5, 92.0, None,2022-02-28 09:00:00, 82.0, 81.7, 877.0,9
None, 0.203, 85.7, None, None, None, 0.0, -2.0, 0.2, -3.8, 1014.6, 1.5, -2.0, 877.0, 0.2, 86.0, None,2022-02-28 10:00:00, 81.0, 81.4, 877.0,9
None, 1.378, 81.7, None, None, None, -2.0, -1.0, 1.4, -3.8, 1014.6, 0.5, -1.0, 877.0, 1.6, 82.0, None,2022-02-28 11:00:00, 80.0, 79.78, 877.0,9
None, 2.322, 80.7, None, None, None, 2.0, -1.0, 2.3, -3.8, 1013.4, 0.1, -1.0, 876.0, 2.3, 81.0, None,2022-02-28 12:00:00, 81.0, 81.4, 876.0,9
None, 2.873, 80.5, None, None, None, -1.0, 0.0, 2.9, -3.8, 1013.2, 0.1, 0.0, 876.0, 3.0, 81.0, None,2022-02-28 13:00:00, 81.0, 80.8, 876.0,9
None, 3.442, 80.8, None, None, None, -1.0, 1.0, 3.4, -3.8, 1011.9, 0.0, 1.0, 875.0, 3.5, 81.0, None,2022-02-28 14:00:00, 80.0, 80.2, 875.0,9
None, 2.946, 88.6, None, None, None, 0.0, 1.0, 2.9, -3.8, 1012.0, -0.1, 1.0, 875.0, 3.5, 89.0, None,2022-02-28 15:00:00, 80.0, None, 875.0,9
None, 1.842, 92.0, None, None, None, 1.0, 1.0, 1.8, -3.8, 1013.2, -0.4, 1.0, 876.0, 3.5, 92.0, None,2022-02-28 16:00:00, 81.0, 81.1, 876.0,9
None, 0.924, 94.1, None, None, None, -1.0, 0.0, 0.9, -3.8, 1013.4, -1.2, 0.0, 876.0, 3.5, 94.0, None,2022-02-28 17:00:00, 80.0, 80.3, 876.0,9
None, 0.27, 95.6, None, None, None, 2.0, 0.0, 0.3, -3.8, 1013.4, -0.4, 0.0, 876.0, 3.5, 96.0, None,2022-02-28 18:00:00, 81.0, 81.4, 876.0,9
None, -0.294, 96.1, None, None, None, -1.0, -1.0, -0.3, -0.3, 1014.7, 0.0, -1.0, 877.0, 0.3, 96.0, None,2022-02-28 19:00:00, 80.0, 79.96, 877.0,9
None, -0.087, 96.2, None, None, None, -1.0, -1.0, -0.1, -0.3, 1014.6, -0.1, -1.0, 877.0, 0.3, 96.0, None,2022-02-28 20:00:00, 79.0, 78.93, 877.0,9
None, 0.008, 96.5, None, None, None, -1.0, 0.0, 0.0, -0.3, 1014.3, 0.1, 0.0, 877.0, 0.3, 97.0, None,2022-02-28 21:00:00, 78.0, 77.61, 877.0,9
None, 0.008, 96.6, None, None, None, 3.0, 0.0, 0.0, -0.3, 1014.0, 0.2, 0.0, 877.0, 0.3, 97.0, None,2022-02-28 22:00:00, 80.0, 79.85, 877.0,9
None, 0.056, 96.8, None, None, None, 2.0, 0.0, 0.1, -0.3, 1013.8, 0.7, 0.0, 877.0, 0.3, 97.0, None,2022-02-28 23:00:00, 81.0, 80.9, 877.0,9
None, 0.07, 96.7, None, None, None, 1.0, 0.0, 0.1, -0.3, 1013.7, 0.5, 0.0, 877.0, 0.3, 97.0, None,2022-03-01 00:00:00, 81.0, 81.2, 877.0,9
None, 0.054, 96.8, None, None, None, 1.0, 0.0, 0.1, -0.3, 1013.6, 0.4, 0.0, 877.0, 0.3, 97.0, None,2022-03-01 01:00:00, 82.0, 81.5, 877.0,9
None, 0.031, 96.8, None, None, None, 1.0, 0.0, 0.0, -0.3, 1013.5, 0.3, 0.0, 877.0, 0.3, 97.0, None,2022-03-01 02:00:00, 82.0, 82.4, 877.0,9
None, -0.042, 96.8, None, None, None, 2.0, 0.0, 0.0, -0.3, 1013.6, 0.2, 0.0, 877.0, 0.3, 97.0, None,2022-03-01 03:00:00, 84.0, 83.9, 877.0,9
None, -0.235, 96.6, None, None, None, 1.0, -1.0, -0.2, -0.3, 1012.6, 0.4, -1.0, 876.0, 0.3, 97.0, None,2022-03-01 04:00:00, 85.0, 84.5, 876.0,9
None, -0.205, 97.4, None, None, None, -1.0, -1.0, -0.2, -0.3, 1013.9, 0.5, -1.0, 877.0, 0.3, 97.0, None,2022-03-01 05:00:00, 83.0, 83.0, 877.0,9
None, -0.234, 96.9, None, None, None, 3.0, -1.0, -0.2, -0.3, 1014.0, 0.8, -1.0, 877.0, 0.3, 97.0, None,2022-03-01 06:00:00, 85.0, 85.0, 877.0,9
None, -0.191, 97.2, None, None, None, 3.0, -1.0, -0.2, -0.2, 1015.3, 1.0, -1.0, 878.0, -0.2, 97.0, None,2022-03-01 07:00:00, 87.0, 87.4, 878.0,9
None, 0.148, 96.9, None, None, None, 0.0, 0.0, 0.1, -0.2, 1015.2, 0.3, 0.0, 878.0, 0.2, 97.0, None,2022-03-01 08:00:00, 87.0, 87.1, 878.0,9
None, 1.522, 96.6, None, None, None, 0.0, 1.0, 1.5, -0.2, 1015.0, 1.5, 1.0, 878.0, 1.7, 97.0, None,2022-03-01 09:00:00, 87.0, 87.2, 878.0,9
None, 2.768, 96.3, None, None, None, 1.0, 2.0, 2.8, -0.2, 1014.8, 0.2, 2.0, 878.0, 2.8, 96.0, None,2022-03-01 10:00:00, 88.0, 87.9, 878.0,9
None, 4.253, 93.8, None, None, None, -1.0, 3.0, 4.3, -0.2, 1014.5, 0.2, 3.0, 878.0, 4.4, 94.0, None,2022-03-01 11:00:00, 86.0, 86.4, 878.0,9
None, 3.901, 93.5, None, None, None, -2.0, 3.0, 3.9, -0.2, 1015.7, 0.0, 3.0, 879.0, 4.5, 94.0, None,2022-03-01 12:00:00, 85.0, 84.7, 879.0,9
None, 3.48, 92.8, None, None, None, -1.0, 2.0, 3.5, -0.2, 1014.6, -0.1, 2.0, 878.0, 4.5, 93.0, None,2022-03-01 13:00:00, 84.0, 83.6, 878.0,9
None, 2.179, 95.4, None, None, None, 0.0, 2.0, 2.2, -0.2, 1014.9, -0.9, 2.0, 878.0, 4.5, 95.0, None,2022-03-01 14:00:00, 83.0, 83.3, 878.0,9
None, 1.65, 96.0, None, None, None, -1.0, 1.0, 1.7, -0.2, 1016.1, 2.1, 1.0, 879.0, 4.5, 96.0, None,2022-03-01 15:00:00, 82.0, 82.1, 879.0,9
None, 1.516, 96.4, None, None, None, -1.0, 1.0, 1.5, -0.2, 1016.1, 1.1, 1.0, 879.0, 4.5, 96.0, None,2022-03-01 16:00:00, 81.0, 81.2, 879.0,9
None, 1.324, 96.5, None, None, None, 0.0, 1.0, 1.3, -0.2, 1017.3, 0.1, 1.0, 880.0, 4.5, 97.0, None,2022-03-01 17:00:00, 81.0, 80.9, 880.0,9
None, 0.61, 96.6, None, None, None, 0.0, 0.0, 0.6, -0.2, 1017.4, -0.2, 0.0, 880.0, 4.5, 97.0, None,2022-03-01 18:00:00, 81.0, 80.9, 880.0,9
None, 0.382, 96.7, None, None, None, 0.0, 0.0, 0.4, 0.4, 1017.5, 0.0, 0.0, 880.0, 0.7, 97.0, None,2022-03-01 19:00:00, 81.0, 81.1, 880.0,9
None, 0.189, 97.1, None, None, None, 1.0, 0.0, 0.2, 0.2, 1018.6, 0.0, 0.0, 881.0, 0.7, 97.0, None,2022-03-01 20:00:00, 81.0, 81.4, 881.0,9
None, -0.115, 97.2, None, None, None, 0.0, 0.0, -0.1, -0.1, 1018.4, 0.0, 0.0, 881.0, 0.7, 97.0, None,2022-03-01 21:00:00, 81.0, 81.4, 881.0,9
None, -0.046, 97.1, None, None, None, 0.0, 0.0, 0.0, -0.1, 1019.4, 0.0, 0.0, 882.0, 0.7, 97.0, None,2022-03-01 22:00:00, 81.0, 81.4, 882.0,9
None, 0.158, 97.3, None, None, None, 0.0, 0.0, 0.2, -0.1, 1019.1, 0.2, 0.0, 882.0, 0.7, 97.0, None,2022-03-01 23:00:00, 81.0, 81.4, 882.0,9
None, 0.099, 97.2, None, None, None, 0.0, 0.0, 0.1, -0.1, 1019.2, 1.6, 0.0, 882.0, 0.7, 97.0, None,2022-03-02 00:00:00, 82.0, 81.6, 882.0,9
None, 0.096, 97.0, None, None, None, 0.0, 0.0, 0.1, -0.1, 1019.3, 1.1, 0.0, 882.0, 0.7, 97.0, None,2022-03-02 01:00:00, 81.0, 81.1, 882.0,9
None, 0.049, 97.3, None, None, None, 1.0, 0.0, 0.0, -0.1, 1019.5, 0.6, 0.0, 882.0, 0.7, 97.0, None,2022-03-02 02:00:00, 81.0, 81.4, 882.0,9
None, 0.055, 97.4, None, None, None, 0.0, 0.0, 0.1, -0.1, 1019.5, 0.0, 0.0, 882.0, 0.7, 97.0, None,2022-03-02 03:00:00, 81.0, 81.3, 882.0,9
None, 0.028, 97.6, None, None, None, 0.0, 0.0, 0.0, -0.1, 1019.6, 0.0, 0.0, 882.0, 0.7, 98.0, None,2022-03-02 04:00:00, 81.0, 81.2, 882.0,9
None, -0.041, 97.3, None, None, None, 0.0, 0.0, 0.0, -0.1, 1019.6, 0.0, 0.0, 882.0, 0.7, 97.0, None,2022-03-02 05:00:00, 81.0, 81.1, 882.0,9
None, -0.331, 97.6, None, None, None, 0.0, -1.0, -0.3, -0.4, 1019.8, 0.0, -1.0, 882.0, 0.7, 98.0, None,2022-03-02 06:00:00, 81.0, 81.1, 882.0,9
None, -0.184, 97.7, None, None, None, 0.0, 0.0, -0.2, -0.3, 1019.8, 0.0, 0.0, 882.0, -0.1, 98.0, None,2022-03-02 07:00:00, 81.0, 81.1, 882.0,9
None, 0.153, 97.7, None, None, None, 0.0, 0.0, 0.2, -0.3, 1019.8, 0.2, 0.0, 882.0, 0.1, 98.0, None,2022-03-02 08:00:00, 81.0, 81.1, 882.0,9
None, 1.804, 96.8, None, None, None, 0.0, 1.0, 1.8, -0.3, 1019.6, 0.4, 1.0, 882.0, 1.8, 97.0, None,2022-03-02 09:00:00, 81.0, 80.8, 882.0,9
None, 2.821, 96.0, None, None, None, 0.0, 2.0, 2.8, -0.3, 1019.4, 1.2, 2.0, 882.0, 3.5, 96.0, None,2022-03-02 10:00:00, 81.0, 80.9, 882.0,9
