TempC,SolarRadiationWm,RH,WindSpeedms,Pressurembar,Rainmm,GustSpeedms,time,WindDirection,DewPtC,week_of_year
0.715, 0.6,75.6,1.76,882.15,0.0,3.02,2018-04-30 00:00:00,214.8,-3.1,18
1.534, 0.6,66.4,2.27,881.85,0.0,4.28,2018-04-30 01:00:00,228.8,-4.0,18
1.099, 0.6,65.6,2.52,881.55,0.0,4.03,2018-04-30 02:00:00,231.6,-4.6,18
1.48, 0.6,64.5,2.27,881.45,0.0,3.53,2018-04-30 03:00:00,224.6,-4.5,18
2.289, 1.9,58.0,2.01,881.25,0.0,4.03,2018-04-30 04:00:00,224.6,-5.1,18
4.506, 25.6,55.1,2.01,881.05,0.0,5.29,2018-04-30 05:00:00,224.6,-3.7,18
5.745, 84.4,44.5,3.27,880.85,0.0,7.05,2018-04-30 06:00:00,244.3,-5.4,18
7.217, 231.9,41.4,3.02,880.55,0.0,7.81,2018-04-30 07:00:00,231.6,-5.0,18
8.767, 368.1,36.6,4.28,880.25,0.0,8.56,2018-04-30 08:00:00,241.5,-5.3,18
10.443, 495.6,33.3,5.04,879.85,0.0,8.81,2018-04-30 09:00:00,248.5,-5.0,18
10.247, 618.1,31.9,5.54,879.65,0.0,10.83,2018-04-30 10:00:00,240.1,-5.7,18
10.834, 698.1,32.2,5.29,879.25,0.0,10.07,2018-04-30 11:00:00,248.5,-5.1,18
10.736, 685.6,34.2,5.04,879.15,0.0,10.07,2018-04-30 12:00:00,247.1,-4.4,18
8.742, 351.9,37.3,5.54,878.55,0.0,12.84,2018-04-30 13:00:00,247.1,-5.0,18
8.07, 231.9,42.0,6.55,877.85,0.0,14.61,2018-04-30 14:00:00,249.9,-4.1,18
8.593, 184.4,43.3,6.55,877.45,0.0,14.1,2018-04-30 15:00:00,248.5,-3.2,18
8.519, 83.1,41.0,4.78,877.85,0.0,11.33,2018-04-30 16:00:00,259.7,-4.0,18
7.569, 90.6,40.0,5.79,878.35,0.0,11.84,2018-04-30 17:00:00,275.2,-5.2,18
7.519, 79.4,42.2,4.78,878.55,0.0,10.58,2018-04-30 18:00:00,275.2,-4.5,18
6.535, 3.1,43.4,3.78,879.25,0.0,9.32,2018-04-30 19:00:00,273.8,-5.0,18
6.458, 0.6,45.9,2.27,880.05,0.0,5.54,2018-04-30 20:00:00,278.0,-4.3,18
4.792, 0.6,55.7,1.26,881.05,0.0,3.78,2018-04-30 21:00:00,355.2,-3.3,18
4.141, 0.6,67.0,0.76,881.85,0.0,3.27,2018-04-30 22:00:00,344.0,-1.4,18
2.45, 0.6,72.3,0.5,882.05,0.0,3.53,2018-04-30 23:00:00,297.6,-2.0,18
2.074, 0.6,77.7,0.0,882.55,0.0,1.26,2018-05-01 00:00:00,254.1,-1.4,18
2.262, 0.6,77.0,0.25,883.15,0.0,2.77,2018-05-01 01:00:00,303.2,-1.4,18
