pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, 11.46,60.56, None, None,63.75,1.507,311.5, None, None, None, None, None, None, 4.0,893.0, None, None, None,2018-05-21 00:00:00, None, 0.638, None,21
None, 10.46,66.92, None, None,52.35,3.332,6.179, None, None, None, None, None, None, 5.0,893.0, None, None, None,2018-05-21 01:00:00, None, 0.677, None,21
None, 9.81,68.47, None, None,61.0,1.074,305.1, None, None, None, None, None, None, 4.0,894.0, None, None, None,2018-05-21 02:00:00, None, 0.663, None,21
None, 8.66,73.9, None, None,52.5,1.715,160.7, None, None, None, None, None, None, 4.0,894.0, None, None, None,2018-05-21 03:00:00, None, 0.6, None,21
None, 7.81,75.3, None, None,60.94,1.361,291.4, None, None, None, None, None, None, 4.0,894.0, None, None, None,2018-05-21 04:00:00, None, 0.428, None,21
None, 7.1,80.9, None, None,25.34,3.628,142.0, None, None, None, None, None, None, 4.0,894.0, None, None, None,2018-05-21 05:00:00, None, 0.293, None,21
None, 6.773,82.4, None, None,45.26,1.638,300.0, None, None, None, None, None, None, 4.0,894.0, None, None, None,2018-05-21 06:00:00, None, 0.061, None,21
None, 7.75,78.9, None, None,60.22,0.823,15.8, None, None, None, None, None, None, 4.0,894.0, None, None, None,2018-05-21 07:00:00, None, 0.085, None,21
None, 8.78,74.8, None, None,38.99,2.203,150.8, None, None, None, None, None, None, 5.0,894.0, None, None, None,2018-05-21 08:00:00, None, 0.401, None,21
None, 10.14,67.12, None, None,33.41,3.27,133.8, None, None, None, None, None, None, 4.0,894.0, None, None, None,2018-05-21 09:00:00, None, 0.938, None,21
