pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,MAX_TEMP,week_of_year
708.0, 523.0, None, None,2016-02-05 00:00:00,-7.5, None, None,6
708.0, 523.0, None, None,2016-02-05 01:00:00,-8.6, None, None,6
709.0, 523.0, None, None,2016-02-05 02:00:00,-8.0, None, None,6
709.0, 523.0, None, None,2016-02-05 03:00:00,-8.3, None, None,6
709.0, 523.0, None, None,2016-02-05 04:00:00,-8.6, None, None,6
709.0, 523.0, None, None,2016-02-05 05:00:00,-8.2, None, None,6
709.0, 523.0, None, None,2016-02-05 06:00:00,-8.6, None, None,6
709.0, 523.0, None, None,2016-02-05 07:00:00,-8.3, None, None,6
709.0, 524.0, None, None,2016-02-05 08:00:00,-8.8, None, None,6
709.0, 525.0, None, None,2016-02-05 09:00:00,-8.9, None, None,6
709.0, 525.0, None, None,2016-02-05 10:00:00,-8.4, None, None,6
708.0, 525.0, None, None,2016-02-05 11:00:00,-8.1, None, None,6
708.0, 525.0, None, None,2016-02-05 12:00:00,-7.8, None, None,6
708.0, 525.0, None, None,2016-02-05 13:00:00,-7.6, None, None,6
708.0, 525.0, None, None,2016-02-05 14:00:00,-7.4, None, None,6
708.0, 528.0, None, None,2016-02-05 15:00:00,-7.3, None, None,6
708.0, 528.0, None, None,2016-02-05 16:00:00,-6.5, None, None,6
707.0, 528.0, None, None,2016-02-05 17:00:00,-5.9, None, None,6
707.0, 529.0, None, None,2016-02-05 18:00:00,-5.7, None, None,6
707.0, 530.0, None, None,2016-02-05 19:00:00,-5.4, None, None,6
706.0, 531.0, None, None,2016-02-05 20:00:00,-5.2, None, None,6
710.0, 532.0, None, None,2016-02-05 21:00:00,-5.3, None, None,6
713.0, 534.0, None, None,2016-02-05 22:00:00,-4.4, None, None,6
715.0, 535.0, None, None,2016-02-05 23:00:00,-5.5, None, None,6
715.0, 537.0, None, None,2016-02-06 00:00:00,-6.1, None, None,6
719.0, 539.0, None, None,2016-02-06 01:00:00,-6.2, None, None,6
720.0, 540.0, None, None,2016-02-06 02:00:00,-6.0, None, None,6
721.0, 541.0, None, None,2016-02-06 03:00:00,-5.6, None, None,6
721.0, 542.0, None, None,2016-02-06 04:00:00,-4.2, None, None,6
721.0, 543.0, None, None,2016-02-06 05:00:00,-4.0, None, None,6
721.0, 544.0, None, None,2016-02-06 06:00:00,-4.3, None, None,6
722.0, 545.0, None, None,2016-02-06 07:00:00,-4.2, None, None,6
722.0, 546.0, None, None,2016-02-06 08:00:00,-5.1, None, None,6
723.0, 547.0, None, None,2016-02-06 09:00:00,-4.7, None, None,6
725.0, 549.0, None, None,2016-02-06 10:00:00,-4.6, None, None,6
725.0, 550.0, None, None,2016-02-06 11:00:00,-4.8, None, None,6
726.0, 550.0, None, None,2016-02-06 12:00:00,-6.8, None, None,6
726.0, 551.0, None, None,2016-02-06 13:00:00,-7.5, None, None,6
727.0, 551.0, None, None,2016-02-06 14:00:00,-7.8, None, None,6
727.0, 551.0, None, None,2016-02-06 15:00:00,-8.4, None, None,6
727.0, 552.0, None, None,2016-02-06 16:00:00,-8.7, None, None,6
728.0, 555.0, None, None,2016-02-06 17:00:00,-8.8, None, None,6
728.0, 555.0, None, None,2016-02-06 18:00:00,-9.1, None, None,6
728.0, 556.0, None, None,2016-02-06 19:00:00,-9.4, None, None,6
727.0, 557.0, None, None,2016-02-06 20:00:00,-9.5, None, None,6
728.0, 557.0, None, None,2016-02-06 21:00:00,-9.3, None, None,6
727.0, 558.0, None, None,2016-02-06 22:00:00,-9.4, None, None,6
728.0, 558.0, None, None,2016-02-06 23:00:00,-9.1, None, None,6
728.0, 558.0, None, None,2016-02-07 00:00:00,-9.2, None, None,6
729.0, 558.0, None, None,2016-02-07 01:00:00,-9.3, None, None,6
729.0, 558.0, None, None,2016-02-07 02:00:00,-9.4, None, None,6
730.0, 558.0, None, None,2016-02-07 03:00:00,-9.6, None, None,6
730.0, 558.0, None, None,2016-02-07 04:00:00,-9.5, None, None,6
730.0, 558.0, None, None,2016-02-07 05:00:00,-9.6, None, None,6
731.0, 558.0, None, None,2016-02-07 06:00:00,-9.9, None, None,6
732.0, 558.0, None, None,2016-02-07 07:00:00,-9.8, None, None,6
732.0, 558.0, None, None,2016-02-07 08:00:00,-10.1, None, None,6
732.0, 558.0, None, None,2016-02-07 09:00:00,-10.3, None, None,6
733.0, 558.0, None, None,2016-02-07 10:00:00,-10.5, None, None,6
734.0, 558.0, None, None,2016-02-07 11:00:00,-11.0, None, None,6
734.0, 558.0, None, None,2016-02-07 12:00:00,-11.2, None, None,6
734.0, 558.0, None, None,2016-02-07 13:00:00,-11.1, None, None,6
735.0, 558.0, None, None,2016-02-07 14:00:00,-11.0, None, None,6
735.0, 558.0, None, None,2016-02-07 15:00:00,-12.2, None, None,6
734.0, 558.0, None, None,2016-02-07 16:00:00,-10.8, None, None,6
729.0, 558.0, None, None,2016-02-07 17:00:00,-6.5, None, None,6
729.0, 558.0, None, None,2016-02-07 18:00:00,-7.5, None, None,6
728.0, 558.0, None, None,2016-02-07 19:00:00,-7.9, None, None,6
728.0, 558.0, None, None,2016-02-07 20:00:00,-7.5, None, None,6
728.0, 558.0, None, None,2016-02-07 21:00:00,-7.6, None, None,6
728.0, 559.0, None, None,2016-02-07 22:00:00,-8.2, None, None,6
728.0, 559.0, None, None,2016-02-07 23:00:00,-8.6, None, None,6
729.0, 559.0, None, None,2016-02-08 00:00:00,-8.6, None, None,6
