pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, None,-13.6, 26.12, None, None, None, None, None, None, None, None, None, None, None, None, None, -27.0, None, None, None, None, None,2019-10-29 00:00:00, None, None, None, None,44
None, None,-13.97, 27.82, None, None, None, None, None, None, None, None, None, None, None, None, None, -27.0, None, None, None, None, None,2019-10-29 01:00:00, None, None, None, None,44
None, None,-14.02, 26.73, None, None, None, None, None, None, None, None, None, None, None, None, None, -28.0, None, None, None, None, None,2019-10-29 02:00:00, None, None, None, None,44
None, None,-14.08, 26.92, None, None, None, None, None, None, None, None, None, None, None, None, None, -28.0, None, None, None, None, None,2019-10-29 03:00:00, None, None, None, None,44
None, None,-14.48, 27.39, None, None, None, None, None, None, None, None, None, None, None, None, None, -28.0, None, None, None, None, None,2019-10-29 04:00:00, None, None, None, None,44
None, None,-14.45, 26.14, None, None, None, None, None, None, None, None, None, None, None, None, None, -28.0, None, None, None, None, None,2019-10-29 05:00:00, None, None, None, None,44
None, None,-14.5, 25.79, None, None, None, None, None, None, None, None, None, None, None, None, None, -28.0, None, None, None, None, None,2019-10-29 06:00:00, None, None, None, None,44
None, None,-14.52, 25.61, None, None, None, None, None, None, None, None, None, None, None, None, None, -28.0, None, None, None, None, None,2019-10-29 07:00:00, None, None, None, None,44
None, None,-14.54, 25.56, None, None, None, None, None, None, None, None, None, None, None, None, None, -29.0, None, None, None, None, None,2019-10-29 08:00:00, None, None, None, None,44
None, None,-14.6, 25.39, None, None, None, None, None, None, None, None, None, None, None, None, None, -29.0, None, None, None, None, None,2019-10-29 09:00:00, None, None, None, None,44
None, None,-8.08, 23.49, None, None, None, None, None, None, None, None, None, None, None, None, None, -24.0, None, None, None, None, None,2019-10-29 11:00:00, None, None, None, None,44
None, None,-6.847, 23.43, None, None, None, None, None, None, None, None, None, None, None, None, None, -23.0, None, None, None, None, None,2019-10-29 12:00:00, None, None, None, None,44
None, None,-5.505, 22.47, None, None, None, None, None, None, None, None, None, None, None, None, None, -22.0, None, None, None, None, None,2019-10-29 13:00:00, None, None, None, None,44
None, None,-4.855, 22.09, None, None, None, None, None, None, None, None, None, None, None, None, None, -21.0, None, None, None, None, None,2019-10-29 14:00:00, None, None, None, None,44
None, None,-4.661, 22.04, None, None, None, None, None, None, None, None, None, None, None, None, None, -21.0, None, None, None, None, None,2019-10-29 15:00:00, None, None, None, None,44
None, None,-6.703, 22.77, None, None, None, None, None, None, None, None, None, None, None, None, None, -23.0, None, None, None, None, None,2019-10-29 17:00:00, None, None, None, None,44
None, None,-7.95, 22.96, None, None, None, None, None, None, None, None, None, None, None, None, None, -24.0, None, None, None, None, None,2019-10-29 18:00:00, None, None, None, None,44
None, None,-9.22, 23.47, None, None, None, None, None, None, None, None, None, None, None, None, None, -25.0, None, None, None, None, None,2019-10-29 19:00:00, None, None, None, None,44
None, None,-9.58, 23.7, None, None, None, None, None, None, None, None, None, None, None, None, None, -25.0, None, None, None, None, None,2019-10-29 20:00:00, None, None, None, None,44
None, None,-9.76, 23.69, None, None, None, None, None, None, None, None, None, None, None, None, None, -25.0, None, None, None, None, None,2019-10-29 21:00:00, None, None, None, None,44
None, None,-10.34, 23.86, None, None, None, None, None, None, None, None, None, None, None, None, None, -25.0, None, None, None, None, None,2019-10-29 22:00:00, None, None, None, None,44
None, None,-10.2, 23.88, None, None, None, None, None, None, None, None, None, None, None, None, None, -25.0, None, None, None, None, None,2019-10-29 23:00:00, None, None, None, None,44
