pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,time,max_air_temp_snc_last_reset,MINIMUM_AIR_TEMPERATURE,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, None, 2.293, None,2019-10-29 00:00:00, None, None, None, None, None, None, None, None, None, None, None, -0.288,44
None, None, 0.577, None,2019-10-29 01:00:00, None, None, None, None, None, None, None, None, None, None, None, -0.356,44
None, None, -0.507, None,2019-10-29 02:00:00, None, None, None, None, None, None, None, None, None, None, None, -0.228,44
None, None, -0.229, None,2019-10-29 03:00:00, None, None, None, None, None, None, None, None, None, None, None, -0.182,44
None, None, -0.462, None,2019-10-29 04:00:00, None, None, None, None, None, None, None, None, None, None, None, -0.226,44
None, None, -1.132, None,2019-10-29 05:00:00, None, None, None, None, None, None, None, None, None, None, None, -0.139,44
None, None, -0.938, None,2019-10-29 06:00:00, None, None, None, None, None, None, None, None, None, None, None, -0.236,44
None, None, -1.421, None,2019-10-29 07:00:00, None, None, None, None, None, None, None, None, None, None, None, -0.237,44
None, None, -1.63, None,2019-10-29 08:00:00, None, None, None, None, None, None, None, None, None, None, None, -0.112,44
None, None, -1.738, None,2019-10-29 09:00:00, None, None, None, None, None, None, None, None, None, None, None, -0.139,44
None, None, -1.7, None,2019-10-29 10:00:00, None, None, None, None, None, None, None, None, None, None, None, -0.238,44
None, None, -1.55, None,2019-10-29 11:00:00, None, None, None, None, None, None, None, None, None, None, None, -0.128,44
None, None, 2.222, None,2019-10-29 12:00:00, None, None, None, None, None, None, None, None, None, None, None, -0.403,44
None, None, 3.217, None,2019-10-29 13:00:00, None, None, None, None, None, None, None, None, None, None, None, -0.367,44
None, None, 3.326, None,2019-10-29 14:00:00, None, None, None, None, None, None, None, None, None, None, None, -0.12,44
None, None, 3.703, None,2019-10-29 15:00:00, None, None, None, None, None, None, None, None, None, None, None, -0.108,44
