pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,time,max_air_temp_snc_last_reset,MINIMUM_AIR_TEMPERATURE,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, None, -2.101, None, None,2019-10-29 00:00:00, None, None, None, None, None, None, None, None, None, None, None, -1.344,44
None, None, -2.297, None, None,2019-10-29 01:00:00, None, None, None, None, None, None, None, None, None, None, None, -1.295,44
None, None, -2.614, None, None,2019-10-29 02:00:00, None, None, None, None, None, None, None, None, None, None, None, -1.384,44
None, None, -2.889, None, None,2019-10-29 03:00:00, None, None, None, None, None, None, None, None, None, None, None, -1.317,44
None, None, -2.87, None, None,2019-10-29 04:00:00, None, None, None, None, None, None, None, None, None, None, None, -1.25,44
None, None, -2.669, None, None,2019-10-29 05:00:00, None, None, None, None, None, None, None, None, None, None, None, -1.171,44
None, None, -2.749, None, None,2019-10-29 06:00:00, None, None, None, None, None, None, None, None, None, None, None, -1.146,44
None, None, -2.79, None, None,2019-10-29 07:00:00, None, None, None, None, None, None, None, None, None, None, None, -1.125,44
None, None, -2.93, None, None,2019-10-29 08:00:00, None, None, None, None, None, None, None, None, None, None, None, -1.139,44
None, None, -2.938, None, None,2019-10-29 09:00:00, None, None, None, None, None, None, None, None, None, None, None, -1.156,44
None, None, -2.76, None, None,2019-10-29 10:00:00, None, None, None, None, None, None, None, None, None, None, None, -1.084,44
None, None, -2.65, None, None,2019-10-29 11:00:00, None, None, None, None, None, None, None, None, None, None, None, -1.097,44
None, None, -2.16, None, None,2019-10-29 12:00:00, None, None, None, None, None, None, None, None, None, None, None, -1.038,44
None, None, -1.723, None, None,2019-10-29 13:00:00, None, None, None, None, None, None, None, None, None, None, None, -1.004,44
None, None, -1.008, None, None,2019-10-29 14:00:00, None, None, None, None, None, None, None, None, None, None, None, -1.074,44
None, None, -0.434, None, None,2019-10-29 15:00:00, None, None, None, None, None, None, None, None, None, None, None, -1.089,44
None, None, 0.172, None, None,2019-10-29 16:00:00, None, None, None, None, None, None, None, None, None, None, None, -1.067,44
None, None, 0.888, None, None,2019-10-29 17:00:00, None, None, None, None, None, None, None, None, None, None, None, -1.156,44
None, None, 0.837, None, None,2019-10-29 18:00:00, None, None, None, None, None, None, None, None, None, None, None, -1.21,44
None, None, 0.233, None, None,2019-10-29 19:00:00, None, None, None, None, None, None, None, None, None, None, None, -1.29,44
None, None, -0.238, None, None,2019-10-29 20:00:00, None, None, None, None, None, None, None, None, None, None, None, -1.215,44
None, None, -0.476, None, None,2019-10-29 21:00:00, None, None, None, None, None, None, None, None, None, None, None, -1.187,44
None, None, -0.54, None, None,2019-10-29 22:00:00, None, None, None, None, None, None, None, None, None, None, None, -1.16,44
None, None, -0.633, None, None,2019-10-29 23:00:00, None, None, None, None, None, None, None, None, None, None, None, -1.068,44
None, None, -0.754, None, None,2019-10-30 00:00:00, None, None, None, None, None, None, None, None, None, None, None, -1.129,44
None, None, -0.67, None, None,2019-10-30 01:00:00, None, None, None, None, None, None, None, None, None, None, None, -1.102,44
None, None, -0.63, None, None,2019-10-30 02:00:00, None, None, None, None, None, None, None, None, None, None, None, -1.113,44
None, None, -0.61, None, None,2019-10-30 03:00:00, None, None, None, None, None, None, None, None, None, None, None, -1.121,44
None, None, -0.641, None, None,2019-10-30 04:00:00, None, None, None, None, None, None, None, None, None, None, None, -1.209,44
None, None, -0.66, None, None,2019-10-30 05:00:00, None, None, None, None, None, None, None, None, None, None, None, -1.192,44
None, None, -0.64, None, None,2019-10-30 06:00:00, None, None, None, None, None, None, None, None, None, None, None, -1.21,44
None, None, -0.672, None, None,2019-10-30 07:00:00, None, None, None, None, None, None, None, None, None, None, None, -1.189,44
None, None, -0.668, None, None,2019-10-30 08:00:00, None, None, None, None, None, None, None, None, None, None, None, -0.605,44
None, None, -0.56, None, None,2019-10-30 09:00:00, None, None, None, None, None, None, None, None, None, None, None, -0.214,44
None, None, -0.5, None, None,2019-10-30 10:00:00, None, None, None, None, None, None, None, None, None, None, None, -0.375,44
None, None, -0.43, None, None,2019-10-30 11:00:00, None, None, None, None, None, None, None, None, None, None, None, -0.679,44
None, None, -0.096, None, None,2019-10-30 12:00:00, None, None, None, None, None, None, None, None, None, None, None, -0.896,44
None, None, 0.33, None, None,2019-10-30 13:00:00, None, None, None, None, None, None, None, None, None, None, None, -0.24,44
None, None, 0.834, None, None,2019-10-30 14:00:00, None, None, None, None, None, None, None, None, None, None, None, -0.468,44
None, None, 0.964, None, None,2019-10-30 15:00:00, None, None, None, None, None, None, None, None, None, None, None, -0.719,44
None, None, 1.427, None, None,2019-10-30 16:00:00, None, None, None, None, None, None, None, None, None, None, None, -1.161,44
None, None, 1.47, None, None,2019-10-30 17:00:00, None, None, None, None, None, None, None, None, None, None, None, -1.145,44
None, None, 1.048, None, None,2019-10-30 18:00:00, None, None, None, None, None, None, None, None, None, None, None, -1.382,44
None, None, 0.869, None, None,2019-10-30 19:00:00, None, None, None, None, None, None, None, None, None, None, None, -1.172,44
