CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, 10.59, 48.63, None, None, None, None, 61.34, None, 1.402, 323.3, 0.0, None, 10.6, 10.6, None, None, None, 11.6, None, None, 49.0, None,2022-10-08 00:00:00, None, None, None,41
None, 10.13, 49.98, None, None, None, None, 30.93, None, 2.292, 333.3, 0.0, None, 10.1, 10.0, None, None, None, 11.6, None, None, 50.0, None,2022-10-08 01:00:00, None, None, None,41
None, 10.29, 49.23, None, None, None, None, 59.7, None, 1.109, 252.9, 0.0, None, 10.3, 10.0, None, None, None, 11.6, None, None, 49.0, None,2022-10-08 02:00:00, None, None, None,41
None, 9.55, 53.83, None, None, None, None, 49.35, None, 1.156, 89.8, 1.0, None, 9.6, 9.4, None, None, None, 11.6, None, None, 54.0, None,2022-10-08 03:00:00, None, None, None,41
None, 9.69, 53.02, None, None, None, None, 50.84, None, 0.376, 124.4, 1.0, None, 9.7, 9.4, None, None, None, 11.6, None, None, 53.0, None,2022-10-08 04:00:00, None, None, None,41
None, 10.0, 52.11, None, None, None, None, 57.16, None, 0.657, 342.9, 1.0, None, 10.0, 9.2, None, None, None, 11.6, None, None, 52.0, None,2022-10-08 05:00:00, None, None, None,41
None, 8.95, 53.47, None, None, None, None, 63.45, None, 0.567, 114.5, 0.0, None, 9.0, 8.8, None, None, None, 11.6, None, None, 53.0, None,2022-10-08 06:00:00, None, None, None,41
None, None, 51.85, None, None, None, None, 9.84, None, None, 21.26, 0.0, None, 9.2, 6999.0, None, None, None, None, None, None, 52.0, None,2022-10-08 07:00:00, None, None, None,41
None, 10.99, 52.06, None, None, None, None, 28.54, None, 1.465, 30.23, 2.0, None, 11.0, 9.2, None, None, None, 10.9, None, None, 52.0, None,2022-10-08 08:00:00, None, None, None,41
None, 11.96, 47.14, None, None, None, None, 44.83, None, 1.816, 347.8, 1.0, None, 12.0, 9.2, None, None, None, 12.1, None, None, 47.0, None,2022-10-08 09:00:00, None, None, None,41
None, 13.35, 45.61, None, None, None, None, 63.67, None, 1.09, 329.1, 2.0, None, 13.4, 9.2, None, None, None, 13.2, None, None, 46.0, None,2022-10-08 10:00:00, None, None, None,41
None, 13.2, 46.64, None, None, None, None, 65.38, None, 1.294, 290.0, 2.0, None, 13.2, 9.2, None, None, None, 13.9, None, None, 47.0, None,2022-10-08 11:00:00, None, None, None,41
None, 14.09, 47.26, None, None, None, None, 51.54, None, 2.263, 267.2, 3.0, None, 14.1, 9.2, None, None, None, 14.3, None, None, 47.0, None,2022-10-08 12:00:00, None, None, None,41
None, 14.21, 44.78, None, None, None, None, 41.31, None, 2.808, 252.8, 2.0, None, 14.2, 9.2, None, None, None, 14.8, None, None, 45.0, None,2022-10-08 13:00:00, None, None, None,41
None, 14.52, 42.0, None, None, None, None, 44.58, None, 3.424, 291.3, 2.0, None, 14.5, 9.2, None, None, None, 14.9, None, None, 42.0, None,2022-10-08 14:00:00, None, None, None,41
