pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, None, None, None, None, None, None, 52.25, None, 0.101, 148.6, None, None, None, None, None, None, None, None,2022-10-08 00:00:00, None, None,41
None, None, None, None, None, None, None, 62.07, None, 0.064, 153.9, None, None, None, None, None, None, None, None,2022-10-08 01:00:00, None, None,41
None, None, None, None, None, None, None, 29.08, None, 0.14, 130.2, None, None, None, None, None, None, None, None,2022-10-08 02:00:00, None, None,41
None, None, None, None, None, None, None, 30.73, None, 1.388, 132.1, None, None, None, None, None, None, None, None,2022-10-08 03:00:00, None, None,41
None, None, None, None, None, None, None, 31.0, None, 2.088, 94.7, None, None, None, None, None, None, None, None,2022-10-08 04:00:00, None, None,41
None, None, None, None, None, None, None, 31.83, None, 1.86, 92.7, None, None, None, None, None, None, None, None,2022-10-08 05:00:00, None, None,41
None, None, None, None, None, None, None, 30.27, None, 1.635, 109.6, None, None, None, None, None, None, None, None,2022-10-08 06:00:00, None, None,41
None, None, None, None, None, None, None, 36.17, None, 3.856, 94.7, None, None, None, None, None, None, None, None,2022-10-08 07:00:00, None, None,41
None, None, None, None, None, None, None, 53.03, None, 3.523, 72.73, None, None, None, None, None, None, None, None,2022-10-08 08:00:00, None, None,41
None, None, None, None, None, None, None, 41.15, None, 2.915, 101.5, None, None, None, None, None, None, None, None,2022-10-08 09:00:00, None, None,41
None, None, None, None, None, None, None, 21.29, None, 9.5, 130.3, None, None, None, None, None, None, None, None,2022-10-08 10:00:00, None, None,41
None, None, None, None, None, None, None, 14.12, None, 12.62, 148.3, None, None, None, None, None, None, None, None,2022-10-08 11:00:00, None, None,41
None, None, None, None, None, None, None, 16.54, None, 11.84, 137.8, None, None, None, None, None, None, None, None,2022-10-08 12:00:00, None, None,41
None, None, None, None, None, None, None, 17.52, None, 10.38, 134.0, None, None, None, None, None, None, None, None,2022-10-08 13:00:00, None, None,41
None, None, None, None, None, None, None, 26.92, None, 8.56, 139.7, None, None, None, None, None, None, None, None,2022-10-08 14:00:00, None, None,41
None, None, None, None, None, None, None, 27.45, None, 4.467, 215.1, None, None, None, None, None, None, None, None,2022-10-08 15:00:00, None, None,41
