ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year
32.6,32.6,12.5,0.0,2016-07-08,0.0,16.0,28
3.0,3.0,12.5,0.0,2016-07-09,0.0,19.5,28
2.2,2.2,10.5,0.0,2016-07-10,0.0,21.5,28
2.2,2.2,12.0,0.0,2016-07-11,0.0,19.5,28
2.0,2.0,13.0,0.0,2016-07-13,0.0,21.0,28
