snw_dpth_wtr_equiv,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,snw_dpth,MAX_TEMP,week_of_year
-568.0, None,2022-04-16 00:00:00,-5.4, None, None, None,16
-568.0, None,2022-04-16 01:00:00,-6.0, None, None, None,16
-568.0, None,2022-04-16 02:00:00,-5.6, None, None, None,16
-568.0, None,2022-04-16 03:00:00,-5.8, None, None, None,16
-568.0, None,2022-04-16 04:00:00,-5.9, None, None, None,16
-568.0, None,2022-04-16 05:00:00,-6.8, None, None, None,16
-568.0, None,2022-04-16 06:00:00,-6.8, None, None, None,16
-568.0, None,2022-04-16 07:00:00,-6.8, None, None, None,16
-568.0, None,2022-04-16 08:00:00,-7.1, None, None, None,16
-568.0, None,2022-04-16 09:00:00,-2.0, None, None, None,16
-568.0, None,2022-04-16 10:00:00,-2.0, None, None, None,16
-568.0, None,2022-04-16 11:00:00,-1.2, None, None, None,16
-568.0, None,2022-04-16 12:00:00,0.4, None, None, None,16
-568.0, None,2022-04-16 13:00:00,0.6, None, None, None,16
-568.0, None,2022-04-16 14:00:00,0.5, None, None, None,16
-568.0, None,2022-04-16 15:00:00,1.2, None, None, None,16
-568.0, None,2022-04-16 16:00:00,1.4, None, None, None,16
-568.0, None,2022-04-16 17:00:00,1.5, None, None, None,16
-568.0, None,2022-04-16 18:00:00,0.9, None, None, None,16
-568.0, None,2022-04-16 19:00:00,0.3, None, None, None,16
-568.0, None,2022-04-16 20:00:00,-1.4, None, None, None,16
-568.0, None,2022-04-16 21:00:00,-2.3, None, None, None,16
-568.0, None,2022-04-16 22:00:00,-2.4, None, None, None,16
-568.0, None,2022-04-16 23:00:00,-2.5, None, None, None,16
-568.0, None,2022-04-17 00:00:00,-2.7, None, None, None,16
-568.0, None,2022-04-17 01:00:00,-2.4, None, None, None,16
-568.0, None,2022-04-17 02:00:00,-2.8, None, None, None,16
-568.0, None,2022-04-17 03:00:00,-3.1, None, None, None,16
-568.0, None,2022-04-17 04:00:00,-3.0, None, None, None,16
-568.0, None,2022-04-17 05:00:00,-3.2, None, None, None,16
-568.0, None,2022-04-17 06:00:00,-3.0, None, None, None,16
-568.0, None,2022-04-17 07:00:00,-3.6, None, None, None,16
-568.0, None,2022-04-17 08:00:00,-2.4, None, None, None,16
-568.0, None,2022-04-17 09:00:00,-0.7, None, None, None,16
-568.0, None,2022-04-17 10:00:00,-0.3, None, None, None,16
-568.0, None,2022-04-17 11:00:00,0.3, None, None, None,16
-568.0, None,2022-04-17 12:00:00,1.6, None, None, None,16
-568.0, None,2022-04-17 13:00:00,2.0, None, None, None,16
-568.0, None,2022-04-17 14:00:00,2.1, None, None, None,16
-568.0, None,2022-04-17 15:00:00,2.1, None, None, None,16
-568.0, None,2022-04-17 16:00:00,2.9, None, None, None,16
-568.0, None,2022-04-17 17:00:00,2.1, None, None, None,16
-568.0, None,2022-04-17 18:00:00,1.3, None, None, None,16
-568.0, None,2022-04-17 19:00:00,0.4, None, None, None,16
-568.0, None,2022-04-17 20:00:00,-1.2, None, None, None,16
-568.0, None,2022-04-17 21:00:00,-2.4, None, None, None,16
-568.0, None,2022-04-17 22:00:00,-3.1, None, None, None,16
-568.0, None,2022-04-17 23:00:00,-4.5, None, None, None,16
-568.0, None,2022-04-18 00:00:00,-4.6, None, None, None,16
-568.0, None,2022-04-18 01:00:00,-5.7, None, None, None,16
-568.0, None,2022-04-18 02:00:00,-5.4, None, None, None,16
-568.0, None,2022-04-18 03:00:00,-6.3, None, None, None,16
-568.0, None,2022-04-18 04:00:00,-7.0, None, None, None,16
-568.0, None,2022-04-18 05:00:00,-7.4, None, None, None,16
-568.0, None,2022-04-18 06:00:00,-7.8, None, None, None,16
-568.0, None,2022-04-18 07:00:00,-7.5, None, None, None,16
-568.0, None,2022-04-18 08:00:00,-6.7, None, None, None,16
