ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year
0.6,0.6,8.5,0.0,2018-05-07,0.0,23.5,19
16.2,16.2,6.0,0.0,2018-05-08,0.0,23.5,19
3.2,3.2,11.0,0.0,2018-05-09,0.0,17.0,19
0.0,0.0,4.5,0.0,2018-05-10,0.0,18.0,19
0.0,0.0,4.5,0.0,2018-05-11,0.0,23.5,19
0.0,0.0,5.5,0.0,2018-05-12,0.0,23.5,19
0.0,0.0,6.0,0.0,2018-05-13,0.0,27.0,19
