RelativeHumidity,AirTemperature,time,Rain,week_of_year
60.0,14.6,2019-05-28 00:00:00,0.0,22
72.0,13.1,2019-05-28 00:15:00,0.0,22
82.0,10.9,2019-05-28 00:30:00,0.0,22
87.0,10.3,2019-05-28 00:45:00,0.0,22
88.0,10.0,2019-05-28 01:00:00,0.0,22
89.0,9.8,2019-05-28 01:15:00,0.0,22
88.0,9.8,2019-05-28 01:30:00,0.0,22
89.0,9.8,2019-05-28 01:45:00,0.0,22
87.0,9.8,2019-05-28 02:00:00,0.0,22
81.0,10.7,2019-05-28 02:15:00,0.0,22
87.0,10.6,2019-05-28 02:30:00,0.0,22
92.0,9.6,2019-05-28 02:45:00,0.0,22
90.0,9.5,2019-05-28 03:00:00,0.0,22
90.0,9.7,2019-05-28 03:15:00,0.0,22
82.0,10.6,2019-05-28 03:30:00,0.0,22
83.0,10.7,2019-05-28 03:45:00,0.0,22
83.0,10.7,2019-05-28 04:00:00,0.0,22
77.0,11.3,2019-05-28 04:15:00,0.0,22
69.0,12.7,2019-05-28 04:30:00,0.0,22
69.0,12.9,2019-05-28 04:45:00,0.0,22
70.0,12.7,2019-05-28 05:00:00,0.0,22
70.0,13.0,2019-05-28 05:15:00,0.0,22
72.0,12.8,2019-05-28 05:30:00,0.0,22
73.0,13.2,2019-05-28 05:45:00,0.0,22
75.0,12.8,2019-05-28 06:00:00,0.0,22
78.0,12.7,2019-05-28 06:15:00,0.0,22
80.0,12.3,2019-05-28 06:30:00,0.0,22
78.0,12.7,2019-05-28 06:45:00,0.0,22
79.0,12.7,2019-05-28 07:00:00,0.0,22
81.0,12.8,2019-05-28 07:15:00,0.0,22
80.0,12.6,2019-05-28 07:30:00,0.0,22
80.0,12.8,2019-05-28 07:45:00,0.0,22
82.0,12.8,2019-05-28 08:00:00,0.0,22
81.0,13.4,2019-05-28 08:15:00,0.0,22
77.0,13.8,2019-05-28 08:30:00,0.0,22
77.0,14.0,2019-05-28 08:45:00,0.0,22
72.0,14.6,2019-05-28 09:00:00,0.0,22
76.0,14.1,2019-05-28 09:15:00,0.0,22
71.0,15.0,2019-05-28 09:30:00,0.0,22
74.0,14.4,2019-05-28 09:45:00,0.0,22
75.0,14.3,2019-05-28 10:00:00,0.0,22
80.0,13.4,2019-05-28 10:15:00,0.0,22
81.0,13.2,2019-05-28 10:30:00,0.0,22
75.0,14.1,2019-05-28 10:45:00,0.0,22
77.0,14.6,2019-05-28 11:00:00,0.0,22
77.0,14.9,2019-05-28 11:15:00,0.0,22
