pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
None,7.49, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-05-14 00:00:00, None, None, None, None,20
None,7.27, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-05-14 02:00:00, None, None, None, None,20
None,6.782, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-05-14 03:00:00, None, None, None, None,20
None,6.178, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-05-14 04:00:00, None, None, None, None,20
None,5.854, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-05-14 05:00:00, None, None, None, None,20
None,5.873, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-05-14 06:00:00, None, None, None, None,20
None,4.91, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-05-14 07:00:00, None, None, None, None,20
None,4.597, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-05-14 08:00:00, None, None, None, None,20
None,3.563, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-05-14 09:00:00, None, None, None, None,20
None,3.506, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-05-14 10:00:00, None, None, None, None,20
None,3.591, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-05-14 11:00:00, None, None, None, None,20
None,3.98, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-05-14 12:00:00, None, None, None, None,20
None,3.535, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-05-14 13:00:00, None, None, None, None,20
None,3.554, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-05-14 14:00:00, None, None, None, None,20
None,3.866, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-05-14 15:00:00, None, None, None, None,20
