air_temp,CURRENT_AIR_TEMPERATURE1,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,HEIGHT_OF_SNOW,time,snw_dpth,dwpt_temp,stn_pres,week_of_year
-0.7, -0.726, -1.4, 0.0, 0.0, -0.6, 285.75,2020-02-26 00:00:00, 286.0, -50.0, 446.0,9
-1.1, -1.136, -1.4, 0.0, -2.0, -0.6, 284.08,2020-02-26 01:00:00, 284.0, -50.0, 448.0,9
-1.6, -1.556, -1.6, 0.0, 1.0, -0.6, 285.5,2020-02-26 02:00:00, 286.0, -50.0, 450.0,9
-1.7, -1.714, -1.7, 0.0, 4.0, -0.6, 289.47,2020-02-26 03:00:00, 289.0, -50.0, 451.0,9
-1.8, -1.836, -1.8, 0.0, 0.0, -0.6, 289.3,2020-02-26 04:00:00, 289.0, -50.0, 450.0,9
None, -1.817, None, None, None, None, 289.3,2020-02-26 05:00:00, None, None, None,9
-1.6, -1.566, -1.8, 0.0, -800.0, -0.6, 289.3,2020-02-26 06:00:00, 289.0, -50.0, 449.0,9
-1.4, -1.351, -1.6, 0.0, -800.0, -1.3, 289.3,2020-02-26 07:00:00, 289.0, -50.0, 450.0,9
-1.3, -1.286, -1.6, 0.0, -898.0, -1.2, 289.3,2020-02-26 08:00:00, 289.0, -50.0, 450.0,9
0.2, 0.243, -1.6, 0.0, -1.0, 0.3, 287.96,2020-02-26 09:00:00, 288.0, -53.0, 470.0,9
1.1, 1.147, -1.6, 0.0, -1.0, 1.4, 287.07,2020-02-26 10:00:00, 287.0, -52.0, 499.0,9
1.9, 1.874, -1.6, 0.0, 0.0, 2.1, 287.45,2020-02-26 11:00:00, 287.0, -52.0, 539.0,9
1.6, 1.575, -1.6, 0.0, 1.0, 2.4, 288.6,2020-02-26 12:00:00, 289.0, -52.0, 565.0,9
2.5, 2.489, -1.6, 0.0, 1.0, 2.5, 289.98,2020-02-26 13:00:00, 290.0, -52.0, 577.0,9
1.8, 1.807, -1.6, 0.0, -2.0, 2.5, 288.39,2020-02-26 14:00:00, 288.0, -52.0, 581.0,9
0.1, 0.141, -1.6, 0.0, 2.0, 2.5, 290.18,2020-02-26 15:00:00, 290.0, -53.0, 537.0,9
-0.7, -0.651, -1.6, 0.0, -2.0, 2.5, 288.1,2020-02-26 16:00:00, 288.0, -50.0, 500.0,9
-0.8, -0.828, -1.6, 0.0, 6.0, 2.5, 294.15,2020-02-26 17:00:00, 294.0, -50.0, 481.0,9
-0.7, -0.679, -1.6, 0.0, 0.0, 2.5, 294.56,2020-02-26 18:00:00, 295.0, -50.0, 473.0,9
-0.6, -0.642, -0.7, 0.0, 2.0, -0.6, 296.2,2020-02-26 19:00:00, 296.0, -50.0, 468.0,9
-0.4, -0.391, -0.7, 0.0, -800.0, -0.4, 296.2,2020-02-26 20:00:00, 296.0, -50.0, 466.0,9
-0.4, -0.437, -0.7, 0.0, -800.0, -0.3, 296.2,2020-02-26 21:00:00, 296.0, -50.0, 466.0,9
-0.2, -0.232, -0.7, 0.0, -897.0, 0.0, 296.2,2020-02-26 22:00:00, 296.0, -49.0, 465.0,9
-0.3, -0.26, -0.7, 0.0, -4.0, 0.0, 292.46,2020-02-26 23:00:00, 292.0, -49.0, 465.0,9
0.0, 0.001, -0.7, 0.0, -800.0, 0.0, 292.46,2020-02-27 00:00:00, 292.0, -53.0, 464.0,9
-0.1, -0.102, -0.7, 0.0, -800.0, 0.0, 292.46,2020-02-27 01:00:00, 292.0, -49.0, 464.0,9
0.3, 0.253, -0.7, 0.0, -800.0, 0.5, 292.46,2020-02-27 02:00:00, 292.0, -53.0, 465.0,9
0.2, 0.205, -0.7, 0.0, -800.0, 0.5, 292.46,2020-02-27 03:00:00, 292.0, -53.0, 467.0,9
-0.1, -0.064, -0.7, 0.0, 2.0, 0.5, 294.27,2020-02-27 04:00:00, 294.0, -49.0, 469.0,9
-0.1, -0.065, -0.7, 0.0, 1.0, 0.5, 295.22,2020-02-27 05:00:00, 295.0, -49.0, 470.0,9
-0.2, -0.158, -0.7, 0.0, 2.0, 0.5, 297.32,2020-02-27 06:00:00, 297.0, -49.0, 470.0,9
-0.5, -0.483, -0.5, 0.0, 2.0, -0.1, 298.89,2020-02-27 07:00:00, 299.0, -50.0, 470.0,9
-0.5, -0.474, -0.5, 0.0, 3.0, -0.1, 302.04,2020-02-27 08:00:00, 302.0, -50.0, 469.0,9
-0.4, -0.437, -0.6, 0.0, 5.0, -0.1, 306.83,2020-02-27 09:00:00, 307.0, -50.0, 470.0,9
-0.5, -0.465, -0.6, 0.0, 3.0, -0.1, 309.5,2020-02-27 10:00:00, 310.0, -50.0, 473.0,9
