pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,snw_dpth,week_of_year
None, -0.03, 73.31, None, None, None, None, None, -4.0, None, None,2020-02-26 00:00:00, None,9
None, -0.324, 74.68, None, None, None, None, None, -4.0, None, None,2020-02-26 01:00:00, None,9
None, -0.28, 76.24, None, None, None, None, None, -4.0, None, None,2020-02-26 02:00:00, None,9
None, -0.729, 79.48, None, None, None, None, None, -3.0, None, None,2020-02-26 03:00:00, None,9
None, -1.201, 81.3, None, None, None, None, None, -4.0, None, None,2020-02-26 04:00:00, None,9
None, -1.709, 80.7, None, None, None, None, None, -4.0, None, None,2020-02-26 05:00:00, None,9
None, -2.201, 81.2, None, None, None, None, None, -5.0, None, None,2020-02-26 06:00:00, None,9
None, -2.485, 80.8, None, None, None, None, None, -5.0, None, None,2020-02-26 07:00:00, None,9
None, -1.881, 78.39, None, None, None, None, None, -5.0, None, None,2020-02-26 08:00:00, None,9
None, -0.648, 72.73, None, None, None, None, None, -5.0, None, None,2020-02-26 09:00:00, None,9
None, 0.515, 64.61, None, None, None, None, None, -5.0, None, None,2020-02-26 10:00:00, None,9
None, 1.207, 62.05, None, None, None, None, None, -5.0, None, None,2020-02-26 11:00:00, None,9
None, 2.847, 57.72, None, None, None, None, None, -4.0, None, None,2020-02-26 12:00:00, None,9
None, 3.778, 54.84, None, None, None, None, None, -4.0, None, None,2020-02-26 13:00:00, None,9
None, 5.592, 48.96, None, None, None, None, None, -4.0, None, None,2020-02-26 14:00:00, None,9
None, 6.387, 50.09, None, None, None, None, None, -3.0, None, None,2020-02-26 15:00:00, None,9
None, 5.502, 53.17, None, None, None, None, None, -4.0, None, None,2020-02-26 16:00:00, None,9
None, 3.661, 61.69, None, None, None, None, None, -3.0, None, None,2020-02-26 17:00:00, None,9
None, 2.109, 69.86, None, None, None, None, None, -3.0, None, None,2020-02-26 18:00:00, None,9
None, 1.354, 75.4, None, None, None, None, None, -3.0, None, None,2020-02-26 19:00:00, None,9
None, 1.399, 75.91, None, None, None, None, None, -2.0, None, None,2020-02-26 20:00:00, None,9
None, 1.351, 76.29, None, None, None, None, None, -2.0, None, None,2020-02-26 21:00:00, None,9
None, 1.16, 77.58, None, None, None, None, None, -2.0, None, None,2020-02-26 22:00:00, None,9
None, 1.201, 76.71, None, None, None, None, None, -2.0, None, None,2020-02-26 23:00:00, None,9
None, 1.839, 73.05, None, None, None, None, None, -3.0, None, None,2020-02-27 00:00:00, None,9
None, 1.408, 76.64, None, None, None, None, None, -2.0, None, None,2020-02-27 01:00:00, None,9
None, 1.174, 77.52, None, None, None, None, None, -2.0, None, None,2020-02-27 02:00:00, None,9
None, 2.077, 72.33, None, None, None, None, None, -2.0, None, None,2020-02-27 03:00:00, None,9
