air_temp,min_air_temp_snc_last_reset,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,time,avg_wnd_spd_10m_pst10mts,dwpt_temp,week_of_year
-10.7,-11.0, 275.0,-2.5,-6999.0, 6.1,2020-02-26 00:00:00, 1.6,-6999.0,9
-11.4,-11.7, 266.0,-2.5,-6999.0, 8.9,2020-02-26 01:00:00, 1.9,-6999.0,9
-10.9,-11.7, 272.0,-2.5,-6999.0, 6.6,2020-02-26 02:00:00, 1.5,-6999.0,9
-9.7,-11.7, 292.0,-2.5,-6999.0, 5.5,2020-02-26 03:00:00, 1.5,-6999.0,9
-9.2,-11.7, 335.0,-2.5,-6999.0, 3.7,2020-02-26 04:00:00, 1.0,-6999.0,9
-8.3,-11.7, 351.0,-2.5,-6999.0, 3.9,2020-02-26 06:00:00, 1.0,-6999.0,9
-7.6,-8.3, 41.0,-7.3,-6999.0, 3.6,2020-02-26 07:00:00, 0.8,-6999.0,9
-6.9,-8.3, 306.0,-6.9,-6999.0, 2.4,2020-02-26 08:00:00, 0.4,-6999.0,9
-5.7,-8.3, 69.0,-5.8,-6999.0, 4.4,2020-02-26 09:00:00, 0.6,-6999.0,9
-2.9,-8.3, 220.0,-2.6,-6999.0, 13.1,2020-02-26 10:00:00, 3.0,-6999.0,9
-1.0,-8.3, 243.0,-0.3,-6999.0, 16.0,2020-02-26 11:00:00, 6.6,-6999.0,9
0.0,-8.3, 225.0,0.0,-6999.0, 12.6,2020-02-26 12:00:00, 4.0,-6999.0,9
0.6,-8.3, 238.0,0.7,-6999.0, 16.1,2020-02-26 13:00:00, 6.3,-6999.0,9
1.3,-8.3, 235.0,1.6,-6999.0, 18.1,2020-02-26 14:00:00, 5.7,-6999.0,9
1.4,-8.3, 239.0,1.6,-6999.0, 14.5,2020-02-26 15:00:00, 6.5,-6999.0,9
1.1,-8.3, 234.0,1.6,-6999.0, 18.8,2020-02-26 16:00:00, 7.7,-6999.0,9
0.8,-8.3, 239.0,1.6,-6999.0, 19.7,2020-02-26 17:00:00, 7.4,-6999.0,9
-0.1,-8.3, 228.0,1.6,-6999.0, 17.7,2020-02-26 18:00:00, 6.0,-6999.0,9
0.3,-0.6, 240.0,0.3,-6999.0, 17.5,2020-02-26 19:00:00, 5.4,-6999.0,9
0.0,-1.1, 247.0,0.3,-6999.0, 20.7,2020-02-26 20:00:00, 7.5,-6999.0,9
-0.6,-1.3, 238.0,0.3,-6999.0, 14.8,2020-02-26 21:00:00, 5.3,-6999.0,9
-0.5,-1.3, 247.0,0.3,-6999.0, 17.4,2020-02-26 22:00:00, 7.4,-6999.0,9
-1.0,-1.3, 244.0,0.3,-6999.0, 17.4,2020-02-26 23:00:00, 7.0,-6999.0,9
-0.2,-1.3, 241.0,0.3,-6999.0, 18.0,2020-02-27 00:00:00, 7.9,-6999.0,9
-1.1,-1.3, 243.0,0.3,-6999.0, 17.8,2020-02-27 01:00:00, 7.8,-6999.0,9
-0.4,-1.3, 230.0,0.3,-6999.0, 16.2,2020-02-27 02:00:00, 6.1,-6999.0,9
0.1,-1.3, 243.0,0.3,-6999.0, 24.6,2020-02-27 03:00:00, 9.3,-6999.0,9
0.0,-1.3, 246.0,0.3,-6999.0, 26.3,2020-02-27 04:00:00, 13.4,-6999.0,9
0.0,-1.3, 243.0,0.3,-6999.0, 20.3,2020-02-27 05:00:00, 10.4,-6999.0,9
-0.4,-1.3, 239.0,0.3,-6999.0, 20.0,2020-02-27 06:00:00, 8.0,-6999.0,9
-0.5,-1.1, 237.0,-0.4,-6999.0, 12.7,2020-02-27 07:00:00, 4.6,-6999.0,9
-1.6,-1.9, 238.0,-0.4,-6999.0, 8.8,2020-02-27 08:00:00, 4.0,-6999.0,9
-0.3,-1.9, 252.0,-0.3,-6999.0, 15.1,2020-02-27 09:00:00, 7.9,-6999.0,9
-1.0,-1.9, 241.0,-0.1,-6999.0, 18.9,2020-02-27 10:00:00, 5.5,-6999.0,9
-1.5,-1.9, 54.0,-0.1,-6999.0, 15.9,2020-02-27 11:00:00, 3.1,-6999.0,9
0.9,-1.9, 216.0,0.9,-6999.0, 6.4,2020-02-27 12:00:00, 1.3,-6999.0,9
1.6,-1.9, 230.0,2.8,-6999.0, 17.0,2020-02-27 13:00:00, 5.1,-6999.0,9
1.6,-1.9, 241.0,2.8,-6999.0, 16.2,2020-02-27 14:00:00, 6.6,-6999.0,9
1.8,-1.9, 240.0,2.8,-6999.0, 15.7,2020-02-27 15:00:00, 5.2,-6999.0,9
1.2,-1.9, 247.0,2.8,-6999.0, 18.2,2020-02-27 16:00:00, 6.5,-6999.0,9
0.7,-1.9, 244.0,2.8,-6999.0, 14.5,2020-02-27 17:00:00, 4.9,-6999.0,9
0.5,-1.9, 246.0,2.8,-6999.0, 16.0,2020-02-27 18:00:00, 5.1,-6999.0,9
-0.3,-0.6, 244.0,0.6,-6999.0, 19.4,2020-02-27 19:00:00, 6.4,-6999.0,9
-0.1,-1.0, 234.0,0.6,-6999.0, 16.2,2020-02-27 20:00:00, 4.9,-6999.0,9
-0.6,-1.0, 245.0,0.6,-6999.0, 18.2,2020-02-27 21:00:00, 6.3,-6999.0,9
-1.5,-1.5, 253.0,0.6,-6999.0, 18.7,2020-02-27 22:00:00, 8.7,-6999.0,9
-1.4,-1.5, 251.0,0.6,-6999.0, 20.5,2020-02-27 23:00:00, 10.4,-6999.0,9
-1.6,-1.6, 248.0,0.6,-6999.0, 23.6,2020-02-28 00:00:00, 11.6,-6999.0,9
-1.6,-1.6, 249.0,0.6,-6999.0, 18.6,2020-02-28 01:00:00, 9.7,-6999.0,9
-1.6,-1.6, 252.0,0.6,-6999.0, 21.2,2020-02-28 02:00:00, 11.0,-6999.0,9
-1.9,-1.9, 250.0,0.6,-6999.0, 27.7,2020-02-28 03:00:00, 11.8,-6999.0,9
-2.1,-2.2, 249.0,0.6,-6999.0, 21.3,2020-02-28 04:00:00, 9.7,-6999.0,9
-2.2,-2.3, 249.0,0.6,-6999.0, 19.1,2020-02-28 05:00:00, 10.0,-6999.0,9
-2.2,-2.3, 245.0,0.6,-6999.0, 19.8,2020-02-28 06:00:00, 8.9,-6999.0,9
