CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,time,DEW_POINT,week_of_year
-4.431,94.4,2020-02-26 00:00:00,-5.0,9
-4.484,94.8,2020-02-26 01:00:00,-5.0,9
-4.363,94.8,2020-02-26 02:00:00,-5.0,9
-4.771,95.4,2020-02-26 03:00:00,-5.0,9
-4.636,94.9,2020-02-26 04:00:00,-5.0,9
-4.622,95.0,2020-02-26 05:00:00,-5.0,9
-5.902,93.4,2020-02-26 06:00:00,-7.0,9
-5.882,93.5,2020-02-26 07:00:00,-7.0,9
-6.163,93.1,2020-02-26 08:00:00,-7.0,9
-3.523,90.5,2020-02-26 09:00:00,-5.0,9
-2.095,86.0,2020-02-26 10:00:00,-4.0,9
1.458,68.44,2020-02-26 11:00:00,-4.0,9
2.713,61.74,2020-02-26 12:00:00,-4.0,9
4.168,57.44,2020-02-26 13:00:00,-4.0,9
5.77,45.94,2020-02-26 14:00:00,-5.0,9
4.168,54.35,2020-02-26 15:00:00,-4.0,9
5.032,43.77,2020-02-26 16:00:00,-6.0,9
3.946,48.27,2020-02-26 17:00:00,-6.0,9
3.591,49.61,2020-02-26 18:00:00,-6.0,9
2.803,56.01,2020-02-26 19:00:00,-5.0,9
3.16,50.32,2020-02-26 20:00:00,-6.0,9
2.871,51.27,2020-02-26 21:00:00,-6.0,9
2.322,54.23,2020-02-26 22:00:00,-6.0,9
0.801,66.14,2020-02-26 23:00:00,-5.0,9
0.808,66.05,2020-02-27 00:00:00,-4.0,9
1.175,64.85,2020-02-27 01:00:00,-4.0,9
0.717,68.27,2020-02-27 02:00:00,-4.0,9
0.319,70.91,2020-02-27 03:00:00,-4.0,9
0.515,70.56,2020-02-27 04:00:00,-4.0,9
0.421,72.53,2020-02-27 05:00:00,-4.0,9
0.672,71.81,2020-02-27 06:00:00,-4.0,9
0.511,75.02,2020-02-27 07:00:00,-4.0,9
0.987,74.03,2020-02-27 08:00:00,-3.0,9
1.557,72.46,2020-02-27 09:00:00,-2.0,9
2.089,70.83,2020-02-27 10:00:00,-3.0,9
3.542,64.04,2020-02-27 11:00:00,-2.0,9
4.921,59.08,2020-02-27 12:00:00,-3.0,9
6.503,49.15,2020-02-27 13:00:00,-4.0,9
5.339,59.88,2020-02-27 14:00:00,-2.0,9
5.354,58.66,2020-02-27 15:00:00,-2.0,9
4.647,62.32,2020-02-27 16:00:00,-2.0,9
4.406,64.66,2020-02-27 17:00:00,-2.0,9
3.144,70.22,2020-02-27 18:00:00,-2.0,9
2.269,73.26,2020-02-27 19:00:00,-2.0,9
2.112,73.31,2020-02-27 20:00:00,-2.0,9
0.521,80.5,2020-02-27 21:00:00,-2.0,9
0.992,79.07,2020-02-27 22:00:00,-2.0,9
0.52,79.36,2020-02-27 23:00:00,-2.0,9
1.714,76.79,2020-02-28 00:00:00,-2.0,9
1.698,77.34,2020-02-28 01:00:00,-2.0,9
1.97,76.04,2020-02-28 02:00:00,-1.0,9
2.208,73.81,2020-02-28 03:00:00,-2.0,9
2.182,73.69,2020-02-28 04:00:00,-2.0,9
1.01,80.8,2020-02-28 05:00:00,-2.0,9
1.087,77.62,2020-02-28 06:00:00,-3.0,9
0.235,80.3,2020-02-28 07:00:00,-3.0,9
0.458,81.3,2020-02-28 08:00:00,-3.0,9
1.03,78.26,2020-02-28 09:00:00,-2.0,9
2.099,73.22,2020-02-28 10:00:00,-2.0,9
3.753,66.51,2020-02-28 11:00:00,-2.0,9
4.869,61.23,2020-02-28 12:00:00,-2.0,9
4.888,61.33,2020-02-28 13:00:00,-2.0,9
5.513,57.62,2020-02-28 14:00:00,-2.0,9
5.334,55.13,2020-02-28 15:00:00,-3.0,9
6.144,47.12,2020-02-28 16:00:00,-4.0,9
4.764,50.75,2020-02-28 17:00:00,-4.0,9
4.12,50.88,2020-02-28 18:00:00,-5.0,9
3.246,56.08,2020-02-28 19:00:00,-5.0,9
2.343,59.59,2020-02-28 20:00:00,-5.0,9
1.854,63.87,2020-02-28 21:00:00,-4.0,9
1.555,66.24,2020-02-28 22:00:00,-4.0,9
-0.215,69.24,2020-02-28 23:00:00,-5.0,9
0.787,58.98,2020-02-29 00:00:00,-7.0,9
0.522,59.57,2020-02-29 01:00:00,-6.0,9
0.31,58.98,2020-02-29 02:00:00,-7.0,9
-0.51,60.3,2020-02-29 03:00:00,-7.0,9
-1.269,64.18,2020-02-29 04:00:00,-6.0,9
0.198,55.28,2020-02-29 05:00:00,-7.0,9
-0.811,67.12,2020-02-29 06:00:00,-5.0,9
-1.745,79.95,2020-02-29 07:00:00,-4.0,9
-0.995,60.84,2020-02-29 08:00:00,-7.0,9
-1.653,66.75,2020-02-29 09:00:00,-6.0,9
-0.667,55.83,2020-02-29 10:00:00,-7.0,9
-0.507,52.15,2020-02-29 11:00:00,-8.0,9
0.031,50.08,2020-02-29 12:00:00,-9.0,9
0.226,47.73,2020-02-29 13:00:00,-9.0,9
1.072,40.38,2020-02-29 14:00:00,-11.0,9
1.366,42.96,2020-02-29 15:00:00,-10.0,9
0.98,42.26,2020-02-29 16:00:00,-10.0,9
0.207,44.68,2020-02-29 17:00:00,-10.0,9
-0.708,49.07,2020-02-29 18:00:00,-9.0,9
-2.374,57.84,2020-02-29 19:00:00,-9.0,9
-4.05,66.18,2020-02-29 20:00:00,-9.0,9
-5.008,70.61,2020-02-29 21:00:00,-9.0,9
