RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
61.25, None, None, 20.5, 11.69, 70.2, -11.0, -5.8, -11.0, None, 70.0, None, None, -6999.0, None, None, None, None, -5.334, None, -5.3, 61.0, None, 14.04, 11.7, -5.3, 0.3, -6999.0,2020-02-26 00:00:00, -6999.0,9
58.89, None, None, 19.7, 10.7, 67.89, -11.0, -5.8, -11.0, None, 68.0, None, None, -6999.0, None, None, None, None, -5.352, None, -5.3, 59.0, None, 11.37, 10.7, -5.4, 0.4, -6999.0,2020-02-26 01:00:00, -6999.0,9
65.41, None, None, 14.8, 9.71, 67.68, -10.0, -5.8, -10.0, None, 68.0, None, None, -6999.0, None, None, None, None, -4.962, None, -5.0, 65.0, None, 11.58, 9.7, -5.0, 0.3, -6999.0,2020-02-26 02:00:00, -6999.0,9
66.78, None, None, 15.0, 9.05, 62.54, -9.0, -5.8, -9.0, None, 63.0, None, None, -6999.0, None, None, 2.4, None, -4.757, None, -4.8, 67.0, None, 10.06, 9.1, -4.8, 0.2, -6999.0,2020-02-26 03:00:00, -6999.0,9
66.6, None, None, 11.6, 7.43, 71.5, -9.0, -5.8, -9.0, None, 72.0, None, None, -6999.0, None, None, 3.2, None, -4.601, None, -4.6, 67.0, None, 17.64, 7.4, -4.6, 0.8, -6999.0,2020-02-26 04:00:00, -6999.0,9
65.0, None, None, 15.5, 7.66, 60.98, -10.0, -5.8, -10.0, None, 61.0, None, None, -6999.0, None, None, 3.9, None, -4.592, None, -4.6, 65.0, None, 13.16, 7.7, -4.6, 0.7, -6999.0,2020-02-26 05:00:00, -6999.0,9
65.31, None, None, 16.9, 10.85, 64.29, -9.0, -5.8, -9.0, None, 64.0, None, None, -6999.0, None, None, 4.2, None, -4.417, None, -4.4, 65.0, None, 11.02, 10.9, -4.4, 0.3, -6999.0,2020-02-26 06:00:00, -6999.0,9
63.99, None, None, 15.8, 8.9, 66.29, -10.0, -4.5, -10.0, None, 66.0, None, None, -6999.0, None, None, 4.2, None, -4.417, None, -4.3, 64.0, None, 11.94, 8.9, -4.4, 0.0, -6999.0,2020-02-26 07:00:00, -6999.0,9
65.7, None, None, 12.9, 5.685, 68.36, -9.0, -4.5, -9.0, None, 68.0, None, None, -6999.0, None, None, 4.2, None, -4.329, None, -4.3, 66.0, None, 14.99, 5.7, -4.3, 0.0, -6999.0,2020-02-26 08:00:00, -6999.0,9
65.84, None, None, 9.5, 3.521, 63.42, -9.0, -4.5, -9.0, None, 63.0, None, None, -6999.0, None, None, 4.8, None, -4.038, None, -4.0, 66.0, None, 18.51, 3.5, -4.0, 0.6, -6999.0,2020-02-26 09:00:00, -6999.0,9
66.74, None, None, 10.8, 1.074, 255.4, -8.0, -4.5, -8.0, None, 255.0, None, None, -6999.0, None, None, 6.2, None, -3.776, None, -3.8, 67.0, None, 51.13, 1.1, -3.8, 1.4, -6999.0,2020-02-26 10:00:00, -6999.0,9
68.19, None, None, 14.6, 4.106, 213.4, -8.0, -4.5, -8.0, None, 213.0, None, None, -6999.0, None, None, 7.3, None, -3.05, None, -3.1, 68.0, None, 34.52, 4.1, -3.1, 1.1, -6999.0,2020-02-26 11:00:00, -6999.0,9
