AirTemp,ONE_DAY_PRECIPITATION,Snow_WE,time,MIN_TEMP,MAX_TEMP,week_of_year,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,snw_dpth,HEIGHT_OF_SNOW,stn_pres
2.1, 0.2,7.6,2022-09-10 00:00:00, 0.6, 21.0,37,,,,,,,,,,,,,,,,,,,,,,
1.9, None,7.9,2022-09-10 00:15:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
1.9, None,8.0,2022-09-10 00:30:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
1.8, None,8.0,2022-09-10 00:45:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
1.9, None,8.3,2022-09-10 01:00:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
2.0, None,8.5,2022-09-10 01:15:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
1.9, None,8.2,2022-09-10 01:30:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
1.7, None,8.3,2022-09-10 01:45:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
1.7, None,8.3,2022-09-10 02:00:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
1.5, None,8.4,2022-09-10 02:15:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
1.4, None,8.6,2022-09-10 02:30:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
1.3, None,8.6,2022-09-10 02:45:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
1.2, None,8.5,2022-09-10 03:00:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
1.1, None,8.8,2022-09-10 03:15:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
1.1, None,8.9,2022-09-10 03:30:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
1.1, None,8.8,2022-09-10 03:45:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
1.0, None,8.9,2022-09-10 04:00:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
0.9, None,9.1,2022-09-10 04:15:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
0.9, None,9.0,2022-09-10 04:30:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
0.9, None,9.2,2022-09-10 04:45:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
0.9, None,9.2,2022-09-10 05:00:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
0.6, None,9.2,2022-09-10 05:15:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
0.6, None,9.3,2022-09-10 05:30:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
0.6, None,9.2,2022-09-10 05:45:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
0.8, None,9.5,2022-09-10 06:00:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
1.2, None,9.4,2022-09-10 06:15:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
1.6, None,9.5,2022-09-10 06:30:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
2.3, None,9.3,2022-09-10 06:45:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
3.2, None,9.4,2022-09-10 07:00:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
4.2, None,9.4,2022-09-10 07:15:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
5.3, None,9.5,2022-09-10 07:30:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
5.7, None,9.2,2022-09-10 07:45:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
6.5, None,9.5,2022-09-10 08:00:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
7.6, None,9.3,2022-09-10 08:15:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
8.7, None,9.2,2022-09-10 08:30:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
10.3, None,9.4,2022-09-10 08:45:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
11.7, None,9.3,2022-09-10 09:00:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
12.8, None,9.4,2022-09-10 09:15:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
13.5, None,9.6,2022-09-10 09:30:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
13.9, None,9.1,2022-09-10 09:45:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
14.6, None,9.1,2022-09-10 10:00:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
15.0, None,9.1,2022-09-10 10:15:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
15.6, None,9.1,2022-09-10 10:30:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
16.6, None,9.0,2022-09-10 10:45:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
17.1, None,8.7,2022-09-10 11:00:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
17.5, None,8.5,2022-09-10 11:15:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
18.0, None,8.2,2022-09-10 11:30:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
18.4, None,8.4,2022-09-10 11:45:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
18.6, None,8.2,2022-09-10 12:00:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
19.2, None,7.9,2022-09-10 12:15:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
19.6, None,7.7,2022-09-10 12:30:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
19.4, None,7.4,2022-09-10 12:45:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
20.2, None,7.3,2022-09-10 13:00:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
19.7, None,6.9,2022-09-10 13:15:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
20.1, None,7.0,2022-09-10 13:30:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
20.5, None,6.6,2022-09-10 13:45:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
21.0, None,6.2,2022-09-10 14:00:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
20.8, None,5.8,2022-09-10 14:15:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
20.5, None,5.8,2022-09-10 14:30:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
20.7, None,5.9,2022-09-10 14:45:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
20.4, None,5.7,2022-09-10 15:00:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
20.2, None,5.7,2022-09-10 15:15:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
19.9, None,6.0,2022-09-10 15:30:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
19.2, None,5.7,2022-09-10 15:45:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
18.6, None,5.7,2022-09-10 16:00:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
17.7, None,5.7,2022-09-10 16:15:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
16.8, None,5.6,2022-09-10 16:30:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
15.9, None,5.5,2022-09-10 16:45:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
15.3, None,5.7,2022-09-10 17:00:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
14.5, None,5.6,2022-09-10 17:15:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
13.7, None,5.7,2022-09-10 17:30:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
12.6, None,5.9,2022-09-10 17:45:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
11.7, None,5.8,2022-09-10 18:00:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
10.8, None,5.7,2022-09-10 18:15:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
10.3, None,5.9,2022-09-10 18:30:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
9.7, None,6.0,2022-09-10 18:45:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
9.1, None,6.2,2022-09-10 19:00:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
8.7, None,5.9,2022-09-10 19:15:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
8.4, None,6.1,2022-09-10 19:30:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
8.1, None,6.2,2022-09-10 19:45:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
7.6, None,6.1,2022-09-10 20:00:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
7.5, None,6.5,2022-09-10 20:15:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
7.5, None,6.2,2022-09-10 20:30:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
7.5, None,6.2,2022-09-10 20:45:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
7.1, None,6.3,2022-09-10 21:00:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
7.0, None,6.3,2022-09-10 21:15:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
6.6, None,6.6,2022-09-10 21:30:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
6.6, None,6.8,2022-09-10 21:45:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
7.0, None,6.6,2022-09-10 22:00:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
6.8, None,6.6,2022-09-10 22:15:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
6.4, None,7.0,2022-09-10 22:30:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
6.2, None,6.9,2022-09-10 22:45:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
6.7, None,6.7,2022-09-10 23:00:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
6.2, None,6.9,2022-09-10 23:15:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
6.2, None,6.9,2022-09-10 23:30:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
6.3, None,7.1,2022-09-10 23:45:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
6.6, 0.0,7.2,2022-09-11 00:00:00, 3.4, 19.9,37,,,,,,,,,,,,,,,,,,,,,,
6.6, None,7.4,2022-09-11 00:15:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
6.1, None,7.2,2022-09-11 00:30:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
6.8, None,7.3,2022-09-11 00:45:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
6.4, None,7.4,2022-09-11 01:00:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
5.7, None,7.5,2022-09-11 01:15:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
6.0, None,7.6,2022-09-11 01:30:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
5.8, None,7.5,2022-09-11 01:45:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
5.6, None,7.7,2022-09-11 02:00:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
5.6, None,7.7,2022-09-11 02:15:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
5.6, None,7.8,2022-09-11 02:30:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
5.3, None,7.9,2022-09-11 02:45:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
5.1, None,7.9,2022-09-11 03:00:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
5.1, None,7.9,2022-09-11 03:15:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
4.8, None,8.1,2022-09-11 03:30:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
4.6, None,8.1,2022-09-11 03:45:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
4.1, None,8.2,2022-09-11 04:00:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
4.0, None,8.2,2022-09-11 04:15:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
3.8, None,8.1,2022-09-11 04:30:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
3.6, None,8.3,2022-09-11 04:45:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
3.6, None,8.4,2022-09-11 05:00:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
3.5, None,8.5,2022-09-11 05:15:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
3.5, None,8.5,2022-09-11 05:30:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
3.4, None,8.7,2022-09-11 05:45:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
3.9, None,8.6,2022-09-11 06:00:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
4.5, None,8.4,2022-09-11 06:15:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
5.0, None,8.3,2022-09-11 06:30:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
5.4, None,8.4,2022-09-11 06:45:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
5.6, None,8.3,2022-09-11 07:00:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
6.1, None,8.3,2022-09-11 07:15:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
7.2, None,8.2,2022-09-11 07:30:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
8.1, None,8.2,2022-09-11 07:45:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
9.6, None,8.2,2022-09-11 08:00:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
10.1, None,8.2,2022-09-11 08:15:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
11.0, None,8.1,2022-09-11 08:30:00, None, None,37,,,,,,,,,,,,,,,,,,,,,,
