AirTemp,ONE_DAY_PRECIPITATION,Snow_WE,time,MIN_TEMP,MAX_TEMP,week_of_year
-0.2, 0.2, 308.0,2021-05-21 00:00:00, -2.1, 10.6,21
-0.4, None, 308.0,2021-05-21 00:15:00, None, None,21
-0.6, None, 308.0,2021-05-21 00:30:00, None, None,21
-0.9, None, 309.0,2021-05-21 00:45:00, None, None,21
-1.0, None, 309.0,2021-05-21 01:00:00, None, None,21
-1.0, None, 309.0,2021-05-21 01:15:00, None, None,21
-1.0, None, 309.0,2021-05-21 01:30:00, None, None,21
-1.0, None, 310.0,2021-05-21 01:45:00, None, None,21
-0.9, None, 310.0,2021-05-21 02:00:00, None, None,21
-0.9, None, 310.0,2021-05-21 02:15:00, None, None,21
-1.1, None, 310.0,2021-05-21 02:30:00, None, None,21
-1.2, None, 310.0,2021-05-21 02:45:00, None, None,21
-1.3, None, 310.0,2021-05-21 03:00:00, None, None,21
-1.5, None, 310.0,2021-05-21 03:15:00, None, None,21
-1.5, None, 310.0,2021-05-21 03:30:00, None, None,21
-1.8, None, 310.0,2021-05-21 03:45:00, None, None,21
-1.8, None, 310.0,2021-05-21 04:00:00, None, None,21
-1.9, None, 310.0,2021-05-21 04:15:00, None, None,21
-2.1, None, 310.0,2021-05-21 04:30:00, None, None,21
-2.0, None, 310.0,2021-05-21 04:45:00, None, None,21
-1.7, None, 310.0,2021-05-21 05:00:00, None, None,21
-1.6, None, 310.0,2021-05-21 05:15:00, None, None,21
-1.2, None, 310.0,2021-05-21 05:30:00, None, None,21
-0.8, None, 310.0,2021-05-21 05:45:00, None, None,21
-0.3, None, 310.0,2021-05-21 06:00:00, None, None,21
0.1, None, 310.0,2021-05-21 06:15:00, None, None,21
0.6, None, 310.0,2021-05-21 06:30:00, None, None,21
1.0, None, 311.0,2021-05-21 06:45:00, None, None,21
1.6, None, 309.0,2021-05-21 07:00:00, None, None,21
1.8, None, 307.0,2021-05-21 07:15:00, None, None,21
2.2, None, 306.0,2021-05-21 07:30:00, None, None,21
2.5, None, 304.0,2021-05-21 07:45:00, None, None,21
3.1, None, 302.0,2021-05-21 08:00:00, None, None,21
3.6, None, 301.0,2021-05-21 08:15:00, None, None,21
3.7, None, 301.0,2021-05-21 08:30:00, None, None,21
3.8, None, 300.0,2021-05-21 08:45:00, None, None,21
4.8, None, 300.0,2021-05-21 09:00:00, None, None,21
5.2, None, 299.0,2021-05-21 09:15:00, None, None,21
5.5, None, 299.0,2021-05-21 09:30:00, None, None,21
5.8, None, 299.0,2021-05-21 09:45:00, None, None,21
6.3, None, 299.0,2021-05-21 10:00:00, None, None,21
6.0, None, 299.0,2021-05-21 10:15:00, None, None,21
6.3, None, 300.0,2021-05-21 10:30:00, None, None,21
7.3, None, 300.0,2021-05-21 10:45:00, None, None,21
7.7, None, 300.0,2021-05-21 11:00:00, None, None,21
7.9, None, 300.0,2021-05-21 11:15:00, None, None,21
8.3, None, 300.0,2021-05-21 11:30:00, None, None,21
7.2, None, 300.0,2021-05-21 11:45:00, None, None,21
8.2, None, 300.0,2021-05-21 12:00:00, None, None,21
8.0, None, 300.0,2021-05-21 12:15:00, None, None,21
8.4, None, 300.0,2021-05-21 12:30:00, None, None,21
8.5, None, 300.0,2021-05-21 12:45:00, None, None,21
8.7, None, 300.0,2021-05-21 13:00:00, None, None,21
8.9, None, 300.0,2021-05-21 13:15:00, None, None,21
9.9, None, 300.0,2021-05-21 13:30:00, None, None,21
9.5, None, 300.0,2021-05-21 13:45:00, None, None,21
9.3, None, 300.0,2021-05-21 14:00:00, None, None,21
9.1, None, 299.0,2021-05-21 14:15:00, None, None,21
10.3, None, 299.0,2021-05-21 14:30:00, None, None,21
10.2, None, 299.0,2021-05-21 14:45:00, None, None,21
10.1, None, 298.0,2021-05-21 15:00:00, None, None,21
10.2, None, 298.0,2021-05-21 15:15:00, None, None,21
10.1, None, 297.0,2021-05-21 15:30:00, None, None,21
10.6, None, 297.0,2021-05-21 15:45:00, None, None,21
9.8, None, 297.0,2021-05-21 16:00:00, None, None,21
9.7, None, 296.0,2021-05-21 16:15:00, None, None,21
10.4, None, 296.0,2021-05-21 16:30:00, None, None,21
9.7, None, 296.0,2021-05-21 16:45:00, None, None,21
9.9, None, 295.0,2021-05-21 17:00:00, None, None,21
9.7, None, 296.0,2021-05-21 17:15:00, None, None,21
9.8, None, 295.0,2021-05-21 17:30:00, None, None,21
9.2, None, 295.0,2021-05-21 17:45:00, None, None,21
9.3, None, 295.0,2021-05-21 18:00:00, None, None,21
