ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,week_of_year
21.2,21.2,0.0,2016-07-08, 0.0,28
3.0,3.0,0.0,2016-07-09, 0.0,28
0.0,0.0,0.0,2016-07-10, 0.0,28
0.0,0.0,0.0,2016-07-11, 0.0,28
6.4,6.4,0.0,2016-07-12, 0.0,28
0.0,0.0,0.0,2016-07-13, 0.0,28
0.0,0.0,0.0,2016-07-14, 0.0,28
