pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, 5.529, 95.8, 10.8, 96.0, 5.0, 5.5, 5.5, 1005.6, 0.1, 5.0, 911.0, None,2020-05-20 00:00:00, None, None, 911.0,21
None, 5.215, 96.0, 10.8, 96.0, 5.0, 5.2, 5.2, 1005.6, 0.0, 5.0, 911.0, None,2020-05-20 01:00:00, None, None, 911.0,21
None, 4.925, 96.3, 10.8, 96.0, 4.0, 4.9, 4.9, 1005.6, 0.2, 4.0, 911.0, None,2020-05-20 02:00:00, None, None, 911.0,21
None, 4.566, 96.8, 10.8, 97.0, 4.0, 4.6, 4.5, 1005.6, 0.2, 4.0, 911.0, None,2020-05-20 03:00:00, None, None, 911.0,21
None, 4.438, 96.9, 10.8, 97.0, 4.0, 4.4, 4.4, 1005.7, 0.2, 4.0, 911.0, None,2020-05-20 04:00:00, None, None, 911.0,21
None, 4.243, 97.2, 10.8, 97.0, 4.0, 4.2, 4.2, 1005.6, 0.2, 4.0, 911.0, None,2020-05-20 05:00:00, None, None, 911.0,21
None, 4.539, 97.4, 10.8, 97.0, 4.0, 4.5, 4.2, 1005.6, 0.6, 4.0, 911.0, None,2020-05-20 06:00:00, None, None, 911.0,21
None, 4.827, 96.4, 4.8, 96.0, 4.0, 4.8, 4.5, 1005.5, 0.1, 4.0, 911.0, None,2020-05-20 07:00:00, None, None, 911.0,21
None, 5.161, 95.3, 5.1, 95.0, 4.0, 5.2, 4.5, 1005.5, 1.4, 4.0, 911.0, None,2020-05-20 08:00:00, None, None, 911.0,21
5.4, 5.958, 92.6, 6.0, 93.0, 5.0, 6.0, 4.5, 1006.7, 0.2, 5.0, 912.0, None,2020-05-20 09:00:00, None, None, 912.0,21
5.4, 6.555, 81.2, 6.7, 81.0, 4.0, 6.6, 4.5, 1006.8, 0.1, 4.0, 912.0, None,2020-05-20 10:00:00, None, None, 912.0,21
5.4, 7.052, 80.5, 7.1, 81.0, 4.0, 7.1, 4.5, 1007.9, 0.0, 4.0, 913.0, None,2020-05-20 11:00:00, None, None, 913.0,21
5.1, 9.56, 69.04, 9.8, 69.0, 4.0, 9.6, 4.5, 1008.8, 0.0, 4.0, 914.0, None,2020-05-20 12:00:00, None, None, 914.0,21
