air_temp,min_air_temp_snc_last_reset,mslp,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,time,avg_wnd_spd_10m_pst10mts,dwpt_temp,stn_pres,week_of_year
14.0,14.0, 997.1, 96.0,17.6,68.0, 12.3,2020-05-20 00:00:00, 9.4,8.0, 990.0,21
13.3,13.3, 997.1, 126.0,17.6,70.0, 18.4,2020-05-20 01:00:00, 12.4,8.0, 990.0,21
12.6,12.6, 997.1, 126.0,17.6,73.0, 14.4,2020-05-20 02:00:00, 9.7,8.0, 990.0,21
12.0,12.0, 997.1, 114.0,17.6,75.0, 15.0,2020-05-20 03:00:00, 9.8,8.0, 990.0,21
11.7,11.7, 997.1, 94.0,17.6,75.0, 15.5,2020-05-20 04:00:00, 9.5,7.0, 990.0,21
11.6,11.4, 997.1, 102.0,17.6,74.0, 15.9,2020-05-20 05:00:00, 11.2,7.0, 990.0,21
11.6,11.4, 997.1, 115.0,17.6,75.0, 17.6,2020-05-20 06:00:00, 12.0,7.0, 990.0,21
11.5,11.4, 997.1, 132.0,11.6,76.0, 16.5,2020-05-20 07:00:00, 11.0,7.0, 990.0,21
12.4,11.4, 997.1, 136.0,12.2,73.0, 15.1,2020-05-20 08:00:00, 9.2,8.0, 990.0,21
12.5,11.4, 998.1, 136.0,12.7,72.0, 16.7,2020-05-20 09:00:00, 8.9,8.0, 991.0,21
12.8,11.4, 998.1, 151.0,13.1,73.0, 14.5,2020-05-20 10:00:00, 8.0,8.0, 991.0,21
13.1,11.4, 997.1, 180.0,13.4,73.0, 14.0,2020-05-20 11:00:00, 5.9,8.0, 990.0,21
13.5,11.4, 997.1, 147.0,13.8,71.0, 11.9,2020-05-20 12:00:00, 5.4,8.0, 990.0,21
14.3,11.4, 997.1, 175.0,14.6,67.0, 15.2,2020-05-20 13:00:00, 7.8,8.0, 990.0,21
14.2,11.4, 997.1, 191.0,14.8,66.0, 20.8,2020-05-20 14:00:00, 14.2,8.0, 990.0,21
14.4,11.4, 997.1, 179.0,14.8,64.0, 25.4,2020-05-20 15:00:00, 14.8,7.0, 990.0,21
15.1,11.4, 997.1, 181.0,15.2,63.0, 21.9,2020-05-20 16:00:00, 11.7,8.0, 990.0,21
15.0,11.4, 997.1, 176.0,15.2,65.0, 20.9,2020-05-20 17:00:00, 11.2,8.0, 990.0,21
15.9,11.4, 996.1, 169.0,16.2,62.0, 15.5,2020-05-20 18:00:00, 8.6,9.0, 989.0,21
16.2,15.2, 996.1, 165.0,16.2,62.0, 12.6,2020-05-20 19:00:00, 6.2,9.0, 989.0,21
14.9,14.9, 996.1, 152.0,16.2,61.0, 14.9,2020-05-20 20:00:00, 7.3,7.0, 989.0,21
14.2,14.2, 996.1, 142.0,16.2,62.0, 16.6,2020-05-20 21:00:00, 8.9,7.0, 989.0,21
13.2,13.2, 996.1, 179.0,16.2,61.0, 25.3,2020-05-20 22:00:00, 16.3,6.0, 989.0,21
12.4,12.4, 996.1, 183.0,16.2,64.0, 24.3,2020-05-20 23:00:00, 17.7,6.0, 989.0,21
12.2,11.8, 995.1, 169.0,16.2,67.0, 27.7,2020-05-21 00:00:00, 19.9,6.0, 988.0,21
11.5,11.6, 996.1, 65.0,16.2,68.0, 16.6,2020-05-21 01:00:00, 5.9,6.0, 989.0,21
10.1,10.1, 996.1, 28.0,16.2,78.0, 21.2,2020-05-21 02:00:00, 7.3,7.0, 989.0,21
9.3,9.2, 996.1, 28.0,16.2,82.0, 23.4,2020-05-21 03:00:00, 9.3,6.0, 989.0,21
9.8,9.2, 996.1, 25.0,16.2,82.0, 10.8,2020-05-21 04:00:00, 5.0,7.0, 989.0,21
9.9,9.2, 996.1, 346.0,16.2,80.0, 13.4,2020-05-21 05:00:00, 3.2,7.0, 989.0,21
