wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,relative_humidity,time,snw_dpth,week_of_year
106.0, None, None,0.0, None,2.7, None,2.4, None, None,100.0,2020-01-08 00:00:00, None,2
110.0, None, None,0.0, None,3.8, None,1.3, None, None,100.0,2020-01-08 01:00:00, None,2
129.0, None, None,0.0, None,3.8, None,1.0, None, None,100.0,2020-01-08 02:00:00, None,2
153.0, None, None,0.0, None,3.4, None,1.1, None, None,100.0,2020-01-08 03:00:00, None,2
154.0, None, None,0.0, None,5.5, None,-0.3, None, None,100.0,2020-01-08 05:00:00, None,2
122.0, None, None,0.0, None,3.4, None,-0.7, None, None,100.0,2020-01-08 06:00:00, None,2
120.0, None, None,0.0, None,2.6, None,-0.6, None, None,100.0,2020-01-08 07:00:00, None,2
82.0, None, None,0.0, None,0.0, None,-0.1, None, None,100.0,2020-01-08 08:00:00, None,2
81.0, None, None,0.0, None,2.0, None,0.2, None, None,100.0,2020-01-08 09:00:00, None,2
198.0, None, None,0.0, None,1.6, None,0.7, None, None,100.0,2020-01-08 10:00:00, None,2
137.0, None, None,0.0, None,2.1, None,1.1, None, None,98.0,2020-01-08 11:00:00, None,2
255.0, None, None,0.0, None,2.2, None,1.1, None, None,93.0,2020-01-08 12:00:00, None,2
270.0, None, None,0.0, None,0.0, None,1.4, None, None,97.0,2020-01-08 13:00:00, None,2
42.0, None, None,0.0, None,0.0, None,1.4, None, None,89.0,2020-01-08 14:00:00, None,2
136.0, None, None,0.0, None,0.0, None,0.5, None, None,94.0,2020-01-08 15:00:00, None,2
103.0, None, None,0.0, None,2.6, None,-0.9, None, None,98.0,2020-01-08 16:00:00, None,2
122.0, None, None,0.0, None,1.8, None,-0.9, None, None,100.0,2020-01-08 17:00:00, None,2
105.0, None, None,0.0, None,2.2, None,-1.5, None, None,100.0,2020-01-08 18:00:00, None,2
151.0, None, None,0.0, None,3.6, None,-1.7, None, None,100.0,2020-01-08 19:00:00, None,2
137.0, None, None,0.0, None,2.9, None,-2.0, None, None,100.0,2020-01-08 20:00:00, None,2
125.0, None, None,0.0, None,2.5, None,-2.1, None, None,99.0,2020-01-08 21:00:00, None,2
120.0, None, None,0.0, None,2.0, None,-1.7, None, None,100.0,2020-01-08 22:00:00, None,2
