wind_speed,temperature,wind_direction,relative_humidity,time,week_of_year
1.8, 5.4,234.0, 98.0,2021-10-29 00:00:00,44
7.2, 5.4,155.0, 98.0,2021-10-29 01:00:00,44
1.4, 5.5,95.0, 99.0,2021-10-29 02:00:00,44
3.2, 5.4,119.0, 99.0,2021-10-29 03:00:00,44
1.4, 5.6,66.0, 98.0,2021-10-29 04:00:00,44
1.1, 5.6,52.0, 98.0,2021-10-29 05:00:00,44
1.8, 5.7,272.0, 99.0,2021-10-29 06:00:00,44
0.7, 5.9,276.0, 98.0,2021-10-29 07:00:00,44
3.2, 6.3,128.0, 97.0,2021-10-29 08:00:00,44
1.1, 6.8,336.0, 97.0,2021-10-29 09:00:00,44
5.4, 7.4,251.0, 94.0,2021-10-29 10:00:00,44
3.6, 8.2,342.0, 86.0,2021-10-29 11:00:00,44
8.6, 8.7,4.0, 84.0,2021-10-29 12:00:00,44
24.8, 9.2,344.0, 67.0,2021-10-29 13:00:00,44
20.5, 8.6,337.0, 68.0,2021-10-29 14:00:00,44
18.0, 7.9,355.0, 70.0,2021-10-29 15:00:00,44
19.1, 7.6,347.0, 67.0,2021-10-29 16:00:00,44
7.6, 7.0,356.0, 66.0,2021-10-29 17:00:00,44
7.2, 6.2,50.0, 64.0,2021-10-29 18:00:00,44
10.4, 5.1,34.0, 66.0,2021-10-29 19:00:00,44
8.6, 4.8,30.0, 61.0,2021-10-29 20:00:00,44
16.6, 5.1,5.0, 52.0,2021-10-29 21:00:00,44
14.4, 4.7,37.0, 51.0,2021-10-29 22:00:00,44
8.3, 4.0,15.0, 55.0,2021-10-29 23:00:00,44
6.5, 2.1,259.0, 68.0,2021-10-30 00:00:00,44
2.2, 2.2,5.0, 65.0,2021-10-30 01:00:00,44
2.2, -0.9,6.0, 82.0,2021-10-30 02:00:00,44
3.2, -0.4,45.0, 81.0,2021-10-30 03:00:00,44
3.6, -0.3,353.0, 79.0,2021-10-30 04:00:00,44
16.2, 2.0,22.0, 64.0,2021-10-30 05:00:00,44
16.6, 1.6,25.0, 68.0,2021-10-30 06:00:00,44
17.6, 2.3,12.0, 61.0,2021-10-30 07:00:00,44
16.2, 3.1,359.0, 60.0,2021-10-30 08:00:00,44
17.6, 4.2,5.0, 57.0,2021-10-30 09:00:00,44
