CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,time,DEW_POINT,week_of_year
7.781,89.7,2021-05-14 00:00:00,6.0,20
7.238,90.3,2021-05-14 01:00:00,6.0,20
8.25,79.71,2021-05-14 02:00:00,5.0,20
5.635,89.6,2021-05-14 03:00:00,4.0,20
3.36,91.6,2021-05-14 04:00:00,2.0,20
1.83,92.9,2021-05-14 05:00:00,1.0,20
1.026,93.8,2021-05-14 06:00:00,0.0,20
4.686,86.7,2021-05-14 07:00:00,3.0,20
10.57,55.05,2021-05-14 08:00:00,2.0,20
13.0,43.45,2021-05-14 09:00:00,0.0,20
13.7,41.12,2021-05-14 10:00:00,1.0,20
15.37,39.06,2021-05-14 11:00:00,2.0,20
17.75,37.71,2021-05-14 12:00:00,3.0,20
18.09,31.61,2021-05-14 13:00:00,1.0,20
18.19,31.17,2021-05-14 14:00:00,1.0,20
18.59,29.78,2021-05-14 15:00:00,0.0,20
19.64,24.1,2021-05-14 16:00:00,-1.0,20
17.99,28.11,2021-05-14 17:00:00,-1.0,20
16.92,33.67,2021-05-14 18:00:00,1.0,20
15.84,39.31,2021-05-14 19:00:00,2.0,20
15.34,44.38,2021-05-14 20:00:00,3.0,20
9.46,70.23,2021-05-14 21:00:00,4.0,20
6.599,80.7,2021-05-14 22:00:00,3.0,20
4.74,83.1,2021-05-14 23:00:00,2.0,20
3.79,84.6,2021-05-15 00:00:00,1.0,20
3.464,86.2,2021-05-15 01:00:00,1.0,20
2.781,86.7,2021-05-15 02:00:00,1.0,20
1.39,88.9,2021-05-15 03:00:00,0.0,20
0.357,90.5,2021-05-15 04:00:00,-1.0,20
-0.23,90.1,2021-05-15 05:00:00,-2.0,20
-0.466,89.6,2021-05-15 06:00:00,-2.0,20
3.642,84.2,2021-05-15 07:00:00,1.0,20
11.6,47.01,2021-05-15 08:00:00,0.0,20
13.8,38.31,2021-05-15 09:00:00,0.0,20
15.68,36.67,2021-05-15 10:00:00,1.0,20
15.76,35.83,2021-05-15 11:00:00,1.0,20
17.71,31.08,2021-05-15 12:00:00,0.0,20
19.55,27.58,2021-05-15 13:00:00,0.0,20
20.09,27.66,2021-05-15 14:00:00,1.0,20
21.06,27.12,2021-05-15 15:00:00,1.0,20
21.37,25.63,2021-05-15 16:00:00,1.0,20
21.84,25.16,2021-05-15 17:00:00,1.0,20
22.24,24.68,2021-05-15 18:00:00,1.0,20
20.73,28.11,2021-05-15 19:00:00,2.0,20
18.23,37.43,2021-05-15 20:00:00,4.0,20
13.84,53.26,2021-05-15 21:00:00,5.0,20
11.63,63.04,2021-05-15 22:00:00,5.0,20
10.46,65.63,2021-05-15 23:00:00,4.0,20
11.79,62.26,2021-05-16 00:00:00,5.0,20
10.91,68.51,2021-05-16 01:00:00,5.0,20
8.73,75.66,2021-05-16 02:00:00,5.0,20
6.786,81.8,2021-05-16 03:00:00,4.0,20
5.279,84.4,2021-05-16 04:00:00,3.0,20
3.774,90.3,2021-05-16 05:00:00,2.0,20
3.19,89.2,2021-05-16 06:00:00,2.0,20
7.521,83.4,2021-05-16 07:00:00,5.0,20
13.68,62.11,2021-05-16 08:00:00,7.0,20
15.17,54.22,2021-05-16 09:00:00,6.0,20
16.49,46.86,2021-05-16 10:00:00,5.0,20
18.2,38.85,2021-05-16 11:00:00,4.0,20
19.35,37.1,2021-05-16 12:00:00,4.0,20
20.45,35.35,2021-05-16 13:00:00,4.0,20
22.02,29.44,2021-05-16 14:00:00,3.0,20
23.11,26.83,2021-05-16 15:00:00,3.0,20
22.44,29.71,2021-05-16 16:00:00,4.0,20
21.86,30.54,2021-05-16 17:00:00,3.0,20
23.63,26.38,2021-05-16 18:00:00,3.0,20
21.21,29.95,2021-05-16 19:00:00,3.0,20
19.08,35.13,2021-05-16 20:00:00,4.0,20
17.1,40.36,2021-05-16 21:00:00,3.0,20
15.21,45.01,2021-05-16 22:00:00,3.0,20
12.0,59.31,2021-05-16 23:00:00,4.0,20
12.7,55.86,2021-05-17 00:00:00,4.0,20
11.29,61.9,2021-05-17 01:00:00,4.0,20
12.23,57.62,2021-05-17 02:00:00,4.0,20
11.79,60.74,2021-05-17 03:00:00,4.0,20
10.39,66.5,2021-05-17 04:00:00,5.0,20
9.71,69.88,2021-05-17 05:00:00,5.0,20
10.69,65.09,2021-05-17 06:00:00,5.0,20
10.47,70.71,2021-05-17 07:00:00,5.0,20
11.85,66.25,2021-05-17 08:00:00,6.0,20
13.2,52.81,2021-05-17 09:00:00,4.0,20
13.78,43.56,2021-05-17 10:00:00,1.0,20
14.3,42.31,2021-05-17 11:00:00,1.0,20
15.0,35.87,2021-05-17 12:00:00,0.0,20
14.85,34.57,2021-05-17 13:00:00,0.0,20
15.74,31.7,2021-05-17 14:00:00,-1.0,20
15.84,28.45,2021-05-17 15:00:00,-2.0,20
15.84,26.1,2021-05-17 16:00:00,-4.0,20
14.99,26.21,2021-05-17 17:00:00,-5.0,20
14.65,30.44,2021-05-17 18:00:00,-2.0,20
13.77,30.07,2021-05-17 19:00:00,-3.0,20
12.45,38.83,2021-05-17 20:00:00,-1.0,20
11.04,42.09,2021-05-17 21:00:00,-2.0,20
9.85,44.52,2021-05-17 22:00:00,-2.0,20
8.4,56.45,2021-05-17 23:00:00,0.0,20
7.461,62.1,2021-05-18 00:00:00,1.0,20
6.462,66.31,2021-05-18 01:00:00,1.0,20
6.372,68.71,2021-05-18 02:00:00,1.0,20
5.214,72.4,2021-05-18 03:00:00,1.0,20
4.084,76.77,2021-05-18 04:00:00,1.0,20
3.488,78.13,2021-05-18 05:00:00,0.0,20
3.008,83.7,2021-05-18 06:00:00,1.0,20
3.79,68.81,2021-05-18 07:00:00,-2.0,20
5.12,56.31,2021-05-18 08:00:00,-3.0,20
4.952,53.64,2021-05-18 09:00:00,-4.0,20
4.863,49.26,2021-05-18 10:00:00,-5.0,20
4.086,54.91,2021-05-18 11:00:00,-4.0,20
4.07,58.43,2021-05-18 12:00:00,-3.0,20
5.829,45.02,2021-05-18 13:00:00,-5.0,20
6.088,39.57,2021-05-18 14:00:00,-6.0,20
4.647,60.33,2021-05-18 15:00:00,-2.0,20
7.088,35.39,2021-05-18 16:00:00,-7.0,20
7.185,41.23,2021-05-18 17:00:00,-5.0,20
6.598,46.94,2021-05-18 18:00:00,-4.0,20
5.866,50.89,2021-05-18 19:00:00,-4.0,20
