CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, 6.562, 75.48, None, None, None, None, 24.9, None, 5.764, 223.3, 3.0, None, 6.6, 5.9, None, None, None, None, 10.3, None, None, 75.0, None,2021-05-14 00:00:00, None, None,20
None, 6.214, 79.44, None, None, None, None, 10.85, None, 5.3, 251.2, 3.0, None, 6.2, 5.9, None, None, None, None, 10.3, None, None, 79.0, None,2021-05-14 01:00:00, None, None,20
None, 5.928, 82.5, None, None, None, None, 13.02, None, 5.389, 260.6, 3.0, None, 5.9, 5.7, None, None, None, None, 10.3, None, None, 83.0, None,2021-05-14 02:00:00, None, None,20
None, 5.341, 90.2, None, None, None, None, 3.507, None, 7.429, 271.2, 4.0, None, 5.3, 5.3, None, None, None, None, 10.3, None, None, 90.0, None,2021-05-14 03:00:00, None, None,20
None, 5.726, 87.4, None, None, None, None, 3.412, None, 6.942, 268.1, 4.0, None, 5.7, 5.2, None, None, None, None, 10.3, None, None, 87.0, None,2021-05-14 04:00:00, None, None,20
None, 5.666, 89.0, None, None, None, None, 2.306, None, 8.11, 264.7, 4.0, None, 5.7, 5.2, None, None, None, None, 10.3, None, None, 89.0, None,2021-05-14 05:00:00, None, None,20
None, 5.591, 89.3, None, None, None, None, 4.554, None, 5.384, 271.7, 4.0, None, 5.6, 5.2, None, None, None, None, 10.3, None, None, 89.0, None,2021-05-14 06:00:00, None, None,20
None, 6.813, 81.8, None, None, None, None, 4.042, None, 3.627, 278.0, 4.0, None, 6.8, 5.6, None, None, None, None, 6.8, None, None, 82.0, None,2021-05-14 07:00:00, None, None,20
None, 7.997, 67.55, None, None, None, None, 9.89, None, 2.744, 283.9, 3.0, None, 8.0, 5.6, None, None, None, None, 8.2, None, None, 68.0, None,2021-05-14 08:00:00, None, None,20
None, 8.08, 66.56, None, None, None, None, 19.5, None, 2.191, 268.7, 2.0, None, 8.1, 5.6, None, None, None, None, 8.3, None, None, 67.0, None,2021-05-14 09:00:00, None, None,20
None, 8.17, 67.5, None, None, None, None, 22.7, None, 2.53, 265.2, 2.0, None, 8.2, 5.6, None, None, None, None, 8.9, None, None, 68.0, None,2021-05-14 10:00:00, None, None,20
None, 9.6, 74.33, None, None, None, None, 33.42, None, 2.799, 244.8, 5.0, None, 9.6, 5.6, None, None, None, None, 9.8, None, None, 74.0, None,2021-05-14 11:00:00, None, None,20
None, 11.13, 58.85, None, None, None, None, 51.98, None, 1.585, 262.3, 3.0, None, 11.1, 5.6, None, None, None, None, 11.5, None, None, 59.0, None,2021-05-14 12:00:00, None, None,20
None, 9.66, 57.6, None, None, None, None, 44.92, None, 4.309, 248.1, 2.0, None, 9.7, 5.6, None, None, None, None, 11.5, None, None, 58.0, None,2021-05-14 13:00:00, None, None,20
None, 10.35, 52.67, None, None, None, None, 28.4, None, 7.815, 231.4, 1.0, None, 10.4, 5.6, None, None, None, None, 11.5, None, None, 53.0, None,2021-05-14 14:00:00, None, None,20
None, 11.54, 49.22, None, None, None, None, 43.67, None, 6.651, 227.1, 1.0, None, 11.5, 5.6, None, None, None, None, 11.8, None, None, 49.0, None,2021-05-14 15:00:00, None, None,20
None, 11.11, 49.98, None, None, None, None, 27.62, None, 9.72, 232.6, 1.0, None, 11.1, 5.6, None, None, None, None, 11.8, None, None, 50.0, None,2021-05-14 16:00:00, None, None,20
None, 10.88, 51.44, None, None, None, None, 36.21, None, 9.94, 241.4, 1.0, None, 10.9, 5.6, None, None, None, None, 11.8, None, None, 51.0, None,2021-05-14 17:00:00, None, None,20
