air_temp,CURRENT_AIR_TEMPERATURE1,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,HEIGHT_OF_SNOW,time,snw_dpth,dwpt_temp,stn_pres,week_of_year
6.6, 6.627, 6.1, 0.0, 0.0, 9.1, 302.54,2021-05-14 00:00:00, 303.0, -49.0, 414.0,20
6.0, 5.956, 5.9, 0.0, -1.0, 9.1, 301.73,2021-05-14 01:00:00, 302.0, -50.0, 413.0,20
5.4, 5.419, 5.2, 0.0, 1.0, 9.1, 302.25,2021-05-14 02:00:00, 302.0, -50.0, 410.0,20
5.1, 5.099, 4.2, 0.0, 0.0, 9.1, 302.43,2021-05-14 03:00:00, 302.0, -50.0, 408.0,20
4.9, 4.865, 4.2, 0.0, 0.0, 9.1, 302.34,2021-05-14 04:00:00, 302.0, -50.0, 407.0,20
3.8, 3.777, 3.8, 0.0, 0.0, 9.1, 301.91,2021-05-14 05:00:00, 302.0, -51.0, 407.0,20
4.2, 4.245, 3.7, 0.0, 0.0, 9.1, 302.07,2021-05-14 06:00:00, 302.0, -51.0, 405.0,20
8.1, 8.09, 4.2, 0.0, -1.0, 8.1, 300.69,2021-05-14 07:00:00, 301.0, -48.0, 430.0,20
7.2, 7.19, 4.2, 0.0, 0.0, 8.4, 300.77,2021-05-14 08:00:00, 301.0, -49.0, 524.0,20
8.4, 8.37, 4.2, 0.0, 0.0, 8.4, 300.77,2021-05-14 09:00:00, 301.0, -48.0, 597.0,20
7.8, 7.76, 4.2, 0.0, 1.0, 8.6, 302.12,2021-05-14 10:00:00, 302.0, -49.0, 640.0,20
8.0, 7.95, 4.2, 0.0, -1.0, 9.0, 300.98,2021-05-14 11:00:00, 301.0, -48.0, 666.0,20
8.3, 8.28, 4.2, 0.0, -1.0, 9.0, 300.13,2021-05-14 12:00:00, 300.0, -48.0, 658.0,20
8.4, 8.43, 4.2, 0.0, -2.0, 10.1, 297.93,2021-05-14 13:00:00, 298.0, -48.0, 662.0,20
9.8, 9.81, 4.2, 0.0, 1.0, 10.1, 298.49,2021-05-14 14:00:00, 298.0, -47.0, 656.0,20
8.9, 8.88, 4.2, 0.0, 0.0, 10.4, 298.41,2021-05-14 15:00:00, 298.0, -48.0, 651.0,20
10.0, 9.96, 4.2, 0.0, -2.0, 10.4, 295.95,2021-05-14 16:00:00, 296.0, -47.0, 604.0,20
8.5, 8.53, 4.2, 0.0, 2.0, 10.4, 297.52,2021-05-14 17:00:00, 298.0, -48.0, 576.0,20
8.5, 8.47, 4.2, 0.0, 0.0, 10.4, 297.5,2021-05-14 18:00:00, 298.0, -48.0, 540.0,20
7.8, 7.76, 7.5, 0.0, 1.0, 8.6, 298.12,2021-05-14 19:00:00, 298.0, -49.0, 475.0,20
7.5, 7.46, 7.4, 0.0, 0.0, 8.6, 297.95,2021-05-14 20:00:00, 298.0, -49.0, 443.0,20
6.2, 6.193, 6.2, 0.0, -1.0, 8.6, 297.18,2021-05-14 21:00:00, 297.0, -49.0, 429.0,20
6.9, 6.929, 5.9, 0.0, 1.0, 8.6, 298.01,2021-05-14 22:00:00, 298.0, -49.0, 416.0,20
5.6, 5.626, 5.2, 0.0, 0.0, 8.6, 297.57,2021-05-14 23:00:00, 298.0, -50.0, 411.0,20
5.4, 5.391, 5.1, 0.0, 0.0, 8.6, 297.84,2021-05-15 00:00:00, 298.0, -50.0, 406.0,20
6.0, 6.022, 5.0, 0.0, 0.0, 8.6, 298.15,2021-05-15 01:00:00, 298.0, -50.0, 404.0,20
5.2, 5.174, 5.0, 0.0, 0.0, 8.6, 297.78,2021-05-15 02:00:00, 298.0, -50.0, 404.0,20
4.5, 4.536, 4.1, 0.0, 0.0, 8.6, 297.33,2021-05-15 03:00:00, 297.0, -50.0, 403.0,20
4.4, 4.414, 4.1, 0.0, 1.0, 8.6, 298.04,2021-05-15 04:00:00, 298.0, -51.0, 401.0,20
4.4, 4.442, 3.8, 0.0, -1.0, 8.6, 297.39,2021-05-15 05:00:00, 297.0, -50.0, 401.0,20
4.4, 4.357, 3.7, 0.0, 0.0, 8.6, 297.47,2021-05-15 06:00:00, 297.0, -51.0, 400.0,20
