max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
8.3, -6999.0, None, None, -6999.0,3.4, 3.3, 0.0, None,0.0,2021-05-14 00:00:00,287.0, -6999.0,20
8.3, -6999.0, None, None, -6999.0,3.4, 3.1, 0.0, None,0.0,2021-05-14 01:00:00,287.0, -6999.0,20
8.3, -6999.0, None, None, -6999.0,2.6, -6999.0, 0.0, None,0.0,2021-05-14 02:00:00,287.0, -6999.0,20
8.3, -6999.0, None, None, -6999.0,2.9, -6999.0, 0.0, None,0.0,2021-05-14 03:00:00,286.0, -6999.0,20
8.3, -6999.0, None, None, -6999.0,3.1, -6999.0, 0.0, None,0.0,2021-05-14 04:00:00,287.0, -6999.0,20
8.3, -6999.0, None, None, -6999.0,2.3, -6999.0, 0.0, None,-1.0,2021-05-14 05:00:00,286.0, -6999.0,20
8.3, -6999.0, None, None, -6999.0,1.2, -6999.0, 0.0, None,1.0,2021-05-14 06:00:00,286.0, -6999.0,20
1.5, -6999.0, None, None, -6999.0,1.1, 1.0, 0.0, None,0.0,2021-05-14 07:00:00,286.0, -6999.0,20
1.7, -6999.0, None, None, -6999.0,1.7, 1.0, 0.0, None,0.0,2021-05-14 08:00:00,286.0, -6999.0,20
3.1, -6999.0, None, None, -6999.0,3.1, 1.0, 0.0, None,0.0,2021-05-14 09:00:00,286.0, -6999.0,20
3.1, -6999.0, None, None, -6999.0,2.5, 1.0, 0.0, None,0.0,2021-05-14 10:00:00,286.0, -6999.0,20
4.4, -6999.0, None, None, -6999.0,3.8, 1.0, 0.0, None,-1.0,2021-05-14 11:00:00,284.0, -6999.0,20
4.4, -6999.0, None, None, -6999.0,4.3, 1.0, 0.0, None,0.0,2021-05-14 12:00:00,284.0, -6999.0,20
4.4, -6999.0, None, None, -6999.0,3.9, -6999.0, 0.0, None,0.0,2021-05-14 13:00:00,284.0, -6999.0,20
4.4, -6999.0, None, None, -6999.0,4.0, -6999.0, 0.0, None,-1.0,2021-05-14 14:00:00,283.0, -6999.0,20
4.6, -6999.0, None, None, -6999.0,4.0, -6999.0, 0.0, None,0.0,2021-05-14 15:00:00,283.0, -6999.0,20
4.6, -6999.0, None, None, -6999.0,4.1, -6999.0, 0.0, None,0.0,2021-05-14 16:00:00,283.0, -6999.0,20
4.6, -6999.0, None, None, -6999.0,3.7, -6999.0, 0.0, None,-1.0,2021-05-14 17:00:00,282.0, -6999.0,20
4.6, -6999.0, None, None, -6999.0,3.9, -6999.0, 0.0, None,0.0,2021-05-14 18:00:00,282.0, -6999.0,20
4.1, -6999.0, None, None, -6999.0,3.8, -6999.0, 0.0, None,-1.0,2021-05-14 19:00:00,281.0, -6999.0,20
4.1, -6999.0, None, None, -6999.0,3.1, -6999.0, 0.0, None,0.0,2021-05-14 20:00:00,281.0, -6999.0,20
4.1, -6999.0, None, None, -6999.0,2.7, -6999.0, 0.0, None,0.0,2021-05-14 21:00:00,281.0, -6999.0,20
4.1, -6999.0, None, None, -6999.0,2.0, -6999.0, 0.0, None,0.0,2021-05-14 22:00:00,281.0, -6999.0,20
4.1, -6999.0, None, None, -6999.0,1.9, -6999.0, 0.0, None,0.0,2021-05-14 23:00:00,282.0, -6999.0,20
4.1, -6999.0, None, None, -6999.0,1.9, -6999.0, 0.0, None,-1.0,2021-05-15 00:00:00,281.0, -6999.0,20
4.1, -6999.0, None, None, -6999.0,2.1, -6999.0, 0.0, None,0.0,2021-05-15 01:00:00,281.0, -6999.0,20
4.1, -6999.0, None, None, -6999.0,1.9, -6999.0, 0.0, None,0.0,2021-05-15 02:00:00,281.0, -6999.0,20
4.1, -6999.0, None, None, -6999.0,1.4, -6999.0, 0.0, None,0.0,2021-05-15 03:00:00,280.0, -6999.0,20
4.1, -6999.0, None, None, -6999.0,0.9, -6999.0, 0.0, None,1.0,2021-05-15 04:00:00,281.0, -6999.0,20
4.1, -6999.0, None, None, -6999.0,0.6, -6999.0, 0.0, None,0.0,2021-05-15 05:00:00,281.0, -6999.0,20
4.1, -6999.0, None, None, -6999.0,0.6, -6999.0, 0.0, None,0.0,2021-05-15 06:00:00,280.0, -6999.0,20
0.8, -6999.0, None, None, -6999.0,0.7, -6999.0, 0.0, None,0.0,2021-05-15 07:00:00,280.0, -6999.0,20
1.0, -6999.0, None, None, -6999.0,1.0, -6999.0, 0.0, None,0.0,2021-05-15 08:00:00,281.0, -6999.0,20
1.3, -6999.0, None, None, -6999.0,1.3, -6999.0, 0.0, None,0.0,2021-05-15 09:00:00,281.0, -6999.0,20
1.8, -6999.0, None, None, -6999.0,1.8, -6999.0, 0.0, None,0.0,2021-05-15 10:00:00,281.0, -6999.0,20
2.2, -6999.0, None, None, -6999.0,1.9, -6999.0, 0.0, None,0.0,2021-05-15 11:00:00,280.0, -6999.0,20
2.7, -6999.0, None, None, -6999.0,2.6, -6999.0, 0.0, None,-1.0,2021-05-15 12:00:00,279.0, -6999.0,20
3.7, -6999.0, None, None, -6999.0,3.6, -6999.0, 0.0, None,-1.0,2021-05-15 13:00:00,278.0, -6999.0,20
4.0, -6999.0, None, None, -6999.0,3.6, -6999.0, 0.0, None,0.0,2021-05-15 14:00:00,278.0, -6999.0,20
4.0, -6999.0, None, None, -6999.0,3.8, -6999.0, 0.0, None,1.0,2021-05-15 15:00:00,279.0, -6999.0,20
4.2, -6999.0, None, None, -6999.0,4.2, -6999.0, 0.0, None,0.0,2021-05-15 16:00:00,278.0, -6999.0,20
4.8, -6999.0, None, None, -6999.0,4.6, -6999.0, 0.0, None,-1.0,2021-05-15 17:00:00,278.0, -6999.0,20
4.8, -6999.0, None, None, -6999.0,4.6, -6999.0, 0.0, None,0.0,2021-05-15 18:00:00,278.0, -6999.0,20
4.7, -6999.0, None, None, -6999.0,4.3, -6999.0, 0.0, None,-1.0,2021-05-15 19:00:00,277.0, -6999.0,20
4.7, -6999.0, None, None, -6999.0,4.1, -6999.0, 0.0, None,0.0,2021-05-15 20:00:00,277.0, -6999.0,20
4.7, -6999.0, None, None, -6999.0,3.1, -6999.0, 0.0, None,0.0,2021-05-15 21:00:00,277.0, -6999.0,20
4.7, -6999.0, None, None, -6999.0,2.5, -6999.0, 0.0, None,0.0,2021-05-15 22:00:00,277.0, -6999.0,20
4.7, -6999.0, None, None, -6999.0,2.0, -6999.0, 0.0, None,0.0,2021-05-15 23:00:00,277.0, -6999.0,20
4.7, -6999.0, None, None, -6999.0,2.5, -6999.0, 0.0, None,0.0,2021-05-16 00:00:00,277.0, -6999.0,20
4.7, -6999.0, None, None, -6999.0,2.6, -6999.0, 0.0, None,0.0,2021-05-16 01:00:00,277.0, -6999.0,20
4.7, -6999.0, None, None, -6999.0,2.1, -6999.0, 0.0, None,0.0,2021-05-16 02:00:00,277.0, -6999.0,20
4.7, -6999.0, None, None, -6999.0,2.0, -6999.0, 0.0, None,0.0,2021-05-16 03:00:00,277.0, -6999.0,20
4.7, -6999.0, None, None, -6999.0,1.6, -6999.0, 0.0, None,0.0,2021-05-16 04:00:00,277.0, -6999.0,20
4.7, -6999.0, None, None, -6999.0,1.2, -6999.0, 0.0, None,0.0,2021-05-16 05:00:00,277.0, -6999.0,20
4.7, -6999.0, None, None, -6999.0,1.3, -6999.0, 0.0, None,0.0,2021-05-16 06:00:00,277.0, -6999.0,20
1.5, -6999.0, None, None, -6999.0,1.4, -6999.0, 0.0, None,0.0,2021-05-16 07:00:00,277.0, -6999.0,20
1.5, -6999.0, None, None, -6999.0,1.1, -6999.0, 0.0, None,0.0,2021-05-16 08:00:00,277.0, -6999.0,20
1.5, -6999.0, None, None, -6999.0,0.9, -6999.0, 0.0, None,0.0,2021-05-16 09:00:00,277.0, -6999.0,20
2.6, -6999.0, None, None, -6999.0,2.6, -6999.0, 0.0, None,0.0,2021-05-16 10:00:00,276.0, -6999.0,20
3.2, -6999.0, None, None, -6999.0,3.1, -6999.0, 0.0, None,-1.0,2021-05-16 11:00:00,276.0, -6999.0,20
3.9, -6999.0, None, None, -6999.0,2.9, -6999.0, 0.0, None,-1.0,2021-05-16 12:00:00,275.0, -6999.0,20
3.9, -6999.0, None, None, -6999.0,2.2, -6999.0, 0.0, None,0.0,2021-05-16 13:00:00,275.0, -6999.0,20
3.9, -6999.0, None, None, -6999.0,3.2, -6999.0, 0.0, None,0.0,2021-05-16 14:00:00,274.0, -6999.0,20
3.9, -6999.0, None, None, -6999.0,3.3, -6999.0, 0.0, None,-1.0,2021-05-16 15:00:00,273.0, -6999.0,20
5.2, -6999.0, None, None, -6999.0,4.7, -6999.0, 0.0, None,0.0,2021-05-16 16:00:00,273.0, -6999.0,20
5.2, -6999.0, None, None, -6999.0,5.0, -6999.0, 0.0, None,0.0,2021-05-16 17:00:00,273.0, -6999.0,20
5.2, -6999.0, None, None, -6999.0,4.1, -6999.0, 0.0, None,-1.0,2021-05-16 18:00:00,272.0, -6999.0,20
4.3, -6999.0, None, None, -6999.0,3.4, -6999.0, 0.0, None,0.0,2021-05-16 19:00:00,273.0, -6999.0,20
4.3, -6999.0, None, None, -6999.0,3.0, -6999.0, 0.0, None,0.0,2021-05-16 20:00:00,273.0, -6999.0,20
