pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
None, 3.899, 17.9, -6999.0, None, None, -6999.0, 3.9, 3.8, 0.3, None, -6999.0,2021-05-14 00:00:00, -6999.0, -6999.0,20
None, 2.881, 17.9, -6999.0, None, None, -6999.0, 2.9, 2.9, 0.2, None, -6999.0,2021-05-14 01:00:00, -6999.0, -6999.0,20
None, 2.184, 17.9, -6999.0, None, None, -6999.0, 2.2, 2.2, 0.3, None, -6999.0,2021-05-14 02:00:00, -6999.0, -6999.0,20
None, 1.328, 17.9, -6999.0, None, None, -6999.0, 1.3, 1.3, 0.1, None, -6999.0,2021-05-14 03:00:00, -6999.0, -6999.0,20
None, 0.924, 17.9, -6999.0, None, None, -6999.0, 0.9, 0.9, 0.2, None, -6999.0,2021-05-14 04:00:00, -6999.0, -6999.0,20
None, 0.576, 17.9, -6999.0, None, None, -6999.0, 0.6, 0.5, 0.0, None, -6999.0,2021-05-14 05:00:00, -6999.0, -6999.0,20
None, 0.539, 17.9, -6999.0, None, None, -6999.0, 0.5, 0.3, 0.2, None, -6999.0,2021-05-14 06:00:00, -6999.0, -6999.0,20
None, 0.774, 0.8, -6999.0, None, None, -6999.0, 0.8, 0.5, 0.1, None, -6999.0,2021-05-14 07:00:00, -6999.0, -6999.0,20
None, 2.808, 2.8, -6999.0, None, None, -6999.0, 2.8, 0.5, 0.0, None, -6999.0,2021-05-14 08:00:00, -6999.0, -6999.0,20
None, 17.59, 22.2, -6999.0, None, None, -6999.0, 17.6, 0.5, None, None, -6999.0,2021-05-14 16:00:00, -6999.0, -6999.0,20
