RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,week_of_year
80.4, None, None, None, 3.8, 289.4, 1.0, 3.3, None, None, None, None, None, -1.0, None, -1.357, None, None, 3.672, None, 13.5, 80.0, None, 13.21, None, 3.7, 0.0, 1.0,2021-05-14 00:00:00,20
86.9, None, None, None, 4.193, 282.9, 0.0, 2.0, None, None, None, None, None, -1.0, None, -1.055, None, None, 2.433, None, 13.5, 87.0, None, 12.29, None, 2.4, -0.1, 1.0,2021-05-14 01:00:00,20
80.2, None, None, None, 3.563, 285.0, 1.0, 2.0, None, None, None, None, None, -1.0, None, -1.409, None, None, 3.62, None, 13.5, 80.0, None, 15.42, None, 3.6, 0.1, 0.0,2021-05-14 02:00:00,20
82.6, None, None, None, 5.009, 282.4, 0.0, 2.0, None, None, None, None, None, -1.0, None, -1.267, None, None, 3.003, None, 13.5, 83.0, None, 8.89, None, 3.0, -0.1, 0.0,2021-05-14 03:00:00,20
88.4, None, None, None, 4.093, 286.0, 0.0, 1.3, None, None, None, None, None, -1.0, None, -0.984, None, None, 2.072, None, 13.5, 88.0, None, 10.18, None, 2.1, -0.1, 1.0,2021-05-14 04:00:00,20
91.8, None, None, None, 4.431, 283.2, 0.0, 1.1, None, None, None, None, None, -1.0, None, -1.132, None, None, 1.265, None, 13.5, 92.0, None, 10.22, None, 1.3, 0.0, 0.0,2021-05-14 05:00:00,20
89.8, None, None, None, 4.394, 280.5, 1.0, 1.1, None, None, None, None, None, -1.0, None, -1.236, None, None, 2.141, None, 13.5, 90.0, None, 9.11, None, 2.1, 0.1, 0.0,2021-05-14 06:00:00,20
60.04, None, None, None, 1.94, 297.8, 2.0, 2.1, None, None, None, None, None, -1.0, None, -1.156, None, None, 8.96, None, 8.8, 60.0, None, 48.17, None, 9.0, 0.5, 0.0,2021-05-14 07:00:00,20
50.15, None, None, None, 0.974, 335.3, 3.0, 2.1, None, None, None, None, None, -1.0, None, -1.311, None, None, 12.42, None, 12.4, 50.0, None, 76.69, None, 12.4, 0.2, 0.0,2021-05-14 08:00:00,20
46.04, None, None, None, 1.849, 96.2, 4.0, 2.1, None, None, None, None, None, -1.0, None, -1.212, None, None, 15.51, None, 15.4, 46.0, None, 56.25, None, 15.5, 0.2, 0.0,2021-05-14 09:00:00,20
42.33, None, None, None, 3.092, 95.4, 4.0, 2.1, None, None, None, None, None, -1.0, None, -1.118, None, None, 16.74, None, 16.6, 42.0, None, 32.52, None, 16.7, 0.4, 0.0,2021-05-14 10:00:00,20
33.59, None, None, None, 3.683, 93.3, 3.0, 2.1, None, None, None, None, None, -1.0, None, -1.152, None, None, 18.91, None, 19.2, 34.0, None, 30.7, None, 18.9, 1.3, 0.0,2021-05-14 11:00:00,20
26.7, None, None, None, 2.623, 77.9, 2.0, 2.1, None, None, None, None, None, -1.0, None, -0.539, None, None, 21.52, None, 21.6, 27.0, None, 37.23, None, 21.5, 2.0, 1.0,2021-05-14 12:00:00,20
25.38, None, None, None, 4.891, 82.4, 0.0, 2.1, None, None, None, None, None, -1.0, None, -1.089, None, None, 20.78, None, 21.6, 25.0, None, 21.17, None, 20.8, -0.3, -1.0,2021-05-14 13:00:00,20
22.91, None, None, None, 4.519, 89.4, -2.0, 2.1, None, None, None, None, None, -1.0, None, -0.816, None, None, 19.87, None, 21.6, 23.0, None, 19.76, None, 19.9, -2.8, 1.0,2021-05-14 14:00:00,20
26.26, None, None, None, 4.032, 80.0, -1.0, 2.1, None, None, None, None, None, -2.0, None, -1.613, None, None, 18.59, None, 21.6, 26.0, None, 14.65, None, 18.6, -0.5, -1.0,2021-05-14 15:00:00,20
42.74, None, None, None, 1.307, 35.66, 3.0, 2.1, None, None, None, None, None, -2.0, None, -1.525, None, None, 15.79, None, 21.6, 43.0, None, 70.74, None, 15.8, -0.7, 0.0,2021-05-14 16:00:00,20
42.31, None, None, None, 0.373, 295.6, 3.0, 2.1, None, None, None, None, None, -1.0, None, -1.416, None, None, 16.37, None, 21.6, 42.0, None, 52.45, None, 16.4, -0.2, 0.0,2021-05-14 17:00:00,20
29.16, None, None, None, 0.429, 33.97, -2.0, 2.1, None, None, None, None, None, -1.0, None, -1.465, None, None, 15.76, None, 21.6, 29.0, None, 49.71, None, 15.8, -0.1, 0.0,2021-05-14 18:00:00,20
32.53, None, None, None, 0.686, 355.8, 0.0, 15.7, None, None, None, None, None, -1.0, None, -1.434, None, None, 15.98, None, 16.5, 33.0, None, 66.14, None, 16.0, -0.1, 0.0,2021-05-14 19:00:00,20
55.04, None, None, None, 2.116, 270.6, 2.0, 10.1, None, None, None, None, None, -1.0, None, -1.425, None, None, 10.13, None, 16.5, 55.0, None, 33.49, None, 10.1, -0.4, 0.0,2021-05-14 20:00:00,20
64.7, None, None, None, 4.656, 284.2, 1.0, 6.8, None, None, None, None, None, -1.0, None, -1.371, None, None, 7.445, None, 16.5, 65.0, None, 13.76, None, 7.4, -0.2, 0.0,2021-05-14 21:00:00,20
69.83, None, None, None, 4.7, 282.4, 1.0, 5.7, None, None, None, None, None, -1.0, None, -1.374, None, None, 5.687, None, 16.5, 70.0, None, 10.11, None, 5.7, 0.0, 0.0,2021-05-14 22:00:00,20
