WDIR_VECT,TEMP_MEAN,WSPD_SCLR,time,avg_air_temp_pst1hr,week_of_year
276.4, 4.7, 1.558,2019-10-01 00:00:00, 4.866,40
269.9, 4.9, 1.135,2019-10-01 01:00:00, 5.066,40
262.3, 5.1, 1.259,2019-10-01 02:00:00, 5.158,40
263.8, 5.2, 1.114,2019-10-01 03:00:00, 4.307,40
263.5, 4.3, 0.913999,2019-10-01 04:00:00, 3.868,40
266.2, 3.9, 0.875,2019-10-01 05:00:00, 4.078,40
277.0, 4.1, 0.847,2019-10-01 06:00:00, 3.302,40
269.5, 3.3, 0.671,2019-10-01 07:00:00, 3.706,40
256.1, 3.7, 0.377,2019-10-01 08:00:00, 6.649,40
272.5, 6.6, 0.726998,2019-10-01 09:00:00, 10.22,40
291.6, 10.2, 0.913999,2019-10-01 10:00:00, 10.58,40
233.3, 10.6, 1.855,2019-10-01 11:00:00, 11.36,40
215.7, 11.4, 2.253,2019-10-01 12:00:00, 12.78,40
231.3, 12.8, 2.957,2019-10-01 13:00:00, 12.95,40
240.5, 13.0, 2.413,2019-10-01 14:00:00, 13.28,40
238.6, 13.3, 2.389,2019-10-01 15:00:00, 13.58,40
240.0, 13.6, 2.129,2019-10-01 16:00:00, 13.39,40
233.2, 13.4, 1.607,2019-10-01 17:00:00, 13.11,40
239.9, 13.1, 1.974,2019-10-01 18:00:00, 11.69,40
246.6, 11.7, 1.798,2019-10-01 19:00:00, 9.57,40
245.8, 9.6, 1.171,2019-10-01 20:00:00, 8.7,40
254.8, 8.7, 1.329,2019-10-01 21:00:00, 7.93,40
236.0, 7.9, 0.899999,2019-10-01 22:00:00, 8.2,40
237.9, 8.2, 1.753,2019-10-01 23:00:00, 8.48,40
263.4, 8.5, 1.551,2019-10-02 00:00:00, 8.02,40
255.3, 8.0, 1.593,2019-10-02 01:00:00, 7.31,40
268.3, 7.3, 1.242,2019-10-02 02:00:00, 6.837,40
253.8, 6.8, 1.718,2019-10-02 03:00:00, 6.431,40
264.2, 6.4, 1.297,2019-10-02 04:00:00, 6.73,40
249.5, 6.7, 1.57,2019-10-02 05:00:00, 6.408,40
262.6, 6.4, 1.424,2019-10-02 06:00:00, 7.1,40
255.3, 7.1, 1.864,2019-10-02 07:00:00, 7.46,40
259.9, 7.5, 1.734,2019-10-02 08:00:00, 7.97,40
262.2, 8.0, 1.982,2019-10-02 09:00:00, 8.59,40
264.5, 8.6, 2.856,2019-10-02 10:00:00, 10.66,40
243.3, 10.7, 4.023,2019-10-02 11:00:00, 11.75,40
243.7, 11.8, 3.448,2019-10-02 12:00:00, 12.53,40
236.0, 12.5, 3.292,2019-10-02 13:00:00, 12.95,40
236.9, 13.0, 2.797,2019-10-02 14:00:00, 12.79,40
239.2, 12.8, 1.913,2019-10-02 15:00:00, 12.49,40
241.3, 12.5, 1.516,2019-10-02 16:00:00, 12.49,40
241.6, 12.5, 1.315,2019-10-02 17:00:00, 12.54,40
246.9, 12.5, 0.862999,2019-10-02 18:00:00, 11.96,40
249.2, 12.0, 0.885999,2019-10-02 19:00:00, 10.67,40
242.3, 10.7, 1.332,2019-10-02 20:00:00, 10.43,40
245.7, 10.4, 1.638,2019-10-02 21:00:00, 10.41,40
258.2, 10.4, 1.381,2019-10-02 22:00:00, 9.85,40
250.4, 9.9, 1.269,2019-10-02 23:00:00, 9.27,40
212.4, 9.3, 0.8,2019-10-03 00:00:00, 9.12,40
244.8, 9.1, 1.82,2019-10-03 01:00:00, 8.99,40
278.2, 9.0, 1.612,2019-10-03 02:00:00, 8.78,40
270.5, 8.8, 1.372,2019-10-03 03:00:00, 8.53,40
261.1, 8.5, 0.828,2019-10-03 04:00:00, 8.59,40
267.5, 8.6, 3.54,2019-10-03 05:00:00, 9.91,40
260.8, 9.9, 4.528,2019-10-03 06:00:00, 10.65,40
257.9, 10.7, 5.059,2019-10-03 07:00:00, 10.57,40
259.9, 10.6, 5.015,2019-10-03 08:00:00, 10.26,40
256.1, 10.3, 5.247,2019-10-03 09:00:00, 10.79,40
250.9, 10.8, 5.669,2019-10-03 10:00:00, 11.46,40
251.9, 11.5, 5.409,2019-10-03 11:00:00, 12.88,40
250.1, 12.9, 4.941,2019-10-03 12:00:00, 13.87,40
248.0, 13.9, 4.505,2019-10-03 13:00:00, 13.9,40
245.3, 13.9, 3.975,2019-10-03 14:00:00, 13.32,40
246.0, 13.3, 3.997,2019-10-03 15:00:00, 13.99,40
246.2, 14.0, 3.918,2019-10-03 16:00:00, 13.46,40
242.2, 13.5, 2.615,2019-10-03 17:00:00, 13.12,40
236.1, 13.1, 2.175,2019-10-03 18:00:00, 12.14,40
233.5, 12.1, 2.901,2019-10-03 19:00:00, 11.56,40
234.7, 11.6, 3.021,2019-10-03 20:00:00, 11.29,40
237.0, 11.3, 2.847,2019-10-03 21:00:00, 11.1,40
235.0, 11.1, 3.366,2019-10-03 22:00:00, 10.69,40
234.1, 10.7, 1.803,2019-10-03 23:00:00, 10.38,40
237.1, 10.4, 2.114,2019-10-04 00:00:00, 10.58,40
230.9, 10.6, 2.147,2019-10-04 01:00:00, 10.39,40
245.0, 10.4, 1.725,2019-10-04 02:00:00, 10.09,40
238.6, 10.1, 1.938,2019-10-04 03:00:00, 10.51,40
234.1, 10.5, 2.334,2019-10-04 04:00:00, 10.62,40
231.0, 10.6, 1.336,2019-10-04 05:00:00, 10.22,40
239.5, 10.2, 0.832,2019-10-04 06:00:00, 9.92,40
254.8, 9.9, 1.112,2019-10-04 07:00:00, 9.57,40
250.4, 9.6, 1.982,2019-10-04 08:00:00, 9.66,40
228.4, 9.7, 1.83,2019-10-04 09:00:00, 10.43,40
